"ID","Ensembl"
728279,"ENSG00000214518"
728290,"ENSG00000243694"
728294,"ENSG00000180902"
728299,"ENSG00000206102"
728300,"ENSG00000236670"
728307,"ENSG00000224931"
728310,"ENSG00000261649"
728311,"ENSG00000232145"
728315,"ENSG00000242083"
728317,"ENSG00000278803"
728318,"ENSG00000240542"
728327,"ENSG00000224190"
728339,"ENSG00000245685"
728340,"ENSG00000183474"
728343,"ENSG00000269437"
728358,"ENSG00000240247"
728361,"ENSG00000105261"
728365,"ENSG00000240159"
728369,"ENSG00000232264"
728373,"ENSG00000230430"
728374,"ENSG00000214089"
728378,"ENSG00000196604"
728379,"ENSG00000229579"
728386,"ENSG00000227140"
728392,"ENSG00000286190"
728393,"ENSG00000235780"
728395,"ENSG00000233803"
728400,"ENSG00000231051"
728403,"ENSG00000229549"
728405,"ENSG00000231637"
728410,"ENSG00000280457"
728411,"ENSG00000183666"
728419,"ENSG00000228856"
728428,"ENSG00000236887"
728431,"ENSG00000233621"
728432,"ENSG00000242705"
728441,"ENSG00000133475"
728447,"ENSG00000274962"
728448,"ENSG00000243970"
728450,"ENSG00000228422"
728458,"ENSG00000166160"
728463,"ENSG00000232480"
728464,"ENSG00000053328"
728481,"ENSG00000228463"
728484,"ENSG00000280012"
728485,"ENSG00000267260"
728486,"ENSG00000213876"
728488,"ENSG00000250138"
728489,"ENSG00000213221"
728492,"ENSG00000205572"
728498,"ENSG00000261794"
728501,"ENSG00000213860"
728506,"ENSG00000251158"
728509,"ENSG00000228462"
728517,"ENSG00000236679"
728523,"ENSG00000224282"
728532,"ENSG00000225137"
728537,"ENSG00000228486"
728538,"ENSG00000267301"
728553,"ENSG00000240376"
728554,"ENSG00000170089"
728558,"ENSG00000226688"
728562,"ENSG00000219773"
728564,"ENSG00000250471"
728567,"ENSG00000219135"
728568,"ENSG00000204954"
728577,"ENSG00000154529"
728586,"ENSG00000230561"
728587,"ENSG00000253803"
728588,"ENSG00000214782"
728590,"ENSG00000218208"
728591,"ENSG00000242715"
728597,"ENSG00000214866"
728606,"ENSG00000265369"
728611,"ENSG00000237238"
728614,"ENSG00000218089"
728620,"ENSG00000226544"
728621,"ENSG00000186409"
728633,"ENSG00000233910"
728637,"ENSG00000239642"
728638,"ENSG00000254285"
728642,"ENSG00000008128"
728643,"ENSG00000213412"
728656,"ENSG00000184911"
728658,"ENSG00000236552"
728660,"ENSG00000233145"
728661,"ENSG00000189339"
728666,"ENSG00000217325"
728673,"ENSG00000170161"
728689,"ENSG00000205609"
728693,"ENSG00000239374"
728695,"ENSG00000227234"
728698,"ENSG00000257790"
728700,"ENSG00000244004"
728706,"ENSG00000213842"
728712,"ENSG00000203926"
728723,"ENSG00000250802"
728724,"ENSG00000229140"
728730,"ENSG00000231312"
728734,"ENSG00000255524"
728737,"ENSG00000234369"
728741,"ENSG00000198156"
728752,"ENSG00000267309"
728755,"ENSG00000258932"
728763,"ENSG00000226321"
728769,"ENSG00000245556"
728774,"ENSG00000236191"
728780,"ENSG00000189045"
728782,"ENSG00000233254"
728791,"ENSG00000240776"
728819,"ENSG00000223658"
728833,"ENSG00000215784"
728843,"ENSG00000254252"
728858,"ENSG00000214700"
728877,"ENSG00000204790"
728888,"ENSG00000254206"
728911,"ENSG00000271449"
728927,"ENSG00000234444"
728929,"ENSG00000278674"
728931,"ENSG00000279557"
728933,"ENSG00000213147"
728945,"ENSG00000279782"
728957,"ENSG00000215343"
728962,"ENSG00000231164"
728975,"ENSG00000254614"
728978,"ENSG00000237512"
728979,"ENSG00000242477"
728990,"ENSG00000226631"
728992,"ENSG00000242445"
729004,"ENSG00000234324"
729013,"ENSG00000247271"
729020,"ENSG00000235376"
729025,"ENSG00000188991"
729032,"ENSG00000234270"
729050,"ENSG00000213958"
729056,"ENSG00000235012"
729059,"ENSG00000227868"
729075,"ENSG00000241722"
729079,"ENSG00000226498"
729082,"ENSG00000247556"
729083,"ENSG00000225611"
729085,"ENSG00000144649"
729092,"ENSG00000172650"
729096,"ENSG00000271816"
729097,"ENSG00000243663"
729121,"ENSG00000230651"
729126,"ENSG00000236928"
729131,"ENSG00000230716"
729141,"ENSG00000213115"
729146,"ENSG00000242067"
729150,"ENSG00000242229"
729156,"ENSG00000230583"
729171,"ENSG00000229089"
729178,"ENSG00000233452"
729201,"ENSG00000171478"
729203,"ENSG00000230702"
729208,"ENSG00000242747"
729211,"ENSG00000234737"
729215,"ENSG00000244270"
729224,"ENSG00000222035"
729230,"ENSG00000121807"
729233,"ENSG00000204918"
729234,"ENSG00000231584"
729236,"ENSG00000228929"
729238,"ENSG00000185303"
729240,"ENSG00000229665"
729241,"ENSG00000240238"
729246,"ENSG00000227151"
729249,"ENSG00000250412"
729250,"ENSG00000234278"
729254,"ENSG00000225884"
729257,"ENSG00000235817"
729262,"ENSG00000188199"
729264,"ENSG00000205456"
729274,"ENSG00000234750"
729277,"ENSG00000219814"
729279,"ENSG00000213293"
729288,"ENSG00000249459"
729293,"ENSG00000216548"
729296,"ENSG00000228340"
729301,"ENSG00000223583"
729305,"ENSG00000251226"
729313,"ENSG00000260229"
729330,"ENSG00000253117"
729332,"ENSG00000237041"
729340,"ENSG00000236058"
729348,"ENSG00000232164"
729349,"ENSG00000236768"
729355,"ENSG00000261509"
729359,"ENSG00000167676"
729362,"ENSG00000244398"
729374,"ENSG00000223861"
729384,"ENSG00000233802"
729389,"ENSG00000240616"
729396,"ENSG00000224659"
729399,"ENSG00000213938"
729402,"ENSG00000220842"
729420,"ENSG00000178734"
729422,"ENSG00000237671"
729423,"ENSG00000229887"
729428,"ENSG00000275113"
729431,"ENSG00000216649"
729438,"ENSG00000274070"
729440,"ENSG00000104983"
729442,"ENSG00000224902"
729447,"ENSG00000189064"
729449,"ENSG00000268785"
729450,"ENSG00000278110"
729458,"ENSG00000196589"
729461,"ENSG00000274044"
729467,"ENSG00000224609"
729475,"ENSG00000214842"
729480,"ENSG00000236829"
729484,"ENSG00000213343"
729501,"ENSG00000215604"
729506,"ENSG00000245729"
729515,"ENSG00000215712"
729522,"ENSG00000250420"
729528,"ENSG00000204481"
729532,"ENSG00000233459"
729533,"ENSG00000196550"
729536,"ENSG00000239223"
729540,"ENSG00000183054"
729558,"ENSG00000249690"
729561,"ENSG00000254759"
729565,"ENSG00000270264"
729568,"ENSG00000226534"
729595,"ENSG00000225051"
729597,"ENSG00000260097"
729603,"ENSG00000213073"
729608,"ENSG00000225357"
729614,"ENSG00000179743"
729617,"ENSG00000227694"
729621,"ENSG00000224011"
729627,"ENSG00000206260"
729646,"ENSG00000213598"
729650,"ENSG00000224396"
729652,"ENSG00000259895"
729654,"ENSG00000267056"
729658,"ENSG00000225683"
729662,"ENSG00000226457"
729665,"ENSG00000151838"
729674,"ENSG00000240854"
729677,"ENSG00000242899"
729678,"ENSG00000245060"
729679,"ENSG00000240418"
729682,"ENSG00000231870"
729707,"ENSG00000248560"
729723,"ENSG00000224165"
729732,"ENSG00000283674"
729739,"ENSG00000260266"
729747,"ENSG00000257446"
729759,"ENSG00000284733"
729764,"ENSG00000213285"
729767,"ENSG00000213822"
729779,"ENSG00000230787"
729780,"ENSG00000229914"
729786,"ENSG00000181984"
729789,"ENSG00000229806"
729799,"ENSG00000213693"
729815,"ENSG00000235705"
729817,"ENSG00000224494"
729830,"ENSG00000164142"
729842,"ENSG00000274756"
729852,"ENSG00000219545"
729857,"ENSG00000185304"
729867,"ENSG00000227741"
729870,"ENSG00000287642"
729873,"ENSG00000274611"
729877,"ENSG00000274226"
729909,"ENSG00000235828"
729911,"ENSG00000259234"
729920,"ENSG00000214960"
729950,"ENSG00000265485"
729952,"ENSG00000213070"
729955,"ENSG00000229985"
729956,"ENSG00000187902"
729966,"ENSG00000284797"
729967,"ENSG00000188010"
729974,"ENSG00000229292"
729978,"ENSG00000234719"
729987,"ENSG00000226053"
729991,"ENSG00000254901"
729993,"ENSG00000237515"
729998,"ENSG00000283041"
730005,"ENSG00000214491"
730013,"ENSG00000255277"
730016,"ENSG00000215833"
730021,"ENSG00000240477"
730029,"ENSG00000183298"
730051,"ENSG00000204514"
730058,"ENSG00000261820"
730066,"ENSG00000213777"
730070,"ENSG00000232751"
730087,"ENSG00000213967"
730091,"ENSG00000240875"
730094,"ENSG00000185716"
730098,"ENSG00000187186"
730100,"ENSG00000231918"
730101,"ENSG00000216775"
730102,"ENSG00000242193"
730112,"ENSG00000215187"
730130,"ENSG00000234224"
730159,"ENSG00000232113"
730174,"ENSG00000234145"
730180,"ENSG00000276290"
730183,"ENSG00000261840"
730187,"ENSG00000227791"
730190,"ENSG00000234473"
730196,"ENSG00000213547"
730213,"ENSG00000213051"
730227,"ENSG00000233791"
730249,"ENSG00000102794"
730255,"ENSG00000213041"
730262,"ENSG00000271567"
730268,"ENSG00000234231"
730291,"ENSG00000223614"
730338,"ENSG00000233539"
730668,"ENSG00000280424"
730747,"ENSG00000241923"
730755,"ENSG00000212724"
730811,"ENSG00000225619"
730861,"ENSG00000237818"
730993,"ENSG00000237226"
731157,"ENSG00000255647"
731220,"ENSG00000196460"
731275,"ENSG00000214837"
731642,"ENSG00000223916"
731688,"ENSG00000244582"
731779,"ENSG00000253595"
732253,"ENSG00000204091"
732275,"ENSG00000168367"
735301,"ENSG00000255198"
751071,"ENSG00000214756"
751580,"ENSG00000236871"
751837,"ENSG00000227709"
752014,"ENSG00000205923"
767557,"ENSG00000254806"
767561,"ENSG00000202191"
767562,"ENSG00000212384"
767563,"ENSG00000201700"
767564,"ENSG00000201672"
767565,"ENSG00000272474"
767566,"ENSG00000200215"
767567,"ENSG00000200632"
767568,"ENSG00000200367"
767569,"ENSG00000201950"
767577,"ENSG00000199575"
767578,"ENSG00000200823"
767579,"ENSG00000201839"
767581,"ENSG00000199798"
767582,"ENSG00000201263"
767583,"ENSG00000199390"
767585,"ENSG00000201240"
767588,"ENSG00000200279"
767589,"ENSG00000200608"
767590,"ENSG00000202270"
767591,"ENSG00000201247"
767592,"ENSG00000199593"
767593,"ENSG00000201557"
767594,"ENSG00000199914"
767595,"ENSG00000201569"
767596,"ENSG00000202142"
767597,"ENSG00000199942"
767598,"ENSG00000202048"
767599,"ENSG00000272344"
767600,"ENSG00000202293"
767603,"ENSG00000200406"
767604,"ENSG00000201899"
767605,"ENSG00000200612"
767606,"ENSG00000200413"
767608,"ENSG00000200636"
767609,"ENSG00000200480"
767610,"ENSG00000201689"
767611,"ENSG00000201318"
767612,"ENSG00000200089"
767846,"ENSG00000270392"
768097,"ENSG00000231133"
768206,"ENSG00000214140"
768211,"ENSG00000181826"
768212,"ENSG00000211582"
768213,"ENSG00000284191"
768214,"ENSG00000276352"
768215,"ENSG00000211583"
768216,"ENSG00000211514"
768217,"ENSG00000211580"
768218,"ENSG00000211578"
768219,"ENSG00000211590"
768220,"ENSG00000211581"
768222,"ENSG00000211574"
768239,"ENSG00000178597"
780529,"ENSG00000271776"
780776,"ENSG00000166676"
780813,"ENSG00000254244"
780815,"ENSG00000228595"
780851,"ENSG00000263934"
780852,"ENSG00000262074"
780853,"ENSG00000264940"
780854,"ENSG00000281000"
790952,"ENSG00000265992"
790955,"ENSG00000204922"
791114,"ENSG00000259905"
791115,"ENSG00000260551"
100008586,"ENSG00000236362"
100009668,"ENSG00000242551"
100009676,"ENSG00000256628"
100033398,"ENSG00000226348"
100033411,"ENSG00000282757"
100033413,"ENSG00000207063"
100033414,"ENSG00000207001"
100033415,"ENSG00000207014"
100033416,"ENSG00000275529"
100033417,"ENSG00000207191"
100033418,"ENSG00000207442"
100033419,"ENSG00000207133"
100033420,"ENSG00000207093"
100033421,"ENSG00000206727"
100033422,"ENSG00000200661"
100033423,"ENSG00000206609"
100033424,"ENSG00000207197"
100033425,"ENSG00000207137"
100033426,"ENSG00000206621"
100033427,"ENSG00000207174"
100033428,"ENSG00000207263"
100033429,"ENSG00000206656"
100033430,"ENSG00000206688"
100033431,"ENSG00000278715"
100033432,"ENSG00000277785"
100033433,"ENSG00000275127"
100033434,"ENSG00000207375"
100033435,"ENSG00000207279"
100033436,"ENSG00000252326"
100033437,"ENSG00000199712"
100033438,"ENSG00000251815"
100033439,"ENSG00000251896"
100033440,"ENSG00000199970"
100033441,"ENSG00000200680"
100033442,"ENSG00000200503"
100033443,"ENSG00000200812"
100033444,"ENSG00000278089"
100033445,"ENSG00000200726"
100033446,"ENSG00000199782"
100033447,"ENSG00000201943"
100033448,"ENSG00000200486"
100033449,"ENSG00000199453"
100033450,"ENSG00000273835"
100033451,"ENSG00000199960"
100033453,"ENSG00000201679"
100033454,"ENSG00000200757"
100033455,"ENSG00000201482"
100033456,"ENSG00000200163"
100033458,"ENSG00000199968"
100033460,"ENSG00000201969"
100033603,"ENSG00000199833"
100033799,"ENSG00000201326"
100033800,"ENSG00000201331"
100033801,"ENSG00000199489"
100033802,"ENSG00000275524"
100033803,"ENSG00000199704"
100033804,"ENSG00000200987"
100033805,"ENSG00000202188"
100033806,"ENSG00000200949"
100033807,"ENSG00000200593"
100033808,"ENSG00000199311"
100033809,"ENSG00000201992"
100033810,"ENSG00000202499"
100033811,"ENSG00000200638"
100033812,"ENSG00000201907"
100033813,"ENSG00000200564"
100033814,"ENSG00000272460"
100033815,"ENSG00000200478"
100033816,"ENSG00000201143"
100033817,"ENSG00000202373"
100033818,"ENSG00000202261"
100033819,"ENSG00000284010"
100033820,"ENSG00000278123"
100033821,"ENSG00000207245"
100033822,"ENSG00000201634"
100036563,"ENSG00000200398"
100036564,"ENSG00000201300"
100036565,"ENSG00000200801"
100037417,"ENSG00000099974"
100038246,"ENSG00000236311"
100048903,"ENSG00000235963"
100048907,"ENSG00000233916"
100048908,"ENSG00000223702"
100048909,"ENSG00000227609"
100048912,"ENSG00000240498"
100048922,"ENSG00000225644"
100049587,"ENSG00000254415"
100049716,"ENSG00000177406"
100049717,"ENSG00000231491"
100073347,"ENSG00000268654"
100093624,"ENSG00000253492"
100093625,"ENSG00000254335"
100093626,"ENSG00000253900"
100093630,"ENSG00000269893"
100093631,"ENSG00000233369"
100093698,"ENSG00000231216"
100101116,"ENSG00000129816"
100101118,"ENSG00000185700"
100101120,"ENSG00000147761"
100101121,"ENSG00000250204"
100101127,"ENSG00000271113"
100101266,"ENSG00000268442"
100101267,"ENSG00000272391"
100101467,"ENSG00000186814"
100101490,"ENSG00000101898"
100101938,"ENSG00000237636"
100113379,"ENSG00000238886"
100113380,"ENSG00000239127"
100113381,"ENSG00000238862"
100113382,"ENSG00000238531"
100113386,"ENSG00000280213"
100113389,"ENSG00000239043"
100113392,"ENSG00000271852"
100113393,"ENSG00000222365"
100113403,"ENSG00000203809"
100113404,"ENSG00000205636"
100113407,"ENSG00000205269"
100124412,"ENSG00000248893"
100124534,"ENSG00000239183"
100124535,"ENSG00000207016"
100124536,"ENSG00000200394"
100124537,"ENSG00000206937"
100124538,"ENSG00000207268"
100124539,"ENSG00000221102"
100124540,"ENSG00000221459"
100124541,"ENSG00000221475"
100124700,"ENSG00000228630"
100125288,"ENSG00000220201"
100125556,"ENSG00000171084"
100126270,"ENSG00000268066"
100126296,"ENSG00000216031"
100126297,"ENSG00000215957"
100126299,"ENSG00000278815"
100126301,"ENSG00000212013"
100126302,"ENSG00000216001"
100126303,"ENSG00000216075"
100126304,"ENSG00000216064"
100126306,"ENSG00000216005"
100126307,"ENSG00000216098"
100126308,"ENSG00000216179"
100126309,"ENSG00000216069"
100126310,"ENSG00000215966"
100126311,"ENSG00000284386"
100126313,"ENSG00000266297"
100126314,"ENSG00000216101"
100126315,"ENSG00000283159"
100126316,"ENSG00000215939"
100126317,"ENSG00000212027"
100126318,"ENSG00000212102"
100126319,"ENSG00000211520"
100126320,"ENSG00000216192"
100126321,"ENSG00000284146"
100126323,"ENSG00000283615"
100126324,"ENSG00000216060"
100126325,"ENSG00000284583"
100126326,"ENSG00000283788"
100126327,"ENSG00000216035"
100126328,"ENSG00000284346"
100126329,"ENSG00000283206"
100126330,"ENSG00000216195"
100126331,"ENSG00000215930"
100126332,"ENSG00000284587"
100126333,"ENSG00000211997"
100126334,"ENSG00000216135"
100126335,"ENSG00000212040"
100126336,"ENSG00000215991"
100126337,"ENSG00000212014"
100126338,"ENSG00000284224"
100126339,"ENSG00000216141"
100126340,"ENSG00000216058"
100126341,"ENSG00000216056"
100126342,"ENSG00000215943"
100126343,"ENSG00000216009"
100126345,"ENSG00000216099"
100126346,"ENSG00000215938"
100126347,"ENSG00000216077"
100126348,"ENSG00000211575"
100126349,"ENSG00000215952"
100126350,"ENSG00000215973"
100126351,"ENSG00000284310"
100126352,"ENSG00000283513"
100126354,"ENSG00000215961"
100126355,"ENSG00000199130"
100126356,"ENSG00000283978"
100126572,"ENSG00000203733"
100126791,"ENSG00000235947"
100126793,"ENSG00000240288"
100127206,"ENSG00000186367"
100127888,"ENSG00000232803"
100127892,"ENSG00000270880"
100127900,"ENSG00000219736"
100127902,"ENSG00000234201"
100127906,"ENSG00000270480"
100127907,"ENSG00000228653"
100127917,"ENSG00000217334"
100127924,"ENSG00000233131"
100127945,"ENSG00000235805"
100127949,"ENSG00000234751"
100127950,"ENSG00000181211"
100127954,"ENSG00000256041"
100127958,"ENSG00000260427"
100127963,"ENSG00000242278"
100127967,"ENSG00000257495"
100127969,"ENSG00000230086"
100127978,"ENSG00000257807"
100127981,"ENSG00000248376"
100127983,"ENSG00000253250"
100127986,"ENSG00000250928"
100127995,"ENSG00000223570"
100127999,"ENSG00000212695"
100128006,"ENSG00000265489"
100128007,"ENSG00000262503"
100128016,"ENSG00000267253"
100128025,"ENSG00000241313"
100128030,"ENSG00000230853"
100128043,"ENSG00000228759"
100128054,"ENSG00000268894"
100128055,"ENSG00000245112"
100128059,"ENSG00000250274"
100128060,"ENSG00000226525"
100128071,"ENSG00000225828"
100128072,"ENSG00000225443"
100128083,"ENSG00000233921"
100128094,"ENSG00000233228"
100128098,"ENSG00000204832"
100128115,"ENSG00000244229"
100128118,"ENSG00000251433"
100128124,"ENSG00000235994"
100128126,"ENSG00000253302"
100128135,"ENSG00000254781"
100128139,"ENSG00000269364"
100128140,"ENSG00000244097"
100128154,"ENSG00000250827"
100128164,"ENSG00000239219"
100128174,"ENSG00000254700"
100128190,"ENSG00000183704"
100128191,"ENSG00000257167"
100128210,"ENSG00000254411"
100128233,"ENSG00000255002"
100128237,"ENSG00000236745"
100128239,"ENSG00000204241"
100128248,"ENSG00000257368"
100128250,"ENSG00000242295"
100128252,"ENSG00000166770"
100128258,"ENSG00000242757"
100128260,"ENSG00000185203"
100128264,"ENSG00000220575"
100128275,"ENSG00000233148"
100128293,"ENSG00000270509"
100128305,"ENSG00000230175"
100128310,"ENSG00000179253"
100128312,"ENSG00000218870"
100128317,"ENSG00000233491"
100128324,"ENSG00000263748"
100128325,"ENSG00000229196"
100128327,"ENSG00000173626"
100128334,"ENSG00000235713"
100128341,"ENSG00000226406"
100128351,"ENSG00000242431"
100128355,"ENSG00000182888"
100128358,"ENSG00000240201"
100128362,"ENSG00000228940"
100128368,"ENSG00000224752"
100128373,"ENSG00000258681"
100128379,"ENSG00000217227"
100128384,"ENSG00000260883"
100128385,"ENSG00000225684"
100128386,"ENSG00000248027"
100128398,"ENSG00000176593"
100128413,"ENSG00000180152"
100128420,"ENSG00000233093"
100128427,"ENSG00000254567"
100128448,"ENSG00000242728"
100128450,"ENSG00000224221"
100128462,"ENSG00000250693"
100128493,"ENSG00000226255"
100128494,"ENSG00000251143"
100128505,"ENSG00000229105"
100128511,"ENSG00000231920"
100128523,"ENSG00000260939"
100128531,"ENSG00000203280"
100128535,"ENSG00000214093"
100128541,"ENSG00000253502"
100128553,"ENSG00000225932"
100128554,"ENSG00000214043"
100128568,"ENSG00000266983"
100128569,"ENSG00000183397"
100128590,"ENSG00000227028"
100128595,"ENSG00000226307"
100128601,"ENSG00000226241"
100128605,"ENSG00000228568"
100128610,"ENSG00000218520"
100128637,"ENSG00000233167"
100128640,"ENSG00000229589"
100128646,"ENSG00000214846"
100128655,"ENSG00000220556"
100128662,"ENSG00000226545"
100128664,"ENSG00000239200"
100128674,"ENSG00000258320"
100128675,"ENSG00000227392"
100128678,"ENSG00000257675"
100128681,"ENSG00000258112"
100128682,"ENSG00000205786"
100128685,"ENSG00000213708"
100128688,"ENSG00000234696"
100128710,"ENSG00000240074"
100128714,"ENSG00000206187"
100128731,"ENSG00000228474"
100128733,"ENSG00000239997"
100128738,"ENSG00000237014"
100128750,"ENSG00000254109"
100128756,"ENSG00000233353"
100128766,"ENSG00000225267"
100128770,"ENSG00000205890"
100128771,"ENSG00000224546"
100128782,"ENSG00000175611"
100128788,"ENSG00000205913"
100128803,"ENSG00000250020"
100128804,"ENSG00000261752"
100128807,"ENSG00000236929"
100128811,"ENSG00000233642"
100128822,"ENSG00000261455"
100128833,"ENSG00000253886"
100128849,"ENSG00000269509"
100128863,"ENSG00000237827"
100128865,"ENSG00000250812"
100128867,"ENSG00000226485"
100128881,"ENSG00000261373"
100128882,"ENSG00000261744"
100128888,"ENSG00000243175"
100128890,"ENSG00000215374"
100128893,"ENSG00000266010"
100128899,"ENSG00000231035"
100128902,"ENSG00000234701"
100128905,"ENSG00000260868"
100128906,"ENSG00000203396"
100128908,"ENSG00000283654"
100128911,"ENSG00000225856"
100128923,"ENSG00000243250"
100128927,"ENSG00000179627"
100128936,"ENSG00000226360"
100128939,"ENSG00000258962"
100128946,"ENSG00000205632"
100128961,"ENSG00000251013"
100128963,"ENSG00000240540"
100128966,"ENSG00000120709"
100128985,"ENSG00000219257"
100129001,"ENSG00000215085"
100129005,"ENSG00000240902"
100129007,"ENSG00000238087"
100129009,"ENSG00000242562"
100129013,"ENSG00000232267"
100129017,"ENSG00000235582"
100129029,"ENSG00000204380"
100129040,"ENSG00000251515"
100129045,"ENSG00000233544"
100129049,"ENSG00000227592"
100129053,"ENSG00000255855"
100129060,"ENSG00000235016"
100129061,"ENSG00000216636"
100129066,"ENSG00000237372"
100129074,"ENSG00000218020"
100129075,"ENSG00000186615"
100129078,"ENSG00000257128"
100129090,"ENSG00000236905"
100129094,"ENSG00000215811"
100129102,"ENSG00000225483"
100129123,"ENSG00000224353"
100129128,"ENSG00000256980"
100129129,"ENSG00000255020"
100129135,"ENSG00000264104"
100129138,"ENSG00000215869"
100129141,"ENSG00000229503"
100129143,"ENSG00000267444"
100129144,"ENSG00000226280"
100129175,"ENSG00000224090"
100129176,"ENSG00000213176"
100129180,"ENSG00000237003"
100129192,"ENSG00000226577"
100129193,"ENSG00000237906"
100129195,"ENSG00000269293"
100129196,"ENSG00000186056"
100129199,"ENSG00000243672"
100129213,"ENSG00000226083"
100129215,"ENSG00000226180"
100129216,"ENSG00000225805"
100129223,"ENSG00000287243"
100129227,"ENSG00000244390"
100129229,"ENSG00000215054"
100129234,"ENSG00000233741"
100129239,"ENSG00000224440"
100129243,"ENSG00000232134"
100129250,"ENSG00000235453"
100129259,"ENSG00000235768"
100129260,"ENSG00000234227"
100129271,"ENSG00000198854"
100129276,"ENSG00000230936"
100129278,"ENSG00000218819"
100129283,"ENSG00000248950"
100129284,"ENSG00000229822"
100129291,"ENSG00000237265"
100129298,"ENSG00000223574"
100129307,"ENSG00000285746"
100129308,"ENSG00000223717"
100129310,"ENSG00000237930"
100129315,"ENSG00000237185"
100129320,"ENSG00000223656"
100129325,"ENSG00000213559"
100129337,"ENSG00000228753"
100129339,"ENSG00000261564"
100129344,"ENSG00000248777"
100129345,"ENSG00000197176"
100129347,"ENSG00000229694"
100129351,"ENSG00000261689"
100129361,"ENSG00000256537"
100129367,"ENSG00000254076"
100129368,"ENSG00000213924"
100129370,"ENSG00000253994"
100129374,"ENSG00000213661"
100129385,"ENSG00000205549"
100129396,"ENSG00000288235"
100129398,"ENSG00000253793"
100129403,"ENSG00000240138"
100129404,"ENSG00000249213"
100129407,"ENSG00000275520"
100129418,"ENSG00000233159"
100129421,"ENSG00000228664"
100129422,"ENSG00000217139"
100129423,"ENSG00000236357"
100129427,"ENSG00000226122"
100129434,"ENSG00000233251"
100129452,"ENSG00000231910"
100129456,"ENSG00000237016"
100129457,"ENSG00000253725"
100129461,"ENSG00000272142"
100129480,"ENSG00000225526"
100129482,"ENSG00000234420"
100129484,"ENSG00000234432"
100129503,"ENSG00000280351"
100129515,"ENSG00000224107"
100129517,"ENSG00000234450"
100129518,"ENSG00000285427"
100129520,"ENSG00000282815"
100129527,"ENSG00000212989"
100129534,"ENSG00000269896"
100129540,"ENSG00000177699"
100129543,"ENSG00000183850"
100129550,"ENSG00000273033"
100129553,"ENSG00000226624"
100129554,"ENSG00000205695"
100129556,"ENSG00000267752"
100129557,"ENSG00000239699"
100129573,"ENSG00000232036"
100129583,"ENSG00000189157"
100129584,"ENSG00000241088"
100129587,"ENSG00000233173"
100129589,"ENSG00000258206"
100129597,"ENSG00000233610"
100129599,"ENSG00000229054"
100129601,"ENSG00000235707"
100129607,"ENSG00000254660"
100129611,"ENSG00000250894"
100129620,"ENSG00000232825"
100129631,"ENSG00000259303"
100129634,"ENSG00000236748"
100129640,"ENSG00000270863"
100129645,"ENSG00000242444"
100129654,"ENSG00000261787"
100129657,"ENSG00000234742"
100129662,"ENSG00000226031"
100129667,"ENSG00000253668"
100129669,"ENSG00000205442"
100129670,"ENSG00000240975"
100129685,"ENSG00000240898"
100129694,"ENSG00000216817"
100129706,"ENSG00000220557"
100129707,"ENSG00000239835"
100129714,"ENSG00000250185"
100129716,"ENSG00000281357"
100129718,"ENSG00000236913"
100129722,"ENSG00000275549"
100129723,"ENSG00000223904"
100129724,"ENSG00000205500"
100129726,"ENSG00000279873"
100129731,"ENSG00000227995"
100129732,"ENSG00000230809"
100129776,"ENSG00000229305"
100129777,"ENSG00000257356"
100129779,"ENSG00000256441"
100129782,"ENSG00000258877"
100129784,"ENSG00000216854"
100129792,"ENSG00000198865"
100129794,"ENSG00000258708"
100129795,"ENSG00000213333"
100129799,"ENSG00000239397"
100129801,"ENSG00000240270"
100129808,"ENSG00000236844"
100129813,"ENSG00000230162"
100129815,"ENSG00000248838"
100129819,"ENSG00000234559"
100129827,"ENSG00000177112"
100129836,"ENSG00000224821"
100129842,"ENSG00000237440"
100129843,"ENSG00000233446"
100129844,"ENSG00000218565"
100129845,"ENSG00000224729"
100129847,"ENSG00000219867"
100129858,"ENSG00000196951"
100129863,"ENSG00000233107"
100129878,"ENSG00000264269"
100129882,"ENSG00000241680"
100129917,"ENSG00000249592"
100129921,"ENSG00000225499"
100129923,"ENSG00000258906"
100129924,"ENSG00000274386"
100129928,"ENSG00000205767"
100129931,"ENSG00000245748"
100129935,"ENSG00000268153"
100129939,"ENSG00000213752"
100129940,"ENSG00000197301"
100129947,"ENSG00000236042"
100129949,"ENSG00000270818"
100129955,"ENSG00000229781"
100129958,"ENSG00000227913"
100129959,"ENSG00000248722"
100129969,"ENSG00000187791"
100129975,"ENSG00000267119"
100129976,"ENSG00000269136"
100129995,"ENSG00000205334"
100129996,"ENSG00000220181"
100129997,"ENSG00000237708"
100130002,"ENSG00000240236"
100130011,"ENSG00000243154"
100130015,"ENSG00000222019"
100130017,"ENSG00000250426"
100130018,"ENSG00000213226"
100130044,"ENSG00000259922"
100130059,"ENSG00000261515"
100130064,"ENSG00000229572"
100130066,"ENSG00000240174"
100130072,"ENSG00000248419"
100130073,"ENSG00000278654"
100130086,"ENSG00000268738"
100130105,"ENSG00000249910"
100130108,"ENSG00000198153"
100130110,"ENSG00000235430"
100130111,"ENSG00000256802"
100130121,"ENSG00000237210"
100130137,"ENSG00000226814"
100130148,"ENSG00000279685"
100130155,"ENSG00000254377"
100130176,"ENSG00000180284"
100130177,"ENSG00000254047"
100130192,"ENSG00000242325"
100130197,"ENSG00000228237"
100130203,"ENSG00000255540"
