"ID","TCGA-LIHC","TCGA-KIRC","TCGA-LUAD"
11363,-2.83309611196954,0.0776877220071827,-3.75353470434287
11364,-1.18427433762097,-1.16336284580745,-0.139466306065512
11370,-0.758319513893483,0.0643260799063692,-0.295421873905696
11421,0.733258378548965,1.81455805088607,-1.86117993074563
11429,0.191570952267995,-0.410203544928831,-0.196291381331953
11430,-0.982750075995329,-0.80650456889549,0.0803642426624583
11438,-3.0790359379746,-3.61983762998314,-0.785452879244983
11472,1.87117981716877,-0.100739114087788,-2.63528761363029
11479,-0.262318836594637,-0.817265351238229,0.409351452542499
11502,0.623507001553233,0.610812598355396,0.609649465009064
11534,-1.29444298803016,-1.07417026903359,0.428099404071306
11549,-4.02135836974741,-0.240251025195974,-2.55929348888346
11552,-2.08949204074158,0.0184761802252634,-0.175276600434305
11565,-0.655366514810199,1.82293484394761,0.995183656462732
11610,0.297640724514653,0.263032704401447,0.0832283835357032
11639,-1.10272549795893,0.22936989685225,2.17936110691814
11656,-0.864376236654169,0.343003546814044,-1.76498204776181
11684,0.309339101915194,0.547112390484763,-0.449973983252407
11793,-0.484588837844072,-0.446822904769379,0.0821889739179279
11814,-1.75732184270551,-2.32322328379286,-0.128471993886821
11826,-0.392302901879854,-1.13920345151504,-2.25477718323314
11827,-0.00542407350551492,-12.1643668762808,-0.135778324404211
11828,-1.78008220378859,-2.08839034998258,-0.589254037564716
11829,-1.12680369710816,-1.3297355434663,-4.13785928303293
11832,-1.49141557094788,-1.7272175052576,-0.762199064511522
11856,0.208396133815951,-0.78369856989094,-2.29405072494885
11881,0.0663341546966964,0.663738312702037,-0.0115843097344455
11898,-2.03798090167532,-1.73707170629914,0.276545256369873
11936,-1.74508187605038,-1.06955339454659,-0.208803986957354
11944,0.343413421169144,0.0913067705383314,0.336388595315152
11950,-0.035921549857976,-0.595647380551364,0.146278690007878
11972,0.215109990211781,-0.627586971112963,-0.613614690035836
12035,1.008753135073,1.18378915646587,0.104635289234765
12064,0.0603077201619505,1.44890881794991,-2.60081500584841
12068,-0.0531778888794254,0.352889469417235,0.793143872737771
12349,-1.57641294350403,-1.53348708073936,-2.29283419015705
12351,1.49419767904037,-2.62185500067865,-4.95798108871067
12359,-1.48123692441763,-1.09092715681494,-2.02615148176687
12374,-2.27945274784053,-6.79703154375616,-0.297375617377029
12411,-1.54330940164656,-1.55356476834558,0.464620198727404
12443,-0.847464428570223,2.10887134095808,-0.304679628379938
12499,-1.101774885258,-0.527596409182544,0.494777821278137
12675,-0.122885035434677,-0.709877094035109,0.215993262846502
12684,-0.496093639826391,0.663264846932767,-0.370023417829357
12780,-0.788593012304542,1.4853477050694,1.15485907167646
12829,-1.42614128924254,-2.30748159410052,-1.86962771150112
12865,-0.639510016009762,-0.766973006363871,-1.64979941303474
12895,0.405593108790315,-0.00725484193227909,0.653123075985851
12908,-0.685587420020413,-0.36182602652311,0.268915032128036
12946,-1.24756981086994,-0.601846743472326,0.0643840314694782
12972,-0.54171994513403,-0.386815743303306,0.226753180460466
13019,-1.30797091184942,-1.2145461846581,-1.0906078226088
13036,0.151484738123383,-1.19955536477013,-1.68339548043343
13063,0.319333601954656,-0.942816962938808,0.666561011303076
13106,-4.29423249210804,-1.0263777249568,0.228491133745109
13120,0.495524021241134,-1.71334760468881,-4.52593642250701
13121,0.114228903811108,-1.21084226146907,-0.927221563699055
13132,-0.0899230007093601,0.678626063370777,-0.958795516436943
13170,0.740856702402932,0.422887693396409,-0.205255026452792
13171,-0.85048808932405,-1.35166992364902,-0.0641378724981726
13419,0.700860809964975,-3.19111109638772,0.734172871524088
13476,-0.358112998960866,-0.332361068847248,-0.429229392932635
13479,0.450029575566164,-4.13037665026125,1.28604930740121
13480,-0.0156873719833886,-0.0878395000524999,0.209618839588461
13595,-0.446157579916893,-0.532376168720963,-0.00358938067686235
13619,-0.421151898147213,0.0275701176240499,-0.472307241659594
13645,1.37195475437215,-5.68176451223415,1.56357634632928
13649,-0.748573619559702,1.69148503951101,0.159546423635061
13796,1.44786106760949,-2.95632192360611,0.365457236263265
13819,-0.758126494220361,0.475425335315835,-2.67157110579569
13829,-0.16388644510822,-0.459228340393967,-1.10373585767141
13850,-1.75727639396452,-1.3685563380424,-1.23166590260876
13885,-0.62077604133276,0.201340944282878,-0.386817139878019
13983,-0.0410945685807064,-1.23659930580797,-0.0160979226447421
13992,0.175453625698859,-0.320806901019284,-0.257160600307378
14009,-0.595522987500328,-0.313745816682614,-1.22222064796198
14027,0.113218438664204,-1.71186753283343,-0.124044155784251
14060,-1.10942968270306,0.218018814802857,0.060332231484138
14077,-0.98827154292594,-0.769375394978475,-0.498667177773052
14085,-1.04839436319154,0.408794557255121,0.146904504874897
14121,-2.93806077162662,-2.13666494189356,-2.00407872968439
14132,-0.971576790667293,0.466177523353422,-1.01814209365041
14151,-0.305867300929294,-1.677910342913,0.23046870326044
14164,-0.495838671602004,-3.69638168894402,0.193253134839156
14180,-0.227598994549357,-7.16672677793275,-0.541731038331305
14199,-1.39037942005329,1.74424323114981,-3.52522468788639
14233,0.115862410803781,-8.52586231194583,-0.0353799148699919
14245,0.0758228595992208,-1.04559076090705,-0.0343879603180154
14275,0.238672145313599,-0.843274917003252,-2.28811139386174
14373,-1.53646646805537,-1.15283287843578,-0.399634548890269
14377,-1.80189974784393,-2.73464738524094,0.0496556976142664
14402,-2.22313880838783,-1.17142051875617,-0.476939679190852
14420,-1.12573776328373,-0.00505180586853026,-0.72359486998342
14423,0.133385844132184,0.743745352767131,0.597379493322604
14431,-0.954854718485048,0.587101472758847,0.698113854479237
14453,-0.634823633998204,-1.75362904015261,-0.383108595019599
14461,0.00454656591806381,-1.85815005925062,-1.9982922434603
14527,-3.83630711942609,-6.90305330913016,0.474126925345759
14537,-0.842361902523981,0.349356347188553,0.191916719937643
14560,0.0945988988525466,-0.0115703919853191,-3.56139786903846
14569,-0.281410340238277,0.325196770586392,0.365428570753278
14598,-1.10700043703017,1.17576020410428,-1.03973646173283
14600,-2.68439391082547,-0.798965219209838,-1.89537332745645
14619,-1.72724458162706,1.48542828628313,3.58721518356035
14661,-1.41060702022842,-0.432250794382967,-0.176797441188948
14711,-2.70726767681061,-1.35213448371628,-0.9791213947099
14725,-1.28711419170783,1.03639054690083,-1.69632748808177
14732,-0.424759929328961,-0.750896930768063,0.197869446283611
14735,-0.710515077411487,-1.00356088180348,-0.141914635744504
14787,1.18952993490192,-0.626881286392532,0.925313126410457
14854,0.144724276270478,0.0425805047736802,0.654736238860245
14874,-2.32060344189575,-0.873827230755745,0.417570574738982
14915,0.128152725846467,0.111798408219794,-1.4745831351887
14916,-0.760453949154589,3.37407034505667,-0.754012037953511
14933,-0.846144398839686,-0.980499629101109,-0.152383045931642
15107,-0.865016934951989,-1.53620810805649,-0.144841197978474
15212,0.353246207443326,0.609246148425343,-0.307950843659684
15233,-0.614628672654297,-0.525192190945141,1.57959213358174
15356,-1.38080962975721,-0.702538833305007,-0.082973468752615
15378,-0.228747826759759,0.403852409608282,0.0863977959323051
15445,-2.14517707141149,-4.15081440267842,-0.724059213071808
15451,-0.884934430423049,0.139497524581441,-0.15982317306829
15473,-1.56371460078821,-0.372776714554837,0.464576794607356
15484,0.632599157678973,-4.34711961943984,0.183776428972465
15574,-0.0692945404237926,-0.0490246291432963,0.462462397618285
15902,-1.80901836928401,0.558128210858052,-1.09613957633225
16005,-4.58019556715144,-2.18270481904086,-2.021041108581
16011,-0.413512312602801,-1.23957702763721,0.43970983629511
16157,-0.159574010605408,-0.772949643270239,-1.38491892960415
16168,-0.251984053704327,0.87720376870638,-0.566079209812247
16424,-1.79554391945851,1.60506181147044,-0.076854022616755
16430,0.531857220840783,0.303222452780172,0.759824574001961
16509,-1.36644432435019,-2.21215762815886,-1.46549160884641
16516,-1.76936727736582,-1.49948915311423,-1.9726625284536
16517,-3.27237144716067,-1.60429916348124,-1.7152490274755
16541,0.303480559248645,-1.77304741430998,-1.88993440729218
16548,-1.5638505903107,0.509964887150114,-0.101310148713184
16591,0.0568798802264475,-1.22118384452442,-2.78468850277976
16612,0.0986751429892582,-5.78651414432757,-0.486672932022391
16661,0.176910125774138,-0.00938956163809429,0.540339319665206
16784,0.0364102309560265,0.183424812871641,0.178134036268173
16790,-0.859133293725183,0.713597411651519,-0.864914528798077
16869,-0.0322956454625855,-5.62625129334752,1.0601240248122
16956,2.32771354299491,-1.31554084807458,-3.06175738715591
16974,-0.258686115958537,-0.671630898102391,-0.372320514664659
16976,0.26944599773194,-0.363893340413545,-0.456668505933749
17113,-0.194632472764014,0.201435194282498,-0.229928754936582
17155,-1.30469171504876,-1.2989124072071,-0.622903082148156
17242,3.00283835123826,0.870480860897229,2.36810148428423
17287,1.72556016139064,1.38625738636521,0.244754194643821
17288,-2.28878126506286,0.100097932422478,-0.00740777016923843
17289,-0.391580750261206,-0.27753338103358,0.0365549591659288
17295,-0.0211992236886443,1.39344632786894,0.720883090048227
17306,-0.603428972343566,-1.21234801291347,-1.07177818489342
17309,1.02473588902192,0.643500487482927,-3.77127184467379
17434,-0.0943800415147414,-0.622188180614527,-0.261438476991537
17436,0.241872155393688,0.214176451584778,0.440222864410656
17449,0.111734101149672,-0.704370464458522,0.134389092301535
17527,0.691215013442913,0.674280062186433,0.115505873969895
17532,0.93357670609554,-0.540434354357838,-0.927840041484405
17536,-0.00539019368689621,-0.919386580685982,-0.776409487066575
17714,0.606424823784514,0.367562479112833,0.172589066408243
17762,2.55455164447999,1.28507550266962,-0.8110772675592
17918,0.434312685332545,-0.00840932036977258,-0.144970736999327
17930,-2.47494626930173,-0.865503345797177,-1.44632302171472
17966,-0.33211430116808,-0.172586150749619,-0.0240724672458342
18010,0.881230268463655,0.318250443875805,0.179171485395257
18041,-0.1275028513897,-0.513222857988134,0.608189136833393
18104,2.54772517616666,-0.46741432855372,2.13380537830319
18194,0.313003678153251,0.245178846798537,0.283914602411636
18295,-0.71796612001242,-3.04998267566856,-2.46095855595907
18399,0.525069736725999,-2.89892438405396,-0.0953651055348144
18400,0.0384427791687012,0.533431373271088,0.937021549161189
18408,-1.15269536515022,-1.19366702976768,0.74179154964745
18426,-0.054512997027624,-2.93603186578738,1.53718185201142
18478,-1.52322466324442,-3.2920948901794,1.4798976133629
18514,-1.07295302894191,-1.69660582593635,-0.672565016418651
18519,-0.577928719082841,-0.578155214847596,-1.16891130780348
18534,-3.45244718493774,-2.9692157967816,-0.0885071436606436
18537,-0.543273366526773,-0.193838425996163,-0.142655662573391
18552,0.362084627186426,0.471316259046685,-0.945031210085636
18553,-1.0241034207017,3.03411699517478,0.495716084406472
18563,-1.24154699569773,-1.01045909405918,1.31514008199246
18573,-0.817768348505605,-3.46854284603287,0.0546240708637153
18582,0.270694640285576,-0.03766057817756,0.331675519460057
18604,-0.467432130791543,-0.512772357350781,-0.429085354839357
18606,0.396748083881835,1.67696608405715,-0.819452332577492
18624,-0.587180293348872,-1.28342215663595,-0.597222462096413
18628,-0.805546793210466,-0.209091127196252,-0.565243775306837
18631,-0.626738586253995,0.0997194465512493,-0.410023735386926
18634,-0.389281638432416,-0.99040047495722,0.0124938887585696
18642,0.340469121995844,-1.01972203028354,-0.213004547170749
18645,-1.27894416347676,-1.68122458652342,1.1196288616367
18703,-1.30216229832917,-3.65722634149869,-2.1047370851308
18705,-2.57761904327837,-7.1170913695683,-0.380443216766008
18762,-0.480941507688292,-0.830448162566833,-1.34548191082814
18777,0.148923179170614,-0.699691959468303,0.809632937427886
18816,-2.0686815247373,1.48253911182649,-0.779143396120501
18946,-0.10407852554205,-0.503912157998965,0.120004264588266
18984,-0.499155956189064,-0.367277852206079,-0.361812220216651
19012,0.326985656705687,0.702552346536519,-0.444588076580028
19045,0.251787757698435,0.0493338154227481,0.378268206639526
19049,0.329324814389468,-5.10827343613446,-0.667931789077973
19099,-0.37559528782795,-1.25987536298816,-0.22319990561634
19123,-1.19674514658667,-2.21899964831354,0.989471372544287
19164,-0.0698621473375352,-0.347030240343562,0.0656242227355567
19193,-1.67176385870057,-1.61488569814128,-0.359499302369193
19218,0.530388342236082,-3.26325426258599,-0.784837627206868
