ProbeID,Symbol,ID
ILMN_2950270,Sepsecs,211006
ILMN_1232807,Sepsecs,211006
ILMN_2742345,Sepsecs,211006
ILMN_1260252,Trim41,211007
ILMN_2887435,BC016548,211039
ILMN_2606269,BC016548,211039
ILMN_2953460,Lzts1,211134
ILMN_1221081,D130040H23Rik,211135
ILMN_1257725,March11,211147
ILMN_2797689,Churc1,211151
ILMN_2735391,Lrtm2,211187
ILMN_2800112,Gm382,211208
ILMN_1259534,Gm382,211208
ILMN_2715800,Lrrc25,211228
ILMN_1255211,Cpne9,211232
ILMN_2955322,Mtrf1,211253
ILMN_1230693,Mtrf1,211253
ILMN_2646556,Mtrf1,211253
ILMN_3156633,Kbtbd7,211255
ILMN_3077630,Kbtbd7,211255
ILMN_2639291,Cln5,211286
ILMN_2625152,Fbxw13,211305
ILMN_2971688,Nrg1,211323
ILMN_2747528,Ncoa7,211329
ILMN_2752327,Pank3,211347
ILMN_2856946,Amer3,211383
ILMN_2912532,Suox,211389
ILMN_1255439,Mtss1,211401
ILMN_3008371,Pla2g4b,211429
ILMN_2777284,Exoc3,211446
ILMN_2877451,Olfr1373,211472
ILMN_2898924,Kcnj14,211480
ILMN_2680891,Kcnj14,211480
ILMN_1247598,Efhb,211482
ILMN_1232520,Efhb,211482
ILMN_2441548,Tsga10,211484
ILMN_2501276,Tsga10,211484
ILMN_3082206,Ado,211488
ILMN_2645373,4932415M13Rik,211496
ILMN_2706221,4932415M13Rik,211496
ILMN_2969172,Tmem87a,211499
ILMN_3133238,Ccdc114,211535
ILMN_3056417,Ccdc114,211535
ILMN_1231387,Ccdc114,211535
ILMN_2626389,Nomo1,211548
ILMN_1245471,Ap1ar,211556
ILMN_2760254,Mrgprf,211577
ILMN_2689781,Mrgprd,211578
ILMN_1238094,Tfdp2,211586
ILMN_2760211,Tfdp2,211586
ILMN_2591651,Tfdp2,211586
ILMN_2710159,Plac9a,211623
ILMN_3161617,Fancd2,211651
ILMN_2525423,Wwc1,211652
ILMN_2898637,Wwc1,211652
ILMN_2735735,Cspp1,211660
ILMN_2613832,Mgst2,211666
ILMN_3028837,Pcdh9,211712
ILMN_2625913,Vstm2a,211739
ILMN_2973467,Vstm2a,211739
ILMN_2725902,Vstm2a,211739
ILMN_2457892,Trib1,211770
ILMN_2825848,Mfsd9,211798
ILMN_2643470,Depdc7,211896
ILMN_3046047,Asap2,211914
ILMN_3121578,Asap2,211914
ILMN_2633030,Dennd6a,211922
ILMN_2597795,Dsg1c,211924
ILMN_3001560,Dsg1c,211924
ILMN_2816386,Ccdc73,211936
ILMN_1237621,Pde12,211948
ILMN_1243507,Spsb4,211949
ILMN_2493052,Zfyve26,211978
ILMN_1245565,Tmem18,211986
ILMN_3161013,Hk3,212032
ILMN_2606288,Clrn3,212070
ILMN_3077717,Syne3,212073
ILMN_3156782,Syne3,212073
ILMN_2687612,Syne3,212073
ILMN_1255667,Trim52,212085
ILMN_2813390,Tmem60,212090
ILMN_2619211,Rln3,212108
ILMN_2965275,Inpp5a,212111
ILMN_1219639,Nhlrc3,212114
ILMN_2896042,Dcaf15,212123
ILMN_2798674,Proser1,212127
ILMN_2645613,Cc2d1a,212139
ILMN_2963017,8030462N17Rik,212163
ILMN_2776187,8030462N17Rik,212163
ILMN_2593416,Gsap,212167
ILMN_2457408,Zswim4,212168
ILMN_2462601,Ubxn10,212190
ILMN_2628318,Stk-ps2,212225
ILMN_3021928,Zfp748,212276
ILMN_3083372,Zfp748,212276
ILMN_2657930,Zfp729a,212281
ILMN_2657929,Zfp729a,212281
ILMN_2909378,Mapre2,212307
ILMN_1229743,Mapre2,212307
ILMN_2601856,Mms22l,212377
ILMN_2935838,Mms22l,212377
ILMN_2730957,Mms22l,212377
ILMN_2987102,Klhl32,212390
ILMN_1240069,Klhl32,212390
ILMN_2655183,Lcor,212391
ILMN_2650511,Lcor,212391
ILMN_2823947,Ccdc110,212392
ILMN_2824002,Frat2,212398
ILMN_1232341,A730008H23Rik,212427
ILMN_2595232,AA986860,212439
ILMN_2699921,Lactb2,212442
ILMN_2760765,Fam193b,212483
ILMN_2795698,Paox,212503
ILMN_1236459,Paox,212503
ILMN_2633942,Paox,212503
ILMN_1220022,Paox,212503
ILMN_3007236,Mtg1,212508
ILMN_2650238,Spice1,212514
ILMN_1254983,Efcab12,212516
ILMN_2634644,Sprn,212518
ILMN_1254656,Sprn,212518
ILMN_2719460,Trmt1,212528
ILMN_2622804,Sh3bgrl2,212531
ILMN_2989204,Gm266,212539
ILMN_1228510,Rho,212541
ILMN_1227690,Nepro,212547
ILMN_2913269,Nepro,212547
ILMN_2718550,Nepro,212547
ILMN_2725548,Pqlc2,212555
ILMN_1232296,Zfp273,212569
ILMN_2733796,Prpsap2,212627
ILMN_2629446,Prpsap2,212627
ILMN_2680903,Iffo2,212632
ILMN_2874554,Aldh4a1,212647
ILMN_2721083,Catsper2,212670
ILMN_2675740,Mars2,212679
ILMN_2685222,N4bp3,212706
ILMN_2594550,Satb2,212712
ILMN_2849305,Bicdl2,212733
ILMN_3140158,Arl14ep,212772
ILMN_1238674,Arl14ep,212772
ILMN_3062534,Arl14ep,212772
ILMN_2740151,Chpt1,212862
ILMN_2740149,Chpt1,212862
ILMN_2740152,Chpt1,212862
ILMN_2657734,Ddx46,212880
ILMN_2684157,Dse,212898
ILMN_2693509,Kctd7,212919
ILMN_3162163,Tifab,212937
ILMN_2910684,Pgghg,212974
ILMN_2637187,Pgghg,212974
ILMN_1218226,Slc45a3,212980
ILMN_2735650,Scfd2,212986
ILMN_2943523,Best2,212989
ILMN_2681156,BC016579,212998
ILMN_2464553,Tnpo2,212999
ILMN_1218181,Ifitm6,213002
ILMN_2751471,Mfsd4a,213006
ILMN_3055220,Zfp583,213011
ILMN_1231518,Abhd10,213012
ILMN_2764732,Pdlim2,213019
ILMN_1221178,Pdlim2,213019
ILMN_2619767,Pdlim2,213019
ILMN_2880906,Pdlim2,213019
ILMN_1213296,Evi5l,213027
ILMN_3162470,Aox2,213043
ILMN_2711839,Slc39a14,213053
ILMN_1214514,Slc39a14,213053
ILMN_2710380,Gabpb2,213054
ILMN_2715180,Gabpb2,213054
ILMN_2864290,Fam126b,213056
ILMN_2709051,Fam126b,213056
ILMN_2591592,Fam126b,213056
ILMN_2631610,Tmem71,213068
ILMN_2419604,Wdr19,213081
ILMN_1224846,Cdkl3,213084
ILMN_3157692,Ankrd35,213121
ILMN_2600883,Prss27,213171
ILMN_3059649,Prss27,213171
ILMN_3136983,Prss27,213171
ILMN_2541562,Il20rb,213208
ILMN_1221277,Il20rb,213208
ILMN_3076900,Il20rb,213208
ILMN_3047030,Il20rb,213208
ILMN_3155812,Il20rb,213208
ILMN_2780420,Rnf26,213211
ILMN_2974611,Tapbpl,213233
ILMN_2606498,Tapbpl,213233
ILMN_2606502,Tapbpl,213233
ILMN_2707676,Zbbx,213234
ILMN_2739675,Dnd1,213236
ILMN_2690540,Fstl5,213262
ILMN_1242281,Txndc2,213272
ILMN_2677835,T2,21331
ILMN_2943738,Fbxl21,213311
ILMN_1230364,Scyl2,213326
ILMN_1251000,Tac1,21333
ILMN_2790810,Tac2,21334
ILMN_1229322,Tacc3,21335
ILMN_2857326,Gatd1,213350
ILMN_2726850,Tacr1,21336
ILMN_3140639,Tacr2,21337
ILMN_2860586,Tacr3,21338
ILMN_1237995,Tacr3,21338
ILMN_2765331,Prdm9,213389
ILMN_2956092,Rassf4,213391
ILMN_2672698,Rassf4,213391
ILMN_2686244,Rassf4,213391
ILMN_2956095,Rassf4,213391
ILMN_2894211,Depp1,213393
ILMN_2739952,Taf1b,21340
ILMN_2653808,Taf1c,21341
ILMN_2880714,Klhdc8a,213417
ILMN_2649530,Klhdc8a,213417
ILMN_1241137,Taf6,21343
ILMN_1252302,Taf6,21343
ILMN_3063923,Mylk3,213435
ILMN_3141648,Mylk3,213435
ILMN_2628613,Mylk3,213435
ILMN_2441346,Rtl3,213436
ILMN_2622363,P2ry10b,213438
ILMN_2836855,Gpr174,213439
ILMN_1243652,Tagln,21345
ILMN_3094365,Gm732,213450
ILMN_3022025,Gm732,213450
ILMN_1260093,Dstyk,213452
ILMN_2724910,Dstyk,213452
ILMN_2726109,Rbbp5,213464
ILMN_2790735,Rbbp5,213464
ILMN_2766338,Rbbp5,213464
ILMN_2994995,Lgi3,213469
ILMN_1216215,Nudt18,213484
ILMN_2839788,Tal1,21349
ILMN_3129206,Szrd1,213491
ILMN_1216950,Szrd1,213491
ILMN_2781835,Fbxo42,213499
ILMN_2746597,Fbxo42,213499
ILMN_2657190,Fbxo42,213499
ILMN_2696903,Tal2,21350
ILMN_2675261,Taldo1,21351
ILMN_2756291,Plekhg6,213522
ILMN_1247761,Pth2r,213527
ILMN_2734028,Tank,21353
ILMN_1220799,Tank,21353
ILMN_2660438,Tank,21353
ILMN_1234419,Bag2,213539
ILMN_1250409,Tap1,21354
ILMN_2868374,Ythdf2,213541
ILMN_2520635,Ythdf2,213541
ILMN_1225360,Ythdf2,213541
ILMN_2686721,Tap2,21355
ILMN_1227726,Dis3l,213550
ILMN_2712631,Plekhh2,213556
ILMN_3155492,Tapbp,21356
ILMN_1226819,Tapbp,21356
ILMN_2649955,Tarbp2,21357
ILMN_2939990,Tarbp2,21357
ILMN_2720663,Cracr2b,213573
ILMN_2913222,Cracr2b,213573
ILMN_3090123,Dync2li1,213575
ILMN_2827921,Map9,213582
ILMN_2642815,Slc44a3,213603
ILMN_1212875,Arhgef19,213649
ILMN_2641467,Slc6a6,21366
ILMN_1253452,9530068E07Rik,213673
ILMN_2623884,Duoxa1,213696
ILMN_2747103,Tbca,21371
ILMN_2674890,Tbl1x,21372
ILMN_2869461,Tbp,21374
ILMN_3123341,Xist,213742
ILMN_3022688,Xist,213742
ILMN_2920503,Tbr1,21375
ILMN_1257200,Zfp598,213753
ILMN_2434144,Tbrg1,21376
ILMN_1244753,Tbrg1,21376
ILMN_2667842,Tbrg1,21376
ILMN_2751769,Nutm1,213765
ILMN_2616786,Tbl3,213773
ILMN_2919124,Plekhg1,213783
ILMN_1229061,Plekhg1,213783
ILMN_2661904,Chrm5,213788
ILMN_2670230,Tbrg4,21379
ILMN_2589893,Tbrg4,21379
ILMN_1252399,Tbx1,21380
ILMN_1245533,BC002059,213811
ILMN_2768787,Casd1,213819
ILMN_2649846,Arcn1,213827
ILMN_1249994,Tbx15,21384
ILMN_2773918,Tbx2,21385
ILMN_1247220,Tbx3,21386
ILMN_3061990,Tbx3,21386
ILMN_3139514,Tbx3,21386
ILMN_1244228,Tbx4,21387
ILMN_2664533,Tbx5,21388
ILMN_2604948,Tbx5,21388
ILMN_2660916,Tbx6,21389
ILMN_1249014,Tbx6,21389
ILMN_2716358,Bms1,213895
ILMN_2737840,Tbxa2r,21390
ILMN_1248837,Tbxa2r,21390
ILMN_2769191,Tbxas1,21391
ILMN_1251390,Tbxas1,21391
ILMN_2933357,Tcap,21393
ILMN_3161091,Col28a1,213945
ILMN_3160369,Atg9b,213948
ILMN_2759499,Fam83f,213956
ILMN_3035435,Tnrc6b,213988
ILMN_3109164,Tnrc6b,213988
ILMN_2666312,Tmem82,213989
ILMN_2661939,Tcea1,21399
ILMN_2754598,Agap3,213990
ILMN_2754596,Agap3,213990
ILMN_2884728,Tcea2,21400
ILMN_2907214,Tcea3,21401
ILMN_2733888,Skp1a,21402
ILMN_1241785,Larp1b,214048
ILMN_2960005,Hnf1a,21405
ILMN_2605165,Megf11,214058
ILMN_2618651,Megf11,214058
ILMN_2821381,Megf11,214058
ILMN_2706915,Megf11,214058
ILMN_2976577,Tcf12,21406
ILMN_1215928,Tcf12,21406
ILMN_2722602,Tcf12,21406
ILMN_2595637,Dnajc16,214063
ILMN_1247873,Dnajc16,214063
ILMN_1231030,Tcf15,21407
ILMN_2449563,Zfp354a,21408
ILMN_2739303,Slc18a2,214084
ILMN_1234902,Hnf1b,21410
ILMN_1249360,Hnf1b,21410
ILMN_2764380,Sox30,214105
ILMN_1230836,Sox30,214105
ILMN_2599174,4933430I17Rik,214106
ILMN_2659528,Tcf20,21411
ILMN_2815313,Tcf20,21411
ILMN_2635437,Tcf20,21411
ILMN_2627638,Tcf20,21411
ILMN_2763781,Tcf20,21411
ILMN_2618257,Slc24a1,214111
ILMN_2844642,Nipal4,214112
ILMN_2930707,Tcf21,21412
ILMN_2636463,Tcf4,21413
ILMN_2630039,Tet2,214133
ILMN_2753687,Arhgap29,214137
ILMN_2717975,Tcf7,21414
ILMN_1242308,Tcf7,21414
ILMN_2771781,Tcf7l1,21415
ILMN_3109289,Tcf7l1,21415
ILMN_2642288,Ago3,214150
ILMN_2634914,Ago3,214150
ILMN_1233354,Ago3,214150
ILMN_2870191,Ago3,214150
ILMN_2986364,Trim38,214158
ILMN_1228339,Trim38,214158
ILMN_3006739,Tcf7l2,21416
ILMN_1245997,Tcf7l2,21416
ILMN_2641647,Tcf7l2,21416
ILMN_2492500,Zeb1,21417
ILMN_2726449,Tfap2a,21418
ILMN_2764846,Tfap2a,21418
ILMN_2913031,Tfap2a,21418
ILMN_2612378,Scgn,214189
ILMN_2827997,Scgn,214189
ILMN_1227332,Scgn,214189
ILMN_1223731,Tfap2b,21419
ILMN_3151298,Tfap2b,21419
ILMN_3072487,Tfap2b,21419
ILMN_2760450,Tfap2b,21419
ILMN_2931973,Ttc24,214191
ILMN_2724211,Ttc24,214191
ILMN_2783226,Tfap2c,21420
ILMN_1231632,Tfap2c,21420
ILMN_2783225,Tfap2c,21420
ILMN_2769178,Tfcp2,21422
ILMN_2905646,Pak6,214230
ILMN_1254036,Disp2,214240
ILMN_2939434,Tfeb,21425
ILMN_1235592,Tfeb,21425
ILMN_2612868,Etnk2,214253
ILMN_2737794,Nudt15,214254
ILMN_2608547,Tfec,21426
ILMN_1225831,Vps72,21427
ILMN_2620517,Mlx,21428
ILMN_2620510,Mlx,21428
ILMN_2506061,Ubtf,21429
ILMN_1255927,Ubtf,21429
ILMN_1220072,Tut7,214290
ILMN_3160198,Syna,214292
ILMN_3029509,Crygn,214301
ILMN_3102770,Crygn,214301
ILMN_1246497,Hhipl1,214305
ILMN_2963511,Hhipl1,214305
ILMN_2985612,Tcl1,21432
ILMN_2638171,Tcl1,21432
ILMN_3160344,Gm4787,214321
ILMN_2868457,Lrrc1,214345
ILMN_2744478,Lrrc1,214345
ILMN_2868459,Lrrc1,214345
ILMN_2589741,Tmem51,214359
ILMN_1218766,Myocd,214384
ILMN_3072880,Myocd,214384
ILMN_3151642,Myocd,214384
ILMN_3162960,Gm4788,214403
ILMN_1216174,Parp16,214424
ILMN_2634430,Cilp,214425
ILMN_2842859,Cdk5rap2,214444
ILMN_2746132,Fnbp1l,214459
ILMN_2749354,Fam168b,214469
ILMN_1216938,Cdc73,214498
ILMN_2617865,Gnptg,214505
ILMN_2731999,Gnptg,214505
ILMN_1221787,Tcn2,21452
ILMN_2428061,Tmprss4,214523
ILMN_2459260,Tmprss4,214523
ILMN_2428060,Tmprss4,214523
ILMN_2608933,Tcof1,21453
ILMN_2911788,Tmprss13,214531
ILMN_1226348,Tmprss13,214531
ILMN_2677386,Tcp1,21454
ILMN_2774140,Tcp1,21454
ILMN_2757019,She,214547
ILMN_1233430,Cep164,214552
ILMN_1250182,Cep164,214552
ILMN_3043567,Gm136,214568
ILMN_3118561,Gm136,214568
ILMN_1220228,Prmt7,214572
ILMN_2736347,Prmt7,214572
ILMN_1252819,Prmt7,214572
ILMN_2780915,Prmt7,214572
ILMN_2870161,Aldh5a1,214579
ILMN_2664660,Aldh5a1,214579
ILMN_2591908,Pstk,214580
ILMN_2622260,Duox2,214593
ILMN_2838871,Sidt2,214597
ILMN_2732859,Sidt2,214597
ILMN_1258738,Sidt2,214597
ILMN_1236161,Slc10a3,214601
ILMN_3157987,Tcp10a,21461
ILMN_3078696,Tcp10a,21461
ILMN_2951580,Tcp11,21463
ILMN_2698334,4930486L24Rik,214639
ILMN_1225300,Slc25a29,214663
ILMN_1256203,L3mbtl2,214669
ILMN_2833634,Iqub,214704
ILMN_1246502,Cgas,214763
ILMN_2672606,Edrf1,214764
ILMN_1233948,Edrf1,214764
ILMN_1223199,Mmp21,214766
ILMN_2749383,Zfp879,214779
ILMN_1229745,Sertad4,214791
ILMN_2918656,Sertad4,214791
ILMN_1214222,Zfp609,214812
ILMN_2810296,Zfp609,214812
ILMN_1229573,Neurl3,214854
ILMN_2769971,Neurl3,214854
ILMN_1220349,Neurl3,214854
ILMN_2718453,Arid5a,214855
ILMN_1220769,Lman2l,214895
ILMN_1237323,Lman2l,214895
ILMN_2736639,Csnk1g1,214897
ILMN_2591345,Csnk1g1,214897
ILMN_1245758,Csnk1g1,214897
ILMN_1232175,Chtf18,214901
ILMN_1215218,Antkmt,214917
ILMN_2750321,Hdhd5,214932
ILMN_1257102,Hdhd5,214932
ILMN_2591354,Hdhd5,214932
ILMN_2900854,Mob3b,214944
ILMN_2710802,Rhbdl1,214951
ILMN_2662962,Rhot2,214952
ILMN_2740348,Rhot2,214952
ILMN_2839134,Rhot2,214952
ILMN_3163428,Sema6d,214968
ILMN_3103992,Sema6d,214968
ILMN_1258953,Sema6d,214968
ILMN_2680415,Sema6d,214968
ILMN_2911454,Chtf8,214987
ILMN_2708794,Chtf8,214987
ILMN_2697766,Chtf8,214987
ILMN_1249269,Chtf8,214987
ILMN_2666347,Vezt,215008
ILMN_2672204,Vezt,215008
ILMN_1247603,Fam20b,215015
ILMN_2899386,Prl3d3,215029
ILMN_2495753,Vgll2,215031
ILMN_2429680,Vgll2,215031
ILMN_2909248,Vgll2,215031
ILMN_2593532,Bud13,215051
ILMN_2442967,Trim50,215061
ILMN_2747211,Slc35f1,215085
ILMN_3055083,Maneal,215090
ILMN_3131846,Maneal,215090
ILMN_2958464,Slc43a2,215113
ILMN_2749632,Slc43a2,215113
ILMN_1245338,Hip1,215114
ILMN_2993185,Rhbdd2,215160
ILMN_2709690,Rhbdd2,215160
ILMN_2738031,Utp25,215193
ILMN_2631230,Utp25,215193
ILMN_2612564,Utp25,215193
ILMN_1218955,Utp25,215193
ILMN_2912170,Trmt2b,215201
ILMN_1251534,Trmt2b,215201
ILMN_1236357,Trmt2b,215201
ILMN_2509273,Tmem120a,215210
ILMN_2658704,Il1f9,215257
ILMN_2776687,Il1f10,215274
ILMN_1257209,Wipf1,215280
ILMN_1228546,Camk1g,215303
ILMN_2856865,Camk1g,215303
ILMN_1254994,Slc36a3,215332
ILMN_2591713,Slc36a1,215335
ILMN_1254100,Senp6,215351
ILMN_2714855,Senp6,215351
ILMN_2831407,Brinp3,215378
ILMN_2797642,Ncaph,215387
ILMN_2636403,Csrnp1,215418
ILMN_2619574,Slc35e3,215436
ILMN_2638520,Rab11fip3,215445
ILMN_2896322,Entpd3,215446
ILMN_1229741,Rap1b,215449
ILMN_2603663,Gm4792,215472
ILMN_2752506,Sec22c,215474
ILMN_1248456,Sec22c,215474
ILMN_2798964,Sec22c,215474
ILMN_1256807,Prr14l,215476
ILMN_2825898,A3galt2,215493
ILMN_3074279,Pomgnt2,215494
ILMN_2721748,Pomgnt2,215494
ILMN_3153225,Pomgnt2,215494
ILMN_1224162,Fam117a,215512
ILMN_2780316,Rnpep,215615
ILMN_2418483,Zbtb8b,215627
ILMN_1228690,Psd4,215632
ILMN_2867382,Psd4,215632
ILMN_2700728,Mageb18,215641
ILMN_2629420,Rassf2,215653
ILMN_2629423,Rassf2,215653
ILMN_1226997,Rassf2,215653
ILMN_2985389,Cdh12,215654
ILMN_2883016,Nav1,215690
ILMN_2647873,Nav1,215690
ILMN_1223704,Nav1,215690
ILMN_2743593,Zmat1,215693
ILMN_1255050,Arrdc1,215705
ILMN_2598374,Ccdc92,215707
ILMN_2713004,Miga1,215708
ILMN_2607287,Gm4793,215714
ILMN_1247389,Mfsd6l,215723
ILMN_2747623,Cnksr3,215748
ILMN_2637630,Ginm1,215751
ILMN_2727423,Adgb,215772
ILMN_2931500,Adgb,215772
ILMN_2619718,Ccdc28a,215814
ILMN_2744492,Nhsl1,215819
ILMN_2781181,Arfgef3,215821
ILMN_2995844,Taar5,215854
ILMN_1223274,Taar5,215854
ILMN_2875720,Taar6,215855
ILMN_2799145,Taar7a,215856
ILMN_2995880,Taar8a,215859
ILMN_1239691,Taar8a,215859
ILMN_2603071,Clvs2,215890
ILMN_1249864,Calhm6,215900
ILMN_2599348,Mfsd4b5,215928
ILMN_2987599,Mfsd4b1,215929
ILMN_1231795,Afg1l,215951
ILMN_2863060,Mcu,215999
ILMN_2533766,Mcu,215999
ILMN_2686513,Micu1,216001
ILMN_2674378,Lrrc20,216011
ILMN_2978878,Lrrc20,216011
ILMN_2658130,Hkdc1,216019
ILMN_2629877,Lrrtm3,216028
ILMN_2834525,Ctnna3,216033
ILMN_2966034,Zfp365,216049
ILMN_2435025,Ube2d1,216080
ILMN_2901923,Gm4798,216082
ILMN_1220132,Ybey,216119
ILMN_2924216,Pdxk,216134
ILMN_1218540,Ilvbl,216136
ILMN_2844376,Ilvbl,216136
ILMN_2844370,Ilvbl,216136
ILMN_1256292,Ilvbl,216136
ILMN_2822796,Vmn2r81,216144
ILMN_2628699,Vmn2r81,216144
ILMN_2763115,Cdc34,216150
ILMN_2717777,Polrmt,216151
ILMN_2709001,Plppr3,216152
ILMN_1213200,Med16,216154
ILMN_2782125,Wdr18,216156
ILMN_2683363,Tmem259,216157
ILMN_1232770,Sbno2,216161
ILMN_2638333,Sbno2,216161
ILMN_3163027,Abhd17a,216169
ILMN_2898319,Aldh1l2,216188
ILMN_2757008,Aldh1l2,216188
ILMN_1219978,Appl2,216190
ILMN_1239088,Ckap4,216197
ILMN_2625981,Tcp11l2,216198
ILMN_1241067,Slc5a8,216225
ILMN_2739384,Slc5a8,216225
ILMN_2806439,Slc17a8,216227
ILMN_2628178,Socs2,216233
ILMN_2686652,Alx1,216285
ILMN_2713396,Mettl25,216292
ILMN_2460179,Tph2,216343
ILMN_2763867,Rab21,216344
ILMN_2597899,Zfc3h1,216345
ILMN_1220261,Tspan8,216350
ILMN_2626114,Rab3ip,216363
ILMN_2632688,D930020B18Rik,216393
ILMN_2901227,Rxylt1,216395
ILMN_3048728,Agap2,216439
ILMN_3124601,Agap2,216439
ILMN_1246758,Os9,216440
ILMN_1257015,Slc26a10,216441
ILMN_2828687,Mars,216443
ILMN_2534090,Mars,216443
ILMN_2650739,Arhgap9,216445
ILMN_1240738,Rdh19,216453
ILMN_2840975,Gls2,216456
ILMN_2762640,Gls2,216456
ILMN_2737183,Myl6b,216459
ILMN_3086899,Tcte3,21647
ILMN_2589325,Tcte3,21647
ILMN_2600246,Dynlt1b,21648
ILMN_2769772,Pik3ip1,216505
ILMN_2670624,Ccdc157,216516
ILMN_2633854,Ccdc157,216516
ILMN_2729890,Phf1,21652
ILMN_2588515,Phf1,21652
ILMN_2719834,Ccm2,216527
ILMN_2751090,Cep68,216543
ILMN_2818717,Aftph,216549
ILMN_1222356,Lgalsl,216551
ILMN_1244631,Ugp2,216558
ILMN_2614059,Wdpcp,216560
ILMN_2673790,Wdpcp,216560
ILMN_2970672,Wdpcp,216560
ILMN_2868981,Ehbp1,216565
ILMN_2623163,Ehbp1,216565
ILMN_2941033,Papolg,216578
ILMN_2723052,Ccdc85a,216613
ILMN_2653462,Efemp1,216616
ILMN_2643580,Cfap36,216618
ILMN_2789611,Fem1al,216622
ILMN_2697082,Fem1al,216622
ILMN_1232094,Fem1al,216622
ILMN_2673980,Hbq1a,216635
ILMN_2754985,Phlda1,21664
ILMN_1221640,Gabrp,216643
ILMN_1251237,Gabrp,216643
ILMN_3102643,Tdg,21665
ILMN_2750493,Tdg,21665
ILMN_2917458,Tdgf1,21667
ILMN_1235782,Clint1,216705
ILMN_2773554,Prdx2,21672
ILMN_2638354,Prdx2,21672
ILMN_1242829,Prdx2,21672
ILMN_1236988,Rufy1,216724
ILMN_1221851,Adamts2,216725
ILMN_1226259,Adamts2,216725
ILMN_2729103,Adamts2,216725
ILMN_1232383,Dntt,21673
ILMN_3125814,Acsl6,216739
ILMN_1236666,Acsl6,216739
ILMN_2621697,Acsl6,216739
ILMN_1255639,Sry,21674
ILMN_2725155,Fnip1,216742
ILMN_2854418,Fnip1,216742
ILMN_1255537,Nmur2,216749
ILMN_2607207,Tead1,21676
ILMN_2686125,Mfap3,216760
ILMN_3095462,Mfap3,216760
ILMN_2639543,Gemin5,216766
ILMN_2665552,Mrpl22,216767
ILMN_2653207,Tead2,21677
ILMN_2692270,Tead3,21678
ILMN_3083287,Trim58,216781
ILMN_2949449,Olfr320,216783
ILMN_2599986,Tead4,21679
ILMN_3157399,Tead4,21679
ILMN_2711978,Tead4,21679
ILMN_2601525,Iba57,216792
ILMN_2472856,Wnt9a,216795
ILMN_3002543,Prss38,216797
ILMN_1237471,Nlrp3,216799
ILMN_2629297,Nlrp3,216799
ILMN_1213483,Flcn,216805
ILMN_1229936,Flcn,216805
ILMN_2617245,Alyref,21681
ILMN_2747744,Alyref,21681
ILMN_3152137,Tom1l2,216810
ILMN_3073318,Tom1l2,216810
ILMN_2498659,Tom1l2,216810
ILMN_2752933,Tec,21682
ILMN_3039637,Dhrs7b,216820
ILMN_3114114,Dhrs7b,216820
ILMN_1255146,Dhrs7b,216820
ILMN_2646138,Tmem11,216821
ILMN_2990220,Usp22,216825
ILMN_2607765,Mmgt2,216829
ILMN_2682029,Tecta,21683
ILMN_2702434,Arhgap44,216831
ILMN_1251191,Usp43,216835
ILMN_2634484,Tectb,21684
ILMN_2700768,Cntrob,216846
ILMN_2676052,Tef,21685
ILMN_2715400,Tef,21685
ILMN_3023230,Kdm6b,216850
ILMN_3095624,Kdm6b,216850
ILMN_1251519,Wrap53,216853
ILMN_2972478,Nlgn2,216856
ILMN_2720611,Kctd11,216858
ILMN_1226653,Neurl4,216860
ILMN_2707099,Mgl2,216864
ILMN_2721413,Slc16a11,216867
ILMN_2700848,Arrb2,216869
ILMN_1220170,Tek,21687
ILMN_2664841,Gltpd2,216871
ILMN_2874836,Gltpd2,216871
ILMN_2830771,Spag7,216873
ILMN_1220834,Camta2,216874
ILMN_2600202,Dhx33,216877
ILMN_2610442,Wscd1,216881
ILMN_2700097,Tekt1,21689
ILMN_1239718,Tekt1,21689
ILMN_2710086,Coro6,216961
ILMN_2595792,Coro6,216961
ILMN_2776578,Coro6,216961
ILMN_2940541,Git1,216963
ILMN_2534253,Git1,216963
ILMN_2758896,Trp53i13,216964
ILMN_1233664,Fam222b,216971
ILMN_2822160,Rskr,216976
ILMN_3125939,Evi2b,216984
ILMN_3049896,Evi2b,216984
ILMN_2750789,Utp6,216987
ILMN_2589256,Adap2,216991
ILMN_2712419,Nle1,217011
ILMN_2984434,Nle1,217011
ILMN_3153940,Unc45b,217012
ILMN_3074890,Unc45b,217012
ILMN_2669146,Synrg,217030
ILMN_2935734,Synrg,217030
ILMN_3009839,Tada2a,217031
ILMN_2774803,Tada2a,217031
ILMN_2649654,Mrm1,217038
ILMN_1227938,Ggnbp2,217039
ILMN_1238213,Ptrh2,217057
ILMN_2633993,Ptrh2,217057
ILMN_2993962,Elobl,217066
ILMN_1223594,Elobl,217066
ILMN_2927093,Trim25,217069
ILMN_3137124,Gm525,217071
ILMN_3059859,Gm525,217071
ILMN_2759687,Hlf,217082
ILMN_2628925,Spata20,217116
ILMN_2878078,Spata20,217116
ILMN_2811018,Xylt2,217119
ILMN_1228817,Gm11545,217122
ILMN_2592507,Ppp1r9b,217124
ILMN_1235581,Samd14,217125
ILMN_1240598,Samd14,217125
ILMN_2665161,Kat7,217127
ILMN_1246558,Prr15l,217138
ILMN_2788191,Prr15l,217138
ILMN_2692341,Scrn2,217140
ILMN_2756275,Gpr179,217143
ILMN_2943057,Arl5c,217151
