osteosarcoma_a7106_cells_myc_on	osteosarcoma_a7106_cells_myc_off_24hr	osteosarcoma_a8295_cells_myc_on	osteosarcoma_a8295_cells_myc_off_24hr
ILMN_2582449	5.75759835582391	5.90034082260302	5.91092419717073	5.92639367364215
ILMN_3141648	6.10536520934584	5.99173752561638	6.09558363796402	6.13628019823623
ILMN_2776314	5.93483786408986	5.93210984635733	5.94600880568454	5.84857368141065
ILMN_2696171	6.01855294904748	6.04989188409228	5.91415416285963	5.78006851402267
ILMN_3049465	6.37090431778755	6.24034262000074	6.19092720621559	6.20566644302409
ILMN_1248156	6.3255152209668	6.20944956392755	6.35105596221012	6.35591555330543
ILMN_2897137	6.37430820815788	6.28440257509857	6.50670479572748	6.55126167791249
ILMN_2828438	6.61672324312204	7.61936367022946	6.80216994747931	7.53600703797709
ILMN_2820559	11.8388659121964	11.4425108556664	11.9292124451205	12.0180309617688
ILMN_2731237	6.7737488020567	6.13164931073245	6.45413549781729	6.25275837685807
ILMN_2858399	8.83377228771539	8.51516651411302	8.72307000949514	8.7986613398237
ILMN_2717228	6.14579925386211	6.4638375226284	6.54754703534455	6.71848804480155
ILMN_2435965	6.65626481715156	6.12031253779493	6.58782142458512	6.49988852964895
ILMN_2729762	6.44586166833424	7.31238064665095	6.36077862311004	6.51556108061297
ILMN_2588337	8.23454502936755	7.9886966145165	7.38997242667956	7.27994225832346
ILMN_2977535	8.1811219363411	7.86346941779313	8.09299466401107	8.09031345646091
ILMN_1219758	5.8819120413456	6.17528087122737	6.0172625815363	6.3445541937922
ILMN_2632688	6.41526224069861	6.2106554192664	6.1158600183582	6.01415613866086
ILMN_2482214	6.99652207206536	6.71784569849157	6.87242340622718	6.99582282285418
ILMN_3004949	7.48704894681993	8.25601580511957	7.47231046991933	8.10207281002013
ILMN_2699578	6.34564311099723	5.99555716058815	6.55870643043526	6.21155587683131
ILMN_1259092	5.85122726604797	5.84645990592978	5.79845482240089	5.90167889515854
ILMN_2666155	6.58669528609328	6.24762152524239	6.66447210260039	6.28565318897663
ILMN_1228600	6.2684349550236	5.76375042989911	6.55670342024569	6.41901952894988
ILMN_2657338	10.0615072869987	9.8505386372777	10.0547117869382	9.65731447434799
ILMN_2679974	6.20469217884066	5.92869607710218	6.11276773143544	6.29137406699226
ILMN_2437378	5.71203113712404	5.69359512072492	5.61241310128824	5.76193784950096
ILMN_1224607	6.31936056452009	6.08488447932618	6.77403290614171	6.53370774286399
ILMN_2727546	7.47051002173485	6.83488720668583	7.02472053836223	6.6272580133476
ILMN_1231836	6.86504345753036	6.30291281565787	6.45700655068272	6.43791099925976
ILMN_1227277	9.05911945316189	10.2585795774941	9.19021988714473	10.5492330853615
ILMN_2881610	7.52895706164071	7.11494894173394	7.16768784186858	7.52306025788179
ILMN_2541637	6.21920415168491	6.56976615846544	6.09470562951335	6.1537449523544
ILMN_2712603	6.33466694988659	6.3008756798261	6.08965444351635	6.24534301299983
ILMN_3104857	7.61988010140615	7.75300994249546	7.76836647007178	8.101214084049
ILMN_2547737	7.99379293997962	8.16277347902441	8.27649189666183	8.72978335619679
ILMN_3031523	6.32599971572323	6.08485722074373	6.24558041904417	6.22293267064816
ILMN_1246330	8.19722922754403	9.15481665370111	8.41045421357067	8.68040040368979
ILMN_3162050	6.35709383221229	6.15200043347362	6.54628365399546	6.58846493405078
ILMN_2601072	5.81193515635314	6.04300141057565	5.92476850964178	5.74581325968352
ILMN_3091641	10.0937399063399	10.8418001914018	10.6831926773837	10.3768245849646
ILMN_2543173	6.67306528986096	6.73273455371051	6.7802241280274	6.39789210096304
ILMN_1243329	10.6251627070269	10.8814929434449	10.6575156342045	10.5328283037826
ILMN_2610965	6.32116818059505	7.62263024616654	6.70387271258758	6.92231501502825
ILMN_2615559	9.45367488184998	10.2989377740067	9.03348728813796	10.0120687568105
ILMN_2615557	9.39047681296337	10.1529331487402	8.92601877201428	9.99101490055387
ILMN_2950503	7.86142132427703	9.15357685750224	7.97986872550318	8.80565843628431
ILMN_3072197	6.16738407273606	6.16176229746067	5.90276816141991	5.83687160508178
ILMN_2697012	5.94175237341989	5.97030690458265	6.07190808110194	6.08927181157188
ILMN_2455276	6.29373896523345	6.06144669419999	6.34993354001873	6.37347303991512
ILMN_2664628	12.0304234195056	12.1149157500324	12.3428658215001	12.6435057864801
ILMN_2644987	6.07482314237406	6.18296307533712	6.01908021865447	6.03308183540836
ILMN_2724585	9.62083911652729	9.50998807801343	9.03887956148888	9.63798208153805
ILMN_2853957	9.16049834407713	8.57882656409515	8.78056822740609	8.97536414708703
ILMN_2714548	6.94923229715949	6.2755642050794	6.94167708869907	6.67916629680253
ILMN_1246429	6.47638679143217	7.4787582962467	6.91768087566526	6.85101220445185
ILMN_2644238	7.69899144117946	6.65090371762902	7.60814982766632	7.53062911337151
ILMN_2592844	5.77494594493571	5.76153547573518	5.58511299902561	5.76203488634692
ILMN_2862633	6.06188245205104	5.88211465724892	6.06580584532168	6.14586603245526
ILMN_1234812	9.58627554447895	11.3095249544512	10.1567998202923	11.4274478612906
ILMN_2953910	9.95596670629913	9.52445821652166	9.82675033925413	9.34001062734879
ILMN_2646230	10.9455100437336	10.1867967267052	10.9573398707004	10.6710175414526
ILMN_2722542	12.9056292829739	12.1682881265266	12.8769370799077	12.7466945942705
ILMN_2620078	12.8371772669512	12.3465438582516	13.0636460142443	12.7263023637651
ILMN_3155915	5.86543857841206	6.46996670243877	6.11206730340182	6.30965201315281
ILMN_1220331	6.56309565193286	6.00477760144356	6.63454306509538	6.49916068336753
ILMN_2737982	5.96508129009665	6.42827729388004	6.2837730422606	6.5204609084638
ILMN_2669333	5.83298195140609	6.90233772754704	5.79988784704066	5.985336136785
ILMN_2977558	6.91940563632877	9.80124043765044	6.84196745980896	7.92197359942603
ILMN_2705227	8.98386762298357	8.91766141003143	9.57397502256991	9.64835942470309
ILMN_1226556	5.98413028978552	5.90176830121144	5.90690454159317	6.01170416064845
ILMN_1253354	6.18325618692176	6.6459551179816	6.63191753399676	6.70792836659421
ILMN_2595822	5.99415891450819	6.18984081381134	5.91519897127322	6.13036653765886
ILMN_2656748	5.90646102932648	5.77530001447106	5.79932611607677	5.8627114274328
ILMN_3102333	12.1136424727681	12.1848373849041	11.9658889664231	11.7269187906422
ILMN_2589477	11.2092407230292	10.3461460871858	10.9253656532867	10.6200587277882
ILMN_2626939	9.34389456092067	8.62628963916963	9.22050372666748	8.93742575922145
ILMN_2860674	9.00790432427037	8.28412877919488	9.17446678008373	8.52707639730952
ILMN_1227087	12.1719490834082	11.5143195518005	12.395135920241	12.1995607034006
ILMN_1248302	6.77700374643201	6.83766167449692	7.30242324589031	7.00864627051572
ILMN_2739287	11.2173241841732	11.7411072158186	11.5229542937343	11.542220438782
ILMN_2643648	5.96863621119176	5.91441108548253	5.8570509033015	5.89476199418645
ILMN_2952661	10.6566871882465	9.81773700275271	10.5422302346635	9.15265028721311
ILMN_3071356	8.19870212521891	8.57399513417771	7.44072219205415	7.68365979001968
ILMN_3150159	11.9669653683128	12.5104975932693	11.8595795302	11.9454937665162
ILMN_1215469	13.3995168627718	13.1690066661405	13.2603740841969	13.2192893955721
ILMN_3162423	6.87981326608981	7.04220601281594	6.33427176550371	6.41453628703046
ILMN_2736005	6.42699229344494	7.37406484854211	7.30727436535533	8.20908460269349
ILMN_1227672	6.06427752498916	6.24281502676727	6.13766499819205	5.90381335374455
ILMN_3026137	6.14903214793714	6.45279382786797	6.31879015929324	6.31804897778497
ILMN_3050451	6.05380503209862	5.82452475331135	6.06362147226419	5.87031792371609
ILMN_1249905	10.7786623867864	10.8787891276519	10.5671080765874	11.0358580743841
ILMN_2710604	8.62114289163542	9.11919280882845	8.65260435441662	9.06176047201705
ILMN_2616226	9.36028179903659	9.13531778173348	8.78732357000044	9.61790007119011
ILMN_1254380	10.8299884597958	10.2551392469645	10.6494928642923	10.1118145619867
ILMN_1242012	5.73511683623727	5.65146649608478	5.70113169898007	5.78275261872381
ILMN_2662920	6.41512091676304	6.26602311559201	6.26985808273659	6.2717376274079
ILMN_2820948	9.42564775532271	8.93614940097441	9.05560863210539	8.42520373214806
ILMN_2698843	12.5606660009686	11.7476499544151	12.6856613008206	12.8027379322516
ILMN_1253155	8.24365277877873	8.06967840539656	8.56736347935926	8.45239054803704
ILMN_2430775	7.78502932455056	7.09210487419482	7.64392778173977	7.41883970603071
ILMN_1216341	5.87396732526286	6.47919308486596	6.18612038181818	6.68579788267683
ILMN_2615207	10.8858267590181	10.5178440558475	10.4379010668391	10.4587077841216
ILMN_1227664	7.58277839633982	6.89516505942647	7.66136909809696	7.09710008531507
ILMN_1217517	6.81336595589354	7.76857952275975	7.40622052733064	8.34172173139941
ILMN_2990152	7.09710008531507	6.78147512451155	7.16608623731279	7.19731844007522
ILMN_1245352	5.95275341759988	6.06400169464361	5.98300583469889	5.86695686232941
ILMN_2669813	7.2138906204627	6.72166306286066	6.92825423943754	6.43931033966454
ILMN_2638404	9.1025491562215	8.00066230421135	8.67053197727319	8.105416965934
ILMN_1255335	7.07357551552398	6.75076961608375	6.71581318428407	6.38182895280738
ILMN_1254458	5.78269404822989	5.87108336028911	5.88510325192051	5.78266109309234
ILMN_2596346	5.83005981073112	7.66932162587134	6.16518236967688	6.98056603810628
ILMN_2747959	6.05587837324731	9.2598107487034	6.37430820815788	8.29655307910864
ILMN_2604695	5.80179176610103	5.96734893314262	5.86095739891182	5.81152459113033
ILMN_2783438	7.06749486393968	6.81336595589354	7.24715850393066	6.72547505668902
ILMN_2783429	8.89713429220673	8.82742630984007	9.02625251408711	8.76538722060051
ILMN_2697060	8.7762933622759	7.97603477560732	8.33300402715075	8.16047527584419
ILMN_2719111	6.44107158739595	6.36326277612187	6.33314935584435	6.30885189215024
ILMN_3139994	6.23663692850233	6.49355931619813	6.17836064554545	6.30711590739857
ILMN_3062378	7.02572067687582	7.21879206349964	6.83118846599492	6.65493638569877
ILMN_2704951	7.2163488805948	6.75128662719305	7.12024565465275	6.63752160370911
ILMN_2829129	6.41449387842095	6.01060760227704	6.45355708652597	6.33804800270354
ILMN_2720770	11.8467203254368	10.5538011016581	11.4723312628519	10.4983865127863
ILMN_2838199	10.6542303253803	9.05502743288863	9.98015129056125	8.8626003986786
ILMN_1251894	5.76487086109703	5.9140164129201	5.80263461926338	5.80025215913355
ILMN_2770040	5.8864572934004	6.23713197900833	6.00477760144356	5.93476434030578
ILMN_1241225	10.7438910696559	9.69925191035441	10.7330589748414	9.69551419174821
ILMN_2691157	8.70758268072031	8.5074444270719	7.79908001873555	8.03157742956412
ILMN_2707623	7.22022473840496	7.22261114373038	6.88260759286158	7.27760589715591
ILMN_2679063	12.235760187625	12.5674692737972	12.329099063314	12.8747520672943
ILMN_2859659	11.0244987221484	11.4683223893613	11.0117547142626	11.3190268278154
ILMN_1227925	10.5414545820039	10.2041196200875	10.1896290777516	10.4448427781827
ILMN_2805029	11.0057894392524	11.0603830098894	11.2097128811747	11.4474007185294
ILMN_2712305	10.5510800094518	11.3046646131684	10.4584045624959	10.8921318063114
ILMN_2630293	8.53031932406427	8.62500321091477	8.3355638696533	8.73143087798728
ILMN_2732536	10.8610419180292	11.1813125474097	10.9040994383382	11.0666176556689
ILMN_1233586	9.04042802404912	9.32874111477344	9.85925503327144	10.164062174993
ILMN_3109076	8.34422332743191	9.0892996490322	8.57119583777816	8.86608215056795
ILMN_2901402	6.96320648384486	8.19064559912295	7.44255706715277	7.72119302920701
ILMN_1259737	8.77666529258458	8.31398633105447	8.8128103316071	8.74534776911285
ILMN_2883795	8.86418390011626	9.12942914682292	8.8537664664448	8.93632058479832
ILMN_1238285	11.632671281197	10.9462946072832	10.9619904228127	10.9197648261982
ILMN_1256251	5.99265469624344	5.87429784919289	5.90576154561969	6.00800600460391
ILMN_2868280	7.20582427739037	7.96133088783858	7.58696791760517	8.4996183059107
ILMN_2759108	7.14413918708388	7.71500994348284	6.96075958253131	7.84312774340808
ILMN_1256676	11.3237325889163	10.1759898391295	11.0288175843618	10.8681762832546
ILMN_2770183	7.75994392641696	8.82658701690278	7.58218941194894	8.53734489779476
ILMN_2620930	10.2717469284225	10.2319855345513	10.2043602263792	10.8268112229386
ILMN_2655244	5.77168238817619	6.02486938472023	5.95198176171573	6.02515445989702
ILMN_1229502	6.21163140870482	6.68394718498495	6.12334075264989	6.07056766789568
ILMN_2621160	6.28195584459231	6.66576500184305	6.18922744614425	6.30606510813292
ILMN_2791769	7.35334203937132	7.39937983361366	6.93865776961581	6.87451911954822
ILMN_2628647	5.72827162640017	5.88139831033322	6.02306535388838	6.07286645644039
ILMN_1260450	5.71164467484971	6.10973132032638	5.88020730229917	6.10113522370627
ILMN_1248326	6.51568068105877	7.18648025375578	6.59881102800408	7.31765522843881
ILMN_2542476	6.23013892163002	6.02723424078521	6.29025638808642	6.4189238453766
ILMN_3121578	6.42723116244334	7.34063369882092	6.79283063064475	6.7864522812107
ILMN_3046047	6.9537320136502	6.84921835955309	7.22852435068386	7.1075952920176
ILMN_3163148	7.0561998279739	7.38377988080286	7.26421855457642	7.45271547035706
ILMN_2446727	6.07232605841051	6.2262406006236	6.2912669525398	6.10771093425881
ILMN_2733492	6.82255330500666	6.96320648384486	6.96449364962756	6.80328742735679
ILMN_2672113	9.60054713531131	9.60013666565246	9.86976115840408	10.1655433063681
ILMN_2998995	7.3157414666944	6.83777235311831	7.05375187903061	6.79720141108257
ILMN_2927373	9.01968822511844	10.6569910144499	9.16374979331367	10.6951797802769
ILMN_2652909	10.4318368223146	11.5964464920097	10.6580295720791	12.0206876212203
ILMN_2993109	10.8522973642949	8.94790244245482	11.0262670059307	10.0574337885949
ILMN_2695819	9.77877292241107	8.45804594566587	8.07351165181508	7.75596211002689
ILMN_2440740	6.41959990139253	6.20291348933595	5.97998998669124	6.02805241439503
ILMN_2808191	5.88173698471339	5.78761595032549	5.86419146961327	5.76896786597188
ILMN_1238706	5.8025563658312	5.92441033341959	5.86607558038004	5.90763261124306
ILMN_2693185	6.11605981331465	6.31837758511053	6.07414199807524	6.14655742433021
ILMN_2941677	10.9296469591661	11.3021069532924	11.1997335292661	11.3217893133477
ILMN_2713898	7.36756196197331	8.16117421821762	7.87027115715965	8.09215840394524
ILMN_1213244	9.7986904569208	9.53945396136172	8.98209018191968	9.12283407611027
ILMN_2615854	11.4438252187976	11.5460129990908	11.4274478612906	11.7519000863502
ILMN_2596297	7.97215972902418	8.35821459047645	7.40781074430946	8.01639185131835
ILMN_2844316	11.7249353236777	11.6814568422903	11.8806975767462	11.3633949199928
ILMN_1257962	10.5997991975896	10.5935752997709	10.8923333412463	10.3545984410546
ILMN_1232189	9.24766113602709	7.9964442532071	8.78173025822349	8.18525963856961
ILMN_1228007	8.31375114651009	6.94811459181135	7.640363528835	7.0931003346859
ILMN_2700550	8.9663989581915	7.68449266396799	9.06809854672591	7.90899719497742
ILMN_2751194	6.48939027862672	6.19883715564663	6.38443746172727	6.34111937214434
ILMN_2696511	6.41731853454457	6.10185568204085	6.39586847637037	6.26707027404417
ILMN_1234672	12.3163994884596	12.2974571161055	12.5642205986147	12.3976019081629
ILMN_1233412	7.66609419880085	8.30986954550008	7.97887073376528	7.45147427662399
ILMN_2688135	7.42240457967537	7.55481118608095	7.40860954763673	6.78147512451155
ILMN_1236406	7.01221890717062	6.80237418883964	6.7338447600043	6.50845618612933
ILMN_2749303	11.0389642442254	10.3533392822971	11.0428219755336	9.94929559474501
ILMN_2639272	11.6336201084995	11.0041820103268	11.5143195518005	10.4030820788895
ILMN_2546724	10.597086036224	9.05299054099991	9.99070925100047	8.64510105902935
ILMN_2747381	10.2268883962317	9.84739714612473	10.1927576079935	10.1267874125197
ILMN_2971567	11.0419162884273	10.4184492959647	11.2760433968369	11.1906555983874
ILMN_1249708	10.3514933417461	9.75942688803024	10.4337687654774	10.3426516861822
ILMN_1237338	9.3623130059839	9.41710059892737	8.56305666826885	8.8495384170125
ILMN_1217716	10.8559895027115	11.1997335292661	11.0316157480074	11.0510326725177
ILMN_1224487	7.54042410464466	8.06886948459328	7.59111163895075	7.71420738879334
ILMN_2507890	10.6698992994962	8.95162917193109	10.1734322945517	9.33388965175428
ILMN_2944784	11.4695764468189	10.2613412868802	11.4641800527777	10.6536789859755
ILMN_1259277	9.38611501189373	8.31580825015038	9.01593349309298	8.65343599845666
ILMN_1242905	8.10172531078833	6.89930888264443	8.12557310095966	7.2898459897276
ILMN_2588860	8.56176822250964	7.25783614002257	8.50040641664448	7.68752790641742
ILMN_1213524	6.68818721389036	6.01785583862126	6.93414876327457	6.23229984604259
ILMN_2710166	9.67693805822972	10.0599377772809	10.1022450517034	9.67323190300667
ILMN_2899607	6.00297221299341	6.09195376419246	5.94243955362555	5.7443352985536
ILMN_2899599	7.73915463119222	7.39265766117333	7.32289032202768	6.96882372453937
ILMN_1235995	5.8189283827477	5.81324261279104	5.78901405078648	5.80490070503796
ILMN_1250802	6.31863300639141	6.09627608678076	6.36805830523308	6.22895040254055
ILMN_1224598	10.4255689269266	9.78602943079006	10.6232887021739	10.06036591798
ILMN_2657734	9.66384621420089	9.241700063011	9.27650934406758	8.83254456440799
ILMN_2674595	12.6801479061279	11.7882793000356	12.5280715309661	11.8263625773837
ILMN_2705067	10.3775529942192	9.25644972704266	10.226378473312	9.48044498314491
ILMN_1236898	10.9777569859437	10.0819810387849	10.6220628044022	9.99508704460934
ILMN_1245733	7.55824581894563	9.22777211662594	7.91720885324508	8.527496456899
ILMN_2801380	10.0613895890984	8.4920335221143	9.53261098018714	9.31147819586774
ILMN_1215167	9.80869579581358	9.02038927113235	9.74936347384168	9.46462890965768
ILMN_2747168	5.74069257719998	5.91066839147684	5.87375470454949	5.81486569016727
ILMN_2957605	7.76921799612651	8.12785765170211	7.40881650186946	7.6646250548693
ILMN_1224614	7.13938174902349	7.5724577045082	7.61310155754903	7.71997792947642
ILMN_1254905	10.2407120413713	9.45660309170973	10.4261253014214	9.47437778547592
ILMN_2725504	10.5454800027376	10.8596345602806	10.967835780412	10.5636441247029
ILMN_2689678	11.1535366737007	11.0717554640108	11.353760639953	11.5658418055467
ILMN_2717127	6.29599469795505	6.96091390213599	6.25297796675366	7.1662456993699
ILMN_2606667	9.55110015429839	9.46374367281424	9.60013666565246	9.29467111598816
ILMN_3114632	8.01179024397359	8.44551121729113	8.05515877062626	7.50770308164662
ILMN_3040041	6.59685652230766	6.39055819484089	6.55695833476526	6.39030754287046
ILMN_2758969	7.63069213407999	7.81604796729608	7.69809725284802	6.99877826402681
ILMN_2705097	11.1742077443912	10.2531067468502	11.355327969067	10.5643455364434
ILMN_1244521	5.72668608212993	5.84634857535128	5.86699480668737	5.8901008129971
ILMN_2652971	11.542220438782	12.0925938045912	11.43801897742	11.7200907446314
ILMN_1235374	7.3469910067636	6.73946908900256	7.28334630143533	7.70648772966372
ILMN_2705849	7.30859045586677	7.76836647007178	7.53559751662076	8.72313342392459
ILMN_2705848	7.81117927016186	7.87405043994133	7.78631357771129	8.73248095088595
ILMN_2857679	9.4943581038687	9.5583964608637	8.80688387608251	8.92455889649389
ILMN_2645074	7.99258915888183	7.60763065898993	7.46295964995473	7.37160786636669
ILMN_1223015	8.76869190860928	7.69809725284802	8.101214084049	8.0909968250104
ILMN_2595842	7.48832078508293	8.25647655903273	7.58729353705456	8.2887442875737
ILMN_2680662	6.68668284850396	6.30425789999881	6.38044240625676	6.65038771925389
ILMN_2731509	6.54407053477039	6.3491040468028	6.30291281565787	6.59821087146107
ILMN_2804685	5.79062022896091	6.2302232396277	5.93660761264522	5.77530001447106
ILMN_2742279	5.85023691689479	5.72315216606753	5.83961933781571	5.76924325805141
ILMN_2692412	5.84245638860274	5.75630965896169	5.8134452285767	5.79536701661872
ILMN_3160561	6.08814854185797	6.24664522310549	6.06351852755641	6.19722047802904
ILMN_2688452	5.84131953266691	5.82555751761653	5.73028657461806	5.79513047324644
ILMN_2802487	6.37621800537093	6.08609083317211	6.13906530740611	6.25688158479362
ILMN_3006047	6.08625296313377	5.97945000461386	5.79222585755218	6.03880066150441
ILMN_2926781	5.82697659277499	5.9339472489312	5.98446801943793	5.88742480254229
ILMN_2702382	5.92042247233199	6.01582541636439	5.88010987501137	6.12641187804056
ILMN_2876755	5.68747737716772	5.82410648755767	5.83648928428167	5.73546775027455
ILMN_1232541	6.09587253266487	6.26688167111776	6.04015440550414	6.25459649942191
ILMN_2709470	12.4102793520741	13.1197537382294	12.1701657436132	12.9258873524809
ILMN_2696173	5.97556948809448	5.88146114484222	5.62750565041746	5.86670778908169
ILMN_2617499	10.4495002465439	9.75675082306465	10.46675251846	9.2304639872302
ILMN_2617496	10.4558902136324	9.63568239255704	9.93336667601031	9.02667199234757
ILMN_2755384	6.45564079770933	6.6971842618469	6.66553034810421	6.21544723631723
ILMN_2671878	8.76672558868898	9.60431808861604	8.16294224242149	8.19243288472785
ILMN_2713879	6.92969692127886	7.56788992661649	7.57116293277558	7.53911285355821
ILMN_2672353	5.89652434678746	5.95698098943517	5.8627114274328	5.85432872062485
ILMN_2697361	6.06112813511825	5.95703510128166	5.88374396792301	6.02103092526205
ILMN_1224129	6.31064472507325	6.28514551653307	6.30558818896335	6.18199968135983
ILMN_1223090	6.0854761240071	6.45431031687845	6.26852585980322	6.10432795748555
ILMN_3107607	9.87117523715322	10.2966942808361	10.0238697920016	10.180165580879
ILMN_2700354	6.80661245155763	6.55502474063759	6.78217329523636	6.85619797884203
ILMN_2804330	8.70305405343661	9.13070028369953	8.94641681524688	8.85042197933683
ILMN_1227602	8.0588683064144	8.18367383628854	8.27267293689085	7.82550835512473
ILMN_2628708	8.86712596658942	6.56113921865087	9.12586203111243	7.40007484545357
ILMN_3062654	7.29403344329418	7.18073541808525	7.32032558828984	7.01808525947223
ILMN_3140335	6.63819673623725	5.96047869585971	6.21576308458291	6.45975860611639
ILMN_3162536	6.35105596221012	6.15217134921337	6.29525277734212	6.30028711700702
ILMN_3163001	7.40606126032905	6.21277869536112	7.09426008992697	6.22998929910364
ILMN_1227366	7.62871746662489	6.8692150378732	7.57490776412433	7.61034553762435
ILMN_1241323	6.10121944282328	5.9123496913144	5.77029592985691	5.71219674195558
ILMN_2685125	9.06129625428421	8.5299069162569	8.99244307688812	9.17161842246238
ILMN_1234931	5.88980108084084	5.82125228564787	6.02542214776029	5.89713185626728
ILMN_2836982	6.57516118473058	6.12666648223386	6.42190976276685	6.4874411277522
ILMN_2708546	6.66190654534557	6.52126318260871	7.04181436303884	6.53240498193099
ILMN_2727490	7.77607864854449	7.78378582655945	8.26928765809912	8.36793079647174
ILMN_2623929	8.24104264920871	8.35173343934468	8.45169721815679	8.85288058229776
ILMN_1249164	6.83709742841936	6.95936532556838	6.96357527092276	6.62409961486461
ILMN_2704900	7.45182742315223	6.6915000721921	7.37194518482664	7.04790068560305
ILMN_2652482	6.81878442818961	7.88811063758472	7.05019584328218	7.51306510671862
ILMN_2862676	6.07284009502921	6.26879694941263	6.24636808572949	6.03772720408377
ILMN_2807284	6.82118753877692	7.07965624367673	7.25661678491888	7.52556191650923
ILMN_1219915	8.82998366489909	8.38487503516376	8.75421684376585	8.27777464883266
ILMN_1215115	6.23944296277639	6.13749911778534	6.32620834682261	5.99415891450819
ILMN_2686472	9.01131714147105	8.89749547683707	9.12045134930445	9.07230889300835
ILMN_1237230	10.1366109772047	10.3644093757811	10.5391263307129	10.3073311809786
ILMN_2650914	7.12229714064566	7.23923906367089	7.59033610019824	7.3941436801116
ILMN_2967294	9.33787641375925	8.41953341398133	9.07262516725974	8.34965465546746
ILMN_2611284	9.74936347384168	8.52615480960224	9.43259138126543	8.84460730633366
ILMN_1226133	8.33028522474495	8.14956143676817	7.92643877449099	7.97320356588091
ILMN_2940446	5.95318426559976	6.59318186547749	6.22870745442002	6.78783923609271
ILMN_2658961	6.58428788308538	6.95871133066858	6.79944741667752	7.33432804186449
ILMN_1246148	10.8019380807187	10.2328969499906	10.4030820788895	9.584660639683
ILMN_1237518	5.94028293679732	5.958045435578	5.90715819071992	6.08109809984702
ILMN_2459211	6.15453571815554	6.23415572289947	6.24617865730942	6.18857262611409
ILMN_3101919	7.19398335271296	7.57676964530615	7.43406959637236	7.04181436303884
ILMN_3127016	6.27088957106423	6.16464832429117	6.42801865956155	6.65281490011366
ILMN_2972541	6.7136704547467	7.60104684550525	7.31956193909024	7.39172304740001
ILMN_2462151	6.13686323699485	6.21400402511296	6.0445332999276	5.8130941124347
ILMN_2646438	8.50169758496621	9.27843453170907	8.82133249756896	9.26482691583439
ILMN_2915060	8.66670742439759	8.27202365577132	9.10351540838918	8.47242643937328
ILMN_1239607	8.50387104506246	7.87289076823868	8.67872301381036	8.35502078056564
ILMN_2915059	9.48815727129099	8.62540246611334	9.48172875805528	9.16862260689681
ILMN_1252649	9.7508862443904	9.85471148553825	9.48436962755105	9.99841649905996
ILMN_1230963	6.53218622086098	6.38465710677134	6.21675526599112	6.30183869722534
ILMN_2747031	8.78451068992784	9.47966847103799	8.87017635543458	9.35741900003823
ILMN_2752940	8.13642763348493	7.80732899839818	7.83427177680885	8.33918159974439
ILMN_2620106	8.21309218700461	7.30955115831128	7.84437576607834	8.19064559912295
ILMN_1253224	8.7351783353006	7.90015101748247	8.40896623331909	9.15434282727412
ILMN_2660471	9.32115339638095	10.0794952839951	9.78481071441162	9.43892878777363
ILMN_2637845	7.23146577000103	7.44444531394587	7.43243687838841	7.39574447299117
ILMN_2637850	6.89055369913251	7.01036277740861	6.89721228548518	6.82170001206337
ILMN_2971314	5.74714453539382	5.80847798358535	5.74026311478767	5.89040875212263
ILMN_1234086	5.94808292840093	5.93487571529069	6.0803641064315	5.78105684693183
ILMN_2689939	5.6316033609471	5.74513821740479	5.67060349685067	5.83845881234568
ILMN_2689940	5.90315983567526	6.03995329957544	6.0644593705979	5.97869290072884
ILMN_1255201	6.63416799115408	6.49047173599509	6.58285383671117	6.28116645963727
ILMN_2595664	5.86939452011129	5.96289322980906	5.98246270211435	6.00693035491093
ILMN_1244112	10.5482179303873	8.36915760077778	9.70929080806364	8.4057658574892
ILMN_2637241	10.4075689139926	9.68102278216669	10.2459130379181	9.98137284031454
ILMN_2639397	9.25358668926652	9.64848148666473	9.6931441895922	10.1473092430343
ILMN_2770270	7.10093324591577	6.76362569202573	7.17161091722091	6.55582504920008
ILMN_2639136	6.24732643932293	6.23513026447397	6.15186439644642	6.24752601819511
ILMN_2477326	8.03586731649394	7.82656691807899	7.44358759000666	7.86346941779313
ILMN_2658054	7.63610526560486	7.84061649634035	7.13253160351874	7.37612951435768
ILMN_1213456	10.1907969386002	10.3135361032805	10.1541374140569	10.3747210907704
ILMN_2747820	8.84873121673142	9.15715767976505	8.87232905367769	9.19680164353613
ILMN_2939702	7.39574447299117	7.65344844886722	7.70015843454918	7.2309098034394
ILMN_1255146	10.7187762300631	9.98511581833004	10.7511565547299	10.3020668154797
ILMN_3114114	11.7363666246038	11.2881318542787	11.5841657928892	11.2998453541482
ILMN_3039637	10.4782223126677	9.48044498314491	10.3707249992018	9.86696908311717
ILMN_2631251	5.88133008865864	6.30723779267224	5.90682627402077	6.12003596368071
ILMN_2602089	5.78623806120099	6.32868372258039	5.85978578416668	6.2409982069516
ILMN_2959330	5.85725467655174	5.96694195792836	5.94680249022916	6.13435859924508
ILMN_1221451	8.06440326715112	8.68777501584665	8.92101799440555	9.26222847644571
ILMN_2436890	9.81866333677947	10.3485090780753	11.0105973368037	11.2978518489549
ILMN_2897020	9.25743139398118	9.34649384333883	9.80233169479949	10.1444084259496
ILMN_1258696	5.91249532491804	6.15024410329417	5.98380786879797	5.89941493169359
ILMN_3101289	6.09336764693625	6.2825128275476	5.99548321864236	6.07482314237406
