osteosarcoma_a7106_cells_myc_on	osteosarcoma_a7106_cells_myc_off_24hr	osteosarcoma_a8295_cells_myc_on	osteosarcoma_a8295_cells_myc_off_24hr
ILMN_1229416	8.26238464758572	7.58696791760517	7.80677015783834	7.26074644690703
ILMN_1228053	6.7981312168294	6.63559794816918	6.31301732835692	6.24414283489789
ILMN_1233522	10.5561106004928	11.3011154653131	10.6726690855697	10.7771957154478
ILMN_2506537	6.18767858519903	6.01359167223373	6.3445541937922	6.17255767037125
ILMN_2422360	5.8142462411362	6.01723317957059	5.70729231097365	6.13581890111525
ILMN_1231457	9.56435677912629	10.1722415340185	10.3305312304823	10.9154669346184
ILMN_1242212	8.25079427390971	8.98871635187684	8.67732333049744	8.98603264754391
ILMN_1223282	8.21090519969794	7.75689252302414	8.26299049501375	8.62386210766851
ILMN_2714787	11.3962146228347	10.9440313597852	11.2631093974929	10.9953006016963
ILMN_3000080	9.58082300220495	10.0116795295312	9.52061244425042	9.89248312684725
ILMN_2629375	9.12706839128401	8.09753403027252	8.77917261949577	8.30381567375771
ILMN_2863437	10.2432555196262	9.78369159211723	9.61030972968057	9.23194588690512
ILMN_1233220	8.18961839192166	8.56472064222181	8.44961677452472	8.85154526977185
ILMN_2790512	8.43145654797864	8.89609137952738	9.21001857446211	9.50852021456786
ILMN_2739128	7.76836647007178	7.73022046735223	8.62833735673723	8.92844213025232
ILMN_2513451	9.473695604049	10.0062745978709	9.10490422925847	9.5911154267478
ILMN_2664522	6.40531781012354	7.09721125087466	6.81010308441569	6.91140756826652
ILMN_3159695	6.23498685702093	6.04713749356485	6.14209051089994	6.4078874163414
ILMN_3080273	6.08461022282114	5.9058816788508	5.95715301395139	6.14880062466307
ILMN_1221838	8.2805698921744	7.24502901036425	8.40719562768926	7.54042410464466
ILMN_1255697	10.5748333258945	9.73034577473848	11.0066064194638	10.1621244180745
ILMN_2515726	8.18877983253718	8.04577044402056	7.89177246533949	7.63262938942025
ILMN_1247864	8.9978562030909	7.95582307865434	8.7734867307049	8.55847447848783
ILMN_1220589	6.99267440784934	6.86460186574797	6.67276946148723	6.67385290353554
ILMN_1227693	10.3444257446269	9.28546897664349	9.76610328391129	9.44088359448914
ILMN_2756686	9.13828754556013	9.76016213614689	9.20120519112135	9.53048563925135
ILMN_2967362	9.75605191653876	9.68367680657489	9.85522648084705	10.0690463068994
ILMN_2633457	10.0882263857396	9.77877292241107	9.86461803713751	10.209460676565
ILMN_2679428	10.1150619276522	11.4065581938907	9.91134517065597	10.2241997899093
ILMN_2661628	6.05982708124303	6.15725789483368	6.0773227487904	5.97556948809448
ILMN_2846731	10.5722253283145	10.1661323198912	9.83394602204883	9.46308925132321
ILMN_2473692	6.30749756159859	6.55925444189405	6.51324915763622	6.54634057469915
ILMN_2679823	7.66116081285358	8.67116420076255	7.8276478849276	8.23600701429496
ILMN_2476742	6.17953020844972	6.25978859137428	5.98410470616385	5.818999939367
ILMN_2477432	7.73240302117134	8.38752894733175	7.638977411297	8.21180022177263
ILMN_1220320	8.25195549914533	8.58614050238068	8.33353140853605	8.38074340740391
ILMN_1222356	8.28302767982192	9.01097685900322	8.56004904443012	9.16374979331367
ILMN_2543514	10.6232887021739	8.4866944650531	10.0748842661329	8.72373636186013
ILMN_1235646	5.80656180147057	5.77382744714006	6.04165230771661	5.68085950081653
ILMN_2590894	6.26003530338756	6.17646126032857	6.10520620861801	6.20013309945442
ILMN_2427096	9.45792794257109	7.22710471285113	8.43487900961551	7.32794554253276
ILMN_2593774	9.51508173180777	10.2358425177241	10.1210115467736	10.4379010668391
ILMN_2524691	9.40564940238313	10.1783455307025	9.8734250020627	9.82904783987914
ILMN_3162133	7.304988727682	7.52206222450881	7.64123152514975	7.46807373868248
ILMN_2734924	6.67730752512403	6.05899903801242	6.52928108397816	6.49787961305298
ILMN_2493688	5.97648146858337	6.14493538698542	6.0073167863158	6.2440985356242
ILMN_2856588	5.93087740226157	5.85744162485818	6.03548276722579	5.93011063427698
ILMN_2963792	9.93026250781323	9.41429523266846	9.81045901016441	9.67940932654026
ILMN_1225861	8.27514932590971	7.69343207131786	8.16942711060876	8.19772117949742
ILMN_2699367	7.0983561264193	6.85543039512891	7.47497865542611	7.71848201696183
ILMN_2483405	8.01991244961425	8.49604264497008	7.93009507707611	8.21665226183395
ILMN_2893564	7.34605625317966	9.03300100659097	7.46197581269218	9.02865264675064
ILMN_2543507	6.32020994951179	6.19165981339778	6.22519991610765	5.9613976001563
ILMN_1259596	9.34182917777664	8.90981517313478	9.61923191950863	9.15611841619448
ILMN_2795854	11.3750447273751	10.5660704539678	10.9822822091367	10.2444461960272
ILMN_1217003	6.0196115208071	6.26394458509365	5.93070517220013	6.03099684955282
ILMN_1230347	6.22639364717407	6.08120491181405	6.01425569135488	6.03500656369644
ILMN_1253503	9.89779744098477	8.98134957692344	9.67887861662064	9.17915875569114
ILMN_1219820	7.6982344555945	8.2522654430206	8.21902557522274	8.77817522289058
ILMN_1223051	9.7108672046568	9.75855956835068	9.89503343161108	10.0100835502612
ILMN_2734290	10.2890560568665	11.3880189003014	10.4220177095722	10.7545027739367
ILMN_2943319	10.5897459343631	11.0592295274006	11.0250724103227	11.2970275871233
ILMN_1236653	6.3158872543827	6.00073485466681	6.10864530356214	5.88539261288076
ILMN_3135697	7.79804062926484	7.7907419053916	7.56454832002063	7.537952376647
ILMN_2755544	6.98774464083413	7.23452239675421	6.88390760405689	6.70931166108561
ILMN_1254390	7.2598324585551	7.54133749626323	6.91569566994513	7.11767582461386
ILMN_2574051	6.09862504564679	6.76920675376638	6.32039125723985	6.59806500966953
ILMN_1255564	7.26945142434953	8.04059124428974	7.75351863036721	8.76606596276908
ILMN_2740207	7.61840165447908	7.24626698431525	7.05544866127428	6.90251349803153
ILMN_1248750	6.29520483024189	6.2653896356101	6.17947313125701	5.82466399979767
ILMN_2615431	5.73605706400046	5.82045604815754	5.82566601260798	5.84131953266691
ILMN_1238691	6.08966108994922	6.57061741590249	6.29877221286822	6.45809113403884
ILMN_3105117	7.1636838877332	6.93271968069531	7.29381095839665	7.13296157515945
ILMN_3031706	6.96251403089753	6.59192751587381	6.81224759306006	6.81809320793592
ILMN_2679477	10.1549604732488	8.63033948551853	9.86024462267697	8.99698974418216
ILMN_2933887	5.83174115894687	6.35389625868406	6.26664301350358	6.2350216687546
ILMN_2623480	9.9089370941124	9.63392601653861	9.94189415240075	10.0482459278882
ILMN_2753515	7.36233289810686	8.17355159763674	7.40325856058308	7.49223315633266
ILMN_3150536	6.9068328866527	6.82906401822244	7.16347533459057	7.24715850393066
ILMN_3071764	8.70235478597757	8.32978266225883	8.716673812928	8.5087800131094
ILMN_2591158	9.35121261593701	9.95337125143442	9.20097986925877	9.71272267095502
ILMN_2548361	6.78783923609271	6.34326270155406	6.57706784474946	6.63822226345527
ILMN_2798079	7.89159963396169	8.46063220355328	8.12130246042251	7.64616067661971
ILMN_1236716	9.14881948338224	9.02667199234757	9.60372383486927	9.28369882194517
ILMN_2631656	5.70518779601376	5.80555055418412	5.7653654717066	5.92249033087579
ILMN_1235616	7.29806027590617	6.85146734488442	7.20155447155442	7.17355996722105
ILMN_1217040	9.2674172305931	8.38358021104533	8.98262593999509	8.28340545635144
ILMN_1228127	5.90567762087772	5.88927968561388	5.89262186293933	5.9500761922806
ILMN_1234329	9.28072438047672	9.26590578293856	9.85471148553825	9.92637643057162
ILMN_1234692	5.89288544069754	6.23645683756987	6.09467153668845	6.05010015530093
ILMN_2632839	6.10526221449789	6.51073438421455	6.47939250278551	7.19145704237963
ILMN_1249480	7.03855360656424	7.64928689958771	7.05672278419998	7.1636838877332
ILMN_2688415	7.35155479154451	7.59980928420014	7.30603206031599	7.67333787616726
ILMN_1226962	7.99940547025155	7.67229220477876	8.1942379078913	7.93754198993459
ILMN_2646511	6.15544820137561	6.35562938858273	6.00375946073551	6.06131788554469
ILMN_2514368	5.77591521434667	5.83002411589146	5.75144544366328	5.88698111125933
ILMN_2749842	6.37243649645359	5.97831537251999	6.11311724481241	5.8604956211596
ILMN_2849016	8.07959344853828	6.38792322717552	7.14026357119415	6.22979717909286
ILMN_1219591	8.49194316177119	8.84306200742025	8.82258660411729	9.83929710350822
ILMN_3004177	6.46803491210741	6.38231306256439	6.48933451846064	6.57415927227281
ILMN_2681984	10.8785065698831	10.9417286163217	10.5331941690648	10.7880916559212
ILMN_2654443	6.14096552339486	6.6235780350152	6.34686193246181	6.89818869795296
ILMN_2687854	8.05302972084912	7.79057787598838	7.90360276718865	8.09627569140148
ILMN_2737374	12.2534683732615	12.3491556303603	12.0351112949349	11.8863340835397
ILMN_2984793	10.5855379142014	8.61379084548185	10.3275116642237	9.12543026092771
ILMN_2523256	11.3948418077738	9.80997877092001	11.1067253571725	9.76310494927223
ILMN_1258543	9.86098614651678	8.02290789024235	9.42596580486712	8.29923400956381
ILMN_1228208	6.71878735016722	6.27624353904248	6.64742719770557	6.53988649047788
ILMN_1250000	8.4495464152407	8.10376788366799	8.31091480721738	8.94698688479955
ILMN_2752665	7.67387703044582	7.78145971505589	7.61187817018084	7.22172389290423
ILMN_2466453	8.4772379525794	8.09998156271548	7.40606126032905	7.15129160174977
ILMN_2835694	6.24955769170733	6.18510149613627	6.17260822175938	6.36621746203937
ILMN_1217606	6.64806523810685	7.08466783110925	7.35782138517214	7.39537539814403
ILMN_1259764	7.74179998130938	8.19791710265624	8.61935871775728	8.86628820739418
ILMN_1214120	7.69277954989401	7.35986813312414	7.97786046280903	7.93662483691668
ILMN_1248734	6.64708370881415	6.8183821354631	7.05833679146548	6.81878442818961
ILMN_2766279	9.63206495860952	8.80724397840763	9.58157439115035	9.11559421489678
ILMN_3127704	7.87133097078628	7.36076765148274	8.10338512146817	7.70876628128125
ILMN_2500434	7.50770308164662	7.22691572349325	7.62048414262085	7.38818544641399
ILMN_2775285	8.43487900961551	7.48648330292654	7.94467253461049	7.53506070629384
ILMN_2973024	11.3591916982319	10.7068497414764	10.9482000269745	10.336528317228
ILMN_1212605	10.1280908841956	9.23304817725886	9.5137256716999	9.06239617485391
ILMN_2939012	12.6182622323756	11.7514063939746	12.1197518742838	11.4326258028789
ILMN_1216409	11.8189967130066	10.8938496432576	11.3572880728478	10.8640733329464
ILMN_2505258	6.13875775421374	5.99410119777064	6.12847183975191	6.02353337259399
ILMN_2444941	5.90186174331673	6.30637321410471	6.0034346508125	5.84376292701504
ILMN_1227873	7.71062117838509	8.0967392650809	7.62912106995648	7.68014288320364
ILMN_1249000	5.84170793394866	5.96747586239847	5.94285883437868	5.84571791603905
ILMN_1218880	6.67385290353554	6.41731853454457	6.6876588403242	6.54628365399546
ILMN_2680463	9.69694831914233	8.79781146108623	9.70247275377723	9.07732125318728
ILMN_2719431	6.78929594749512	6.9537320136502	7.32714054703578	7.10608261643186
ILMN_2982736	9.80011206554495	9.49658088752904	9.56337214061142	9.39923770368301
ILMN_3008277	10.5178440558475	10.259867405435	10.6787878356856	11.2749518846446
ILMN_2668977	11.1054335323646	11.1791664084211	11.3843992859243	11.7874224651757
ILMN_2688822	7.38896592220379	7.61655913557951	7.05464854093905	7.77230682013673
ILMN_2648580	11.253112509943	11.3207330090946	11.4939996365033	11.7002506988367
ILMN_1225225	6.38715834622682	6.43866599585274	6.24310903692742	6.26148676460827
ILMN_2541190	9.00849977459565	9.64919571960282	9.54763856744521	9.87178094035481
ILMN_1242559	11.4013327415792	11.3407151100102	11.5682209728619	12.065340480404
ILMN_1218353	5.669190434628	5.87702910447244	6.04309368706272	6.60010781593931
ILMN_2664993	7.33727222347888	6.95856373496914	7.53633795203794	7.25255450622292
ILMN_1245875	5.94510439731973	6.24983677640012	6.01426807915795	6.24389667359269
ILMN_1241455	5.93685479804337	6.11852631612958	6.08652202468228	5.98314422296684
ILMN_1248601	6.08297795355779	6.25219465865306	6.19334956522374	6.21714161153743
ILMN_2650578	5.8721335257017	5.69763976976967	5.96997286310603	5.88922078105166
ILMN_3004151	10.3764407068918	10.0655112901684	10.0281508470183	10.3139147030029
ILMN_2609264	9.39032638627554	9.49231213093506	9.10420585722368	9.34192939085286
ILMN_2717837	6.03289885562129	6.01517935112655	6.06342204729894	5.93541625413742
ILMN_3009735	6.84307528051934	7.24048749959498	6.64781646540841	6.72347310028312
ILMN_3009738	7.61502668698111	9.04717020579154	7.93403284877286	9.02103665972606
ILMN_2718861	8.26697459404166	9.54285035996684	8.00399821516339	8.58924196601963
ILMN_2773909	5.94531793891594	6.6924865512488	6.17646126032857	6.5588541454858
ILMN_2822842	6.19466482428455	7.15140298221394	6.36038108974274	6.7136704547467
ILMN_2749223	5.75081851237231	5.78006851402267	5.67923658018146	5.79798387544531
ILMN_1242629	5.99472995941492	5.97676733221021	5.85956634207977	6.07458726425717
ILMN_1212632	6.84842044819523	6.66114185366166	6.98075394918832	7.04869175211101
ILMN_2453954	9.19892718936793	8.7090523555951	9.57081852313986	9.53261098018714
ILMN_2763938	5.69230653137797	5.90456785126336	5.96026674949018	5.91479369337538
ILMN_2805631	6.77466748882441	6.55604090692659	6.96043699255752	6.66553034810421
ILMN_1259777	5.97816318927536	5.80424152674566	5.98666076837515	5.81018909312077
ILMN_1238021	5.88539261288076	5.79695251830591	5.83934200300089	5.76242456311884
ILMN_3003501	5.73971291119655	5.74998068321226	5.64368457099238	5.98856063238482
ILMN_2955312	6.24481272531416	5.84937063224473	6.28630884347615	6.02323289319669
ILMN_1215822	5.96966959279011	5.89294911221107	5.8794458960562	5.80823868846214
ILMN_2666574	5.80333748208724	5.75073739721254	5.69273830424882	5.74257716465994
ILMN_2664449	7.62247413041417	7.34279961236557	7.39560417997992	7.29050527118811
ILMN_2597451	7.46614153164573	6.9649770152419	6.38626151262346	6.01123564316074
ILMN_1231608	5.96156510538509	6.14445558857138	6.19234006504226	6.44905733371815
ILMN_2868440	6.47596703949315	6.02028038854117	6.74986574106334	6.81726797569459
ILMN_1257491	6.22697129134143	6.51630375172515	6.60527841569243	6.69058251126225
ILMN_3162009	5.74303381893463	6.39328653675288	6.03395092030825	6.27504146572423
ILMN_1236696	6.01673837934122	6.07892909256084	5.91684127296704	5.98355081494221
ILMN_2444375	5.80465546007532	5.98344524430474	5.75035279167903	5.98109601017829
ILMN_3003018	6.08197303246997	6.21762129629672	5.90158556187669	6.03975435855397
ILMN_2551732	6.26226203792802	5.90167889515854	6.13556293169623	6.22678864131442
ILMN_1258826	6.41649992391086	6.58862301216965	6.55689792401985	6.80133490716298
