kidney_es01_cells_myc_on	kidney_es01_cells_myc_off_24hr	kidney_es01_cells_myc_off_48hr	kidney_es01_cells_myc_off_72hr	kidney_es02_cells_myc_on	kidney_es02_cells_myc_off_24hr	kidney_es02_cells_myc_off_48hr	kidney_es02_cells_myc_off_72hr
ILMN_1221251	7.74731983888035	9.29122881469737	9.08512505516383	8.32653639315591	7.70722313958398	9.32985174135454	9.09088762685005	8.41414874945183
ILMN_1243561	8.11954351860344	8.47846451838092	8.73937693616461	8.32940954994326	8.33509547655293	9.12357593208359	9.12630622501696	8.73878755045834
ILMN_1257630	6.28965008290686	6.25005576888746	6.22214603918899	6.38469252399393	6.0259857136442	5.90113316888067	6.47859832591978	6.35446172573728
ILMN_3144761	7.7683062538268	8.22095111990348	7.71380843509018	7.75066537103187	7.63189113125453	8.23634623672371	7.73811160241614	7.80969088820631
ILMN_2604806	8.06072139476015	8.6437932508307	8.25781180779394	8.16653789609834	7.81364797622474	8.41772811925987	7.83592612640579	8.24511781195307
ILMN_1231340	5.78187558149185	5.69475043492697	5.56528494146098	5.65098989082891	5.57932853517583	5.67031796385531	5.53917327676804	5.44376004569418
ILMN_2595200	10.8150607149329	12.3221764241665	12.1291008571457	10.7239741271009	10.8114945117033	12.1534980008804	11.9119448775327	10.8937528713396
ILMN_1217406	5.95601932382205	5.76947661235208	5.58791621086869	5.744602281497	5.78487619053972	5.6282441138187	5.70523957528268	5.68229921965053
ILMN_2737979	10.2729178287135	10.6619192434376	10.5932725274512	10.2028114813134	10.3431775246041	10.3232888555025	10.1973616926501	9.73489927897751
ILMN_2607450	8.53745303784427	8.57885042832116	7.96743853990033	7.87624181066509	8.41617984382047	8.57619190450993	8.08767916298739	8.17879872042229
ILMN_1233987	7.0423034297904	8.63402070867001	9.09038643951861	8.43786201252227	7.11766803343719	8.46458909179506	8.85598794593492	8.71586810909585
ILMN_2617920	7.19471869389515	5.90778481939996	6.10073384129897	6.52084167706514	7.21464077678947	6.0624637435615	6.48921486167232	6.88706902550186
ILMN_3118081	5.63662342433872	5.97853229171077	5.74238287438271	5.77739259075289	5.82317684269381	5.76136679503141	5.70032585865258	5.72288651015869
ILMN_3043178	5.88580129279989	5.72708705751052	5.69430919870725	5.75322413816592	6.02904676696044	5.81040222862046	5.76489357923087	5.86911069468968
ILMN_1258737	5.95488756217316	5.80195174568978	6.46162299341711	6.02310032190807	6.15475629963527	5.85617036536625	6.2013723244865	6.09496560038805
ILMN_2661005	9.90731637201681	10.3187601296366	11.1190506978129	11.6674987264107	9.91770656840818	10.2870816396888	11.4870947586902	11.7522520005095
ILMN_2674655	7.29358924380848	8.5010942544398	7.86674249504187	7.62597845574706	6.97366006092889	8.38436544817213	7.83038479602862	7.93563786367902
ILMN_2647669	7.01737773346621	8.3004515205511	7.7798596787239	7.43929068104202	6.85205439516284	8.31349761430227	7.70038396869188	7.84125211002062
ILMN_1220508	11.189232707108	11.4211697048234	11.2145181910879	10.4397903757766	11.0040075407064	11.5850295384595	11.1871214524631	10.3701231307922
ILMN_1234299	6.91493549381235	6.41172112740325	6.24723573194951	6.2870716114255	6.81707637180993	6.16795347453728	6.41655342026266	6.31646580022441
ILMN_2637066	9.64622421002899	9.5958713355465	9.23148767060112	9.45855782169539	9.64127029991049	9.57887412708776	9.0979452027235	9.60405290149382
ILMN_2849359	9.7862436491007	9.97614543051151	9.70304312728418	9.93742406718622	9.85890282831716	10.1830591652904	9.53227813845247	10.1309987068589
ILMN_2614983	5.85689243804012	5.8099017988627	5.62574912839137	5.5918324319035	5.58658919877523	5.79079822816828	5.53460061309184	5.59990916107911
ILMN_1259814	6.03220555821514	5.88063584912476	5.54072421641471	5.83110183121355	5.94162750308548	5.73474199583578	5.77661094837874	5.76299599613915
ILMN_1237830	5.87579784481408	5.65727639195122	5.29985603220366	5.58548947656703	5.61640214088322	5.52948013983533	5.43812452456557	5.50225433209518
ILMN_1254950	6.11405257250174	5.97745452483377	6.68032307324436	6.49046547831425	6.29109039896093	6.44570543549031	6.37843734075389	6.12336095599603
ILMN_3142224	13.9300386170396	14.2823082140716	14.3563510344363	13.834701637588	13.834701637588	13.9300386170396	14.0107606107087	13.6277921979165
ILMN_2636384	14.0949370409744	14.3752983538099	14.3514019455126	13.8657824374243	13.9358130760515	14.2089369370408	14.2310176872475	13.8525240232123
ILMN_2455397	9.10027793044974	8.45294310917744	7.99408516964932	7.69414508053852	9.06081807604776	8.2370298218019	7.75192660707407	7.67930045519483
ILMN_2738655	5.39945682682994	5.37591638418318	5.52744631425406	5.40998223504945	5.34629675856398	5.54890677264295	5.4826200211071	5.418099186212
ILMN_1243516	5.61571091845249	5.57796603748979	5.50410244659739	5.56198565508857	5.56692319990997	5.59514541876712	5.68585792958075	5.57366979332512
ILMN_2517566	5.58548947656703	5.54818420805057	5.53210519992761	5.63175801916227	5.64978296146509	5.55247617458101	5.45078664973579	5.64959250364843
ILMN_2427971	7.67788750591307	7.61647156103841	7.32144989749079	6.8451231677213	7.43122502301583	7.14441926074235	6.93722167074443	6.79310973374745
ILMN_2488405	8.25131428365384	7.82593688059133	7.65406743020994	7.08352413661096	8.42956753184848	8.4841386851855	8.02730640732788	7.36032257193969
ILMN_2710151	8.07479608095741	8.65437691083396	8.58266504023535	8.57499071046082	7.96856866643798	8.60901201502935	8.50456810766353	8.63053852641258
ILMN_2960474	8.75307452052223	8.12304004892407	8.05654193865768	7.80561015472183	8.7673852028461	7.49614113969168	7.59352716858894	7.58336761052108
ILMN_2759652	8.74438771849939	8.72409744079109	8.16110743886125	8.07939257906703	8.6458452862385	8.38740821029016	8.52379573799887	8.40250885721203
ILMN_2955214	11.3072428681553	11.2145181910879	10.9528022983904	10.5208860306808	11.285165940862	10.5679127131293	10.3897673752788	9.84289084025924
ILMN_1235811	5.59829943118825	6.03075755701455	5.95464199358506	6.83532402627166	5.80706461487999	5.78906567944268	5.78862369401124	6.80839327262996
ILMN_2441625	5.64228979921295	5.56785559647535	6.01647974472009	6.08099466316607	6.03634460987142	5.97396734238843	5.96032925344692	6.02613509365786
ILMN_2464955	6.47035133068246	6.47366049982483	6.1854500754584	6.49973718269173	6.39942666238571	6.34905469298118	6.27718937258907	6.38992847265087
ILMN_2694430	6.69669244933303	6.88502881233055	7.01459087784886	6.64281788731958	6.98014886228034	6.77289021729064	6.90050850428293	6.29050824314866
ILMN_2476881	6.40326288579152	6.01929604378534	5.83556951338739	5.81904031617866	6.19187570433605	5.94082236395577	5.95588284111254	5.94278923634451
ILMN_1252597	8.71884625361573	8.78620602839334	8.73999552157908	8.68488499511092	8.71784843963058	9.14615951472277	9.11245452663141	8.79521680275712
ILMN_2972929	8.43960552967249	6.71098216322289	6.87901169440043	7.34628035670572	8.569859262521	7.18314455838768	6.91164649694786	7.11507916421929
ILMN_1229416	8.33979283941392	6.55291241411987	6.75240697445173	7.0401883314868	8.58195111544315	6.65831536019699	6.51874294023959	6.81577670881898
ILMN_1228053	6.73876711072456	7.11442572174648	6.66788141281088	6.56967150110382	6.57169197699635	6.99257329805302	6.53042526076386	6.50433569818068
ILMN_1233522	10.1091346308527	9.79068017258141	10.302952730086	10.391680333344	10.3353421989184	9.82313702344289	10.2208084720814	10.3605744274524
ILMN_2506537	6.43099609438835	6.44340839988714	6.11462454427259	6.080782199131	6.24403305966317	6.20656252233981	6.14131913068668	6.04468156410225
ILMN_2422360	6.20033857868928	7.35397404228731	7.83038479602862	6.88620010011842	6.56102409212132	7.58259071895111	7.44656889023061	6.51271607206514
ILMN_1231457	5.91718757577791	6.47555302201898	6.11659910073897	5.57012756867678	5.72927503308327	6.01779246595141	5.95878880511801	5.54942944598246
ILMN_1242212	8.72386287345696	8.90306938572468	8.97053892180583	8.79617624456674	8.96576942482664	8.78809630652681	8.82622122215317	8.76561931823435
ILMN_1223282	8.26119858056847	7.83854300531512	8.0041178444866	8.06890118391965	8.17932859941762	8.02574192091381	8.17637869045248	8.16686473479125
ILMN_2714787	10.5911312325096	9.57604842548349	9.77763827728598	10.7140549705819	10.3310574444246	9.52377092098389	9.80527004231293	10.8952767726641
ILMN_3000080	9.10948250497581	10.3605744274524	9.86037290555425	9.50386461174438	8.94265587226381	10.0121148618634	9.81327365400902	9.39781279994147
ILMN_2629375	8.69760668973134	8.46993342989078	8.58304100962363	8.60215861142926	8.68005235765836	8.44305195300468	8.46347119079175	8.70601646458522
ILMN_2863437	10.4416620427533	10.5387112929417	10.2569322138624	10.5569118154591	10.7266668026417	10.2706420864883	10.1156226933951	10.43087588918
ILMN_1233220	8.50882645205924	9.01939609733668	8.56473731132633	8.01098608711327	8.06284284138423	8.88102530028636	8.51830606069909	8.08458220172213
ILMN_2790512	8.00874107877964	7.98987243315535	8.2493347596206	8.64691430010627	7.98774790890268	8.38116919717445	8.58433733832718	8.78861724263085
ILMN_2739128	7.07332553389798	7.02356766396627	7.19910484679305	7.41537957046364	6.90269316579266	7.05618600635225	7.26483911093088	7.49744161824036
ILMN_2513451	9.54907296177872	11.2057662978674	10.8845992564225	9.83017897469597	9.4507315421319	11.5558898918503	11.0660620219126	10.1638077097592
ILMN_2664522	7.2174517573976	7.19837210677014	7.16631161357552	7.2033470240515	6.93230482530542	7.15733506024095	7.36873386994278	7.13237466921715
ILMN_3159695	5.62371965772913	5.85589849851409	6.0786317949418	5.80930272622973	6.00256053888159	5.80509178784239	5.86441797888349	5.93489228224838
ILMN_3080273	6.08193837120266	5.97927438687431	6.21483633383014	6.0145116564421	5.92175505698063	6.08389367366543	6.06471329090344	5.98722901740979
ILMN_1221838	7.283407308521	6.82288804558938	6.85679242763831	6.83897840451737	7.28478605189377	6.83408622731533	6.82714854268754	6.87275571509449
ILMN_1255697	10.4619831515218	9.62759309120702	9.86258559936467	9.82313702344289	10.4145694984858	9.77318263118689	9.91173850015235	10.0074056443119
ILMN_2515726	7.94833583656355	7.22596498436039	7.31867261252429	7.10094887866121	7.71290808640385	7.29263717345187	7.10001534625675	7.37330324210134
ILMN_1247864	7.91812471034073	7.10936277965669	7.16034001042211	7.59786009696788	7.69556908576932	6.64564841816119	6.99903233725505	7.54741984852021
