kidney_es01_cells_myc_on	kidney_es01_cells_myc_off_24hr	kidney_es01_cells_myc_off_48hr	kidney_es01_cells_myc_off_72hr	kidney_es02_cells_myc_on	kidney_es02_cells_myc_off_24hr	kidney_es02_cells_myc_off_48hr	kidney_es02_cells_myc_off_72hr
ILMN_2963432	8.07366862829783	8.97669098908337	9.65236575737232	9.1144559151762	8.14786867911358	9.10269326277508	9.13814535079531	9.40552570506684
ILMN_2652518	10.0216964221533	9.3693345457476	9.46114756367603	9.54273669995208	10.2135968335098	9.6127020388209	9.59517599532159	9.28984097655962
ILMN_2416470	8.42249772001909	8.32857530388863	8.4374419687805	7.85588375484229	8.27299606871923	8.06474835501433	8.3929024329224	7.74800478371108
ILMN_2805580	6.40368927064497	6.05748701603225	6.02199657648143	5.9413644947983	6.14719818217187	6.03117052967304	6.30453346966613	6.04602811144257
ILMN_2651781	5.85524003968558	6.26871036532599	6.59241506394945	6.58408280850986	6.10422077298794	6.41406587491409	6.55606097303931	6.69752264842857
ILMN_1240472	6.67137290465708	6.93744827045782	7.11141909414012	6.81629435582164	6.89134619656399	6.57728891382268	6.70071486170535	6.70116547820345
ILMN_2914796	6.19930630041149	6.48279505205922	6.19851873366076	6.57521546444272	6.6106520652426	6.52252951091183	6.17481590370835	6.39568152488312
ILMN_1243563	7.735413947416	6.60790666625407	7.02770007999686	7.57425424125365	7.65021894048223	6.40698646440769	7.16681886385785	7.69532391690615
ILMN_2601710	6.98457511017214	7.23376849194476	6.92014216784563	6.71059068473317	6.78888369896193	7.09733834318184	6.974123153182	6.77038868931364
ILMN_2998135	10.2738039022616	10.2825599821136	10.0902447874796	10.0042235568009	10.0719976090378	10.3451566903145	10.4046356066483	10.1448793456671
ILMN_2998139	10.5608499859009	10.4627591435119	10.3796247522787	10.1800106658506	10.3365793621894	10.3678647724172	10.2295739540148	10.0153813716854
ILMN_1246724	6.46821962437488	6.80791546762521	6.99758089521469	7.52484207383464	6.61430826264519	7.01312150569457	7.38532673571812	8.01460705633364
ILMN_2698801	6.74267283492269	7.13301168306209	7.20547877845947	7.04052960222291	6.67119746800962	7.64556278990433	7.2859635815732	7.16493846957609
ILMN_3160369	10.3039637842058	6.58584315875259	6.07000466528089	6.32147077825362	10.1207215786869	6.11529803119827	5.93385096516282	5.89687789079577
ILMN_2910684	6.88353461610285	7.23720721162349	7.69023566466458	7.48903418339787	7.0154257854403	7.2174517573976	7.90160381271861	7.59013012413502
ILMN_3070951	10.2077068184474	7.91250242058769	8.26826518916421	9.50069314685824	10.4694614690874	8.09133065158962	8.6458452862385	9.7461291591668
ILMN_2606567	8.2856694048235	6.30382167722007	6.68686022815131	7.63485306011377	8.47955308229134	6.83639957442062	6.92323417524562	7.80060486126122
ILMN_2606564	8.53843602214044	6.68100337919337	6.54204788007548	7.82740717546131	8.55057764351989	7.01840731658618	7.02198406060189	7.96675042249823
ILMN_3138157	6.60243585304748	6.41371004607345	6.44497154366871	6.67671636439732	6.77142725399882	6.65879226484971	6.48948208350661	6.98799583425754
ILMN_2460062	7.88800093745702	7.55118741333325	7.2174517573976	7.55399774362048	7.7042034982858	7.00452330215681	7.28507399152591	7.69593180358114
ILMN_1233905	7.11766803343719	7.02377819013871	7.26081629555631	7.73811160241614	7.97316395120042	7.65050016763035	7.36115917721807	7.54670138042582
ILMN_2661107	8.93699911959967	8.6671612724953	8.42522324790999	8.68593476250055	9.10370370367093	8.33472401518481	8.36694948625984	8.89197765673201
ILMN_3060766	7.96743853990033	7.54297273816947	7.08285703921718	7.50128019711095	7.67645651049176	7.24858749035902	7.19891890429088	7.83393116296952
ILMN_2635606	8.09133065158962	8.03467270404523	7.67342904484568	7.95549553235272	7.44038168267626	7.58113984054829	7.49808618103282	7.65976466820061
ILMN_1241909	6.47239510213703	7.1607316528494	6.75747855195347	7.15766196939076	6.58324083458165	6.79411358357451	6.95555067342951	7.2770568527605
ILMN_2671829	6.74813983796053	7.00110498544788	6.57428569432872	6.65508534194928	6.36772348334459	6.92558766969026	6.55209784240357	6.75311667650183
ILMN_2783896	7.58432949213083	6.20656252233981	6.60491664608787	7.44038168267626	7.69023566466458	6.43358767351853	6.80791546762521	7.02247517883726
ILMN_1258206	8.17126832392645	6.64944051809111	7.07323969732971	7.89939212123138	8.35061984222347	7.02161283631588	7.34003633896013	7.92529606677342
ILMN_3146362	8.80570179964925	8.38163152172201	8.41772811925987	8.53176460113632	8.83753604712674	8.73502928061186	8.90445226011261	8.60498263796849
ILMN_2701824	9.68273078945535	9.46465157471944	9.51887480426443	9.23003437007837	9.8323406137135	9.71633046514817	9.70784218578387	9.19320613968968
ILMN_3068179	6.4859343580266	5.79252817818131	6.00417585024906	6.02274450146202	5.75293597306922	5.95972805474391	5.89681469510981	6.11132459091137
ILMN_1255644	7.29782832561691	7.64076632743967	7.86141372472234	7.67568434133656	7.46128789378157	8.02830910718019	7.81451846041444	8.04020484202578
ILMN_2638548	6.09282092459828	5.94373336086169	5.80476440921521	5.83264337449042	5.89768330248822	5.90612762900676	6.04795070213498	5.89493323490743
ILMN_1232762	12.0185098224373	11.2565935672134	11.3443542387813	10.6808921937182	12.0089269136096	10.4468042971528	10.4335885706374	10.0159800147336
ILMN_2725188	5.71495013644596	5.75990725262887	5.69270354263301	5.6233181987269	5.5331661007712	5.58434392534052	5.5708413156116	5.74981791841049
ILMN_1235196	9.30651311624683	9.1726208968297	9.21357885142878	8.71586810909585	9.76308278406989	9.26301324309873	9.10885810676148	8.69553367892986
ILMN_1257807	7.94312693426275	8.28012564613284	8.33090483693728	8.2543367485768	8.2716963964667	8.39412684842261	8.49214631433486	8.16747384533025
ILMN_3073665	6.45428080479378	6.24660565566844	6.08004737851791	5.93701422723235	6.42098743213276	6.05312483450326	6.02686948184042	5.95815624606013
ILMN_2719456	5.61907823334691	5.83780555504908	5.95257542235393	5.94851777217019	6.09073076652527	6.03577017861736	5.92924337493647	5.7897854833092
ILMN_3152506	6.43180802713145	6.42791443881467	6.31674178553547	6.10597982988064	6.42383596414015	6.56996684342338	6.48209639450329	6.37481455763281
ILMN_2719451	5.66953823187034	6.07600342506	5.94751164083839	5.67600158295895	5.86047389410324	5.82592958456175	5.70518827994077	5.70152441808514
ILMN_1228582	5.93755164107654	5.85704172505026	5.83966953330939	5.97867494177638	5.87309123968111	5.81908656923875	5.89618443303402	5.84596305191869
ILMN_1250382	9.036388489412	8.55843611596506	9.05267906748575	9.47189838306912	9.43338438346674	9.00097099155584	9.48688119209237	9.76070978204256
ILMN_2942669	11.1809339255438	11.0718410035527	11.717132472051	11.8659605102823	11.8459926034526	10.8883998450898	11.2505307791056	10.9552005390202
ILMN_1254562	7.13276395318223	7.2167640433123	7.04080998387904	7.14278330571711	7.15148327737389	7.42577084068491	7.55297287674226	7.23586692421848
ILMN_1256271	6.76401995035218	6.38978509665525	6.13487533409503	6.33449627676563	6.59241506394945	6.39537175619224	6.17394451598733	6.17792242515245
ILMN_1258916	8.189447099001	7.54741984852021	7.15784825426018	7.38473810539207	8.12517366869768	7.5395416368379	7.27972130335781	7.51631955160019
ILMN_2721169	5.77350222555547	5.79315503696538	5.75961273030329	5.66492714306372	6.06682676813371	5.6667936527676	5.79378162349423	5.74710175965457
ILMN_1218058	13.3239094531563	14.1384415060764	14.4656623729769	14.067627100779	13.3156615524062	14.0379556996852	14.4557706890257	13.9866867963919
ILMN_2722716	5.41783154925299	5.81974691908628	5.50708461198423	5.62070443098087	5.61282202812768	5.48816249437677	5.40283368947947	5.58985904439295
ILMN_2767615	9.13994349983763	12.1696538053288	12.6182154799908	11.3925375940879	9.12467876179764	12.3051709833769	12.7353765749117	11.5839874011187
ILMN_2602902	6.44390254847976	7.41163629154492	7.42896737973272	6.39436751218403	6.31710810061546	7.73965742704318	7.97084696932426	6.91164649694786
ILMN_1240702	12.4674839194471	13.6034661074653	13.9358130760515	12.7953156454489	12.5581590635425	13.3627246053936	14.0551325353941	12.5057617867798
ILMN_2666864	5.78003198725735	5.98387067189091	6.05445845391499	6.17131247717806	6.21324967291799	6.16448695081355	5.92742236947701	6.11378185263766
ILMN_1239742	9.4479318258974	9.36163933405849	9.52722737183129	8.91674876623287	9.85841653622048	9.19351738315176	9.37885580996751	8.69217787594567
ILMN_1245425	9.5556377335794	9.22642721576619	9.51457197175746	8.98951438828532	9.80841735099818	9.51205015423975	9.6805352780765	9.22383568234352
ILMN_2900462	5.98108984351941	5.82061030204626	5.96274799862896	6.11843879249564	5.83762664026379	5.81691263835396	5.80930272622973	5.86547312932878
ILMN_2688236	6.01945454152551	6.41284910775296	6.43358767351853	7.26403542126894	5.9044143398625	6.09605328656313	6.37073073059389	6.40257136957998
ILMN_2638017	5.68304467346476	5.74439632181568	5.64579430230753	5.62731379741613	5.56629702997935	5.55696771984745	5.73212949610998	5.60467786809882
ILMN_2878021	7.65303690140116	7.66042061353868	7.44797440415864	7.32278815810158	7.38228638562185	7.75968907091064	7.87220059807766	7.42176904647521
ILMN_3113303	5.42389254979078	5.51300290870621	5.65910446310822	5.74439632181568	5.65370957818594	5.82937606613759	5.7115578511078	5.89567827425585
ILMN_1217742	6.40243689801945	6.15585253012128	6.79444744932827	6.50106486773047	6.86415651647121	6.7127736475356	6.36255987904387	6.60491664608787
ILMN_1252963	6.99876176604933	7.04184720987184	6.78909199858356	6.58047443732774	6.98484251748222	6.57911609633248	6.80959689194606	6.58752375217024
ILMN_2658392	5.68793686926216	5.73591359873411	5.88649728899462	5.78044649368933	5.94439271505518	5.83833447572976	5.96368692891785	5.72702563814332
ILMN_1257530	5.56489362957897	5.60247562432125	5.61675584188288	5.57740227767066	5.56010741222203	5.79525735546511	5.62443523965588	5.53682538251212
ILMN_1242979	6.14689314699405	6.15813615914617	5.79303174253508	5.85962724635061	5.92046871302099	5.87034055115635	5.71778021798524	5.70650409920288
ILMN_2633229	9.75373833624989	10.0679461376355	10.3201938464604	9.74054979985645	10.9671981541134	10.9547536654566	10.312241284004	10.0464295503264
ILMN_2598972	14.8532450957139	14.5478536874297	14.7991320287773	14.8532450957139	14.5697745582706	14.4139442110574	14.7991320287773	14.7821931465746
ILMN_1249783	13.4936614364837	14.0851343397809	13.8021135548443	12.8863625461732	13.3120029598457	13.762754837299	13.5593814226686	12.7088005405712
ILMN_1254705	12.3103854256788	12.8226928842801	12.3938565094178	11.436759097724	12.4791276897063	12.8903505235489	12.5400475266371	11.7209137652661
ILMN_2604794	7.7661613140915	8.02057338598294	8.1223522151693	7.79225979897367	8.16199277011819	8.73763078525691	8.1223522151693	7.87825634032913
ILMN_2717599	7.18755077034334	7.94885982491568	7.97550050457178	7.12045057168614	7.61374849392956	8.15889870315171	7.61201902867853	7.07928316577426
ILMN_2790486	12.0625202243497	12.6699559738064	12.1606361864143	11.4633577563839	11.789512707401	12.8355674192807	12.0882017348584	11.5346880685455
ILMN_1249817	11.6406123992596	12.4659439915335	12.0502542078615	11.429951114939	11.7611972675101	12.6997367315907	11.8082788023682	11.3115673992385
ILMN_2691528	10.4046356066483	10.4726409633674	10.3091921069599	9.83423799561789	10.4964427504367	10.6604994771879	10.0338225438248	9.80707476888757
ILMN_2692124	14.4251287651663	14.712696392168	14.6830486755046	14.1191262426517	14.3103381677756	14.6527579522324	14.6691931745455	14.2616304362065
ILMN_3004441	11.7281451138553	12.3434996049093	12.1751931990023	11.4533628575558	11.7946845696775	12.4534412815182	12.3890867642986	11.5804560882351
ILMN_2611261	9.86854677693462	10.2114489416106	9.6912161936585	9.47482391212428	9.45946709640831	10.1361901523933	9.84995009431769	9.78212198873273
ILMN_2962632	12.9152509098211	13.1543225918893	12.8478162844193	12.5958321543549	12.6801973101076	13.3239094531563	12.9423699445255	12.646219934046
ILMN_1213914	13.7949422605782	14.1023040222807	14.0949370409744	13.518742891071	13.6481113534045	14.0224925478698	14.0379556996852	13.4281198943729
ILMN_1214830	7.15190446834273	7.32859684467465	7.15700453890694	6.67137290465708	7.22596498436039	7.50410312210996	7.09686982418612	6.66417315533701
ILMN_2776899	5.58285906659568	5.66498234250806	5.76464511958823	5.67004246868043	5.72233933908169	5.87540932978735	5.78243536619876	5.72391669936961
ILMN_2705268	13.5896268634405	13.7466342433285	13.7327652441745	13.3120029598457	13.2629260022429	13.8657824374243	13.6277921979165	13.6585955960371
ILMN_2973897	12.107114641261	12.3938565094178	12.0899434473485	11.6200619361687	11.7209137652661	12.7173698767034	12.1456324817116	12.1103781706444
ILMN_1237733	7.10489053893803	7.31867261252429	7.28507399152591	6.92228929271234	7.32278815810158	6.8990749126852	6.76343650669142	6.28013621589333
ILMN_1247889	13.5294811891204	14.0107606107087	13.9611457847992	13.6778752811479	13.4974902760669	14.1633420721515	14.067627100779	13.834701637588
ILMN_2917540	10.1218217037983	10.1734942584325	9.62994059299087	9.46899581733287	10.2126769387614	10.0928940880596	9.55191648102494	9.50785869800346
ILMN_2642158	8.48610655315812	9.00711464614129	8.64411900683722	8.42249772001909	8.39829066800841	8.72674255264796	8.64133693947873	8.57544229182282
ILMN_2666225	9.59853462877507	10.1560379834614	9.68486937315007	9.16258370674108	9.45375944164559	10.3690829605232	9.86913968137838	9.38114945490565
ILMN_2607547	11.5766441256362	12.6396518834062	12.6637747534827	12.348386974322	11.485395001184	12.4178490544701	12.6819882568517	12.346241401545
ILMN_2628658	8.11769822401242	9.0758170201198	9.04581657642198	8.11438615698549	7.93227138069814	8.90477188565207	8.81138484934079	8.29444941868259
ILMN_2725286	7.90347104083161	9.04616491031918	8.98474900887356	8.3359946637348	8.08224992000779	8.99160110000894	8.70249578342962	8.54988644221025
ILMN_2939424	11.4149939553662	12.3874668164074	12.3051709833769	12.0254063652312	11.3061423829398	12.2001463796614	12.2747371442359	11.8765814059672
ILMN_2628657	7.74243660324698	8.86210023721323	8.63757474640268	7.85069598944249	7.76658522395367	8.71691285202353	8.44929595167249	8.19111487260801
ILMN_1256334	6.20832769756749	7.31539799242896	7.11493137836133	7.15332984716355	6.60222324465215	7.30512979041518	7.64615446491414	7.70664537373027
ILMN_1247682	9.43751887672172	10.7923336871425	10.9159756113008	10.7940824686085	9.1762166662186	11.2565935672134	11.3139805794079	11.3788858766895
ILMN_1249930	6.99458142123683	7.32985137705156	7.40671001975546	7.56535440889036	6.89454048765423	7.4696302186573	7.54670138042582	7.64958806699638
ILMN_2747311	8.92644374113208	9.57924281088986	9.38072598580968	9.67607852373648	8.76419796852743	9.23949014405541	9.15623277500107	9.33685087429369
ILMN_1243149	11.024326172921	12.0986656321607	11.7452482585399	11.7911092037502	10.6652943858034	11.8648152032518	11.3956815971711	11.2633476279093
ILMN_1258534	9.23484203454495	11.2481882071873	10.6466921285266	10.0798997323095	9.20292149446024	11.393914545907	10.693399508886	10.3735613514582
ILMN_2685365	10.8013123716729	12.638270671144	12.3568335365319	11.5410716826527	10.955944718215	12.520073914917	12.0032260319834	11.3122208592813
ILMN_2928320	9.87271035089663	11.7423689154984	11.2132820387741	10.8965678823276	9.83397834792146	11.9943660780652	11.4669654414166	11.2262880741296
ILMN_2608429	9.01893340880772	10.8993969552667	10.2768509508385	9.63246440032298	8.80375981027673	11.024326172921	10.4615070730969	10.252820927675
ILMN_2650911	11.5558898918503	12.2643519157828	11.8571876737165	11.8095832087662	11.2442609517151	12.4141608093727	11.7239404874799	11.9359325665839
ILMN_2832658	8.2101356209703	9.17778306254861	8.97616408702331	8.23907851641131	8.1045922018009	9.19920023274642	8.89097875859507	8.36550073719131
ILMN_1255570	9.02420140169211	10.0096060739401	9.82562855541179	9.56934191270659	9.24390160508273	10.2315480605336	9.93434823681607	9.62994059299087
ILMN_2879910	6.24647331299434	6.50633577016356	6.54595767700322	6.85347457468162	6.31560913576619	6.51115525435024	6.56382495192074	6.62310348662427
ILMN_2680440	10.8533197907038	11.9201629680978	11.8428681787732	11.8994373169414	10.9117373581054	11.9694763721818	12.2399429032447	12.2064391719597
ILMN_1217272	9.94316868297993	10.5813512471688	10.3637128951371	10.3570784051292	9.87959774158015	10.2594310970821	10.0709214348798	10.1225947186857
ILMN_2776075	9.77856457294136	10.5826932389865	10.5564072611658	10.6480568768471	9.94912995714796	10.8810273275261	10.4627591435119	10.9104917079935
ILMN_1244260	6.30768017793165	6.13236446339784	6.13849170799691	6.2008039503522	6.06066383541838	6.10924455298997	5.98632989515713	6.1121151180641
ILMN_2898578	6.74030894437178	6.36361262897381	6.14332208630548	6.11669762511796	6.51044472244315	6.01225073047367	5.93578850101652	6.0610468907556
ILMN_2647048	9.74812274716651	11.2964371164616	11.0298300337645	10.7727815801269	9.64302295060798	11.4790048470412	11.1416121631402	10.6942828990865
ILMN_2663872	12.458192936021	13.4936614364837	13.4173546405362	12.7449883661594	12.3920208226573	13.3349775412291	13.0520528440136	12.4908199847897
ILMN_2928875	9.22920768481153	9.90946677339061	9.93984769294937	9.82259064695938	9.17506704346483	9.9901389668745	9.74756031564005	9.96047118428622
ILMN_1228796	6.39436751218403	6.965490089149	6.79097931591478	5.89326988527842	6.0267099434073	6.54172802901359	6.44640456589201	6.0795978216216
ILMN_2683356	5.94192616460796	5.81718366736319	5.57932853517583	5.66235021772688	5.76099638625149	5.62408751190219	5.55961012097213	5.68929625976533
ILMN_2812935	10.1657780143768	11.5894608498851	11.6477857839475	11.6907462517976	10.2785634347575	11.6131692001542	11.5804560882351	11.5605092788794
ILMN_2747430	7.26886231672168	7.69475294176326	7.82019101142191	7.29283614829426	7.19729374129031	7.68565549776516	7.64116892327833	7.0488983716487
ILMN_1252543	6.24862076588656	6.2044217809022	6.07178972065091	5.81672996173321	5.95761409290661	6.26376052516083	6.11776404376884	6.0627368464816
ILMN_2731102	5.93194378928159	5.61590810816227	5.72586386351244	5.636755870823	5.68465732280906	5.59701323657534	5.70296253948603	5.62315374203576
ILMN_2670738	5.65937331277919	5.60217490922373	5.92055571176801	5.67362419005846	5.70518827994077	5.82530650423102	5.73082021361178	5.80059418438907
ILMN_2752104	5.8686166744467	5.52495454294469	5.86571722020028	5.67109023147483	5.92610776491914	5.78792390589769	5.65751067700518	5.69405974007206
ILMN_2638192	5.89127219994044	6.24647331299434	6.06744506328209	6.05766576678396	5.81020345954594	6.0145116564421	5.97368425214065	5.98555908983043
ILMN_2509817	7.38183492138428	7.50103303145318	7.44969311356155	7.15975632014154	7.01854669007498	7.42430866130343	7.28187985042404	6.8349424640257
ILMN_1212689	5.78105087815528	5.64423153019469	5.89183339181709	5.88063584912476	5.91583809864796	5.95284277091208	5.94418255116381	5.85032616118466
ILMN_1246298	6.23880393322407	6.36573647046245	6.12264735549233	6.28793479135523	6.11412148768273	6.33128559191118	6.26559481814085	6.22236490359829
ILMN_2635738	5.8147119742155	6.21086804823568	6.10608073146679	6.22157970236168	6.60892804578984	6.16460681992233	5.9501761828185	6.00073341833838
ILMN_2977129	5.99000636230751	5.78338311642347	5.85911955968917	6.21521824191375	5.80045220683231	5.99388567324929	5.95673757714815	6.19177981436026
ILMN_2659415	6.57940966256628	6.35461033016806	6.23983821866689	6.29541247470072	6.39537175619224	6.39014126306982	6.15379353308326	6.41103556179435
ILMN_1255220	5.97725029642255	6.76146199201541	6.87839678078306	6.9543330109	5.70081823720839	6.72504669921543	7.29922210177013	6.94907132271874
ILMN_2629528	5.98865938258802	6.39103422769232	6.19085075533815	6.05049549393178	5.75920837560509	6.19545826205678	6.32903488307143	6.34890463018007
ILMN_3002875	7.54601874057793	8.05043211043797	8.10760954512392	8.54501363229324	7.58946155213281	8.3667116346973	8.48845952626327	8.79155591242301
ILMN_2700425	7.8892095384045	8.37841131821489	8.56518863746602	8.82167283035795	7.84057771020048	8.54524743977931	8.75403185889256	9.0344558175343
ILMN_2959285	9.34470995745959	8.90615854273887	8.83969486657013	8.75762456367773	9.25720628624977	8.5368496700827	8.57391023762597	8.74246296166038
ILMN_2601118	9.55269707227172	8.56409445879178	8.49748552949047	8.69390554839898	9.34840295801797	8.47926825891608	8.32653639315591	8.7287495107605
ILMN_2783562	5.758792383904	5.8863814450516	5.81846253907113	5.9283210478641	5.98118862108839	5.96573762715001	5.93442069812339	6.12023375535024
ILMN_2783557	8.20870952797268	6.79444744932827	7.35106091070901	7.93983790659527	8.1384263663607	7.16557910616421	7.41163629154492	8.1375016025461
ILMN_1250068	14.3620799449489	14.7821931465746	14.7063157103847	14.0618469563109	14.2310176872475	14.5112841341252	14.6177128822242	13.8717463274812
ILMN_1242893	8.52924835114626	7.03089703882958	7.93009988326349	8.41125473329451	8.88563517950618	7.08595796751652	7.63155232591771	7.90019736895332
ILMN_1254383	6.29715736221341	6.51419906900943	6.69237483485884	6.76070398210651	6.27547960921306	6.53749541799033	6.8176650477399	6.96149035554099
ILMN_1217254	5.91571816433927	6.28648503593206	6.53597102730548	6.56208427251317	5.97035913831659	6.33809178281703	6.58476962129208	6.30549350213935
ILMN_2929300	6.2679239008652	6.06407463283028	6.05611800746578	5.75920837560509	6.00650090265238	6.1037861341284	6.14352525697031	5.70373677164909
ILMN_1254409	6.80042492923401	7.7890821004252	7.88259146903551	8.17005649109178	7.12188831970563	7.94335385392865	7.8324478046627	8.0202223598485
ILMN_2771326	9.18153425330873	9.76421841610748	10.0688872651804	9.81540241019529	9.46590176181742	9.99047049588899	9.93326645057667	9.94946973086136
ILMN_1259792	7.3010355336219	7.56470949762737	7.82611243514489	8.25226668502813	7.54441206648863	7.92144243049318	8.04020484202578	8.29654200950196
ILMN_3136056	11.2551538557134	11.2204117342242	11.266544631864	11.189232707108	11.3230812967892	11.5615418385821	11.6098102985014	11.3098567306646
ILMN_1241354	7.03758799674823	6.93122726810045	6.68601097832564	7.31575810625142	7.17835300099063	7.11642519177947	7.28946955031746	7.589827891576
ILMN_2813286	7.75536172690685	6.75267778603924	6.98084361241609	7.12357761327677	7.83953686100092	6.68032307324436	6.91110911398273	7.03563270662488
ILMN_2813284	8.93580719332666	7.75942110374122	7.97045077288643	7.84142164358859	8.93917914887815	7.64912789232956	7.68748005414259	7.94638786353313
ILMN_1230667	7.73724945593633	6.78807250669073	6.56996684342338	7.01420128420353	7.51379647263512	6.19601743073045	6.28187762546584	6.70233930442296
ILMN_2783940	8.7884941225801	7.68099791327243	7.90099092572431	7.80076274032936	8.63864022098224	7.86491721383171	7.86903608869743	7.79931238573462
ILMN_1223340	7.76525161620088	7.33832156204398	7.37354185824155	7.61319366584745	7.77568599351539	7.72058287132457	7.81651155123255	7.9330215938368
ILMN_1247327	6.931995451562	6.22102382859943	6.50095111800216	6.39568152488312	6.40086219213189	6.45066402059312	6.27212945509449	6.65424485478975
ILMN_3162184	10.0159800147336	9.0605397663568	9.18306982225271	9.4694857372742	10.0894909839292	9.1042716859619	9.21507709554052	9.42882588491879
ILMN_2486454	7.89242085405365	7.71317013741832	8.00797879527342	7.68668426650728	7.90759456420495	8.27107633147901	7.90966421399201	7.66293410597212
ILMN_1238140	5.84352476593341	6.11302342595561	5.58028977686813	5.58269181377512	5.66022567101926	5.53720438128045	5.6233181987269	5.41690951945356
ILMN_3084906	6.05593630001757	5.46607948039438	5.77714831339689	5.67306829413957	5.76279357583684	5.72940804505797	5.80022675477989	5.79821359957907
ILMN_1252221	6.50280561458894	5.96984474349078	6.55874677524677	6.77741192336341	6.45324828338365	6.48806048007168	6.64845090023711	6.56780925138991
ILMN_2875915	8.60619726084426	7.78386242075486	8.17568651595933	8.53064974087027	8.15236058814648	8.04580634006972	8.26268454978778	8.92572606957808
ILMN_2461320	8.60996567895115	6.24993668014762	6.70071486170535	7.30418804657988	8.90352154112252	6.49071018956941	6.77395858965281	7.51902199394003
ILMN_2914305	6.0449467187269	6.16917307625121	5.64754246728925	5.65558771429779	5.84196840299688	6.14285900334547	5.80651901171619	5.75584056826207
ILMN_2529842	5.71365389140769	5.78849518295001	5.7550842229287	5.70956401045803	5.91487054352928	5.88725196746557	5.67318266414096	5.60693847635866
ILMN_2825905	6.51095584871393	6.44497154366871	6.38083598720369	6.54039822066403	6.97975156905794	6.17859033680856	6.39568152488312	6.24193266044106
ILMN_1251548	5.7624697107088	6.19429258151843	5.7260379048733	5.54147430026318	5.85617036536625	5.8014405827994	5.32446847171324	5.57425473330463
ILMN_3160212	9.74933038962798	8.84405738659266	8.75447746971103	9.13886475781483	9.66976415770422	8.49683620535527	8.82242105693212	9.24086266034149
ILMN_1249278	8.08621253852396	8.20552642997759	7.62368207712696	7.80032998752167	7.91861260685777	8.10627862626595	7.74800478371108	7.95743829255606
ILMN_2893437	8.81393807577229	8.77636003220283	8.27889677533591	8.49661743559704	8.35553901999313	8.6671612724953	8.34710675616384	8.58674063444678
ILMN_1257863	10.9963304832387	11.8077296359698	11.9749785252917	11.3230812967892	11.1180565508727	11.8636993270973	11.9676707721029	11.3956815971711
ILMN_2767674	10.7586530646432	10.2818129842969	10.276453046347	10.7636365837846	10.8013123716729	10.551381551761	10.7266668026417	10.8905428316518
ILMN_3161372	5.88666808087264	5.4883362114717	5.7042820150217	5.73787624463441	6.02181843004563	5.7695642179222	5.79396020820308	5.75377025004446
ILMN_1237034	10.3132625768477	11.393914545907	11.5102025916854	11.2633476279093	10.1620892407257	11.5549227480171	11.6614564054801	11.4437565316284
ILMN_3097156	6.13766300036362	6.33289072011419	6.18801429885985	6.36512123922006	5.72282395560421	6.27969574745424	6.48301340768011	6.38015898745552
ILMN_3097151	6.20779292125126	6.49560249319032	6.7788011380235	6.80087783880953	6.19476384630619	6.69614648608201	6.60700918588547	6.83829676289925
ILMN_2702434	8.25299130281912	9.57195320398439	9.21300564629312	8.78585485447613	8.29130114621606	9.56848945558888	9.23949014405541	8.77821851657999
ILMN_1226463	6.00820516912302	6.00436647034434	5.98632989515713	5.77523066952449	5.9827177255609	5.99845667457383	5.96297704262437	5.79236721521862
ILMN_2666956	6.21450651325853	6.06713955294786	5.95834878078621	6.11015855922029	6.03801128702009	5.9039261800675	6.15948672657743	5.93208488880353
ILMN_2543417	7.14796932532807	7.36852621385374	6.94994063394824	6.55539507754282	6.49247222027287	7.16701413465608	7.15908104305004	6.94664431455402
ILMN_2682623	11.4703562474589	11.3417167285278	11.4533628575558	11.6057169575137	11.29308929836	11.5524346525284	11.8123388273651	11.798271604162
ILMN_1252199	9.19157634467151	9.07446543052112	8.75631750754245	8.98627130252337	8.78809630652681	9.11577206626484	8.7201978638214	9.08299285099315
ILMN_2617228	11.1772593594246	7.89493459868999	6.60700918588547	6.90318864346433	11.1139249327357	7.17486665060488	6.27845900646041	6.62777011328405
ILMN_2603581	11.3354354382095	11.1047541854266	10.8417830940318	10.9838663051128	11.2572424903281	10.8937528713396	10.7579899657272	10.9127207750046
ILMN_1239230	10.2130888749732	6.26907182295959	5.90244768459315	5.75372666763167	10.3851377712086	6.22681209385095	5.88380398221023	5.86819460662818
ILMN_1216915	5.95078032473912	5.92435688438258	5.74417805252068	5.7531457996041	5.69638188177857	5.74139761402314	5.83878118666016	5.91718757577791
ILMN_1250157	5.87864856447379	6.19024668304737	6.49612453790858	6.29415926537902	6.17631329694363	6.01856619016206	6.42265602378266	6.10519989537733
ILMN_2675765	5.85804638131115	5.95859699606457	6.00307003792599	6.24598454696036	6.1192610768106	6.18524286107671	6.10650651393538	6.1307016735031
ILMN_3052726	6.10370591953455	5.86273026970614	6.35461033016806	6.13133847446318	5.98151302641651	6.03537116854799	6.40487253929446	6.20634962414872
ILMN_2606973	9.62529001264622	9.06147272457326	9.32744309052986	8.79186501380345	9.63879364714394	9.05321681202521	9.17943146024568	8.68593476250055
ILMN_2673790	6.46714611712989	6.91110911398273	6.63261228704807	6.8034445449403	6.75527979842148	6.9715926967098	6.69085557856955	6.85965434342131
ILMN_2970672	6.83779218608243	7.32581497491987	7.33210482013452	7.14029412352458	6.83532402627166	7.16681886385785	7.2174517573976	7.17592860591332
