lymphoma_4188_cells_myc_on	lymphoma_4188_cells_myc_off_24hr	lymphoma_4188_cells_myc_off_48hr
ILMN_1227212	10.775471738075	11.5987457579601	11.9399365382566
ILMN_1224651	10.8359819543282	9.79455568835042	9.90575913924346
ILMN_1238542	5.37343245209388	5.57621988200571	5.63778497955901
ILMN_1252851	6.11613016658591	5.87370953578251	5.91746907147347
ILMN_2436033	5.45252108857351	5.62141464713449	5.36641535979139
ILMN_1244600	9.42752334840178	9.04706754863588	8.84730983478905
ILMN_1256474	12.2114538595352	12.1180364018453	12.0389937277363
ILMN_1215213	9.77175300413445	9.27728523007978	9.09106410795041
ILMN_1240134	11.9476763832517	11.9214921196646	11.8127777685458
ILMN_2775037	5.44708950956692	5.37381337294792	5.42789352114989
ILMN_2641063	6.21356658581993	6.94181879440093	6.94686222797798
ILMN_2448839	6.29746125455486	6.1712545400947	6.01168727877058
ILMN_1234585	7.77958892129976	7.08306476442519	7.0545511400689
ILMN_2851455	7.55531180860429	7.0288873586549	6.99855545489616
ILMN_2703061	6.55676154042939	6.83108002651554	7.12325646982613
ILMN_1214422	6.55770492837724	6.35427953605052	6.49066403947795
ILMN_2588094	6.61374590983083	6.65328582669615	6.95411408993953
ILMN_2466190	5.70827048017682	5.62710834523578	5.6516243489736
ILMN_2964728	7.77078082327694	6.75428358118741	6.7899274388164
ILMN_2776521	11.3544273658087	10.223902756933	9.85063458195039
ILMN_2692986	7.16003308442759	6.96231958316214	6.85206502572323
ILMN_2692989	6.94672111427513	6.69343305870677	6.69945955487436
ILMN_1223045	10.281838093258	10.8411407805289	8.57511526287765
ILMN_1230846	7.3839260070097	7.85150419966438	7.66044474031572
ILMN_2625188	7.23450132056221	6.96786065533458	6.75396905025029
ILMN_2437470	8.15445578680392	8.21592365147911	7.91614797986329
ILMN_1224437	9.54929707847143	10.6278059220473	10.0950870870034
ILMN_2549504	6.16470537094821	6.10745291014035	5.89649516342831
ILMN_2656296	5.6182702778397	5.60164135472228	5.61543552365157
ILMN_2749143	10.4073021137177	9.86798987176708	9.12040698118923
ILMN_2421822	5.32622213162593	5.41284598233895	5.47510434363193
ILMN_2974601	10.0006681718463	10.3575567696091	10.5284010384071
ILMN_2658135	6.08846276321245	6.08912437796933	5.93417662462567
ILMN_1241018	11.4996774964125	10.1630546145546	10.3335552979119
ILMN_1216182	5.67497740796469	5.62620100421998	5.70830386847212
ILMN_1250576	5.59458268576343	5.50378620575531	5.593504467169
ILMN_2799217	9.22973290912644	8.23532625554575	8.16722577366786
ILMN_2461209	6.5752908978733	6.6261838680695	7.30198082252775
ILMN_2471858	7.10067845645539	6.10892619489191	6.05851565342803
ILMN_2992403	10.2577712531676	8.73233625322903	8.16246081815338
ILMN_2550439	6.7627239703446	6.24399200878059	6.0956926702525
ILMN_2695228	7.60488404426849	6.36065573611803	6.24232729049117
ILMN_1224076	7.12135910560203	6.07115541307199	6.29460555609952
ILMN_2458130	5.5965843619019	5.93196302870036	6.17135169557617
ILMN_2712507	8.67100705573633	10.1742282945691	10.8830976406307
ILMN_2676765	5.74474164555616	5.55150412329151	5.61984336803221
ILMN_2467513	6.60663321267804	5.93299461044557	5.93580859266243
ILMN_2524723	7.18591443617875	6.95075145074128	7.32695733004251
ILMN_2772623	5.58570359510752	5.52754435632182	5.558566429589
ILMN_2685055	6.59611315831229	7.28418682218884	7.61436851312763
ILMN_2712712	5.80572977289543	5.79140195012844	5.91219707563603
ILMN_2596077	8.23543093492551	9.04500567784496	9.46643584097374
ILMN_2695217	10.4431186400028	10.8636868424356	11.1546139237264
ILMN_1241761	5.90676659865623	6.22010967681719	6.23720696459982
ILMN_2439505	8.71676196954426	8.91063283766971	9.16056721043259
ILMN_2948800	5.79220481325288	6.35184242792832	6.52720746928946
ILMN_2462737	6.09478260807828	6.01901687193717	5.95916805673775
ILMN_2733835	5.93260351352701	5.80056258469837	5.93131422139013
ILMN_2877367	11.6554748209938	10.889126699149	10.396991445836
ILMN_1226904	5.49388532999371	6.07261469958651	6.58183512772645
ILMN_2636325	5.66173820046857	5.55025990586995	5.50959492997146
ILMN_1256701	5.55462159332121	5.6096820850089	5.52862715867268
ILMN_1247541	6.39235784057366	7.65125528103869	7.48653793990095
ILMN_1243587	5.56502426913153	5.57045645426609	5.51714895307835
ILMN_2842802	7.85150419966438	7.72592538914653	7.19370998736918
ILMN_3160416	7.48896695861246	7.10042896617885	7.28960610644095
ILMN_2443618	5.93004688615221	5.82394776817529	5.90068224388948
ILMN_1251935	5.65227576383126	5.69454361753603	5.68729019823447
ILMN_1248650	5.80522726797868	5.80492287675803	5.74737576208063
ILMN_2438962	5.44299655951803	5.51486025560568	5.37865507642156
ILMN_2473521	6.03082792939497	5.87250891847643	5.90400480590224
ILMN_2480382	5.48923334980622	5.75877832893565	5.70000129419166
ILMN_2608309	10.4650371154893	10.4969845624981	10.6078462623982
ILMN_2760568	8.50342798156117	9.71751306829923	10.1928225274419
ILMN_1253544	8.25957050650266	7.23892089613328	7.78644389511953
ILMN_2608903	5.71147701051282	5.80486274781056	5.85250187764127
ILMN_2609182	5.87756292024867	6.17858491759493	6.14770653259873
ILMN_2492395	5.38070867221569	5.50881748124	5.55730153368887
ILMN_2755059	7.73121945334266	7.24761616144557	7.46825746832314
ILMN_1216675	5.43532088852208	5.3706842686152	5.43615361994568
ILMN_2682046	8.11241100882027	8.43988558556408	8.38737517906862
ILMN_1220828	5.88236198173035	5.98394076648842	6.01980108519986
ILMN_1221258	5.99960140043585	7.1882255094853	7.51454811329982
ILMN_2549315	7.56222512195457	6.93340031655315	7.21285139161883
ILMN_1227592	5.44051318972583	5.38284025972948	5.39273127949008
ILMN_2922942	8.76314440857747	9.56958393846392	8.08006458981858
ILMN_2593631	9.39035205863044	10.319971616528	8.78141086271483
ILMN_1221714	7.8003382393499	8.20650322430655	6.99711661457853
ILMN_2642052	7.98372937058608	6.54942921494036	6.37478679274666
ILMN_2418503	7.93978605433564	8.37203561661028	8.17581731526763
ILMN_1247302	8.58112599680692	8.6502413532952	7.75379972758646
ILMN_1234708	7.18630543040405	7.68876154463832	8.34913376299146
ILMN_2522460	6.93595038498408	6.93007575357655	7.39991504088448
ILMN_2635708	5.59774687705922	5.74674692506508	5.59026706421631
ILMN_1246998	5.85292461901194	5.82468376984235	5.83458574468459
ILMN_2807335	7.70614740378574	9.79358152645181	10.3881439641986
ILMN_2971131	11.731364291336	11.9245201996148	12.0990272124173
ILMN_2726019	5.48435890208883	5.60302362504115	5.47778276304932
ILMN_1212663	8.61446373075545	8.75832838658242	8.70363772864332
ILMN_1257234	5.63439297703098	5.59892988830776	5.7882455449317
ILMN_3142391	5.64870606387938	5.65940808995471	5.4092751764327
ILMN_1239445	5.84786456995089	5.64594466160584	5.63127543942093
ILMN_2867158	6.96501464205067	6.95106202727402	6.61207009570554
ILMN_1235047	10.3025829511602	9.53475861000712	9.54207273462639
ILMN_2664726	12.6964935027686	11.1973633309797	9.68293660559921
ILMN_2464201	6.26192403019072	6.1974999283589	5.75095034547703
ILMN_2465201	6.66270454479052	6.25551640632089	6.26488642849276
ILMN_2836246	8.95437721765592	7.69347743242816	8.10639683011999
ILMN_1212991	7.84176266863231	7.52655974955109	7.29850711056173
ILMN_1219011	5.65335710753057	6.0941365362217	5.81538935906963
ILMN_1255496	9.03796501413531	9.0085974401952	8.99521681531848
ILMN_2882050	6.32346476833741	6.75831694798766	6.75718952389036
ILMN_2732934	5.7571478229675	5.78797645481957	5.67642087829857
ILMN_2844671	5.52268164355945	5.57769286993794	5.52769499684102
ILMN_2438727	6.79007388879567	6.77390975729621	7.31154337948647
ILMN_2621169	6.58935682293366	6.34090996457728	6.36115962327813
ILMN_2680628	6.34920171711666	6.17686009242964	6.09790458661198
ILMN_2761169	6.49616852256029	6.37667008745289	6.78011977464404
ILMN_1259299	10.1381100693029	9.38934675129179	9.9501993709994
ILMN_1259606	6.69630361789906	7.78698050670534	7.52454928924655
ILMN_2635871	6.36740304363624	7.38100441757264	7.15282632180454
ILMN_2696066	6.29626442329569	5.91526282105183	5.95665997310604
ILMN_2499309	8.86460413542761	9.29378590371232	10.3779147118729
ILMN_2767057	9.15615531459988	6.84669848132726	6.38141114873561
ILMN_2453058	5.43996537691299	5.5894477131079	5.45179818299025
ILMN_2894960	6.55815909105245	6.20212885325093	6.15026050566572
ILMN_2711401	8.702973883123	7.89740784271786	7.03872442262116
ILMN_2648104	5.48913495782321	5.56280565232823	5.37352919974394
ILMN_2771908	5.93435160598999	5.87864115729433	5.89879588999009
ILMN_2990229	11.9926451188358	11.56850323903	10.7040056309947
ILMN_2638778	11.9831541820005	12.1925269765205	11.9808996491038
ILMN_2798797	11.471188307325	11.6299791640939	11.4643725076194
ILMN_2727004	11.5308543256315	11.7417974257201	11.5087181581994
ILMN_1246953	5.54848368620257	5.52509974953795	5.5505587226367
ILMN_1229200	6.01387037013306	5.99756655688139	6.04566531668844
ILMN_2937425	5.55787761687176	5.51029377990971	5.61707392596459
ILMN_2440634	5.80173361865556	5.53314644712366	5.44285129308144
ILMN_2698673	7.71173854735681	8.10321733322386	8.06053490280518
ILMN_2753589	5.62699021492393	5.69836787130463	5.72884221456582
ILMN_1222860	5.63123992891227	5.66940109554949	5.67497740796469
ILMN_1247422	5.47659619635349	5.48068013881828	5.58835625310448
ILMN_3112143	6.19722534433887	6.18874938347249	6.05948305384825
ILMN_2865882	5.60466006671341	5.64054120667559	5.716684403437
ILMN_1253241	5.85433325085802	5.72160698268479	5.81282882645699
ILMN_2683277	6.89751272066873	7.04767906560991	6.99965055497747
ILMN_2683283	7.36127650088817	7.47778038894718	7.51168730281328
ILMN_3154231	6.65364921705439	6.87126129579876	6.86521939641554
ILMN_1260604	6.57121424022951	6.33763004825372	6.46019118339118
ILMN_1249838	8.39156854414578	8.37774166257109	8.6866310174836
ILMN_2641486	5.84358535670247	5.77008945326239	5.80293178424536
ILMN_2579611	10.0132928932495	10.034848472711	9.87445318465494
ILMN_3141499	7.71986062885379	7.98594418356112	7.8671323002758
ILMN_2663933	6.12834172927427	5.97672098082605	6.07408742982251
ILMN_2746421	8.0238945969516	8.16494982150031	8.1882255094853
ILMN_1244356	7.9441015740546	8.33825518117506	9.00434539146332
ILMN_2416813	5.5864554183135	5.63928156448084	5.66166856753152
ILMN_2719487	5.93452916088859	5.92758029635871	5.87969727212887
ILMN_2971073	5.63043770187391	5.67075405403623	5.54201035553661
ILMN_2697892	6.23242655563453	6.1815108854112	5.9015169004429
ILMN_2931918	5.61403829486438	5.5058929405271	5.55305069207007
ILMN_2770236	5.72525599644518	5.53728374427695	5.59577058054011
ILMN_1246647	5.74208851473835	5.59250587378657	5.57514116187284
ILMN_2591219	5.57178974992639	5.55938575878099	5.63248983831907
ILMN_2635523	7.69875096189729	7.6884263363343	7.47297102584854
ILMN_2611186	8.02724474801596	7.97362792013868	7.70125932448573
ILMN_2712895	5.8589731285989	7.63176735438158	8.24193613128631
ILMN_2427777	6.22563638109888	6.2270228606271	6.36735790146221
ILMN_2428931	5.46742567745472	5.428340182829	5.44047210544249
ILMN_1239627	5.79496000201384	5.84304082780412	5.73325517452028
ILMN_2828420	8.96387558740434	8.60890692184544	8.18965063447395
ILMN_2524167	7.60438841082852	6.80318225294251	6.72124504623523
ILMN_1251169	7.33219591874711	6.41466652116555	6.53815348678927
ILMN_2594873	6.27551611128499	5.79875483642154	6.06645843006757
ILMN_2594872	6.63272867974009	6.2465426210273	6.26893611546567
ILMN_2629897	5.97915222694677	5.89036829730965	6.13514765851725
ILMN_2711532	6.49831310634746	6.34325460184359	6.8053836101329
ILMN_2815545	9.42991670352838	9.75251105471485	10.11067600429
ILMN_2647372	6.31642110998245	6.22243544392207	6.39155345091112
ILMN_1237943	5.48463667088666	5.48913495782321	5.41725247646356
ILMN_2647427	6.42935468219529	7.00433733814449	7.04408441672889
ILMN_2701030	6.00222536812252	5.99201275125532	5.97653991361998
ILMN_2693645	6.27537773374914	6.2989106551657	6.36085194069624
ILMN_2718843	10.0360792617926	11.4437635882367	10.8228042243548
ILMN_2886896	5.77431838207861	5.77462956228567	5.90936301843089
ILMN_1249374	6.92184331677569	8.03114868981645	8.37639530395525
ILMN_1240009	5.75702795944584	5.85724636026285	5.85177027573225
ILMN_2651297	5.54751522523034	6.81174202417718	7.78315649821679
ILMN_2490499	5.91685446640966	6.35121594035057	6.51813186866437
ILMN_2660829	6.73798458843184	6.53481991603484	6.47481748820358
ILMN_2679007	5.48422386522275	5.39530642801302	5.5562572178137
ILMN_2524134	5.43562959407141	5.41537491520544	5.55504829223151
ILMN_2828512	8.03595229073873	8.64721651790388	8.61162007828897
ILMN_2662675	5.77512290275059	6.10382596443205	6.07341388264823
ILMN_2692060	6.87563386977105	7.14863215605674	6.99879725291834
ILMN_2712675	7.66620103787472	7.40358018151909	7.53684010465489
ILMN_2668536	9.52331808862214	10.1692043088352	10.0305098932281
ILMN_2500855	6.0292892886171	6.0082264625206	6.08736552677341
ILMN_1230287	5.61978576626281	5.71594039827242	5.53332869392846
ILMN_2731865	6.36085194069624	6.26433769019726	6.32201741899001
ILMN_2461582	5.89805239884121	5.5707775248717	5.41015915055199
ILMN_1234752	5.4542090203832	5.48766545314187	5.38151803365775
ILMN_2599392	8.1728829983223	6.46638045095636	6.912281400539
ILMN_2685733	5.52833407979564	5.42849272425497	5.43257519403726
ILMN_2629307	8.29842875264451	7.37184226278611	7.22539544509894
ILMN_1212648	7.89348376515948	9.38232284830998	9.49604943792539
ILMN_2519451	6.97421877536137	7.08514063878745	6.97706808367593
ILMN_2500157	5.54420983665884	5.77522423755141	5.69885641665018
ILMN_2454970	5.78409055352918	6.40875555781634	6.82763528942978
ILMN_3156782	5.83252667924433	5.95220254047304	5.80707794954931
ILMN_2687612	6.2401269830917	6.75542974671704	6.45358282056716
ILMN_2894900	5.95196026267384	5.60298721439335	5.65617446453607
ILMN_2704395	5.74071272267947	6.09628230740051	6.0428461809529
ILMN_1249560	5.53950729104515	5.52149815850686	5.40159713368272
ILMN_1238174	6.12388087709479	6.098628554407	5.89547511068051
ILMN_1221471	6.17425992566335	6.06436769611235	6.18325961158238
ILMN_2748880	5.61126574292546	5.37352919974394	5.63865427479165
ILMN_2452455	5.48948277927992	5.51583984386162	5.66884235264778
ILMN_1219446	8.34093829273274	8.78897004157873	8.79145270111125
ILMN_2432075	8.46522381759136	9.11054029438366	8.99751465920287
ILMN_1223318	8.81901902053275	9.41973262829162	9.7533403954946
ILMN_1242705	6.58946469195624	7.41071817064362	7.51968473496819
ILMN_2620804	7.61677010131219	7.95230405357237	8.45852432086579
ILMN_2575413	8.71555868833136	8.87370555807481	9.7610110625439
ILMN_2477276	9.28862994951621	8.6336816161467	8.76935653449036
ILMN_3057482	7.92007788836281	7.49377941060518	7.57036931877794
ILMN_3134598	10.9339030606711	10.7017448360053	11.0402757918041
ILMN_2524667	9.69909025983146	8.58775364307435	6.58820196932073
ILMN_1218640	6.25386065547661	6.01612112642522	5.72237476019364
ILMN_2692952	6.32553273006106	6.35236894290046	6.34124399377854
ILMN_1237342	7.87700246986868	7.96016569859539	8.33389730865826
ILMN_2664670	7.6846055709054	7.75379972758646	7.71740567816619
ILMN_1225503	7.21050868140291	7.12595686506717	7.20920802162538
ILMN_2943685	7.02375804895921	6.89762081765438	6.90445599839214
ILMN_2724226	9.11315863328963	9.3770683510294	9.40630543419409
ILMN_3160574	6.83708165537529	6.49896150704639	6.50546113690104
ILMN_2650428	6.81098114349339	6.25374741054853	6.38403673634266
ILMN_2693934	5.65422490329781	5.76831879357073	5.62290322206518
ILMN_1216568	5.38945507198952	5.41725247646356	5.44581640558052
ILMN_2694387	5.98916913890844	6.26148731309474	6.17170509683304
ILMN_1241522	9.20785519964591	10.9082044526462	11.2310009188563
ILMN_1236613	5.90025797087761	6.10525454809023	6.37465373408388
ILMN_2541863	10.7424469894738	10.8190196061672	11.2905401740595
ILMN_1253347	6.2751263356627	5.74123496800063	5.89819230634788
ILMN_2501324	6.05026543715225	5.89072926979817	5.91186116446168
ILMN_1249790	5.49462084167751	5.51055172639201	5.74505909108348
ILMN_2505392	9.62725978893654	10.1641032507508	10.2747803666027
ILMN_2545271	6.15013185460965	6.09843801637756	5.96161244784365
ILMN_2730831	6.03996342223004	6.11533065157999	6.24933035831079
ILMN_2618447	10.27018161971	11.3678318820852	11.6587216030845
ILMN_2623325	9.67977165864982	10.7728665802992	11.126676083216
ILMN_1226521	10.379339735831	11.5752746654566	12.0191884179435
ILMN_1218097	6.4058788223675	6.59874026283679	6.89130414256033
ILMN_1260462	6.29757362630462	6.15755558467777	5.92456344405129
ILMN_1247585	9.69169403289411	9.36294059904318	9.73238074668902
ILMN_1238778	5.72694399127777	5.66239161733982	5.63869095461945
ILMN_2716346	5.48958232492662	5.42799305189244	5.51148838580482
ILMN_2545299	6.46776138533398	5.99915810715456	5.99666946915583
ILMN_2876359	5.75038050778587	5.57408101626367	5.48509456114696
ILMN_1218378	5.89689762374742	6.37045626651266	6.24399200878059
ILMN_2696146	5.86391087116863	5.67237574258351	5.7497993631071
ILMN_1250521	8.31062368702964	8.38995522369671	8.92972058888525
ILMN_1238511	5.66647815516764	6.69294230121057	7.39548358134277
ILMN_1218703	5.72326620681599	6.51748761941473	6.76979377437933
ILMN_3161120	6.5806005772933	5.95490212750249	6.11571704553532
ILMN_2711651	9.73665605779192	9.78353615798969	9.78300928973648
ILMN_2548043	5.71052020766655	5.52748774478026	5.71409968359685
ILMN_1253019	6.05994358892613	5.99476811907732	5.6618638732383
ILMN_3086919	5.90479002599688	5.80697625079257	5.71951961023647
ILMN_1223629	5.59147587040963	6.05200549837269	5.89891178913303
ILMN_2432292	6.1815108854112	6.07355527223927	6.04562360213673
ILMN_2879121	5.79809977921354	5.92868425467792	6.02650868813262
ILMN_1222994	5.78650287989005	5.82192378067063	5.61766904281854
ILMN_2744870	5.82943361751197	5.90567108316598	5.86871301894633
ILMN_2722009	6.04242189018412	5.79379429049639	5.70266566914655
ILMN_2523757	8.2325581145956	8.81019811366693	7.78201686443929
ILMN_1228464	6.53815348678927	6.33785788708546	6.47505688072742
ILMN_2548681	5.6208695457788	5.6079510569461	5.58642158968227
ILMN_1217337	8.1035590095876	8.11187361260641	7.32040494729734
ILMN_2811775	6.05741063001877	5.99400231948351	5.94987813533215
ILMN_1260566	6.35779343057426	6.19523530996346	6.30469015072348
ILMN_1252531	7.22070689742906	7.29809587498811	7.7354235662981
ILMN_2874777	5.88231526767882	5.63478898312032	5.67118739354131
ILMN_2645020	5.4841670320863	5.61071157672261	5.46729817711001
ILMN_1232440	9.05273649123915	8.04350873975575	8.19463014117042
ILMN_2684205	8.78384272705167	9.2730872850676	8.24609165538624
ILMN_2672745	5.7238544965654	6.00412179215544	5.85042531850526
ILMN_3160731	5.71496073389347	5.8154574195058	5.79034840985893
ILMN_1214239	8.75499403057249	9.56485751368078	9.81322281362667
ILMN_3006178	6.23108591470865	6.1592804170238	6.03349157380947
ILMN_1225836	5.7763156380242	5.88840459178563	5.70704644524377
ILMN_2760095	5.95275832843937	5.88220724073677	5.81629249958321
ILMN_2548916	7.12022266825747	6.01201250897922	6.08670253867561
ILMN_1230112	5.82291162042973	5.91546767907847	5.82248177570595
ILMN_2595651	6.83132498044874	7.03666853235057	6.84442080596223
ILMN_2647391	7.00790897152287	6.69185609267508	6.36517033815851
ILMN_2416954	5.62149181817096	5.58827189135648	5.67719841574934
ILMN_2465890	6.71884107472853	7.84396961126242	8.17371560765823
ILMN_3006143	5.78309593550828	5.46916097442563	5.44876805942384
ILMN_2757459	5.66991154369718	5.78004591326408	5.62564641015097
ILMN_2752300	5.60378724534208	5.53442739829842	5.66281779336855
ILMN_2888766	10.7373498859553	11.0988225404808	10.6169420853889
ILMN_2838965	7.50642448640519	7.56019575574768	7.31637838707966
ILMN_2627318	8.07081416621622	7.49056852602467	7.39936224394679
ILMN_2769153	8.73702600575619	9.72718094056234	9.49050428084626
ILMN_2908953	8.67281224824118	9.69103095076567	9.53935884836614
ILMN_1215010	5.30143046817088	5.50160962575802	5.52516131073756
ILMN_1215080	6.86436321995919	6.32553273006106	6.05149087118253
ILMN_2669088	10.8091040950777	9.75738384185299	9.45810573842142
ILMN_2723120	5.38679094721496	5.50334544860098	5.42242521263719
ILMN_2429469	8.78320092526345	9.22023126930606	9.13740242225957
ILMN_1235278	7.3454691186585	6.7670800420166	6.88896399884475
ILMN_2616180	5.90538973294778	5.92451958105015	6.05257109377354
ILMN_1250074	6.33357877694418	6.25304480347836	6.12154021709319
ILMN_1231601	5.52756572842562	5.59362965355266	5.45653337349431
ILMN_1250140	5.37224577966276	5.60729618189395	5.52088526151677
ILMN_2698334	5.59856639277886	8.9735411555611	10.3559742941659
ILMN_2549039	9.36236117404101	9.26184920602047	9.17529537773332
ILMN_2606004	5.36417657063746	5.43657330326229	5.46514015844171
ILMN_2858477	5.46785798604414	5.50691141939567	5.57339391737801
ILMN_2481149	5.86770236233938	6.28690282746878	5.72789014857548
ILMN_1231151	6.07429919592497	6.25731737207653	5.64048500384312
ILMN_2630827	6.18163193224023	6.79268706282285	7.26291292379306
ILMN_1237664	8.39815423951748	9.98735331900131	10.1359277042856
ILMN_1251849	5.82243342184415	5.99791575449704	6.03471673532695
ILMN_1226429	5.71710105797601	5.70327866237074	5.46684656351954
ILMN_2944657	5.7227041770062	5.67483828134471	6.09031140079519
ILMN_2675000	5.67527180761635	5.68987425996441	5.70645190482027
ILMN_2549077	6.99958817201633	6.54867987915223	6.12426188587342
ILMN_2749719	6.42271673381834	7.0789534755575	7.35006343041639
ILMN_2692007	6.72116072415013	6.49628465424223	6.6082474282624
ILMN_2495051	6.93340031655315	8.16412370436552	8.77339221950254
ILMN_2677065	7.30700980356263	6.6291081345357	6.43005495424944
ILMN_2702547	5.6345678100357	5.69404571356405	5.4841670320863
ILMN_1239588	8.32145748916379	8.01250386697287	7.65604772294144
ILMN_3009928	6.12903004223637	6.0421420497044	6.01666932179589
ILMN_2425557	9.13909596188609	8.71286525184985	7.14957303734716
ILMN_1249012	5.49088274467628	5.46373905865518	5.30143046817088
ILMN_1217280	5.72672933127	5.83071555945304	5.68881939399047
ILMN_1233493	5.61291576335812	5.52743238217407	5.43110820861025
ILMN_2725583	6.19347239910997	6.17886851512943	6.21086677412968
ILMN_2632556	6.69277588908561	6.4911563735831	6.52058112482011
ILMN_2514522	5.37516353254641	5.69308638558959	5.39530642801302
ILMN_2684378	7.76827145739659	7.63833767946557	7.17510771350482
ILMN_2881312	6.48167211914064	7.62850167929413	7.29317733202196
ILMN_2614559	5.57743346076631	5.59297870518902	5.67646413283412
ILMN_1238069	5.40949944535454	5.50504868849559	5.33132531506325
ILMN_2596249	5.83214037733149	5.72568172453172	5.8760520987797
ILMN_1232984	5.98634570150936	5.89180549027996	5.91837295561144
ILMN_1233275	6.53804181558056	6.49158799011805	6.50827598669727
ILMN_2841307	6.22489358550028	5.90692634194279	6.06081112655763
ILMN_2717117	5.70779698225069	6.46529141630126	6.61054785426684
ILMN_2806907	6.02640282097927	6.24149923159435	5.88781621739522
ILMN_2669172	8.34440821180477	8.66641634931915	7.19081730526238
ILMN_1250814	8.2309079626646	7.69768927258387	6.73798458843184
ILMN_2726808	8.95224318152111	7.63602446025266	7.60610880820925
ILMN_1254513	10.1367826792683	9.02710934634856	7.36075550945127
ILMN_2972249	5.5151568202645	5.52516131073756	5.56018658274607
ILMN_2549307	6.31297193385719	7.08815891509983	6.75733933495936
ILMN_1251514	6.51315140284227	6.3804618154778	6.36268209262506
ILMN_1229901	5.80056258469837	5.83244203421174	5.66493304342709
ILMN_2436592	5.97254921970808	6.13506910899967	6.12116595021776
ILMN_2516801	9.44150761780853	9.44150761780853	8.51657044828583
ILMN_1216391	6.9100506418595	6.67278931724415	6.61819704632331
ILMN_1233707	6.07891762120542	6.10831849213248	6.08414748388875
ILMN_2912471	9.65979501867937	9.36344926681451	9.5017497582504
ILMN_3065373	12.3406240192896	11.5464554447738	12.4444102327314
ILMN_3143304	7.95655175795677	7.32612233866206	7.92571365912611
ILMN_2704496	7.32660415800357	6.33211892177026	6.71093818694372
ILMN_3101400	7.81890124993487	8.08006458981858	7.8999765696083
ILMN_1237787	7.65857829965568	7.76333809218114	7.63877980281058
ILMN_1252510	6.77928555135241	7.44848748226513	7.21933859998598
ILMN_2668642	5.87361685644489	5.86813112988744	5.82627559933819
ILMN_2729534	5.69447647878677	5.97406286970292	5.85728219669711
ILMN_2444201	5.5334944094987	5.49192074111127	5.5166643608048
ILMN_2693115	8.62320600190407	8.88691234040516	8.17167537763354
ILMN_2512092	5.51687128292349	5.56388844719901	5.53167236168873
ILMN_1250001	5.80506480210282	6.21296892974682	5.53955753966462
ILMN_2711199	5.40757652601703	5.57358932706739	5.45217181914483
ILMN_1217396	7.69307755502546	7.38483093994469	7.17848592415026
ILMN_1257546	5.56030654061686	5.61483212451258	5.57759277736031
ILMN_2545342	7.48477617958407	7.69713229693295	7.79099201297367
ILMN_2670859	6.20998381595095	6.10248065272233	6.17686009242964
ILMN_2612325	6.4149483424789	6.86282743160183	6.40649721459569
ILMN_2601441	8.80020447840739	8.87731338084549	9.11447790913022
ILMN_2949877	5.49258013827048	5.41089948904831	5.37926872385844
ILMN_3010442	6.55338518295848	9.18555942798292	7.3898122876482
ILMN_1256007	5.57536477670152	5.93827802784875	5.768916339858
ILMN_2710573	5.52871028929918	5.45729725643011	5.49509359454206
ILMN_2957167	5.80272650185578	5.99331741736483	5.61250397574551
ILMN_2701129	8.68524053704346	9.25200022034942	9.26637389276388
ILMN_1231555	6.43502462243656	6.80675453295991	6.6894305628208
ILMN_2451795	10.7640892278799	11.0730811339826	10.9082044526462
ILMN_2545383	7.03244802704433	6.82914131224759	6.83453425539226
ILMN_2650180	5.51953592898057	5.49841172544047	5.57894223431129
ILMN_2697082	5.92728991090103	5.63365197656846	5.69782913144052
ILMN_2436311	5.66119339689773	5.54985940255576	5.56303108546155
ILMN_2620757	5.62469204835022	5.65177367147572	5.45402922489816
ILMN_2613731	7.05969163937228	8.10134507060574	8.02372072236021
ILMN_2613738	7.13252474897812	7.91096246121114	7.84304375998212
ILMN_1227576	5.72938898744608	5.5575621372058	5.4727250601183
ILMN_1250017	10.0491152199642	10.9131564495346	10.9882740187657
ILMN_2705176	7.41213764392423	7.65290303806866	6.8542334161838
ILMN_2703464	5.93827802784875	6.2539882580578	6.12517738475611
ILMN_2679908	5.54549665753084	5.50857517540897	5.49252865374712
ILMN_2548435	6.15433996624926	6.10513718933893	5.91404183454558
ILMN_2440650	5.7862199575644	6.19761721681913	6.3548440597167
ILMN_1214806	6.45080924468804	7.4157609196052	7.70200040609193
ILMN_1237703	6.96878734870177	6.69991572123611	6.72904332342795
ILMN_2895908	8.93737215261915	9.35358875779834	9.94918117062685
ILMN_2759244	6.15480649995056	6.12404167700186	6.07962707294173
ILMN_2975779	5.95961383932757	6.15787877321675	5.84349231302375
ILMN_1246518	7.18865840327727	5.88339721054978	5.77128820445622
ILMN_1245909	5.52722196403723	5.49971335497632	5.37516353254641
ILMN_2666297	5.48677260731532	5.40794321516053	5.49616181007638
ILMN_2469448	7.77784684958041	7.72056007159543	7.75052834780521
ILMN_1249756	5.80860308605295	5.75516817700542	5.87199564576852
ILMN_1248994	9.57213187773935	9.70525464553516	10.4487120557147
ILMN_2624451	9.24673323657374	9.36025628108836	10.1013594293713
ILMN_2758990	5.95839209127497	6.84109254469343	7.04639756370409
ILMN_2451951	6.32391908227825	6.05736138267903	6.16254970599013
ILMN_1252437	9.09464761141798	9.34118462041588	9.82753737949959
ILMN_2653735	9.08775895230536	9.40585667531262	9.66208227843479
ILMN_2604205	7.96171515287315	8.05092699180874	8.32558849391091
