liver_hcc4.4_cells_myc_on	liver_hcc4.4_cells_myc_off_24hr	liver_hcc4.4_cells_myc_off_48hr	liver_hcc4.4_cells_myc_off_72hr	liver_ec4_cells_myc_on	liver_ec4_cells_myc_off_24hr	liver_ec4_cells_myc_off_48hr	liver_ec4_cells_myc_off_72hr
ILMN_2793281	9.6252269207003	10.6279326907519	10.8657331742082	11.086437142217	10.0911209278452	11.1528141084348	11.1043577928881	11.3605330718437
ILMN_1234456	7.62216496039231	7.55015121413552	7.23517081818643	7.07088986374537	6.7563314613962	6.43591904969141	6.37763928336633	6.00016688649419
ILMN_2611352	8.29170369566893	8.4329468838273	8.66233240472684	8.84353807403247	7.41247913304723	7.38137628540674	7.43587826485783	7.27135342093799
ILMN_2622630	8.09933110818525	7.88817846326154	7.9320390189426	8.11507441605342	7.99702285109028	7.87028156184766	7.4187465400081	7.68759613909156
ILMN_2495446	5.84494313450778	5.92456324611655	5.70781544164533	5.73040485354428	5.70400320937377	5.89195122835137	5.4401901731312	5.79659619673417
ILMN_1230077	6.34235831086035	6.24635718251085	6.21719481806983	6.18759273326345	6.29348454681901	6.41865461170744	6.35554184994709	6.58225334626529
ILMN_1246762	5.81612126731844	5.84886883482282	5.57648740791471	5.65547709289991	5.51351924864005	5.57524496754107	5.66138017966859	5.31968485453717
ILMN_2470615	6.74345516979954	6.8288498466726	6.97020930642044	7.12664175682978	7.11828223861377	7.08713488257641	6.9457858872059	7.05907469084218
ILMN_2596016	8.53592240272739	8.7247289197272	8.6312289499485	8.60247553152908	9.39618641388207	9.61435002257127	9.39847209239118	9.46613571827888
ILMN_1242334	6.37060114762775	6.68918024163594	6.99027985695477	6.8640303344642	6.24740306492391	6.47929601107771	6.124472686796	6.35669363166247
ILMN_2915716	8.81566328117963	8.91173516761935	8.61873342329568	8.35980160180754	6.0417311477147	6.05629530195161	5.61048462644289	5.57955598960592
ILMN_1258239	6.87243772018582	7.24576648023374	6.64926598709159	6.64952965279896	7.2902185288404	7.69905114974573	7.27135342093799	7.15335138308106
ILMN_1240205	6.44908193724706	6.35800653589291	6.15119604618891	6.06025078889854	6.27275928349512	6.1495975337378	6.12169621930071	6.18573007239065
ILMN_1259701	6.41346408287171	6.8665365958211	7.40375097576567	7.11781151419327	5.99663451360714	6.53995513735332	6.34835986595611	6.20426232555552
ILMN_1237581	8.1517060001135	8.1651474395802	8.22297930252022	8.10463373947766	8.79388088961121	9.06808974399346	8.42584467637423	8.77169298409117
ILMN_2607196	6.6133106901692	6.53681353476833	6.75250311570925	6.72262720863061	6.98144441213779	6.68802712006266	6.96816665862327	6.58309111893376
ILMN_1235939	6.67377999047899	6.73388025555984	6.48528705931804	6.62033618965977	7.06165578799838	6.51862247226239	7.05767486347324	6.50550635294144
ILMN_2621882	10.9778129638075	11.7710082673818	11.7829771762876	11.7691554800535	11.4322170747535	12.0791760363871	11.8013119674457	11.9410196749512
ILMN_2850839	11.3618654566194	12.2175241655586	12.0271095911937	11.904608469291	10.983258798778	11.422065423377	10.8963622074411	10.9665733132136
ILMN_2691869	10.6395260084424	11.2348990667894	11.1562381955984	10.980202069264	10.1638668657694	10.3893726741373	10.1850985777362	10.1439804184124
ILMN_1216463	6.1609999806081	5.87370199043075	6.03558528523251	5.96533856731937	5.86891966725605	6.24514990756806	5.91862254943484	5.87308693206884
ILMN_2659694	5.68452471360549	5.69001770791152	5.53514292258086	5.58514684583273	5.69520486708936	5.50540833674598	5.50405007354217	5.70969730148853
ILMN_2523903	10.3246885514047	10.2868622374669	10.0108314735248	9.99775843671057	10.1914113606843	10.2733726632666	10.4251715725343	10.0024061765113
ILMN_2651743	5.81225253552573	5.61847103355129	5.63946046093808	5.75497138976951	5.68566457241969	5.85903362293887	5.43433707407526	5.49094467393296
ILMN_1217369	6.70786093355637	6.31542156502984	6.14475634785682	6.26554498441808	7.16092585898252	6.74592178757489	6.06675703595907	6.70728621891607
ILMN_2789047	8.36162521649798	8.13523164292636	7.94648963062534	8.18686127544412	8.23755750440628	7.92947575831654	8.30635105409247	8.02786142987093
ILMN_2550016	9.01582734637697	9.23154428061195	9.41619280401486	9.12518694182884	7.78253666919631	7.97134631945885	8.17213168833057	8.04853196602216
ILMN_2958076	11.1825584630468	10.1097844840347	9.75942243537816	9.70024981004067	10.4624047519097	9.68024905332952	9.47879949417588	9.75942243537816
ILMN_1239895	10.80313055104	10.2189790937869	9.64553946369904	9.36483853596449	10.5508145904568	10.346075012933	10.1553123688949	10.1027277865079
ILMN_1238713	11.3099035426217	10.7926876185793	10.2670415074859	9.8752610635598	10.9094295135247	10.8747318504611	10.5698952344433	10.6533032471113
ILMN_1248658	9.28057601055053	9.64155201230744	9.98208340611928	9.85876485891089	8.96346148010777	9.08151955494937	9.33832666028045	9.22170845841466
ILMN_2634338	10.2299379979239	9.78498069514305	9.85832497392204	9.75314057938978	9.40430749654974	9.47214990487603	9.77783125067337	9.86984095396352
ILMN_1218725	9.53252483053955	9.60102025718199	10.2086149515739	10.3567639151703	9.68580115834543	9.71889761347412	9.57377751168538	9.37134984290766
ILMN_2938179	8.74772826053989	8.47859526222695	8.45447198508864	8.53470426161708	8.70435412905178	8.55376861332704	8.75293946764148	8.37563409456757
ILMN_1225158	11.8245243356471	11.942776235813	11.9532429550429	11.8767247986229	11.8513374672255	12.431581404281	12.3907957997309	12.3958817809357
ILMN_2452855	9.33434351859631	9.77719433845908	9.92794286647584	9.89604801887352	7.07580281704215	7.12567021377302	7.49007056776331	7.72233358349583
ILMN_1213881	8.40772987320103	8.67322660193551	8.4462692587567	8.44105374811414	8.6037000540645	8.85762136478712	8.70246387947095	8.95520021202369
ILMN_1257567	5.68240264137501	5.95334134755303	5.92224501357061	5.83942011313404	5.92171680046788	5.87313859179965	6.10227244965629	6.25457493501997
ILMN_1242099	5.70963227712869	5.51498473868369	5.5986369059646	5.45013272716307	5.48213474362722	5.64061767468068	5.67153310577308	5.73821152198581
ILMN_2483786	6.13988743049968	6.10770158541704	5.99472421840998	5.87321695475695	6.0062265663072	5.84029405977467	5.68645784098729	5.67248750381566
ILMN_1244997	5.48039939891242	5.60276217521054	5.32192151257622	5.55526587696578	5.63306772981083	5.60302073102192	5.35545047376576	5.55825592282711
ILMN_2596761	7.7313698639136	7.23102444706735	7.18926244061477	6.83759106908288	7.10312569284295	7.28926273193725	7.31151208414855	6.96477736502728
ILMN_2804251	6.36889700577425	6.00915726516035	6.05467900788334	5.79200477945553	6.08928804794846	6.15425124634393	6.20700418954227	6.05523459797779
ILMN_2774882	7.82106425652853	7.81406361120128	7.56299553961019	7.49034820194756	6.91256080135491	6.95287954129347	6.90134948679185	7.05664692665776
ILMN_2868927	6.69239914223599	6.88875886279174	6.67113790493828	6.28578395077859	6.85566877904094	6.60437585100458	6.41784483736554	6.57183586621783
ILMN_2756311	5.84744138707146	5.58354435606579	5.64039556163069	5.4844038175768	5.44824162957954	5.61050861864629	5.44824162957954	5.43533701718873
ILMN_2660082	7.44390352206573	7.41133969752953	7.74605565931886	7.88925342835044	7.10198735423756	7.01726511520037	7.44815017788035	7.16981654476977
ILMN_1258421	10.7858099302403	10.5417494323717	10.3757721354227	10.4824748432379	10.3160644039484	9.67180802020382	9.96754357000644	10.1059001790124
ILMN_2693905	5.82396409931475	5.87204352651524	5.85121008479197	5.78037001321831	5.94446179652698	5.89838725712975	6.04588811967227	6.35973579207108
ILMN_2621472	11.9838765007712	11.3796355137504	11.1417052331228	11.2018780977331	12.0768800910907	11.8161393216786	11.7229371224738	12.3631660453895
ILMN_2621471	10.9224794114259	10.5513474225942	10.1462263689412	10.1700978765447	11.2656315272181	11.0254284704134	10.8442698108766	11.5149966733897
ILMN_2622829	8.99800448915092	8.95814199636702	9.09089017335796	9.15971375409437	8.91280204604958	9.16084073160824	9.42317299161661	9.35222366862914
ILMN_2745954	10.0901572550176	9.56557159204602	9.49429324375476	9.35476773323501	10.6082037583574	10.4060170813535	10.2400884432867	10.4251715725343
ILMN_2734060	8.7574007191081	7.93399214376131	8.32376146274574	8.60636444835244	8.89617563666099	8.40325637666748	8.61601522361324	8.32745939918227
ILMN_2725317	10.9665733132136	11.0755428258875	11.1344165332218	11.1460130006908	11.0937717570109	10.9528200400591	10.767824123075	10.88950415354
ILMN_2919489	9.29262498103746	9.01182573787507	9.48271535309818	9.67014568371487	10.0480193698282	9.76599245676394	10.1914113606843	9.819725435648
ILMN_1252407	10.721523900733	10.4469807819236	10.6588745370922	10.9588347021276	11.1034067438789	11.0111457345595	11.2361065256148	10.7858099302403
ILMN_2803878	5.98291738926083	6.19137356192066	6.27261019124858	6.17058590993539	6.32609230202587	6.26416907216052	6.40205063827493	6.20198701850214
ILMN_2646001	6.8959143705279	7.22762905876407	6.98306969908431	6.97130701304282	7.20687065379748	7.20530416495969	7.06076104061251	7.00997903602187
ILMN_2642876	6.57569156318748	6.41346408287171	6.33594816336842	6.3571735114327	6.55408051908732	6.4350411295758	6.46160375926887	6.71870607469716
ILMN_1238142	10.1397915737366	9.5870184018742	9.39991385741045	9.25320536644886	9.72872861800166	9.20825277301104	8.80858411062427	9.24838000499491
ILMN_1225594	8.96246457791002	10.3381600249829	10.7172428640482	10.8813091052561	10.1134104415177	10.323630569053	10.1724211327694	10.3104994631696
ILMN_2503787	8.15226943910946	8.11293068232501	8.45383473889767	8.52037947190574	9.00164417888761	9.15509697150252	9.5178992808864	9.34533915402447
ILMN_1221251	8.11852357785198	8.81275952168155	8.87889190748352	8.53759067655968	7.15043211000908	7.41638344531589	6.93536780842713	7.41638344531589
ILMN_1243561	8.26950109994415	8.71728404061757	8.24293059743174	7.75505864506948	7.87232966937501	7.75919270982358	7.1044669263599	7.7132970633529
ILMN_1257630	6.62494805002288	7.00551929036575	7.66293303816469	7.92563157934555	7.37551583313591	7.14588630482615	7.40008392068299	7.14352084384826
ILMN_3144761	7.83858649442483	8.20729410509193	8.13586040850959	8.1175823277167	8.26051130021066	8.61481914620602	8.0695489870624	8.3205166630895
ILMN_2604806	8.00648170164768	8.29907828450024	8.37774802398225	8.35741718550486	8.56255483119472	8.97183763115534	8.36448401198979	8.32278827074495
ILMN_1231340	5.45390832479206	5.42211814069587	5.47694130386148	5.36557724155066	5.47642733816211	5.46900111025275	5.55896458713247	5.56998552096655
ILMN_2595200	5.5494340668166	5.62388013691481	5.82335940552209	5.86215116024552	5.84689640064462	6.34038877558444	6.13409428245992	5.98602591868646
ILMN_1217406	5.44912131853245	5.59197716792995	5.68623041678119	5.77613133451971	5.42911683425725	5.62388013691481	5.61356262956988	5.56609659514382
ILMN_2737979	10.1781578892773	10.3121034115138	10.0771461267048	10.0266784582055	10.7241857561714	10.7547193657957	10.1813900458498	11.027790172114
ILMN_2607450	7.81971990809077	7.61749804532966	7.75542064977482	7.72176149692299	8.05983606969969	8.12836603458277	8.04783185893007	8.18549950812085
ILMN_1233987	8.78607024256622	9.28211898445505	9.91527710344219	10.0192815512576	7.17629072957293	7.98156078904722	8.76105630149757	8.55179855939377
ILMN_2617920	6.04037249893044	5.81476410107236	5.80210928351867	5.79397727238493	5.7585235172598	5.68961960734623	5.94099976032	5.87792506621018
ILMN_3118081	5.61392638050676	5.72702236963366	5.7450287394959	5.68742005721986	5.76400734000202	5.78549847018824	5.67173859007275	5.96510496163303
ILMN_3043178	5.65385823133172	5.71987754308575	5.71548728093433	5.67567880230543	5.73224114456354	5.69121239799588	5.38634546086205	5.80268834738283
ILMN_1258737	6.72232666651509	7.02447967608191	6.82541021592999	6.2975768970596	5.80826781404869	5.9390159831951	5.82962085502367	5.78637827499585
ILMN_2661005	8.97486428634412	9.64857439693883	10.28472608615	10.2373855058609	8.77346950485122	8.93611424135218	9.09512988848232	9.09914947551991
ILMN_2674655	8.10043882221371	8.27505204951245	8.13999502800319	7.89405014235462	7.74652784109267	7.48981926677554	7.38633200877652	7.17611840795462
ILMN_2647669	7.69762962345201	8.01601730411561	7.97970563256254	7.49180039692332	7.22414485095726	7.35548875159794	7.21832189907608	7.12410282556462
ILMN_1220508	6.68126009597149	7.15443511127184	6.90390247703131	6.84411952986732	6.72985503927283	7.49332299452546	6.83162287601518	7.24702115461786
ILMN_1234299	6.39183079610864	6.34976972702894	6.20426232555552	6.05944981292669	6.6677502501679	6.41668605479174	6.44022936176595	6.41444544313512
ILMN_2637066	8.84263527897608	9.02006466894497	8.88030032207292	8.73358190475731	9.25056510824357	9.24119460444268	8.87626387719491	9.22045747421692
ILMN_2849359	9.38571914836054	9.51230531749046	9.30474223391965	9.05225685971229	9.57325697280945	9.66822995128823	9.55158068656031	9.59529368825712
ILMN_2614983	5.5837538501891	5.46977407517935	5.5320661102792	5.33654753042873	5.61575365375812	5.74893990506525	5.62304258137846	5.57061995825657
ILMN_1259814	5.8673434896229	5.87864853382347	5.77269023612155	5.84874974180482	5.80076264327786	5.67766217930957	5.81038812125758	5.7994457005362
ILMN_1237830	5.31227340129562	5.42294988033423	5.62700631974923	5.70064216676405	5.54919703744118	5.53577358423324	5.60118438174842	5.59111395839309
ILMN_1254950	6.1797550119068	6.47546063044788	6.21328513465333	6.22747005418094	5.96122182609159	6.46160375926887	6.38600105659574	6.56345008030598
ILMN_3142224	13.4864107590897	13.2801449277659	13.4008943753547	13.4307281598051	13.9075878236312	13.9023414304801	13.6152610429096	14.1166306846296
ILMN_2636384	13.6517247133518	13.5042181222731	13.4675325092505	13.6152610429096	14.163851008015	14.1427466725471	13.710282463152	14.1528403646758
ILMN_2455397	7.40262540622171	7.72176149692299	7.86338276401229	7.74224399536767	7.96470525029446	8.15894438492994	7.91293266132779	8.3314143429101
ILMN_2738655	5.55940592501814	5.70269663662807	5.41455442552668	5.39816021220885	5.40498982323717	5.46805654593135	5.30675005309783	5.40246143553742
ILMN_1243516	5.40405264748289	5.59391954729539	5.57490776412433	5.37389842554266	5.48565311610546	5.55538062023187	5.52548157978476	5.71836320173037
ILMN_2517566	5.5120498973744	5.49136161466199	5.40984811315596	5.69017677767294	5.59018457355214	5.47001231235208	5.46585324201977	5.53885267131822
ILMN_2427971	7.98978865017673	7.74579556578835	7.42775271000462	7.17315592322753	6.58201319679186	6.3616612804229	6.57751261143921	6.62181252827388
ILMN_2488405	7.6524055561653	7.19481138529465	6.77852069827977	6.60730821075243	6.67628153228164	6.21834045186121	6.65085063295017	6.42497812756339
ILMN_2710151	7.84338539645968	8.21740152924839	8.35262838791274	8.35695033472074	7.6460302251859	8.08986727303787	8.50654665488926	8.52838461162829
ILMN_2960474	9.01682085551091	9.22601907106781	9.39799805341356	8.91173516761935	7.9692426044345	7.9275465790876	7.39376851199619	8.06206476172709
ILMN_2759652	7.9561602813934	7.37253100381004	7.56016457367448	7.51671971144025	8.18171903395796	7.91613623334737	8.15226943910946	8.12302193691618
ILMN_2955214	10.880529325081	10.4481915621446	10.1263041920352	10.2636996556009	10.9167056861896	10.6556605196216	10.3996397546924	10.9846677578927
ILMN_1235811	5.60662910455561	5.65999268247452	5.70731409030054	5.59296973827949	5.78815360565294	5.64434179132594	5.70023266267308	5.83907611338652
ILMN_2441625	5.85238512343925	5.76630481796395	5.75013230571245	5.74321179412942	5.69549515669343	5.86661034214989	5.7264493467402	5.57939023917594
ILMN_2464955	6.03601273621704	5.99007817385723	6.08881290607412	6.27122480014275	6.18439912537924	6.08709633955287	6.24074430669108	6.19060325579075
ILMN_2694430	5.96649065717609	6.54544048222889	6.55259918946564	6.58082164579136	6.12863870975692	6.10154983585311	5.78725600882103	6.18018466819422
ILMN_2476881	5.80046116982143	5.69166745730677	5.64989926415262	5.6122442630737	5.78629230539454	5.39387344880807	5.41894281399016	5.556115267053
ILMN_1252597	8.18417297361686	8.29559504303528	8.14424379082189	8.25250796906663	8.42601808099266	8.27885427368794	8.13199151586328	8.0870944959344
ILMN_2972929	7.44685543603046	7.07263802846075	7.05882110163328	7.24371037108638	7.30587444600212	6.82761173343684	6.8208745918171	6.32270635416154
ILMN_1229416	7.213319574723	7.11973952355685	7.05360975689415	6.93819197365953	7.06112408381228	6.53315710478214	6.68847402318519	6.87495461375995
ILMN_1228053	6.0622492073848	5.98196167879331	5.93135635151166	5.92951573288852	5.99510590308217	5.90738063795639	6.22301883522033	5.82497964116305
ILMN_1233522	10.8905833942962	10.527266597691	10.2976293503976	10.091984821551	11.040858791702	10.8774864111108	10.5038853522616	10.6217486706066
ILMN_2506537	6.15267431739085	6.07375745134609	6.10730538727569	6.06315541220762	6.21521933418319	6.01667217217944	5.85496008340214	5.90974769717517
ILMN_2422360	5.61056162154589	5.99652164838059	5.74409589020255	5.6718320177276	5.48104584540892	5.61281329426375	5.64070052450291	5.46329262432195
ILMN_1231457	5.66743972230357	5.47855353266725	5.63671204956376	5.920888533288	5.72007711148692	5.54557942668442	5.79932757329881	5.49554755221424
ILMN_1242212	7.78781344900459	8.08503540178654	8.19880088280505	8.14813830362312	6.51192780212345	6.76028644187067	7.10785045362035	7.11886452482279
ILMN_1223282	7.77322164408098	7.93275650995449	7.65950370502583	7.64396907624505	6.90057718353646	6.83593889703628	6.89049610815164	7.12493757386913
ILMN_2714787	10.4506054392323	10.5508145904568	10.1134104415177	9.9805748916094	10.152820524031	10.0500639508767	9.58542282639017	9.64407954225268
ILMN_3000080	9.54559014089496	9.95300048318088	9.7687638301318	9.65828245517421	9.14035807039801	9.79887016808195	9.45257250222701	9.65552596037587
ILMN_2629375	7.47427206365957	7.70965819073834	7.82448958953886	7.69337744442588	7.54956290511587	7.40008392068299	7.1742637130242	7.46012236892011
ILMN_2863437	9.57090663685976	9.44724670860525	9.62444383033317	9.40276142145183	9.19528601225849	9.06217198004533	8.44426955418682	8.94248060014122
ILMN_1233220	8.22273604695358	8.38935514130939	8.19228165511981	8.26810386208849	7.84891293679736	8.04853196602216	8.01101335163905	7.83656546621803
ILMN_2790512	7.43587826485783	7.59415064883522	7.84935638473173	7.92771078780791	7.17117779865406	7.52913359000459	7.7760815280588	7.42817160495555
ILMN_2739128	6.36404666763048	6.62912879471584	6.85307893971663	6.81293140200112	6.56803641931708	6.451777752981	7.13747585816784	6.53235588632342
ILMN_2513451	9.74182329734217	10.2940019286015	9.9991855597094	9.72948239368047	8.83602762532914	9.43395310941017	9.19471826304473	9.38693469648656
ILMN_2664522	6.54057635737317	6.97506881693924	7.08608671863511	7.02888142054856	6.36870115763533	6.708915867557	6.85484929780543	6.80803554930487
ILMN_3159695	5.74029013704468	5.8929022237858	5.75817640134522	5.85743434645888	5.82383570546779	5.94785261752121	5.86058410897616	5.81112807354014
ILMN_3080273	6.03042370574816	5.98248714547825	6.08829692336686	6.07553760486277	5.92603575242075	6.02635340750061	5.79168548588721	5.72081062084126
ILMN_1221838	6.91669353995963	6.37673486159489	6.23815702356321	6.26501651447498	6.02045358551583	6.09068385196039	6.03979495483701	6.17834460936426
ILMN_1255697	9.87615617014433	9.0810771693685	8.85762136478712	8.77506445528238	8.65378376339331	8.24697889066001	7.86338276401229	8.00999813457073
ILMN_2515726	6.88858489377423	6.38554078828749	6.34734637775221	6.98757284367749	7.34848108261377	7.22543931014339	7.03545510893462	7.22986798968269
ILMN_1247864	6.99377737537398	6.53143653532304	6.77813749799417	6.86923256135786	7.17736746049257	6.75866620068871	7.12944312144789	6.72798178481173
ILMN_1220589	5.95895383038201	5.77784394619697	6.01491285135837	6.11618117446195	6.0208142485697	6.138960365895	6.11328574389615	6.22962546039286
ILMN_1227693	9.53076745338712	9.58614317706892	9.47424818010454	9.90265753924314	9.27128553981799	8.76991179431495	9.68601690693011	9.60662213274901
ILMN_2756686	8.9560276030091	8.84015815533065	8.71989406078811	9.22325643108646	8.56649815048702	8.56458056650873	8.55219702272186	8.51178684325843
