liver_hcc4.4_cells_myc_on	liver_hcc4.4_cells_myc_off_24hr	liver_hcc4.4_cells_myc_off_48hr	liver_hcc4.4_cells_myc_off_72hr	liver_ec4_cells_myc_on	liver_ec4_cells_myc_off_24hr	liver_ec4_cells_myc_off_48hr	liver_ec4_cells_myc_off_72hr
ILMN_3129762	5.55477343576897	5.82052267867076	5.79968111662951	5.69605910721951	5.7194403668476	5.72396470595366	5.85560711569645	5.64898072762482
ILMN_3053158	8.96473986437235	9.76063009844354	9.90774523315651	9.71528849676546	7.94254500100966	8.64399044433503	8.53333883430049	8.99748609163203
ILMN_3138439	6.85627762534885	7.03184922041308	6.77905446256897	6.77697219036512	6.84940420952616	6.88691714532911	6.6343899032269	6.77697219036512
ILMN_2699522	7.8236754120141	7.51336421208388	6.90418511112603	6.76856094806696	8.97183763115534	8.83569512264964	8.97215534819985	8.24499881420118
ILMN_2420956	5.76283821369798	6.02475125614587	5.96052364140233	5.68806927014966	6.84881618916111	7.85333918883531	7.17462588028933	7.95461705931952
ILMN_2674315	5.58232559597277	5.64539256298324	5.69070901338603	5.6389993781878	5.8034221836526	6.19988301690809	5.96801982547772	6.12905038937801
ILMN_3134844	5.50329454562079	5.51961164426561	5.60990743834182	5.57186748579927	5.73005481220309	5.95928921534242	5.85064667615172	5.9924355280904
ILMN_2795751	5.6751346387827	5.71083632024648	5.70511143721223	5.57615397243382	5.65119064257676	5.68016894506617	5.57208887928115	5.64658369385234
ILMN_2599686	5.94512280833233	5.99109702463707	6.06455392233468	5.94592923768725	6.05950873211606	6.2975768970596	6.31275333374665	6.50746391201623
ILMN_2646631	9.56055242243735	9.63859142071297	10.1926156892477	10.1492392929221	8.01300122442559	7.97617672747865	8.53961879072667	8.05361348998509
ILMN_1241756	9.98837717607099	10.2706134728168	10.9366952592293	10.6831298300022	8.38487832606612	8.37456249183618	8.95297055341864	8.13336752758363
ILMN_2614692	6.88269096010182	7.08922813401735	7.01692915707255	6.99644185219554	6.47584942952072	6.49182979260907	6.436855013419	6.61523145704156
ILMN_1248267	6.91884773716196	6.80306527642402	6.36702668945083	6.29219127815066	7.48223752070774	7.51397062321687	7.18203363455257	7.3728253473722
ILMN_2459045	5.78913501483219	6.05165446228138	6.03806620326881	6.15671334954382	5.55745363045993	5.75164477644062	5.80035115093938	5.60100062562867
ILMN_2631591	6.49301049490288	6.77877390783175	6.53822690538178	6.13627578853403	5.70145611322818	5.7662706248478	5.50067699070128	5.70610793184107
ILMN_3146603	5.59246425072525	5.53152034247282	5.58129264025879	5.67041707825161	5.44975750343016	5.47997564100976	5.553024559904	5.55474692555908
ILMN_1228314	5.50190436317901	5.58270618811994	5.32991802615272	5.30605261842627	5.49845449020083	5.44532678200889	5.2983011255223	5.33443750404975
ILMN_2963091	6.5168504804521	6.20716051075011	6.56027726549752	6.74786714958533	7.51364874883634	6.16024033702922	6.50892328582857	6.23986444272057
ILMN_2630039	6.56067592553067	6.75591393839692	6.49211085485355	6.27392576219211	6.06364110048936	6.20272174476771	5.64732537577473	6.18167911091981
ILMN_2461898	8.04042761306424	8.67529695480152	8.52700981391837	8.05578498616782	7.28506809454362	7.36480888621742	6.95895980248141	7.19973441864471
ILMN_3161959	9.78997997592554	7.62055552926334	7.32458235212581	7.61778801837396	8.75560841906438	7.9352925876391	8.42000451108001	8.21853060415412
ILMN_2647694	7.01508981693434	7.72593947254825	7.14800683538705	6.48685868759978	6.12854862709593	5.99056594949541	5.86469403250328	6.09637972513263
ILMN_2445236	5.78057795450557	5.82445146531313	5.66957883523175	5.7642847422467	5.92951573288852	5.92480998037151	5.67208209530706	5.93191274376237
ILMN_2742757	6.30922244445664	6.23287668924758	6.26570465252607	6.37443945834557	5.81000032364592	5.96287550677913	6.17244296065173	6.19543643512539
ILMN_1224945	5.97315901364227	5.99784285518689	5.83884625152611	5.87911489500383	5.89192617370837	6.03950000958908	6.07616287035785	6.07746810867401
ILMN_1246821	5.72799558163185	5.97115679086853	5.73069500685942	5.76061999475603	5.72423364293646	5.70937859552622	5.69101459088778	5.60808926761336
ILMN_2706129	7.09691237520633	6.30672201000662	6.38554078828749	6.33926332121134	7.60309571392883	6.82149258914356	6.90705950126506	7.16793378578637
ILMN_2659317	8.50859349962546	6.8171370174078	6.04905585660876	6.06675703595907	7.96195086066218	7.1590568165157	6.91025821037105	7.00933891351424
ILMN_2630910	5.30675005309783	5.29031122808079	5.47581370903834	5.57344046212591	5.51465997424859	5.44500780831447	5.27099204416707	5.32268089509002
ILMN_2673268	6.52624416766805	6.27592760359431	6.42540959964756	6.69919926492146	6.2939862140901	6.4211395674551	6.54681346996094	6.40050450027192
ILMN_1224022	7.62112548767204	7.56924774500477	7.52691721780961	7.31403732987312	7.12253852103245	7.39187724777338	7.6460302251859	7.30739118222368
ILMN_2686320	5.73695573195937	5.98551218517043	5.82550733751341	6.00398843645014	5.66086524207917	5.73063941252873	5.63000754399836	5.70770909849181
ILMN_3137956	6.03131311485361	5.98428235767466	5.9714025537964	6.12375852407853	5.94222080490043	5.91297365061118	6.14977879240905	6.20040498897071
ILMN_2536776	6.613757037995	6.85358003926558	6.71200358034161	6.66376751995119	6.55107125909666	6.94064732402251	6.89998220703041	6.885700277456
ILMN_3060538	6.6261665978369	6.69975618350558	6.49700548701553	6.36215038444252	6.18244520688766	6.34439982260689	6.27310198330222	6.60602789722016
ILMN_1250338	8.61807637264725	8.99748609163203	8.70823923543683	8.37525158317326	8.44957932565553	8.67787152177786	8.48354292896684	9.0147500048886
ILMN_2826191	6.53799905041165	6.33969704238525	6.37559287249147	6.54268386832844	7.31599352975612	6.8939523565615	6.97097354808143	6.97683101520895
ILMN_1251585	6.12206863981366	5.84029405977467	6.03813220429006	6.33980514060521	6.41171536592483	6.21737829889534	6.28981793881201	6.45447053536836
ILMN_1218474	5.70781544164533	5.91827832049492	5.84329677402746	5.73923238274898	5.84583095713713	5.75544814072586	5.98522278270467	6.02194212745145
ILMN_2600983	5.62937705811459	5.67190573675606	5.49333526491038	5.41168990499833	5.61339558350399	5.52414013351585	5.56361126625667	5.52409365584498
ILMN_2476189	5.37290975467839	5.45007221114511	5.34017141200243	5.34624604518835	5.51343484323049	5.46387891390122	5.3788388802312	5.60375265871884
ILMN_2626922	5.51961164426561	5.52403639925272	5.43791649066296	5.57034945701988	5.44413960762345	5.60560363264783	5.60050779401592	5.44545048640967
ILMN_2657414	6.3280776446312	6.22783012982533	6.38637210596888	6.29029542147271	6.43431522059237	6.27807835211785	6.08244606754035	6.73529030663193
ILMN_1220312	5.79175352357415	6.10671347013122	5.79445281056765	5.66693933114931	5.90913623522243	5.87883012553896	5.89085433870679	5.90481670433075
ILMN_2419858	5.80351595343224	5.95115495401396	6.12482087514211	6.05977447399472	5.83401377118778	5.81952126914922	5.95727132333014	6.00117796412001
ILMN_2471979	5.60089781453204	5.55538062023187	5.63595100021079	5.62008273546805	5.55072412527518	5.57770483980017	5.67601015418213	5.5244389499613
ILMN_2518785	7.01903480840587	7.33059918140294	6.78831414204515	6.90329576361676	6.93472112048677	6.88480280002808	6.72954242126872	7.01532806988965
ILMN_1246132	5.56267818207392	5.46291034114017	5.50464597300293	5.56463051141898	5.50256380180312	5.51656732301581	5.4977154229875	5.38649208908231
ILMN_1231138	8.7123715025499	9.05582080333493	8.92860268421828	9.04748454079754	9.39113312718113	9.85096959602006	10.1938789068248	10.3289791961964
ILMN_2673776	5.93464847525454	5.64180950206357	5.68934330045746	6.05894507513241	6.13171769909894	6.0266651046211	6.29724386098963	6.09753305585344
ILMN_2624477	6.07548091441507	5.82974045951625	6.1680756140327	5.89759452017802	5.93864706740691	5.87969746610649	5.70737614749861	5.77227204307388
ILMN_2836137	6.02237352830903	5.74446514649909	5.89427856136711	6.11527852104811	6.07978134584382	6.17453857396124	6.64683546865553	5.69844988967787
ILMN_1214485	6.33969704238525	6.22613116503468	6.48946490315138	6.53614908965813	6.24074430669108	6.22063453145369	6.34291254376864	6.40093889287333
ILMN_2743503	8.04200766958684	7.88280648950467	7.84338539645968	7.78035825041805	8.98124017686738	8.83788373264601	8.40325637666748	8.64399044433503
ILMN_2794796	6.78813172406815	6.70207061930772	6.86114098277666	6.94158451772778	7.90966361402352	7.94499537530865	8.24725940045317	8.20773499944342
ILMN_2953596	9.55982170956876	9.04221637736433	9.05741977570374	8.90217818146388	9.92297103925446	9.48173418102811	9.57037946303374	9.69443432974939
ILMN_2734152	6.61990148089936	6.35852059427093	6.57272064952401	6.53531284343003	7.57196372410956	7.35468146446624	7.71620264808221	7.44784147526079
ILMN_2791963	8.4570847165359	7.94778857731922	8.10882662008595	8.44293421987019	9.6531400904421	9.4911813854774	9.92077516155631	9.30474223391965
ILMN_2723931	9.21689118118512	8.78544498901189	8.98915998074698	9.29461210533056	10.196747034182	10.2145979481046	10.4373706750725	10.2554583923073
ILMN_1253173	5.85147562167546	5.89393093044358	5.83498953693394	5.92853427516487	5.72524480393689	5.8105917166593	5.65427595421692	5.96077429137793
ILMN_1246502	5.8809902783141	5.95352311866009	6.05921027177623	6.05112626572925	5.84501905959223	5.79677371971947	6.01173806355812	5.6410113858002
ILMN_1239863	5.57910025269368	5.63807604612475	5.53700700984085	5.63848116720297	5.60678235550748	5.61600290555723	5.63982483024255	5.64726014119911
ILMN_1214572	5.44929542542107	5.52669676235353	5.44518779331751	5.56400098194933	5.43284376996641	5.5296657391683	5.74670362255431	5.57893029986294
ILMN_2976448	7.86084806590209	8.14784076650662	8.6596498002747	8.93728531354393	8.36970813402487	8.93889546167707	9.37016836819944	9.38121741585417
ILMN_2584027	6.18018466819422	6.05033555375394	6.13471957850671	6.28773703211168	6.56885572102895	6.19258576279609	5.78234218212852	5.92960402217082
ILMN_2629663	5.8557974538552	5.65560213166244	5.87426335525757	5.68880647015231	5.79659619673417	5.76203089865993	5.86333646909086	5.74934630953622
ILMN_2774507	5.85772815932345	5.94674135636347	5.73348779051241	5.58475340749932	5.54609844356793	5.41408643010432	5.53166743671474	5.44432653479189
ILMN_2870864	5.86571267402955	6.29969417049616	5.92142082855918	5.80132051682789	5.67875712817052	5.62773088735324	5.76620286574578	5.74960851226244
ILMN_1214364	5.4858897114892	5.4884602593517	5.50246693803949	5.53587729428933	5.6050386786749	5.59782868822418	5.63530445822776	5.8539829574404
ILMN_2525152	6.75391288634299	6.87586728058527	7.01937722705192	7.04096460193996	6.66261339007761	6.5159553421768	6.40276331305218	6.17657844334297
ILMN_2739163	5.76860691296568	5.71148279236606	5.87053145220213	5.78350583035471	5.58840549099773	5.68850091409733	5.63102404550583	5.75859820006285
ILMN_2881039	7.07893786942002	7.39309824188247	7.84590547161923	7.8249668526829	6.5672832881388	6.51569364966089	7.22095770795791	6.87139071813061
ILMN_1225363	7.67674113093232	7.81971990809077	7.82152455749439	7.54249989762776	7.81353767580345	7.9489740434186	8.12610791513131	8.25371839286211
ILMN_2451486	6.18813044833196	6.33609920037292	6.1586097639465	5.85584967412033	6.40997638179248	6.25073975822094	5.90645477577269	5.939559939075
ILMN_1237621	7.39266968074694	7.20830082078158	7.53388684378111	7.58101100386152	8.29084740960421	8.28923898166356	8.30580281298181	7.97727104975313
ILMN_2650893	7.77891218852556	7.72742920813189	7.31929073847192	7.11444810659116	7.0970765076321	7.06849400950567	6.54195562485638	6.95048430727081
ILMN_1232473	6.04471393595564	5.8392049220926	5.7559618764309	5.89829168485072	6.21394513743548	5.97214450380701	6.14089000746428	6.08355152676089
ILMN_2908933	6.19648405059491	6.09173619192063	6.03438633955473	6.23020407032771	6.08907444420155	6.01800005186227	6.3698149881608	6.36386561874595
ILMN_1258998	6.55429400912188	6.42335199685655	6.20716051075011	6.00729264789853	6.13073314962171	6.29263402183765	6.33348017734889	6.71366012845497
ILMN_1235857	5.48458189473066	5.58038637839942	5.65643469573836	5.65198189364588	5.83892029271917	5.67477837416591	5.39467078782572	5.71403019653875
ILMN_2890019	6.07034781224146	5.98716394384267	6.00442386214722	5.80200924866769	5.72890907639946	5.82144057727544	5.57432255903362	5.40761961993941
ILMN_2814127	5.5973406570724	5.69027446729373	5.47741384006547	5.74174626243165	5.63536504756847	5.62656795864813	5.52707983883447	5.79293293026567
ILMN_2524992	5.82190985990897	5.83011078371352	5.63355472347937	5.71196339672423	5.6951698863985	5.6449354989162	5.61172863125493	5.62686553024554
ILMN_1232396	5.6707854309225	5.71318705006311	5.76984326405423	5.69994835519709	5.81489195928319	5.80326217327881	5.53619611326176	5.70937859552622
ILMN_2731735	5.47220285980073	5.61630799468468	5.54052120418173	5.41981253099026	5.47752591920124	5.41711043290515	5.45711423289674	5.52783900281118
ILMN_2925653	5.34409578113611	5.54354421475602	5.61487018781396	5.49172420981567	5.5469536708888	5.48030253016065	5.49264644058018	5.62140986044057
ILMN_1256943	5.66961203276801	5.55600625533174	5.64201453266975	5.49224237109371	5.42742259793573	5.52290098761471	5.42476751745561	5.368991352536
ILMN_1219174	5.41660556357414	5.53309039251547	5.53143331862223	5.43888759944938	5.45726102574373	5.54526441264067	5.43080452631635	5.54597578019092
ILMN_2524986	5.61105992336768	5.77265983906371	5.55327816660105	5.64963342079225	5.65020703671315	5.85912421988722	5.3567557515447	5.58594158552802
ILMN_2868480	5.64307822315843	5.31542118008172	5.50489778264446	5.44598094171446	5.47109379274495	5.39534189184073	5.50683001090287	5.52075872026231
ILMN_2741790	8.15602276253588	7.3011454242623	7.41174707495292	7.67391482728326	9.19656210916069	8.07983594799255	8.52812113896141	8.39749639723266
ILMN_1250359	5.6819900691616	5.63536504756847	5.78218040631716	5.7848077950246	5.6810823954667	5.78833314938936	5.83801881115335	6.13575981160597
ILMN_1224670	6.29070583023302	6.23106773317161	6.43566624013466	6.32161204243066	6.53912008663675	6.21507541449315	6.5067769831863	6.25475778525857
ILMN_2707452	6.0469604610522	6.21828714223724	6.39131970757618	6.1754206067336	5.92694626199	5.83413165279596	5.69882247337486	5.90397213935588
ILMN_2422615	8.69766350214502	8.33346214201744	8.2774704863924	8.2382241522863	5.51448162641651	5.82001160646759	5.4350503418113	5.6713157374786
ILMN_1220101	5.69851719103924	5.52590451103132	5.42821392752487	5.55698526404144	5.50641704124797	5.48877406732536	5.65082285154856	5.54979640964758
ILMN_2662322	5.64212160506627	5.54377266470501	5.62274828261831	5.54473234687196	5.62937705811459	5.79572380418769	5.62792782686843	5.98898858630402
ILMN_2702508	9.70181116529691	8.63509180397183	8.85066665323767	9.25491082952916	8.98645271221698	8.06561168974218	8.42673496938881	8.28522695776188
ILMN_2737008	6.08881290607412	5.88756340905064	5.86835081667395	5.98522278270467	6.01274676473287	5.97247123616285	5.90693976662654	5.88026363688646
ILMN_2707043	10.2065151797513	10.9846677578927	11.1274880318458	11.3664860109466	10.7951107473689	11.3143288951668	11.429987455844	11.3202572504806
ILMN_1250555	10.739368940025	10.6439363247502	10.6748880638357	10.5508145904568	10.6121489280316	10.8827836441463	10.8244425904662	10.9997454101939
ILMN_2725035	7.64291046377385	7.23032924269921	7.30974679117973	7.27620770687324	7.57534088626567	7.67829325869531	7.97341583036642	7.8191079543892
ILMN_2611244	9.65787261942168	9.26870614357572	9.28578700182285	9.46950573151131	9.69007586786224	9.26870614357572	9.88360584922442	9.44488185099195
ILMN_2933530	8.30126199524588	7.71059182115412	8.08444899773246	8.11003150783693	8.17958687287091	7.94049830902181	8.29639941619754	8.18962166562363
ILMN_2745993	8.88274131433212	9.20630994952296	9.45651366752896	9.59733518608366	7.13011335809323	6.89430583399362	7.05119221588945	6.97130701304282
ILMN_1255063	6.29433316905556	6.35033873640302	6.9628916685721	7.06165578799838	5.57893029986294	5.73466637259248	5.96052364140233	5.65498631388264
ILMN_2944301	7.93704868057927	7.15812605819289	7.27658041098683	7.5473855290993	8.52486670106982	7.46674579004112	7.64930001465827	7.26808964712674
ILMN_1254786	11.6570828199271	11.6661192371441	11.0628774890217	10.9431197165033	11.6107157470475	11.9321427630861	11.6570828199271	11.8727434066576
ILMN_2659950	5.78138459979947	6.28199079268611	6.13409428245992	6.02237352830903	5.79092259305871	6.02145746274083	5.84583095713713	6.11618117446195
ILMN_2687040	7.63015225098083	7.5189190512365	7.47910927502856	7.05664692665776	7.53500868671018	7.22324768110721	7.14352084384826	6.94716161034364
ILMN_2846198	8.78094594499817	8.58091644096027	8.29427077249313	7.88521361500831	8.53724009905252	8.22562915569281	7.57609853726724	8.14656803935113
ILMN_2846194	10.5578311495307	10.423897595972	10.2338924030222	9.85816485707052	10.4430734310108	9.86493164113699	9.3171827931354	9.36483853596449
ILMN_1234901	6.54343900504242	6.64952965279896	6.50484605404571	6.36084192776992	6.8074302590425	6.91476317337266	6.42742159221143	6.57843721018423
ILMN_2888181	11.7541802788694	11.9681963468032	11.6404515856783	11.5560042333242	10.7353349488628	10.7947548720366	10.2877485907405	10.7770011770803
ILMN_2583318	6.28660130747041	6.44178082883526	6.30358880218244	6.14356660701293	5.92811039536912	6.03668654371627	5.89077929866271	5.7284242550511
ILMN_1229746	6.32248299744848	7.12798813245892	7.29591055719701	7.37756183266874	5.94980996431301	6.94974997893179	6.92682538006697	6.80136092258424
ILMN_2947526	9.36665945943878	10.4813796775048	10.6658116660317	10.7917513058891	7.83004516517551	9.90469298303355	10.0095218546374	9.58614317706892
ILMN_2824167	9.71580180104181	8.89509528871043	8.59040506425749	8.67686381155524	9.88554742568838	8.93002568133993	8.49431094680457	9.14183081220887
ILMN_1239773	7.22827180543412	6.0208142485697	5.82836818558269	5.87181947404946	7.20220648862278	6.22962546039286	7.28012988100776	6.38612609429392
ILMN_2637295	6.27527668927731	6.37589060927844	6.00990904782339	6.09833435908638	6.47701149369565	6.41746508659592	6.27019112157711	6.06737858801931
ILMN_2643355	5.71304576151354	5.76672772510864	5.67255348154607	5.82781870712278	5.80660839188338	5.76354330202383	6.00675967752976	6.0946038500162
ILMN_2685487	8.45189422075879	8.61913056461233	8.68674912553981	8.93213501022299	7.96569714324992	7.79041659751918	7.89512157622761	7.84181905723004
ILMN_1244297	6.22129976192738	6.18901014509329	6.35554184994709	6.18398724202638	6.45908069777302	6.55245133210142	6.8167189396105	6.26937469849361
ILMN_2918469	7.12932913092446	7.48824355022656	7.27690208749079	7.30340039267264	7.65369322540476	7.9982617314244	7.65195650114087	7.83242683787716
ILMN_1237028	6.92487083361497	6.65350677626635	6.67678385881599	6.67818320248768	7.18617974755451	7.32803847543197	7.36599013758081	7.6396461296847
ILMN_2669280	7.83157714980391	7.78189562436672	7.9261736644758	7.8155225948248	7.89546061954117	8.26913258319727	8.45957885208817	8.46466545944625
ILMN_2684279	11.2868157545551	11.4527712768437	11.5762877579371	11.4367880466639	11.6073176554323	11.8779349635289	11.517687224891	12.168555897221
ILMN_2739033	12.0271095911937	12.1553618646325	12.1731749551271	12.2653601937541	12.5146498007605	12.8914118765914	12.7468870444341	13.0202518989258
ILMN_2998976	6.19102152378564	6.59132746205369	6.41777244730776	6.34783185603761	5.77667927305709	5.65050329107125	6.04965105003609	5.73423667062645
ILMN_2773936	9.91951096326795	10.721523900733	10.6461427391217	10.6868810665964	8.75793489680021	9.15479143793014	9.21190952122666	9.25862980548982
ILMN_2964522	6.88921465009255	7.17076707915179	7.21862813481799	7.22447180037229	6.55440677667894	6.7055349719212	6.41882018803638	6.55107125909666
ILMN_3009440	5.44852705873252	5.57483674994816	5.62556431065335	5.64311283001375	5.55349260096459	5.49845449020083	5.7268195713637	5.67976790605044
ILMN_2691735	5.69605910721951	6.00494166164314	5.98341295023145	5.79084308284959	5.94367663822444	6.18478215964714	6.10695336398378	6.3641671864293
ILMN_2801385	5.70141903110416	5.80332617955797	5.66411806718029	5.62077095072019	5.90953773511576	5.87702882830972	5.70458538843763	5.856670999344
ILMN_2737713	8.55328254469867	9.94146336694852	10.1331124557056	9.3393527384368	6.98223182452413	7.71215105976278	8.06237640824991	7.57059223876613
ILMN_2723965	8.62416510987489	8.24116769531738	7.15745772301355	6.64079883923581	5.52599276917789	5.89689414326175	5.70056660730009	5.69317008735787
ILMN_2674351	7.09527503473651	7.30777811323674	6.85812042300007	6.6133106901692	5.58963103664752	5.74660081306799	5.80416516778935	5.69141293491844
ILMN_2917471	5.5933152228969	5.50038950532585	5.48936013066919	5.50824220257611	5.67542151380728	5.58460151881213	5.37068636074397	5.62419435086009
ILMN_2589640	5.79773051420531	5.56037582779488	5.53070514594475	5.65187278878533	5.6851539905726	5.53726022449652	5.56110885272439	5.63971288500804
ILMN_2440868	6.40721487862215	6.50292695317948	6.20011156388947	6.16482342891233	7.16226593724673	7.23032924269921	7.23615319114389	7.3175511103634
ILMN_2765015	8.4714280554975	8.09634850525807	8.00020096300218	7.95931388059647	8.16271520639104	7.86710580674398	8.15634921064129	8.10441994526484
ILMN_1377920	14.8658115500104	14.8213176500289	14.8066869951946	14.8658115500104	14.8370094323472	14.8658115500104	14.5408039921128	14.8370094323472
ILMN_1244894	5.74413670278247	5.72089220523961	5.88647683406933	5.80819565875715	5.96276693762692	5.88492482848617	5.6160708557919	5.9485088949459
ILMN_2588052	14.7860852326378	14.8066869951946	14.8658115500104	14.8066869951946	14.8213176500289	14.7195163667449	14.6733897583227	14.8213176500289
ILMN_2971559	5.81305311979547	5.97867994628401	5.84970067848982	5.89887720372403	5.72973510106561	5.93748937830597	5.86248809056077	5.98716394384267
ILMN_2666990	5.52092254750033	5.67052153228572	5.72280408235598	5.83892029271917	5.65050329107125	5.70922149114183	5.84311294718172	5.79429124980872
ILMN_1229042	11.479067264678	11.6650565567517	11.3309483807194	11.2414038258837	12.4417792898082	12.4365081608877	11.98649053266	12.1428452123042
ILMN_2708644	12.3572097088076	11.9280497841368	11.5560042333242	11.5714762466129	12.6065534711451	12.5762003797923	12.4449325340943	12.1994581022105
ILMN_2874853	11.4983719888807	10.7131471915924	10.3002008176697	10.1544342409942	11.1274880318458	11.3002943536741	11.1509329502475	10.8340482926239
ILMN_3061673	6.2142737747743	5.80200924866769	5.90832049923146	6.2611847441235	5.94615143203722	6.0551575230757	5.946244704854	6.022013587913
ILMN_2624018	12.4897761625026	11.9621328954262	12.0741334328876	12.0741334328876	12.7066809297557	12.1967531805265	12.4945869287621	12.2855603662158
ILMN_3139168	8.53995755020637	7.77794706750829	8.13888855806306	8.43853556435261	8.83052546663326	8.1279165113306	8.22986835009417	8.03207480100782
ILMN_2703844	9.85001694365865	8.76047362887661	8.59371758314757	8.8850471670277	10.2940019286015	9.44752671442158	10.060556417142	9.49771060356315
ILMN_2777282	13.9485611537079	13.7336073610252	13.6044786369447	13.7539518578049	14.4674632221138	14.2434230039383	13.838471106551	14.2273658716478
ILMN_1239110	11.7924339477226	11.7466636844077	11.9250368404553	11.8334512826067	12.207083623105	11.9410196749512	12.0888635841144	12.1056178456276
ILMN_1252294	10.9892460890632	10.8025629126915	10.8319857724616	10.6879245730281	11.3588508899084	11.0201195674807	11.1327626199772	10.980202069264
ILMN_2589181	11.4237405180855	11.3571696315174	11.4590857607238	11.3002943536741	11.8161393216786	11.5064107333316	11.5064107333316	11.5266233911515
ILMN_2431150	6.15273246470916	6.22051613295494	6.24856853980468	6.1797550119068	6.56933035274746	6.68595116548798	6.59691558091948	6.43710345228086
ILMN_2849985	6.05490565849527	5.88698726695437	5.86998781251461	6.07516891664484	6.46044416220573	6.04120858812635	6.4516429488711	6.13306284271994
ILMN_2917280	5.69388852142303	5.68495065369928	5.65977977514947	5.60387551287628	5.61767245852152	5.66947852939005	5.36727534587816	5.56457777533456
ILMN_2904339	5.87254250019469	5.55825592282711	5.64564006089421	5.7231950774888	5.60054826888966	5.62412254074168	5.5306239247533	5.45852501806007
ILMN_1214753	6.01262252774956	5.79044797492488	5.93682833274144	5.93464847525454	5.93439557409409	6.03013470284991	5.9485899851922	6.12087086511267
ILMN_2720663	5.75548128940914	5.71075495714649	5.66353302138508	5.64187343053292	5.71815335883075	5.5734850739899	5.55520037103604	5.79339135164866
ILMN_2913222	5.84547913660148	5.74850557855676	5.90585178183093	5.93755002274932	5.55902823930155	5.59157672477052	5.4196436769188	5.55630164881505
ILMN_3108021	5.68627163876539	5.66289253208593	5.73887167873829	5.79479234763155	5.68857298206763	5.84165859548663	5.55686624280169	5.82378976360919
ILMN_1249844	5.57820272828825	5.5159072403508	5.56570774980501	5.57241973096949	5.31683854211041	5.57992061123618	5.62388013691481	5.43590636444025
ILMN_2928498	5.42241946571416	5.21137433108995	5.48628417889489	5.30788817438674	5.52332083334031	5.48052453498576	5.56698212716804	5.45200289287721
ILMN_2653462	5.30470569394371	5.50394548068909	5.56400098194933	5.5525217852589	6.25780927439061	6.53379054233486	6.97745438172657	6.96174789772732
ILMN_2866901	9.27182762416913	10.1059001790124	10.2940019286015	10.4565161316449	5.84305473465263	5.85855957392513	5.82996965261373	5.54590487152478
ILMN_2645165	10.4889705265572	10.4985816051555	10.656387879218	10.4635432753133	9.07403573261835	9.41057028149055	9.13115424715863	9.16130704324848
ILMN_2899174	8.77203908277786	9.16205925667076	9.17855726725502	9.0297370843973	7.93147401776367	8.08503540178654	8.06028184040239	7.41838309285325
ILMN_2613306	5.56276540178848	5.83855808483968	5.5075291836713	5.64875385972807	6.91692995326696	6.82450521445217	6.46495638520321	6.72424868664285
ILMN_2419854	5.41313652518229	5.46059063711984	5.23261207460368	5.44313779057106	5.60969280753877	5.52115040571454	5.55600625533174	5.53971286248633
ILMN_1256246	5.76546158210074	5.65095916911232	5.60059208751416	5.65287733918853	5.55360737016047	5.53275869367561	5.67997535151664	5.48870760019628
ILMN_1244460	9.81479144529299	10.173185255833	9.53120978908883	9.254252824165	8.27015099133945	8.17878490462786	7.80311884316816	8.09862786142753
ILMN_2818879	5.77363237573045	5.64057823620467	5.88716104784362	5.94373664226834	5.80877225315495	5.59761035342419	5.57814146420349	5.64710871940823
ILMN_1217493	7.51033258032848	8.27885427368794	8.63826158534991	8.61316184309523	6.77108634994197	7.02888142054856	6.93442641879192	7.15653654989511
ILMN_2691352	7.44204827047421	7.89626147849115	8.32635409197684	8.31828057011555	6.46715259908066	6.41784483736554	6.84254396272572	6.64409877658311
ILMN_2757641	10.1510885925411	10.3295693228892	10.6217486706066	10.7626566188243	9.89604801887352	10.2706134728168	10.4641787761841	10.0844187178531
ILMN_2698443	8.2159038181404	8.52037947190574	8.33295565183927	8.39101105293561	7.70282962880588	7.91905011975481	7.21201333891617	7.57078357018969
ILMN_2716212	6.11035225417045	6.32161204243066	6.50244366589941	6.70945431524599	6.14015117395676	6.46585832206245	6.54128940074768	6.82300744500454
ILMN_2681212	6.17410276223142	6.27339550468354	6.21559252637184	5.937208132492	6.45139228234356	6.29126303806052	5.98742979166021	5.92550207168924
ILMN_2694758	8.02691656830587	7.81196915084709	8.02915793084867	7.99394114906163	7.90523844039791	7.97003425751476	8.30357220432037	7.73433628304904
ILMN_1242217	6.04272402594363	6.00134752955027	6.05536042570398	5.60876848153029	5.9057056865767	6.20818886943582	5.60746828798511	5.77426407021183
ILMN_2634222	5.61379756637476	5.54989996345139	5.60395278734257	5.65778428893143	5.52715195253707	5.41313652518229	5.55971622262729	5.6308159911009
ILMN_1223140	7.18791852292524	7.038232448714	6.87630577580913	7.09016602339244	7.43780397512647	7.44244572165254	7.24213205768237	7.27247711013919
ILMN_2604097	8.52898498736656	8.22860888333692	8.7110199384879	9.08603959971344	9.34975703511258	8.57322955960959	9.2371209699029	8.83788373264601
ILMN_2930364	8.12052515633493	7.84181905723004	8.10771911934885	8.51866230156388	9.02785942606453	8.33629605379639	8.62280139587106	8.31755806310746
ILMN_2669441	8.77610764910463	8.35980160180754	8.61505469717934	9.13663327677385	9.45651366752896	8.6061065559437	8.90319885110721	8.77738839869858
ILMN_1254721	5.70293667842986	5.54440903315399	5.6344975066747	5.44078741949526	5.56245301179352	5.4930669740612	5.48823686103143	5.46194627288607
