,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Ap3s2,888.007070691164,0.997256066852864,0.223227565014915,4.46740893394803,7.91726965977839e-06,2.56617850627122e-05
Chtf8,4385.9001342246,0.921879136710236,0.2064079845876,4.46627602358122,7.95929064835059e-06,2.57935118652721e-05
Fam122a,271.724732066618,-0.855059906896917,0.191527351964461,-4.46405450642553,8.04230911256978e-06,2.60580296471596e-05
Ern1,623.602138710171,1.11276627485311,0.249276466312659,4.46375006564687,8.05375040290199e-06,2.60905774449359e-05
Tcea1,3833.07952918295,0.790990025845732,0.177216502650844,4.46339506788777,8.06711134221299e-06,2.61293316940413e-05
Xndc1,637.617349393317,0.75262217289764,0.168636354815149,4.46290942790105,8.08542354578875e-06,2.61841068527545e-05
Mphosph9,1064.55873539686,0.832542054659847,0.186615886195603,4.46119203609888,8.15050111348501e-06,2.63902833177272e-05
Macrod1,386.561497579999,1.3274784349346,0.297775798925886,4.45745571701061,8.2938163131767e-06,2.68496679502788e-05
Dgat2,173.879851882278,1.62749011941405,0.364998718771611,4.45688538425719,8.31590354048826e-06,2.69165087059552e-05
6330537M06Rik,62.6745470475638,-1.65524659828395,0.370949311825449,-4.45510936226574,8.38504409228403e-06,2.71355998338868e-05
Cnksr3,329.916522583118,-1.1400985700383,0.255916883674685,-4.45440927277186,8.41244927643107e-06,2.72195748835215e-05
Selenok,1593.93097103916,-1.22216793297017,0.274413725512433,-4.45362740292166,8.44315696373299e-06,2.73142046901862e-05
Gpr4,25.4795855514608,-2.32156194019973,0.516076249732268,-4.45234707528923,8.49367289835477e-06,2.74728717198602e-05
Bckdhb,575.619192271044,1.14904647268295,0.258082080309205,4.45200430050546,8.50724618257163e-06,2.75120131348124e-05
Spata5,762.281734874122,0.668450120565939,0.150174242292075,4.45110373974403,8.54300566950458e-06,2.76228776742857e-05
Nampt,2610.46699812823,-0.8055915397397,0.181023739798017,-4.45017000165942,8.58023423319365e-06,2.77384531368545e-05
Obscn,15.6822647812945,-3.35775928658216,0.735937447672594,-4.44986192337344,8.59255143607269e-06,2.77734683135182e-05
Cpped1,281.280491727084,1.27888469479265,0.287412712084745,4.44892590453863,8.63007792708971e-06,2.7889940580906e-05
Hdgfl2,1532.11504922167,0.690986139858432,0.155324825168836,4.44862213983495,8.64228996585243e-06,2.79245776576445e-05
AC159196.3,33.7930622464337,1.9156870425487,0.428852152656298,4.44838001351135,8.65203582650053e-06,2.79512355335295e-05
C3,287.494000274359,-1.52935842353525,0.343762293089077,-4.44777274344239,8.67652536672732e-06,2.80255068404367e-05
Tmem229b,1148.93750286137,-0.80686449744504,0.181424703746415,-4.44730704034877,8.69535076337944e-06,2.80814602413683e-05
Nt5c3,834.456094404998,0.971188753928085,0.21839613329232,4.44678926519399,8.71632692398098e-06,2.81443389568556e-05
Ostf1,1997.17396161791,-1.03585717909883,0.233030018347836,-4.44509977682067,8.78510849464035e-06,2.83615292203029e-05
Senp1,1934.88503165104,0.718905484055931,0.161735791068211,4.4449152815427,8.79265090536131e-06,2.83809762988424e-05
Ppp1r35,613.603617473391,1.16668162698922,0.262486260442502,4.44449226788686,8.80996762876887e-06,2.84319608036714e-05
Pigr,24.4817175855666,-2.95791130582063,0.651143186961059,-4.44383331803703,8.83700770935949e-06,2.85143019820821e-05
Hmox2,1224.1198352165,0.650241569653416,0.146325791188828,4.4437658080922,8.83978246190211e-06,2.85183315088018e-05
Exoc6,1197.50588030531,-0.618905948546329,0.139278229078201,-4.4436248096353,8.84558037991158e-06,2.85272150027093e-05
Zfp871,594.94857156597,-0.774296397151069,0.174243518420202,-4.44362460251672,8.84558889939004e-06,2.85272150027093e-05
Gm16083,15.2010338201865,-3.16352769546432,0.675592332668346,-4.44339171780852,8.85517318748092e-06,2.85531973258853e-05
Gm37123,50.3447039659839,-1.66320979989002,0.373545980978714,-4.44320122759948,8.86302012224516e-06,2.85735696161186e-05
Tstd3,330.472647237909,1.36562620621236,0.307323546383659,4.44294486459818,8.8735910687806e-06,2.86027153301898e-05
Erp27,17.5954370765233,-2.80399727598934,0.613697158039843,-4.44211898883043,8.90772745496187e-06,2.87077976212765e-05
Mybpc3,15.104476577498,-3.15358475373347,0.673864269354199,-4.44182392818999,8.91995375865469e-06,2.8742244102672e-05
Vwa8,959.616309660878,1.07542738067344,0.242206821972954,4.43999211297085,8.99621746826552e-06,2.89829871167754e-05
Ap2m1,5946.52466810197,0.661762672391606,0.149059808744805,4.43957116208011,9.01383068811366e-06,2.90347262547667e-05
Gm26577,17.8690547259057,3.32424893258201,0.713876105517077,4.43941804798328,9.02024538114335e-06,2.90503818590708e-05
Hsd11b1,233.353811127307,-1.51588219757926,0.341391617621455,-4.43865230050399,9.05239177242661e-06,2.91488886690008e-05
Ltbp2,16.8443730436784,-3.56400844070647,0.767272006165244,-4.43855332278779,9.05655487751008e-06,2.9157270302461e-05
Tbk1,1592.98776662684,-0.616998967223496,0.13901228665486,-4.43842026528442,9.06215429638871e-06,2.91702724156405e-05
Gopc,807.296033125739,-0.949672390889464,0.214044374198705,-4.43667284292867,9.13599821339792e-06,2.9402905219596e-05
Slc39a13,301.544109964538,-0.796976970389821,0.179656807625758,-4.43581715534008,9.17236787639479e-06,2.95148731477173e-05
H3f3b,25198.5465862861,-0.918623369696301,0.207125917536336,-4.43509266135738,9.20326946732564e-06,2.96092103761145e-05
Eef1b2,17865.4108414496,0.871640136702437,0.196583421845969,4.43394118152008,9.25258790514451e-06,2.97627565162213e-05
4931406P16Rik,1316.66506705331,-1.01109781463444,0.228034888382464,-4.43387103325604,9.25560053470486e-06,2.97673237640852e-05
Lbhd1,260.201467788586,0.906673730808672,0.204511964236693,4.432995331448,9.29328791365069e-06,2.98833891634924e-05
Mfn1,626.655407184699,0.831177875195796,0.187656372361853,4.42914230316524,9.46085850548583e-06,3.04169937397256e-05
Xpnpep1,1051.61426566877,0.718062404026319,0.162176632869487,4.42760625593838,9.52846364685577e-06,3.06290775879063e-05
Lims1,1505.11050068924,0.739537040536201,0.167075512282695,4.42632672706324,9.58513088648635e-06,3.08059348473849e-05
Gclm,547.000191097909,1.26695230891129,0.286263215619955,4.42554545829928,9.61988953674996e-06,3.09123307345805e-05
Tfip11,1957.39577439744,-0.566292219475276,0.127960931215204,-4.42548833693318,9.62243558450645e-06,3.09151966028608e-05
Zfp11,73.8234048235119,1.45154124958948,0.32776642277539,4.4246189778297,9.66126471899134e-06,3.10346126389187e-05
Ccdc25,523.93744500573,0.748888087534531,0.169252421442312,4.42456963015913,9.66347327102691e-06,3.10363725661148e-05
Fbxo44,102.142108877203,1.18814633414911,0.268528323466621,4.42314528502234,9.72742800347058e-06,3.12364092709384e-05
Lats1,1428.75302120862,-0.649647881575492,0.146880523884492,-4.4229336507983,9.73696505448673e-06,3.12616629278994e-05
Nmrk1,203.355864367767,-1.51229939450647,0.341830815330032,-4.42265573178984,9.74950271906633e-06,3.12965400749967e-05
Rasgrp1,3783.31525163595,-1.39277867096519,0.314937727887234,-4.42233335507091,9.76406530758158e-06,3.13379042647076e-05
Ndufs4,667.537162514462,0.991614211384019,0.224266151385008,4.42145108025245,9.804026257643e-06,3.14607566499124e-05
Dynlrb1,1397.90656639315,0.678946242480101,0.153590353536097,4.42046904214407,9.84868950044621e-06,3.15986537465819e-05
Ccz1,1204.03002157587,0.736649793416351,0.166654499249213,4.42017806386439,9.86196051711166e-06,3.16358015970305e-05
Higd2a,1312.15400533498,0.759629761556486,0.171855629158222,4.4201196850655,9.86462512971884e-06,3.16389186630025e-05
Gnpat,2243.72378574546,0.767728863391612,0.173746622033685,4.41864363712348,9.93222607463767e-06,3.18502699225984e-05
Ubtf,7028.76839212204,1.04001800941795,0.23548886449692,4.41640541807009,1.00355782235165e-05,3.21721466919762e-05
Creld2,907.197971978393,0.725023180124324,0.16416443645389,4.41638558645106,1.00364985441959e-05,3.21721466919762e-05
Rida,229.815141168602,1.05175061604534,0.238119528406996,4.41635830208563,1.00377648542412e-05,3.21721466919762e-05
Gm10522,18.081777007068,-2.93944955628753,0.64479764377919,-4.41614748261439,1.00475544614761e-05,3.21980015998845e-05
Ccdc47,1596.12147389132,0.903150766261914,0.204661654803436,4.41285119031836,1.02018120209676e-05,3.26867246459563e-05
Fzd9,42.6277874340956,2.08259437642622,0.470178821651934,4.41265066940825,1.02112684714929e-05,3.27114152320416e-05
Sh2d1a,608.244976475708,1.97919103643901,0.448702541711221,4.41024659538285,1.03252970312999e-05,3.30710327708591e-05
Lrrc32,28.2787719135691,-3.03896893681939,0.689022073588892,-4.40968715886613,1.03520057564122e-05,3.31508971181609e-05
Mrpl24,1507.27238399478,0.692648291460002,0.157084613260731,4.40936735031661,1.0367303743157e-05,3.31941990159091e-05
Cds1,19.408052175405,-2.80626735617453,0.620889017418384,-4.40893050492376,1.03882350564287e-05,3.32555198646104e-05
Det1,677.91551931407,0.76430980153203,0.173380311411308,4.40819451166334,1.04235912508914e-05,3.33629897050711e-05
Proscos,57.049470997578,-1.69495408723482,0.383834636881809,-4.4078799164231,1.04387390435628e-05,3.34057523947166e-05
Mx2,52.878254108753,-2.15255055739457,0.48683292818006,-4.40586027144334,1.05364869779429e-05,3.37127897844161e-05
Nacc1,4095.9359217303,0.900299237569254,0.20436253655794,4.40538307382745,1.05597099887903e-05,3.37813111914586e-05
Lekr1,30.4996653392764,2.04048871599257,0.460702186781684,4.40492254581344,1.05821681064624e-05,3.38419046534814e-05
Klhl11,255.564419393999,-0.97480144333932,0.221272832338976,-4.4049204072444,1.05822725022712e-05,3.38419046534814e-05
Ddx19b,917.396573178437,0.814884432976317,0.18501533015142,4.40437060303414,1.06091442476957e-05,3.39220353883977e-05
Sned1,38.0803270095962,-2.19943018565476,0.496822576972257,-4.40389336941245,1.06325219101112e-05,3.3990968521736e-05
Arfgef2,2293.19207855995,-1.10511356955252,0.250956413443065,-4.40354451754165,1.06496418035469e-05,3.40384658302692e-05
Klhl3,77.4709726577137,-1.34819511942171,0.305908625271795,-4.40351641878445,1.0651021893917e-05,3.40384658302692e-05
Zc2hc1c,33.2277379263594,-2.03980339640065,0.460780901229582,-4.40330294321933,1.06615124761965e-05,3.40622224009467e-05
Smarce1,3585.3406026708,0.74498150013032,0.169186883828113,4.40329097808364,1.06621007568911e-05,3.40622224009467e-05
Pih1d2,24.5827631328687,2.75320247384253,0.61379694569738,4.40224763295752,1.07135174700928e-05,3.42206337375771e-05
Gm36931,15.076623988089,-3.4819697705739,0.730133111501208,-4.4018190693479,1.07347058821011e-05,3.42824535595672e-05
Pgm3,290.428962558831,1.14983391130943,0.26126931969538,4.4004602359847,1.08021522011346e-05,3.44919566866573e-05
Ten1,467.698608374851,0.821359244196361,0.186683352796226,4.39959307146977,1.08454056051385e-05,3.46241519225201e-05
Hira,1515.20140227151,0.956413993567292,0.21739712438495,4.39933037837727,1.08585411072141e-05,3.46601664821049e-05
Gm17641,32.7089234053263,2.71827585962201,0.611740878817904,4.3967017009006,1.0990822683333e-05,3.50764148102478e-05
Pcid2,1173.60584490158,0.882741881472867,0.200828797404457,4.39543796617355,1.1054963237869e-05,3.52750909941154e-05
Cadm3,66.6040598349471,-2.58255085231028,0.584688830674904,-4.39502726699922,1.1075885006719e-05,3.5335816813003e-05
Elk3,1390.07151505123,-1.3898965429628,0.316364735352591,-4.3931056065268,1.11742811627526e-05,3.56436491979319e-05
Riok1,1104.7069650648,0.782932295284683,0.178238243395152,4.39257250220368,1.12017256082434e-05,3.57250938383038e-05
Mgat1,2057.14197097999,-0.67223824266237,0.153060501247142,-4.39194884955593,1.12339131945397e-05,3.5821635163411e-05
Unkl,1354.87353553266,1.07563796941069,0.244938614852099,4.3914203572839,1.12612585171348e-05,3.58976878204702e-05
Creb3,572.685649488069,-0.889618784516375,0.202574436225689,-4.39141366070473,1.12616054198414e-05,3.58976878204702e-05
Aph1c,64.6617938554543,-2.54660417198597,0.578850440531365,-4.39114935392775,1.12753054468438e-05,3.59352291091515e-05
Metap1,1190.91556545334,0.701138019368429,0.159677463278572,4.39092346054101,1.12870269701222e-05,3.5963443906148e-05
Dnhd1,101.783738781529,-2.06444385873752,0.469822681640217,-4.390904584766,1.12880069534734e-05,3.5963443906148e-05
Gm16211,119.67753920905,-1.1113443693349,0.253021967564605,-4.39077933451451,1.12945116933885e-05,3.59745263482217e-05
Ankhd1,3720.91206098327,-0.913879416519999,0.208135619067144,-4.39076348152763,1.12953352566411e-05,3.59745263482217e-05
Asprv1,73.8578312480525,-1.50231085989923,0.341788483810514,-4.39066760185492,1.13003174311562e-05,3.59842617943225e-05
Recql,656.945131723192,0.725949554028055,0.165344025692731,4.39045124514153,1.13115676370793e-05,3.60139501821764e-05
Dhx37,1547.90179016916,0.974864849195895,0.222128503466103,4.38868392524842,1.14038667014535e-05,3.6301629157463e-05
Polr3b,1610.08996225762,0.815482047944305,0.185826444284921,4.3883647771788,1.14206108051204e-05,3.6348738987891e-05
4732440D04Rik,72.2107025303858,-1.53269937218813,0.348945625140739,-4.38801428688322,1.14390263171406e-05,3.64011515138839e-05
Socs5,734.028047880337,-1.15800172828044,0.263934248745677,-4.38722727871756,1.14804807555533e-05,3.6525294657225e-05
Otud3,137.528138868688,-1.37860113430756,0.314097003147346,-4.38719949330954,1.14819469265984e-05,3.6525294657225e-05
Gm38394,1425.92666745587,-0.868041611293345,0.197877268321487,-4.38670184289156,1.15082370646814e-05,3.66026961371394e-05
Rragb,170.372796620439,1.52093845637171,0.346582697370286,4.38640689874246,1.15238456387293e-05,3.66461036484963e-05
Tmem26,94.3964029848424,-1.98223397782783,0.451310740772855,-4.38513963580568,1.15911399870962e-05,3.6850408596096e-05
Zyx,2703.36966448241,-1.81819909509005,0.41461771392781,-4.38512281854446,1.15920355362217e-05,3.6850408596096e-05
Jag1,37.9009092291086,-2.33917910601624,0.530183923888989,-4.38419468072681,1.16415630642751e-05,3.70015598823532e-05
Ugt1a7c,55.5793807826169,-1.98143958274274,0.450700709485203,-4.38351143120311,1.16781518063769e-05,3.7111542103278e-05
Dcun1d5,1577.51262338619,0.892709473612325,0.203657249133089,4.38334060244048,1.16873170071968e-05,3.71343535442878e-05
Cabp1,47.5162171426733,3.2493833949259,0.730015450541312,4.38300675371395,1.17052482794296e-05,3.71850051154614e-05
Gm20458,118.212867469463,-1.48427127626901,0.338518738468252,-4.38202896636863,1.17579171959869e-05,3.73459745880013e-05
Fam174b,15.3602649841503,-3.27116367213714,0.71358276257811,-4.38102755662396,1.1812092966201e-05,3.75116746721036e-05
Axl,236.23286488477,-1.49047187057839,0.340210111076981,-4.37973872848124,1.18821686331997e-05,3.77278031916189e-05
Ighv1-74,76.3834947115036,-1.91699196053617,0.436994332404984,-4.37909990118398,1.19170496104245e-05,3.78321284472947e-05
Taz,822.341720252385,-0.736993446208044,0.16831814813929,-4.37849484145694,1.19501769254544e-05,3.79308519972515e-05
Snrnp35,133.807892942395,1.29327209258143,0.29534906231418,4.37722207074654,1.2020148864189e-05,3.81464700497246e-05
Stx1a,133.288312441434,-1.95169422156328,0.445616962008517,-4.37601516745535,1.20868607312644e-05,3.83516706632598e-05
BC005537,6989.75360529947,-0.753049983942118,0.172095632119173,-4.37575729783107,1.21011602794452e-05,3.83905252864627e-05
Tmprss11e,8.34630336285587,3.97958261465026,0.881386736210749,4.37490030518356,1.2148798851012e-05,3.85351157037616e-05
Eef2k,1114.29815195713,1.65669499044478,0.37867163568052,4.37476009084428,1.21566101131578e-05,3.85533491268975e-05
Wapl,2826.97888241149,0.668474067840973,0.152807924065991,4.37458781467047,1.21662140845836e-05,3.85772607782121e-05
Psmd8,4617.08053106805,0.792923354948692,0.181284101446022,4.37391413348982,1.22038397139547e-05,3.86900017665988e-05
Igkv8-21,261.991738297468,-1.83411071053329,0.41936374693022,-4.37177958476837,1.23237906834337e-05,3.90636574088691e-05
Hspbap1,378.798411117268,1.91006436584687,0.436835959256821,4.3713779828267,1.23464841012811e-05,3.91289539373991e-05
Sorbs3,41.5906488743106,-2.21100937242116,0.503385012313556,-4.37047009782517,1.23979332432562e-05,3.92853466231291e-05
Ikbkb,3207.97191692616,-0.618405174746725,0.141550356808595,-4.36878557652545,1.24939362062215e-05,3.95828401013857e-05
Gm45515,31.7197756309707,-1.97896199855747,0.450587446462646,-4.36869013552869,1.24993966874742e-05,3.9593427913933e-05
Mkl2,627.016477412733,-0.956189638120093,0.21888975564676,-4.3681674293793,1.25293427715962e-05,3.96815602539165e-05
Mib1,792.913647076469,0.78837167840815,0.180483941841865,4.36799884252277,1.25390157850731e-05,3.97054669615776e-05
Brox,1167.49138808323,-0.745520988009702,0.170680926835778,-4.36786508106553,1.2546695690033e-05,3.97230553533843e-05
Rpl14,19765.8994637763,0.714602609233013,0.163658707786878,4.36641724423768,1.2630110879124e-05,3.99803763922678e-05
Zdhhc8,1981.81725456663,0.936383716582096,0.214463625090681,4.3661227343333,1.26471433200555e-05,4.00275125331952e-05
Wnt10b,14.7900783850096,-3.09683940256015,0.674127120336986,-4.36571299665425,1.26708762087856e-05,4.00903766894531e-05
Ankrd39,349.772407646736,1.22972249594571,0.281658623876856,4.36570575190024,1.26712962226229e-05,4.00903766894531e-05
Mtmr10,265.467717655782,-1.10984989664774,0.254240316446131,-4.36482464252819,1.27224776209946e-05,4.02454949659392e-05
Cenpl,356.391863309664,1.04116429827815,0.238541619271117,4.36440452750094,1.27469504227728e-05,4.03160867238451e-05
Olfr1307,227.183357629417,-0.948351852324441,0.217382557769954,-4.36204986662837,1.28849491275857e-05,4.07456538486378e-05
Irgm1,527.542136276014,-1.51499284779995,0.347282180327042,-4.36188659996745,1.28945702923319e-05,4.07691802052766e-05
Pik3r5,1212.54283690517,-1.80935494271094,0.414829086207027,-4.36138851997092,1.29239640906373e-05,4.08552038041139e-05
Cnrip1,45.5498924326604,-2.58869267862037,0.590313802528923,-4.36015101244988,1.29972716088279e-05,4.10799947737839e-05
Apc,1550.68816023499,-0.986793119919565,0.226338962460802,-4.35972971958635,1.30223185645375e-05,4.11522001441735e-05
Xkr6,15.1039997123518,3.22508564898371,0.70551648996629,4.35924515685119,1.30511840223189e-05,4.12364460174333e-05
Ighv1-54,81.7116974614877,-1.83091855963069,0.419399858374923,-4.35910355793392,1.30596306049492e-05,4.12561589546813e-05
Surf4,4669.91507325703,0.666659243585776,0.152958234379727,4.35843253627726,1.30997289968563e-05,4.1375838300194e-05
Fsbp,27.7331948933683,2.26896294557454,0.516681069755654,4.35697852177988,1.31870202618862e-05,4.16445119422762e-05
Otud7b,888.700947293803,-0.81442640178104,0.186923776351142,-4.35690403916989,1.31915067083049e-05,4.1649569779371e-05
Agbl1,11.5950916144946,-4.10480460385591,0.810081324513846,-4.35687794248249,1.31930789819614e-05,4.1649569779371e-05
Vps37c,382.311299312131,-0.730878490647113,0.167759101382624,-4.35652309981337,1.32144752990992e-05,4.17100707422503e-05
Rchy1,1043.89490201458,-0.992623834291425,0.227981687335361,-4.35384442926532,1.33770654093856e-05,4.22161390469448e-05
AC154597.1,80.4296729485683,2.23868758093747,0.513134907947931,4.35351721077145,1.339705724138e-05,4.22720923154063e-05
Foxj1,26.1569203059465,-2.57395352835312,0.583865253283248,-4.35244391729871,1.34628317334318e-05,4.24724615574117e-05
Gm13219,20.5539447198199,-2.85098563451301,0.639570866484247,-4.35196863866916,1.34920564723186e-05,4.25574756812088e-05
Csnk2a2,2038.88191234114,0.733862071473939,0.168628379979542,4.35193156491625,1.34943386687664e-05,4.25574916268267e-05
F630028O10Rik,27.6345166851231,-2.10871342943984,0.481251869187958,-4.35062455461406,1.35750317164994e-05,4.28028292594812e-05
Zfyve1,624.534567333173,-0.716516523915471,0.164690052707504,-4.35057709549439,1.35779704210653e-05,4.28028292594812e-05
Cep44,316.204061541646,0.921988051228048,0.211912164180253,4.35056043271032,1.3579002337175e-05,4.28028292594812e-05
Htatip2,341.813028769373,0.795090169301365,0.182766749658206,4.35010150594198,1.36074528152236e-05,4.28852758286194e-05
Ppp1ca,13051.3762617351,0.834062065572579,0.191746480786376,4.34981279353098,1.36253802366034e-05,4.29345357008735e-05
Fam199x,251.177929423727,0.933488836906538,0.214588945627069,4.34973427720732,1.36302595551809e-05,4.2942670402356e-05
Actn2,86.9998931008502,2.51309230789536,0.576740403136972,4.34637513516428,1.38405781200476e-05,4.3597937718788e-05
Gm26880,77.9075416887195,1.81587346183436,0.417351059799035,4.34518189710745,1.39160300284622e-05,4.38282246717105e-05
Ptprcap,7306.04155893435,0.877975917991159,0.202062281592984,4.34506565001129,1.39234016057472e-05,4.38409570683379e-05
Atp5sl,1389.23226560505,-0.676045584382091,0.155588361179509,-4.34504416627262,1.39247643617986e-05,4.38409570683379e-05
AC121965.1,469.974911658787,0.99659484889863,0.229356139804137,4.34497589029228,1.39290960869577e-05,4.38461927731926e-05
Clec2d,381.196632019962,-1.71773872033888,0.395247607458598,-4.34494400421212,1.39311195188195e-05,4.38461927731926e-05
Tagln,41.1145498017971,-1.76273872445809,0.404875972687999,-4.34089041213174,1.41906488995415e-05,4.46555038362571e-05
Ints13,1620.64596887058,0.633720194211505,0.146003652934404,4.34042468153216,1.42207607101138e-05,4.4742726752747e-05
Bnip1,351.686237083062,0.796034778432611,0.183397746248365,4.34028898754646,1.42295454618372e-05,4.47623040100901e-05
Dhx9,9335.58904996498,0.646337819735941,0.148916871118576,4.3402545885043,1.42317732584919e-05,4.47623040100901e-05
Hk3,77.9336740925421,-1.59207553156537,0.366493536877908,-4.33922135127652,1.42988444079439e-05,4.49656912569517e-05
Desi2,884.472708286828,0.818863669808161,0.188817891552528,4.33672166654263,1.44623570086116e-05,4.54722392553738e-05
Mcu,578.718926726142,0.987992844289896,0.22786924690073,4.33560734225844,1.45358218556209e-05,4.569553821021e-05
Acsl3,492.790125134977,1.04755160651658,0.241628952212432,4.33512335040881,1.45678410588557e-05,4.57884933651117e-05
D5Ertd605e,20.2078667770675,3.15778118155818,0.705295672752697,4.3344566519841,1.46120576412218e-05,4.59197486559264e-05
Gpr55,41.4644906994276,-1.87699508264169,0.431638770507787,-4.33378150118436,1.46569652055924e-05,4.6053130922548e-05
March8,128.204054473159,1.73688989787101,0.400507421761344,4.33328672746855,1.46899585437121e-05,4.61490393719005e-05
Igkv4-92,16.9453278628885,-2.85934392403424,0.639641364672577,-4.33296351117184,1.47115500304014e-05,4.62091022719615e-05
Usf1,1332.92320902614,-0.734898030657313,0.1696364842894,-4.33213641666257,1.47669394617736e-05,4.63752867755146e-05
Etv4,39.3464122365131,3.75305781181865,0.847102696468731,4.33050230964912,1.48769585581952e-05,4.67129500158117e-05
Ankrd46,453.641490101653,0.876186904267465,0.202335844279845,4.33018176934174,1.48986309881838e-05,4.67731420356403e-05
Fkbp11,65.4197543008248,2.19242556743124,0.505071863186347,4.32968434058075,1.49323228504176e-05,4.68710416109263e-05
Igkv1-88,90.2085527955637,-1.87879014506097,0.433445452175944,-4.32846740289226,1.50150550566069e-05,4.71228151054453e-05
Tmtc2,18.5687413887043,-2.74752746169824,0.619513970849661,-4.32829115984714,1.50270729220339e-05,4.71526134721107e-05
Fam96b,715.142620636929,0.873076362975862,0.201718949914189,4.32809017513046,1.50407890943523e-05,4.71877299621202e-05
Nup210,6909.01062465983,0.896573189142872,0.207241249688171,4.32621810673493,1.5169122836002e-05,4.75823660090705e-05
Lrrc61,458.050869151494,-0.913272920326465,0.211111819227967,-4.32575229992846,1.52012165782806e-05,4.76750355145973e-05
Tmem256,466.082124682543,1.20656341932682,0.278973095434474,4.32467604427388,1.52756175701539e-05,4.79003383839943e-05
Ptprh,35.0617901006609,3.90173317234924,0.863881466970657,4.32429526216712,1.53020238872132e-05,4.79750921704626e-05
Mfsd4a,660.57921326366,-1.01321248579207,0.234319433594703,-4.32386539389525,1.53318865074276e-05,4.80606553064937e-05
Kif3c,253.406896241949,-1.09770754020462,0.253863282305782,-4.32329416713821,1.53716551752311e-05,4.81772368891321e-05
Adar,2519.37992177405,-0.931944669716638,0.215565897403093,-4.32320941478413,1.53775639850696e-05,4.81812259296144e-05
Stub1,1251.65156412122,0.832599517218422,0.192586303350717,4.3232019568852,1.53780840424929e-05,4.81812259296144e-05
Gm16091,27.0255800454565,-2.4457507192965,0.55971532801344,-4.32248127402513,1.54284181874126e-05,4.83308259310348e-05
Cyb5a,1657.79258976846,1.68239224990053,0.389265495661563,4.32181379042957,1.54751768448041e-05,4.84691771497475e-05
Synj1,775.381821209253,-0.921484795575549,0.213227175482558,-4.32150915307984,1.54965622161934e-05,4.85280246746713e-05
Mafa,13.5042543310665,-3.91100492636125,0.762847053635434,-4.32096393006378,1.55349069207333e-05,4.86399523272883e-05
Gm15987,98.9760971638461,-2.34059514069947,0.540637951240734,-4.32035032656006,1.55781688991844e-05,4.87672359391721e-05
A630014C17Rik,40.2362412547783,1.81382903077625,0.418622226096143,4.32013472205404,1.55933972970418e-05,4.88067328897025e-05
Xntrpc,112.125387458263,-1.37019917985535,0.316986385164362,-4.31991178118993,1.56091587940627e-05,4.88478849133017e-05
Ccdc138,59.5631766443856,1.41017917431593,0.32615043660494,4.31905695348054,1.56697343717438e-05,4.90292425370033e-05
Dmbt1,9.65759480471319,-3.92933729067011,0.88789775788398,-4.31826845157202,1.57258085508645e-05,4.91880840532404e-05
Pcnp,2504.01417365845,0.637611082934196,0.147654539316105,4.31824802228671,1.57272639151718e-05,4.91880840532404e-05
Unc119,1072.03085464094,-1.51996949732221,0.351967327918042,-4.31823213410526,1.5728395863993e-05,4.91880840532404e-05
Tle6,153.262151685413,3.63595337685758,0.867613158019482,4.31632456195602,1.586486616555e-05,4.96065724892025e-05
Mnat1,498.16655785154,0.859895530822989,0.199217608735911,4.31621238827474,1.58729262622728e-05,4.962347255196e-05
Nrbp2,30.222698011725,2.23316088182469,0.513920827648263,4.31613842017861,1.58782432808967e-05,4.96317927206352e-05
Fdx1,198.535722500086,1.1060354509176,0.256256921696796,4.31547971259502,1.59256678298385e-05,4.97717067009785e-05
Dram2,448.8646162926,-1.13252022179346,0.26249705087735,-4.3141312863497,1.60231710553017e-05,5.0068056153241e-05
Mrvi1,27.8390309820747,-2.34186027497819,0.539147024394274,-4.31322015573325,1.60893757704509e-05,5.0266523532925e-05
Nxpe5,30.0487292577923,-2.16566671395089,0.499382040663078,-4.3122702767347,1.61586735971164e-05,5.04745864710862e-05
Pla2g16,370.559176599734,-1.44735129879804,0.335606199363654,-4.31193010262245,1.61835599000623e-05,5.05438754967019e-05
Lhpp,172.616473693886,1.36078034649143,0.315500771983,4.31183920304739,1.6190216072625e-05,5.05562152349689e-05
Pcbp2,13444.4171451647,0.671825571410443,0.155877155597736,4.30996519566639,1.63280241556603e-05,5.09780226269856e-05
Dock4,84.3631579715067,-1.70136903873529,0.394259607900795,-4.30985029107656,1.6336510121219e-05,5.09959976040524e-05
Ddx55,714.42031635754,0.67573337802055,0.156896877259381,4.30680524976246,1.65629311828507e-05,5.16941584629756e-05
Ost4,1785.58813315031,0.842001249730045,0.195531166737907,4.30618659622345,1.66092967011998e-05,5.18302130654069e-05
Rpl23a,42382.9366445322,0.667077577541751,0.154936409951374,4.30549177321134,1.66615182849454e-05,5.19844933601578e-05
Ndufaf5,336.581508454281,1.02589919103787,0.238313959605459,4.30449470252737,1.67367296934037e-05,5.22104391988018e-05
Srsf6,9498.21248384422,0.588408148234427,0.13672409995717,4.30361396024238,1.68034352133016e-05,5.24097798233301e-05
C630043F03Rik,24.5501012485637,2.26491492306697,0.521555996983642,4.30342090887963,1.68180903233077e-05,5.24467362009509e-05
AW549877,899.129167348484,-0.785259941236531,0.182476215434601,-4.30326964640674,1.68295816231388e-05,5.24738156414483e-05
Lrrc8a,497.367899315581,-1.25695043224688,0.292085116559348,-4.30296414383338,1.68528132526215e-05,5.25374857178055e-05
