,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1700034J05Rik,0.799459415812523,-0.674764062741766,0.743971359757008,-0.823293004502024,0.410341390792021,NA
Sdf2,646.363080364824,0.177845959492682,0.216049539023282,0.823171740685909,0.410410336637491,0.515640926481887
Ubr5,4460.80336498376,0.227171991939826,0.276004923556145,0.82307218306584,0.410466946336884,0.515672614563004
Aes,12104.520045532,0.158996773872281,0.193184592577539,0.823030335944697,0.410490742514517,0.515672614563004
Col4a1,37.4996044906766,0.495757476634426,0.602852007558744,0.822926620332792,0.410549723464618,0.515712043408405
Gpat2,4.3001211086154,-0.733200720743686,0.889435463190444,-0.822830970921689,0.410604121793274,0.515745710880738
Lims2,1.53579300345211,-0.767508385418186,0.935688433896521,-0.822708846725556,0.410673583249617,NA
Card14,3.77483951659059,-0.732668729830255,0.888344139917428,-0.822680768629319,0.41068955441692,0.515818352318402
Gm16519,3.51596682976272,0.719696122350351,0.872767359162578,0.822575303231241,0.410749547730956,0.515859034846034
Med1,2777.03254478893,0.157100359272597,0.191164128966753,0.821809263611242,0.411185460632205,0.516371796381889
Bscl2,1189.88079296703,-0.147549553273321,0.17956604534892,-0.821700560606816,0.411247340043547,0.516388813099194
CT009480.1,6.11643402530525,-0.630147362824223,0.765626526275993,-0.821688383458703,0.411254272254717,0.516388813099194
Dlg4,357.504661944697,0.327996975765816,0.399334168108268,0.821351023916415,0.411446351992492,0.516595288705925
Trim75,0.758292320535287,-0.601617100433369,0.810061577876904,-0.820997600243416,0.411647635130632,NA
