liver_myc	kidney_myc	lung_myc	lung_mycras	lung_ras	tall_myc	eumyc_myc
244152	27061	53896	24117	68870	14256	20403
244416	27096	53901	241303	68875	14260	20440
244595	271047	54120	24136	68922	14263	20442
246221	271711	54195	241556	68947	14268	20444
246278	27205	54199	241732	69065	14281	20469
246691	27219	54338	242553	69165	14282	20482
246738	272428	54371	242584	69183	14283	20491
252838	272589	54394	242608	69219	14284	20503
252876	27276	54396	243362	69310	14296	20512
252966	27356	54409	243374	69329	142980	20536
26363	27360	54598	243653	69387	14312	20541
26365	27361	54613	243755	69454	14325	20556
26367	27362	55932	243881	69479	14357	20568
26373	27376	55983	243912	69538	14366	20621
26378	27410	56045	243931	69550	14367	20648
26381	27883	56177	244058	69573	14368	20652
26419	279882	56213	244091	69903	14389	20660
26433	28169	56217	244198	69982	14411	20661
26456	28200	56229	244608	69987	14415	20678
26459	28295	56233	244757	70082	14457	20688
26464	29807	56332	245877	70113	14465	20713
264895	29811	56405	252972	70235	14468	20715
26557	29815	56429	260305	70337	14469	20719
268294	29864	56448	26358	70503	14528	207278
268534	29869	56504	26364	70717	14537	20728
268566	30045	56788	263803	70827	14538	207474
268756	30805	56812	268709	71233	14561	207742
26876	30931	57277	268977	71242	14567	207806
26877	30956	57349	26900	71313	14579	207818
268782	30962	57355	269016	71326	14584	20811
269378	319176	57435	269132	71436	14586	208154
269423	319179	58185	269209	71520	14590	208198
269823	319180	58200	269233	71529	14594	20821
269831	319182	58208	26936	71660	14598	208228
270076	319183	58242	26943	71683	14599	208449
270151	319184	58996	26950	71690	14605	20849
27057	319186	58998	269643	71703	14608	20852
27061	319187	59006	270091	71704	14645	208650
271278	319192	59056	270192	71706	14667	20868
27215	319263	59093	27205	71729	14674	208691
272428	319625	59289	27261	71738	14676	20871
272589	319800	59308	27355	71795	14680	20893
27276	319876	60322	27360	71827	14682	209047
27361	320256	60363	27403	71904	14702	209086
27364	320343	60596	27660	71908	14710	209131
27400	320415	63986	29818	72236	14711	209224
27409	320709	64082	29820	72361	14714	209446
27410	320981	64817	29856	72507	14723	20947
27413	328035	64898	29869	72630	14727	20963
27421	328258	64929	29876	72685	14728	20970
277010	329828	64933	30953	72865	14747	209760
277753	329909	65086	317757	72873	14748	210126
27883	329910	65256	319179	72948	14758	210293
280408	330428	65956	319180	73181	14773	210503
280662	330657	65962	319182	73301	14788	210710
28194	332942	66158	319183	73341	14815	210762
28199	333088	66175	319184	73721	14824	210982
28200	333331	66222	319186	74053	14825	211228
28250	338320	66273	319187	74116	14828	211305
28253	338403	66353	319317	74134	14853	211331
29864	338521	66383	319387	74144	14936	211389
29869	378462	66395	319613	74145	14939	211484
29873	380683	66402	319710	74230	14960	211666
30924	380924	66610	319765	74392	14961	212032
30931	380997	667370	320024	74519	14963	212085
30951	381259	66793	320111	74665	14964	212108
30956	381534	66797	320365	74761	14969	212111
317677	381629	66849	320398	74890	14972	212167
319184	382105	66859	320415	74895	14990	212285
319192	382117	66866	320508	75434	14991	212326
319263	384071	66873	320661	75465	14998	212555
319476	387524	66892	320712	75472	14999	212647
319513	394430	66895	320717	75495	15000	212943
319625	394432	66930	320736	75533	15001	212974
319638	396184	67085	320751	75556	15002	212980
319800	407243	67122	320974	75563	15007	213019
319848	407786	67155	320981	75564	15015	213027
320191	414105	67198	327747	75568	15018	213068
320204	432732	67268	327954	75599	15024	213439
320211	433323	67298	328424	75600	15039	21353
320323	433667	67306	328734	75687	15040	213570
320405	433766	67416	328949	75784	15042	213684
320541	434197	67622	329416	76293	15114	21389
320727	434203	67661	329831	76411	15162	21391
320770	434674	67689	330721	76477	15170	213980
320940	442801	677884	347722	76484	15199	213988
321018	50490	67866	353156	76507	15205	21401
327956	50753	67888	353187	76668	15211	21416
329575	50799	67905	380683	76722	15212	21425
329828	50934	67916	380713	76820	15213	214290
329910	51813	67938	380842	76884	15223	214359
330319	52014	67971	380916	76895	15248	214424
330938	52076	68024	381270	76933	15258	21452
331535	52466	68027	381633	76954	15273	214854
338365	52538	68041	382077	76969	15284	214968
338366	52585	68169	382985	76976	15360	215095
352968	52633	68203	407786	77446	15368	215243
353170	52637	68262	407831	77579	15370	215280
353187	52670	68270	414801	77609	15375	215303
353282	52685	68311	433801	77717	15400	215332
378425	52690	68337	434246	77889	15402	215418
380712	52815	68420	434756	77976	15404	215449
380780	52829	68427	434794	78248	15412	215493
380997	53374	68453	436022	78416	15423	215632
380998	53376	68458	436062	78465	15442	215653
381110	53419	68520	442801	78977	15446	215690
381246	53422	68525	442827	80837	15450	215693
381356	53602	68606	50490	80876	15465	215748
381530	53614	68616	50525	80880	15468	215999
381531	53618	68625	50766	81600	15476	216080
381629	53972	68659	50780	81877	15478	216198
381806	54140	68728	50781	83397	15483	216344
381820	54151	68753	50876	83436	15484	216441
382044	54381	68764	50931	83679	15493	21652
382051	54447	68870	51801	83921	15511	216527
382053	54473	68875	52150	84004	15512	21673
383295	544963	68922	52250	84094	15531	216799
385643	54634	68939	52357	84506	15572	21682
394430	54683	68947	52589	93691	15894	216848
394434	54720	69094	52637	93694	15900	216859
394435	54722	69165	52685	93732	15901	216892
394436	55927	69183	52829	94214	15902	216984
404195	55938	69274	53315	94249	15931	217030
407789	55983	69310	53318	94281	15932	217124
414105	56012	69329	53320	98496	15936	217262
433375	56018	69387	53328	98660	15937	217306
433752	56046	69454	53374	98878	15939	217356
433904	56078	69524	53376	99031	15944	21753
433943	56089	69538	53420		15945	21754
434083	56185	69590	53612		15950	217684
434197	56213	69816	53614		15951	21769
434204	56215	69903	53857		15957	217826
434402	56315	69982	53896		15959	217835
434674	56336	69987	53901		15975	21813
435565	56357	70082	54120		15978	21817
50490	56358	70110	54195		15980	21819
50500	56367	70113	54199		15982	218203
50702	56368	70510	54338		15985	218215
50758	56373	70717	54354		16019	218311
50765	56379	70785	54368		16069	21834
50799	56398	70827	54371		16071	218518
50880	56445	71063	54394		16098	218695
50908	56448	71233	54396		16142	218699
51811	56468	71242	54409		16145	218793
51813	56473	71326	545007		16147	21888
51875	56485	71436	54598		16149	21897
52076	56494	71520	546546		16153	21898
52466	56535	71529	54725		16154	219094
52538	56690	71660	55932		16155	219105
52585	56700	71673	55963		16157	219148
52633	56717	71684	55983		16159	21929
52639	56727	71703	56012		16164	21935
52670	56736	71704	56045		16169	21936
52815	56786	71706	56047		16170	21939
52829	56838	71729	56175		16172	21946
53328	57319	71738	56177		16173	21981
53412	57344	71827	56193		16175	22033
53415	57394	72236	56213		16176	22038
53791	57440	72310	56217		16178	22041
53972	57443	72630	56233		16181	22110
54135	57740	72685	56278		16184	22153
54140	57742	72865	56312		16190	22214
54150	57764	72873	56325		16192	22248
54326	58176	72930	56332		16194	22318
54357	58185	72948	56405		16197	22323
54381	58187	73301	56429		16205	22325
54418	58208	73341	56430		16210	22329
54447	58210	73390	56448		16322	223332
544963	58245	73721	56504		16329	22344
545288	58799	74013	56743		16331	223701
545366	58810	74116	56788		16337	22371
54608	58866	74121	56812		16348	223753
546143	58875	74144	57277		16362	22378
54634	58998	74230	57319		16363	22379
54636	59010	74392	57349		16364	22409
54683	59020	74453	57355		16365	224224
54710	59038	74665	57435		16391	22441
55927	59048	74761	57436		16396	224598
55946	60455	74895	57764		16400	224840
56017	60525	75434	58185		16402	224860
56043	60527	75465	58187		16407	224912
56048	60533	75472	58194		16409	224938
56078	622404	75495	58242		16411	225020
56175	626870	75533	58996		16428	225028
56188	631037	75556	58998		16438	225266
56219	632778	75563	59006		16439	225523
56295	63828	75564	59056		16440	225609
56297	63873	75568	59093		16449	225638
56316	64291	75599	59095		16451	225845
56358	64293	75687	59289		16452	225849
56369	64297	75689	59308		16476	225922
56373	64406	75695	60322		16477	226075
56388	64918	75784	60344		16478	226101
56398	65086	76293	60363		16480	226122
56428	65113	76477	60533		16490	22625
56441	654812	76507	60596		16495	226251
56448	65969	76668	63986		16500	22670
56473	66052	76722	64082		16502	22678
56490	66105	76820	64817		16504	22690
56494	66114	76884	64898		16506	22695
56508	66116	76895	64929		16512	227091
56535	66153	76933	64933		16513	227094
56541	66179	76954	65086		16517	227120
56629	66214	76964	65256		16529	227154
56720	66259	76976	65956		16541	22724
56791	66273	77446	65962		16542	227326
56794	66329	77609	66102		16543	22751
56812	66333	77717	66141		16548	227612
56876	66346	77889	66158		16553	227671
57279	66388	77976	66175		16565	227693
57342	66397	78248	66234		16570	227753
57429	66451	78408	66273		16578	22780
57436	66469	78416	66353		16581	227929
57439	664862	78465	66383		16582	22793
57440	66496	78560	66395		16590	228140
57443	664994	78787	66402		16594	228357
57742	66510	78977	66569		16597	228852
58170	66522	79235	66610		16598	229003
58176	66552	80290	667370		16599	229055
58239	666009	80837	66793		16600	229323
58799	666048	80880	66797		16601	229445
58805	66616	81600	667977		16612	229499
58809	666168	81703	66849		16619	229534
58866	66650	81877	66859		16627	229541
58992	66725	83397	66866		16628	229615
58998	66753	83558	66873		16633	229898
59010	66790	83921	66892		16635	230073
59030	66795	84004	66895		16638	230088
59083	668253	84094	66930		16639	230257
60525	66841	84506	66938		16640	230451
619326	66847	84652	67085		16641	230514
619973	66849	93694	67102		16642	230594
620807	66859	94214	67122		16643	230738
622307	66887	94249	67155		16651	230761
622402	66901	94281	67198		16658	230787
622404	66904	98660	67268		16728	231125
622434	66948	98878	67374		16780	231532
624219	66970	99031	67416		16790	231637
625018	66990		67468		16835	231805
634650	66998		67495		16848	231834
63828	67041		67580		16854	231931
63959	67043		67622		16880	231932
64008	67046		67661		16890	231986
640530	67092		67689		16891	232065
64291	67131		67742		16905	232201
64385	67155		677884		16918	232210
64406	67171		67808		16922	232227
64697	67198		67866		16923	232288
64898	67210		67888		16952	232333
65116	67283		67905		16963	232408
65956	67345		67916		16969	232413
66107	67419		67938		16985	232430
66113	67420		67946		16988	232599
66116	67432		67971		16992	232685
66129	67442		68024		16994	232801
66184	67452		68027		16997	232941
66206	67460		68041		17000	232943
66255	67473		68169		17005	232984
66259	67474		68203		17060	233079
66268	67547		68262		170625	233080
66270	67579		68270		17068	233081
66277	67602		68311		170706	233781
66291	67623		68420		170716	233890
66325	67636		68453		170733	233895
66358	67680		68458		170740	234353
66397	67713		68519		170742	234796
66425	67723		68520		170743	234797
66427	67732		68606		170744	234836
66438	67758		68616		170752	235416
66469	67800		68625		170757	235461
664799	67826		68659		170770	235493
66496	67830		68682		170772	235582
664994	67861		68713		170776	235587
66536	67863		68728		170779	235952
66540	67876		68753		170786	236047
66552	67880		68764		17079	236312
66599	67887		68870		170829	236451
66603	67892		68875		170834	236573
66612	67893		68922		17084	236727
666168	67894		68939		17086	236915
66627	67914		68947		17095	237029
66734	67938		69065		17096	237256
66753	67974		69068		17101	237339
66795	67993		69094		17105	237459
668047	68027		69165		17110	237611
668253	68055		69169		17117	237759
66847	68059		69183		171171	237890
66885	68070		69219		17118	237898
66895	68090		69274		17119	23797
66901	68097		69329		171207	23801
66904	68098		69387		171210	238317
66940	68112		69454		17122	23833
66943	68126		69479		171283	238333
66948	68151		69524		171285	238412
66972	68178		69573		17131	238418
66990	68226		69698		17132	238427
67042	68241		69816		17133	238447
67043	68263		69903		17135	238448
67072	68311		69982		171504	23849
67102	68314		69987		171508	23859
67125	68344		70082		171543	23871
67131	68347		70110		17155	23882
67155	68348		70113		17167	238871
67171	68352		70235		17210	239081
67226	68371		70450		17221	23912
67247	68396		70510		17228	23936
67432	68416		70717		17237	239556
67442	68440		70719		17258	23969
67452	68472		70747		17260	239845
67460	68526		70784		17261	23994
67468	68631		70785		17268	240034
67469	68636		70827		17289	240120
67470	68671		71233		17295	240168
67475	68680		71326		17301	240261
67477	68738		71436		17312	240283
67512	68755		71520		17341	240354
67528	68775		71529		17342	240411
67608	68777		71660		17346	240427
67623	68842		71690		17349	24055
67636	69046		71703		17355	240590
67664	69090		71704		17356	24064
67701	69123		71706		17381	240667
67732	69129		71729		17385	240726
67758	69134		71738		17387	240754
67815	69227		71795		17388	24083
67838	69276		71827		17395	240869
67844	69288		71860		17470	240873
67867	69358		71865		17472	241062
67876	69379		71904		17474	24108
67880	69386		71908		17476	241230
67894	69454		72236		17533	241794
67912	69574		72278		17537	242248
67916	69698		72293		17540	242570
67923	69742		72630		17684	242584
67939	69754		72685		17691	242662
67974	69824		72865		17769	243371
67976	69865		72873		17772	243374
67993	69993		72948		17829	243420
68041	70004		72972		17857	243423
68054	70008		73301		17858	243428
68059	70059		73341		17869	243431
68090	70129		73385		17872	243433
68097	70209		73390		17873	243439
68098	70316		73721		17896	243451
68126	70355		74013		17912	243453
68161	70456		74053		17913	243461
68180	70484		74096		17921	243655
68195	70494		74116		17939	243725
68255	70495		74121		17948	243813
68312	70503		74134		17951	243910
68314	70510		74144		17952	243958
68338	70549		74153		17957	243961
68352	70551		74230		17965	244091
68364	70652		74257		17966	244144
68371	70757		74392		17969	244183
68396	70772		74558		17970	244209
68404	70827		74665		17972	244418
68440	70979		74685		17977	244668
68444	70984		74761		17979	244891
68465	71279		74868		17996	245007
68469	71306		74895		18003	245446
68472	71382		75434		18007	245536
68473	71538		75465		18011	246256
68526	71562		75472		18015	246709
68591	71564		75495		18018	252974
68607	71661		75533		18030	258051
68631	71664		75556		18034	258503
68728	71670		75563		18035	258505
68755	71685		75564		18037	258507
68777	71706		75568		18053	258508
68817	71707		75599		18073	258600
68818	71733		75600		18081	258659
68832	71743		75687		18106	258693
68842	71755		75689		18109	258753
68861	71764		75695		18124	258831
68910	71777		75750		18128	258835
68922	71853		75784		18129	259301
68929	71862		75991		18131	26362
68938	71900		76073		18143	26364
69020	71904		76293		18145	26377
69053	71911		76411		18163	26395
69068	71973		76438		18173	26401
69129	71985		76477		18186	26408
69134	71998		76484		18190	26410
69142	72002		76507		18213	26412
69146	72039		76668		18218	26464
69187	72040		76722		18222	264895
69202	72269		76820		18227	268288
69215	72273		76884		18330	268512
69288	72399		76895		18378	268721
69352	72433		76933		18406	268747
69379	72503		76954		18412	268752
69536	72621		76964		18438	268759
69574	72685		76969		18479	26888
69638	72747		77446		18507	269023
69772	72748		77579		18514	26903
69786	72899		77590		18516	26904
69809	72972		77609		18546	269344
69834	73095		77717		18550	269346
69861	73102		77889		18574	269356
69863	73132		77976		18578	26972
69865	73176		78248		18583	269799
69993	73453		78408		18600	270035
70024	73652		78416		18604	27007
70061	73724		78465		18611	270084
70113	74008		78560		18613	270118
70155	74020		78787		18626	270160
70337	74088		78977		18636	270163
70484	74129		79235		18640	270198
70503	74143		80281		18645	270201
70524	74147		80290		18646	27027
70693	74155		80837		18647	27029
70726	74156		80859		18671	27056
70772	74182		80880		18679	27083
70789	74183		81600		18703	271221
70984	74309		81703		18704	27218
71145	74318		81877		18706	272382
71302	74320		83397		18707	27274
71361	74325		83558		18708	27278
71373	74338		83679		18711	27360
71519	74340		83921		18712	27375
71538	74440		84004		18715	27387
71562	74478		84035		18718	27399
71564	74577		84094		18719	27405
71648	74580		84506		18725	278180
71660	74769		84652		18726	28169
71661	74770		93674		18733	28240
71664	75007		93691		18739	286942
71670	75104		93694		18751	29809
71703	75396		94214		18752	29815
71706	75400		94249		18753	29869
71724	75512		94281		18754	30838
71743	75552		98496		18762	30928
71753	75578		98660		18763	30936
71754	75600		98878		18768	30938
71755	75734		99031		18769	30948
71756	75735		99412		18782	30955
71760	75785		99543		18783	317757
71761	75909				18791	317758
71773	76000				18792	319236
71774	76051				18793	319387
71775	76187				18796	319535
71779	76252				18806	319638
71830	76253				18816	319707
71839	76260				18823	319710
71853	76263				18830	319711
71898	76279				18854	319816
71900	76299				18952	319829
71904	76432				18985	319832
71907	76459				18987	319880
71911	76467				18991	319997
71918	76491				19009	320007
71956	76560				19017	320022
71973	76574				19024	320080
71985	76654				19041	320127
72040	76884				19057	320170
72058	76897				19073	320181
72090	76939				19094	320253
72094	76974				19099	320292
72175	76987				19108	320297
72287	77006				19122	320360
72333	77031				19124	320365
72361	77219				19128	320400
72399	77422				19130	320404
72429	77462				19141	320406
72502	77522				19142	320407
72747	77583				19156	320484
72748	77733				19157	320489
72999	77970				19158	320556
73102	77975				19201	320560
73132	77996				19204	320635
73652	78038				19216	320637
73737	78232				19219	320705
74008	78330				192195	320736
74018	78709				192231	320761
74032	78785				19224	320782
74129	78894				19225	320791
74147	78914				192285	320802
74152	79196				19229	320804
74155	80385				192292	320908
74156	80517				19243	320923
74159	80721				19245	320942
74182	80911				19248	320977
74318	81003				19252	321019
74519	81535				19260	327766
74552	81799				19261	327987
74763	81907				19264	328329
74764	83429				192652	328381
75099	83431				192656	328417
75178	83679				192657	328748
75259	83924				192678	328833
75292	83965				19271	329154
75462	84092				192734	329207
75475	84112				19277	329253
75540	84704				192786	329639
75541	93673				192950	329693
75578	93674				192976	330217
75599	93732				19309	330256
75731	93734				19329	330463
75735	93834				19332	330483
75761	93897				19338	330577
75785	93961				193385	331524
75863	94185				19344	332713
75909	94224				19347	332993
76051	94282				193670	333669
76108	94284				193740	338523
76184	97820				193796	353047
76187	98256				19395	353342
76257	98952				19401	353502
76263	99031				19414	368204
76279	99586				19416	380612
76282	99887				19418	380629
76408					19419	380686
76425					194401	380714
76429					194655	380795
76432					195018	380797
76467					195434	380808
76574					195531	380809
76608					195727	380823
76650					19645	380824
76654					19651	380912
76824					19693	380928
76893					19696	381091
76905					19697	381232
76916					19698	381310
76971					19726	381484
76974					19727	381549
77037					19730	381634
77090					19731	381651
77583					19734	381654
77596					19735	381776
77609					19736	381778
77996					19775	381782
78308					19820	381783
78779					19876	381784
78785					19883	381831
78894					19889	381924
78925					20128	382620
78934					20130	382692
78943					20167	382695
79235					20181	382696
79554					20193	383295
80290					20195	383766
80708					20198	384410
80861					20215	384411
80888					20229	384417
80911					20230	384419
81013					20238	384514
81500					20249	384515
83702					20276	384783
83961					20288	385109
84112					20296	385120
85031					20302	385253
89867					20303	385674
93671					20304	387285
93673					20305	387609
93674					20308	404711
93694					20310	404737
93734					20312	407786
93757					20317	407788
94040					20343	407823
94175					20347	407831
94179					20352	408059
94226					20359	408065
94282					20360	414076
94284					20361	414098
96875					20363	414125
96935					20371	432562
96957					20375	432615
97820					20384	432702
97998					20393	432708
98256					20394	432731
98496					20397	432860
98952					20403	433107
99586					20409	433374
					20410	433384
					20430	433586
					20437	433632
					20439	433700
					20440	434024
					20442	434025
					20447	434028
					20449	434031
					20454	434036
					20469	434039
					20481	434040
					20482	434041
					20491	434197
					20493	434218
					20503	434609
					20505	434768
					20521	434794
					20522	435145
					20525	435321
					20530	435328
					20532	435900
					20536	442802
					20541	474145
					20544	474156
					20556	503550
					20597	503610
					20612	50498
					20613	50523
					20620	50723
					20621	50780
					20623	50791
					20648	50875
					20649	50878
					20660	50931
					20661	51791
					20681	52065
					20684	52357
					20688	52440
					20708	52468
					20713	52570
					20715	52585
					20716	52609
					207278	52614
					20728	53310
					207474	53374
					207728	53416
					207785	53417
					20779	53604
					207798	53620
					207806	53859
					207818	53945
					208104	53978
					20811	54137
					208117	54368
					208154	54381
					20821	54393
					208213	54396
					208263	54397
					208285	54445
					208440	54446
					208449	54447
					20846	544848
					20847	54486
					20849	544896
					20855	545156
					208647	545378
					20866	545384
					20868	545486
					208768	545812
					208777	545847
					208795	545848
					208908	545849
					208922	545850
					20893	545851
					209039	54598
					209047	54608
					20907	54609
					209086	54613
					20912	54614
					209131	546213
					20918	546244
					209212	54630
					209225	54645
					209446	547347
					209456	547431
					20947	553127
					209478	55932
					20963	55936
					209630	55942
					209683	55948
					20971	56018
					210029	56045
					210126	56048
					210145	56050
					210146	56055
					210293	56193
					210503	56219
					210573	56323
					210710	56338
					210789	56379
					210808	56380
					210973	56405
					210982	56458
					210992	56460
					211135	56468
					211228	56486
					211255	56490
					211329	56504
					211331	56508
					211378	56612
					211401	56620
					211484	56690
					211550	56708
					211666	56715
					211914	56720
					211945	56726
					212032	56753
					212111	56760
					212167	56792
					212168	56807
					212285	56812
					212326	56857
					212398	57257
					212555	57349
					212632	574418
					212706	574437
					212898	57738
					212937	57757
					212980	57765
					213002	57813
					213006	57908
					213019	57914
					213027	57916
					213068	58179
					213389	58194
					213391	58205
					213438	58222
					213439	58226
					21345	58239
					213452	58240
					213498	58243
					21353	58860
					21354	59043
					21356	59044
					213570	59049
					213684	59079
					21375	59090
					21385	59093
					21389	59289
					213956	60504
					213980	60533
					213988	60611
					213993	619308
					21413	619309
					214137	619833
					21416	619846
					21425	619886
					21426	619916
					214290	619960
					214359	619994
					214459	620017
					21452	620050
					214742	620126
					214854	620191
					214855	620400
					214944	621080
					214968	622070
					21507	622208
					215090	622304
					215114	622554
					215418	622675
					215449	622728
					215458	622976
					215493	624681
					215632	626347
					215653	626583
					215690	626693
					215693	627081
					215748	628004
					215789	628027
					21580	628072
					216080	628127
					216152	628144
					216161	628268
					216198	628541
					216233	628571
					216363	628614
					216438	628664
					216441	628919
					216505	629059
					216516	629818
					21652	629822
					216527	629826
					216565	629833
					216724	629842
					216742	629845
					216799	629849
					216805	629859
					216810	629860
					216850	629865
					216864	629871
					216874	629884
					216892	629893
					216965	629897
					216984	629906
					216991	629908
					217030	629915
					217082	629925
					217124	630486
					217151	630836
					217154	632126
					217194	632654
					217262	633457
					217265	633568
					217303	634386
					217304	636260
					217305	636462
					217310	637227
					217344	637515
					217356	638605
					217410	639281
					217463	63953
					21754	639658
					217648	640046
					217684	64009
					21769	64011
					217826	640340
					217835	640506
					217866	640524
					217944	641178
					21804	641454
					21807	64176
					21809	64214
					21810	64295
					21812	64380
					21813	64435
					21815	64933
					21816	65112
					21817	65256
					218203	65960
					218232	66090
					21824	66136
					21830	66151
					218311	66158
					218441	66205
					21847	66206
					21848	66253
					218503	66270
					218613	66277
					218630	66321
					218699	66369
					218793	66469
					218820	66496
					218850	665113
					21888	66522
					21897	665989
					21898	666048
					21899	66610
					219024	66616
					219060	666266
					219094	666794
					219131	666907
					219132	666926
					219148	667106
					21926	66725
					21928	667281
					21929	66734
					21933	667435
					21934	667550
					21935	66760
					21936	667683
					21939	667823
					21944	667865
					21949	667881
					21950	667899
					21953	667914
					21957	667924
					21981	667928
					21985	667940
					22029	667977
					22031	668101
					22033	668166
					22038	668218
					22040	668310
					22057	66838
					22134	668389
					22144	668421
					22151	668438
					22153	668469
					22158	66847
					22160	668474
					22163	668478
					22177	668497
					22183	668517
					22190	668549
					22214	66857
					22217	668589
					22234	66859
					22248	668591
					22259	668597
					22289	668894
					22317	66895
					22318	66922
					22323	66940
					22325	66961
					22329	66990
					22339	66995
					223433	67017
					223435	670358
					22344	670558
					223453	67086
					22354	67092
					22364	67117
					223658	67171
					223697	67213
					223701	67220
					22371	67263
					223739	672763
					223752	67283
					223753	67305
					22377	67393
					223775	67399
					223776	67416
					22378	67425
					22379	67426
					223827	67474
					223881	67475
					22393	67579
					223989	67588
					224014	67596
					224093	67621
					22410	67647
					224132	67652
					22415	67732
					224224	67742
					224273	67759
					224344	67765
					22445	67771
					22446	677858
					224640	67803
					224794	67856
					224796	67861
					224840	67865
					224860	67893
					224912	67905
					225028	67916
					225049	67946
					225055	68146
					225207	68151
					225266	68161
					225358	68190
					225523	68235
					225609	68393
					225638	68400
					225845	68441
					225849	68480
					225888	68487
					225912	68552
					225994	68556
					226016	68635
					226089	68697
					226101	68728
					226178	68778
					226251	68841
					226255	68867
					22626	68895
					226304	69004
					22634	69069
					226421	69169
					22644	69187
					226442	69188
					226525	692152
					226551	692165
					226641	692169
					226691	692182
					22670	692187
					226777	692245
					22678	69226
					22682	69234
					226841	69391
					22690	69479
					22695	69543
					226971	69548
					227120	69595
					22724	69596
					227326	69640
					227327	69674
					227333	69698
					227446	69710
					22751	69743
					227541	69745
					227659	69780
					22771	69810
					227731	69834
					227737	69863
					227753	70028
					22781	70031
					22782	70059
					227835	70097
					22785	70135
					227867	70143
					227929	70165
					22793	70227
					227960	70261
					228140	70314
					228355	70354
					228413	70355
					228543	70425
					228545	70484
					228602	70510
					228662	70552
					228765	70561
					228836	70564
					228839	70686
					228852	70691
					228966	70713
					229003	70719
					229055	70762
					229323	70785
					229445	70789
					229473	70844
					229488	70859
					229499	71063
					229534	71080
					229541	71091
					229599	71198
					229600	71233
					229615	71251
					229694	71275
					229776	71302
					229898	71310
					229900	71313
					230073	71371
					230088	71375
					230101	71520
					230103	71562
					230143	71602
					230259	71607
					230316	71624
					230594	71648
					230661	71699
					230738	71704
					230784	71706
					230787	71791
					230789	71839
					230793	71870
					230895	71872
					230936	71877
					230979	71918
					231004	71923
					231050	71929
					231051	71934
					231070	71946
					231147	71951
					231207	71962
					231238	72000
					231287	72042
					231440	72049
					231470	72065
					231503	72121
					231510	72123
					231532	72128
					231603	72131
					231637	72282
					231646	72289
					231655	72386
					231668	72393
					231712	724035
					231798	72404
					231803	72518
					231832	72536
					231834	72661
					231842	72713
					231861	72807
					231876	72823
					231931	72828
					231932	72925
					232023	73229
					232035	73241
					232065	73333
					232201	73340
					232227	73363
					232286	73368
					232288	73377
					232334	73457
					232341	73523
					232408	73571
					232413	73582
					232414	73585
					232430	73713
					232431	73723
					232533	73728
					232685	73737
					232784	73750
					232854	73793
					232875	73827
					232906	73899
					232984	73910
					233011	73914
					233016	73998
					233033	74008
					233038	74013
					233046	74032
					233079	74071
					233081	74091
					233103	74096
					233199	74103
					233274	74105
					233315	74117
					233328	74137
					233410	74147
					233532	74153
					233571	74155
					233781	74229
					233806	74234
					233890	74296
					233895	74337
					234135	74343
					234214	74403
					234267	74420
					234311	74478
					234353	74480
					234362	74491
					234515	74580
					234683	74644
					234779	74661
					234796	74760
					234836	74764
					234967	74901
					235044	74931
					235380	75007
					235386	75075
					235416	75104
					235461	75172
					235493	75234
					235527	75255
					235542	75258
					235599	75263
					235626	75320
					235952	75379
					236047	75505
					236312	75538
					236451	75547
					236546	75552
					236573	75555
					236727	75580
					236790	75605
					236915	75657
					236920	75669
					237256	75712
					237360	75744
					237611	75747
					237759	75785
					237782	75793
					237860	75802
					237898	75856
					23792	75871
					23797	75876
					238130	75914
					238247	75915
					238276	75974
					238317	75985
					23832	76000
					23833	76017
					238330	76051
					238333	76137
					238386	76223
					238393	76263
					238405	76402
					238427	76408
					238447	76432
					23845	76448
					23849	76477
					23871	76497
					238803	76566
					23882	76624
					23886	76679
					23887	76681
					238871	76820
					238875	76901
					23890	76969
					239027	77001
					239102	77037
					23912	77128
					239122	77417
					23921	77446
					239217	77558
					239319	77578
					23936	77727
					23939	777654
					23945	777656
					23948	77767
					239510	777686
					239552	777688
					239556	77772
					239606	777780
					23961	77805
					23966	77820
					239667	77827
					23969	77866
					23970	77867
					239719	77889
					239739	77963
					239845	77974
					23992	78027
					239985	78050
					24001	780792
					240041	780794
					240047	780799
					24014	780801
					240168	780802
					24017	780803
					240185	780818
					240261	780825
					240263	780829
					240283	780831
					240354	780864
					240396	780865
					240411	780883
					240427	780884
					24055	780891
					24056	780929
					24057	780931
					24066	780932
					240672	780938
					240726	780939
					24074	780956
					240752	780960
					240754	78167
					24083	78252
					240869	78255
					24088	78329
					240888	78334
					241062	78435
					241075	78445
					24108	78617
					24109	78618
					24110	78749
					241128	78751
					241197	78771
					241230	78773
					241274	791329
					241296	791342
					241308	79196
					24136	79221
					241452	79560
					241489	80287
					241576	80297
					241638	80515
					241794	80794
					242125	80859
					242202	80885
					242248	80981
					242362	81897
					242409	83382
					242523	83408
					242557	83436
					242594	83490
					242662	83672
					242667	83691
					242691	93671
					242736	93672
					242860	93675
					242960	93691
					243277	93709
					243328	93710
					243369	93711
					243374	93736
					243385	93871
					243420	93876
					243428	94089
					243431	94094
					243433	94246
					243439	94280
					243451	94353
					243461	98267
					243547	98365
					243655	98432
					243659	98878
					243725	98952
					243813	99512
					243842	
					243910	
					243931	
					243958	
					243961	
					244049	
					244059	
					244144	
					244183	
					244202	
					244209	
					244349	
