liver_myc	kidney_myc	lung_myc	lung_mycras	lung_ras	tall_myc	eumyc_myc
					1110032F04Rik	
					Trim37	
					Dus1l	
					Rbfa	
					Mrps18c	
					Anln	
					Abhd11	
					1110038B12Rik	
					Ppil1	
					Rnf208	
					Smim1	
					Tmcc2	
					Atp23	
					Vars2	
					1190005I06Rik	
					1110065P20Rik	
					Ubap2	
					Ptcd2	
					Tmco1	
					Fam216a	
					Ctc1	
					Tamm41	
					Nol11	
					Wdr53	
					Snrpa1	
					Prpf31	
					Ssu72	
					Mcts1	
					Prrt2	
					Spcs1	
					Mitd1	
					Zdhhc3	
					Tmem258	
					1810013D15Rik	
					Pycr2	
					Fuom	
					Tmem97	
					Ebna1bp2	
					Vps26b	
					Ydjc	
					Fam58b	
					1810022K09Rik	
					Snx4	
					Lzic	
					Comtd1	
					Mrpl44	
					Bola1	
					Dtwd1	
					Tmem256	
					Plekha4	
					Naxd	
					Gtpbp4	
					Polr2d	
					Rfc3	
					Gins1	
					Dcps	
					Slc16a13	
					Glrx2	
					Mocs3	
					Hist1h4h	
					2300009A05Rik	
					Nup35	
					Tsr2	
					Mrps9	
					Nkpd1	
					2310009B15Rik	
					Vkorc1l1	
					Mfsd3	
					Fastkd3	
					Pcgf3	
					Mdrl	
					Sec24d	
					Pitrm1	
					2310014F06Rik	
					Clybl	
					Exosc8	
					Tmbim1	
					2310061I04Rik	
					Ddx51	
					Psmg4	
					Txndc15	
					Aarsd1	
					Hddc2	
					Tatdn1	
					Ndufaf1	
					Lrr1	
					Iqcg	
					Pin4	
					Trip13	
					Cad	
					Rnaseh2a	
					Nup37	
					Epb41l4aos	
					1500009L16Rik	
					Tprkb	
					Tmem147	
					Trim32	
					1810059H22Rik	
					Mterf4	
					Polr2f	
					2010008C14Rik	
					Eif1ad	
					Ppp1r35	
					Ndufa11	
					Snrpf	
					Aunip	
					Zfp219	
					Mrto4	
					Slc25a32	
					Nup43	
					2610020C07Rik	
					Polr2i	
					Agk	
					Apitd1	
					Scrn1	
					2810408I11Rik	
					Rnf113a1	
					Ptcd3	
					Cdc16	
					Rpp25l	
					2810425M01Rik	
					Galk2	
					Chn2	
					Cep85	
					Nt5dc2	
					Mcm10	
					Acot7	
					Dancr	
					Trnt1	
					2210008F06Rik	
					Igsf23	
					Zfp995	
					Lysmd2	
					Metrn	
					Meaf6	
					Smc4	
					Znhit1	
					Yars2	
					2210417A02Rik	
					2210016F16Rik	
					Vps36	
					Abhd17c	
					Fam162a	
					Taco1	
					Kif18b	
					Nars	
					Ppil3	
					Poc1a	
					Bhlhb9	
					Rnf168	
					Psmd1	
					Dazap1	
					2010107E04Rik	
					Rnf126	
					Plscr3	
					Ndufab1	
					Arl16	
					Pigw	
					Cd3eap	
					Reep6	
					0610038B21Rik	
					Ube2cbp	
					St13	
					Gtpbp3	
					Lman1	
					Cox10	
					Spdl1	
					Tmem70	
					Stk26	
					Ints2	
					Dhrs13	
					Cenpl	
					2610318N02Rik	
					Wdr77	
					Ckap2l	
					Atad2	
					Mipep	
					Tmem242	
					Zdhhc2	
					Tmtc4	
					Ipo5	
					Ecd	
					Ube2v2	
					Oip5	
					Abraxas1	
					Utp20	
					Nup205	
					Angptl6	
					Cgn	
					Kdsr	
					Hacd2	
					Nolc1	
					Zdhhc1	
					Pgrmc2	
					Ints10	
					Nol8	
					Spef1	
					Phf6	
					Naa40	
					Pcgf6	
					Arhgap19	
					4933421A08Rik	
					Oxsm	
					Eri2	
					Spata24	
					Ccdc57	
					Crnde	
					Rbks	
					Wdr31	
					Pdss2	
					Arhgap21	
					Wrb	
					Mettl13	
					Ptk7	
					8430429K09Rik	
					Zfp251	
					Senp8	
					Zgrf1	
					0610010F05Rik	
					Atp5h	
					Gypc	
					Tmem25	
					Pnpt1	
					Syde1	
					Telo2	
					Osbpl3	
					Lrwd1	
					Coasy	
					Cul2	
					Klhdc3	
					Tysnd1	
					Bbs10	
					1300017J02Rik	
					March8	
					Isyna1	
					Anxa9	
					Mtfr2	
					Nup93	
					Tars2	
					Kif23	
					Wdr34	
					Lancl2	
					Shcbp1l	
					Nupl1	
					Syce2	
					Pdia6	
					Cenpu	
					Haus5	
					Bdh1	
					Tmem79	
					Dus4l	
					Rpap3	
					Tube1	
					Endod1	
					Nanog	
					Riox1	
					Ints11	
					Cdca4	
					Wdr73	
					Zbed5	
					Rbpms2	
					Prmt3	
					Sars2	
					Ddx28	
					Esco2	
					Ercc8	
					1600002H07Rik	
					Cyb5r1	
					Slc35f2	
					Kdelc1	
					1810055G02Rik	
					Phf10	
					2010111I01Rik	
					Sapcd2	
					Mzt2	
					Pigx	
					Eef1akmt2	
					Aplf	
					Jmjd8	
					Dscc1	
					Naa50	
					Tpx2	
					Seh1l	
					Trub1	
					Cep89	
					Rfc5	
					Cenpn	
					Dhx36	
					Chchd4	
					Shq1	
					Fbxl2	
					Supt7l	
					Skiv2l2	
					Otud6b	
					2200002D01Rik	
					Lsm11	
					Nkd2	
					Tmem158	
					Ccdc74a	
					Xpo5	
					Plxdc1	
					Elp6	
					Ttc4	
					Cdpf1	
					Ces2g	
					Cdkn3	
					Pinx1	
					Slc43a1	
					Sgo1	
					Lrpprc	
					Ccdc71	
					Rrp1b	
					Zfp131	
					Slc16a10	
					Rnf219	
					Cwf19l1	
					Fgfbp3	
					Wdr43	
					Pgam5	
					Reep4	
					Utp14a	
					Zfp566	
					Pdia5	
					Hpf1	
					Pih1d2	
					Pdzd11	
					Snhg5	
					Selenoh	
					2700097O09Rik	
					Serp2	
					Dis3	
					Zfp444	
					Dnajc6	
					Hnrnpll	
					C1qtnf6	
					Fam98a	
					Hdhd3	
					Sass6	
					Ndc1	
					2810459M11Rik	
					Kctd17	
					Ndufv2	
					Swi5	
					Phykpl	
					Top1mt	
					Tymp	
					Thap12	
					Glrx5	
					Camk2n2	
					Pmpcb	
					3110009E18Rik	
					Prss57	
					Cenpv	
					Larp1	
					Tm7sf2	
					Exo5	
					Xpot	
					3110082I17Rik	
					Sppl2b	
					Ccdc18	
					1700040L02Rik	
					Calr3	
					Pradc1	
					1700065D16Rik	
					1700066B19Rik	
					Zfp763	
					1700001O22Rik	
					1700120C14Rik	
					Thoc3	
					Wdr75	
					Trmt11	
					Ndufaf7	
					Ppp2r1b	
					Mcee	
					Fcf1	
					Cby1	
					Whrn	
					Kif2c	
					Snhg6	
					Dcaf4	
					Eif3k	
					Ift57	
					Lyrm1	
					Als2	
					Nol9	
					Brip1os	
					Ddias	
					Ttf2	
					Nmnat3	
					Arpp21	
					Abcb6	
					Cep55	
					Rbm19	
					Lonp1	
					Opa1	
					Cluh	
					Unkl	
					Zdhhc16	
					Gbe1	
					Elp3	
					Ttc27	
					Gtf2e1	
					Acsl3	
					Gale	
					Armc1	
					Gpn1	
					Aven	
					Usp20	
					Hnrnpr	
					Xrcc3	
					Ttll11	
					4933408J17Rik	
					Pus10	
					Neto2	
					Mgme1	
					Mrpl47	
					Abcb8	
					Scrn3	
					Wdr35	
					4930507D05Rik	
					Dhcr24	
					Ppa2	
					Rrp7a	
					Naa15	
					Sf3a3	
					Usp50	
					4930520O04Rik	
					4930524J08Rik	
					4930533O14Rik	
					Pelp1	
					Bcdin3d	
					4930550C14Rik	
					Parpbp	
					4930558J18Rik	
					Mrpl32	
					Ndufs7	
					Nop14	
					Mettl5	
					Anapc15	
					Ascc2	
					Ccdc7b	
					Phpt1	
					Lyrm7	
					Sgf29	
					Dusp9	
					Malsu1	
					Ndufaf2	
					Rab26os	
					Fastkd2	
					Nr2c2ap	
					2310058D17Rik	
					Eif4b	
					Rbm12	
					Amotl1	
					Iqcd	
					Mpp7	
					Ipo4	
					9130401M01Rik	
					Dcaf17	
					Them4	
					Ckap5	
					Nln	
					Tcam1	
					4930579G24Rik	
					Ncapg2	
					Gpsm2	
					Las1l	
					Depdc1a	
					Faxc	
					Ccdc138	
					Rsg1	
					Snrnp35	
					Coa5	
					6330562C20Rik	
					Fads1	
					Trmt5	
					Trp53rkb	
					Lhpp	
					Fbxo31	
					Car12	
					Knl1	
					Pcolce2	
					Haus8	
					Lmf1	
					Lsm8	
					Cln6	
					Tmem101	
					Mfsd2a	
					Ipo11	
					Lrrc27	
					Immt	
					Wdr38	
					Spcs3	
					Cluap1	
					Mettl4	
					Klhdc10	
					Bri3bp	
					Armc6	
					Nubpl	
					Dtl	
					Ccdc116	
					Fam81a	
					Memo1	
					Rnft1	
					Mettl15	
					Ssbp4	
					Mnd1	
					Hnrnpm	
					2810429I04Rik	
					Ndufaf6	
					Nt5c2	
					Snhg20	
					Arxes2	
					Hdhd2	
					Ticrr	
					Tstd3	
					Kdm8	
					Cep83	
					Ints7	
					Tmem181a	
					Yif1b	
					9430002A10Rik	
					9430037O13Rik	
					Raph1	
					E130218I03Rik	
					Mtus2	
					Limch1	
					Myh10	
					Ddx10	
					Prelid2	
					Smpd4	
					Zfp955a	
					Mmab	
					Mrps5	
					Bora	
					Elp4	
					Ulbp1	
					Polq	
					Adamtsl2	
					Sla2	
					Lrrc42	
					Thyn1	
					6030458C11Rik	
					Ube2s	
					Cyp20a1	
					Grifin	
					Msantd4	
					Ninl	
					Map7d2	
					Nav2	
					Naa38	
					Ndufv3	
					2500002B13Rik	
					Icam4	
					Snrnp25	
					2900041M22Rik	
					Arhgap10	
					Mrpl9	
					Asb8	
					Zfp449	
					Lsm6	
					Bola3	
					Eif3j1	
					Ncapd3	
					Pus7	
					Troap	
					Armc9	
					Zcchc4	
					Ak7	
					Stpg1	
					Gins3	
					Zfp623	
					Pus7l	
					Igsf3	
					Srd5a1	
					Pigt	
					Polr3h	
					Saal1	
					Ern1	
					Mrps34	
					Gm10069	
					Gm12500	
					Recql4	
					Aldoart2	
					Lias	
					Cptp	
					Apobec3	
					Med8	
					Cwc22	
					Rnf34	
					Hist1h1a	
					Slc16a3	
					Kank3	
					Polh	
					Uck2	
					Dusp12	
					Ckap2	
					Ift122	
					Tfap4	
					Elovl4	
					Cnnm1	
					Dnaja3	
					Nrg4	
					Tssk6	
					Kcnn1	
					Kars	
					Zkscan8	
					Glrx	
					Pcdhgc3	
					Pcdhgc4	
					Pard6g	
					Echs1	
					Ube2n	
					Pnck	
					Hemgn	
					Mrpl1	
					Mrpl3	
					Mrpl16	
					Mrpl27	
					Mrpl34	
					Mrpl36	
					Nans	
					Adarb2	
					Spock2	
					Dgcr8	
					Ubqln4	
					Rcc1l	
					Sfxn2	
					Loxl2	
					Ptges2	
					Slc9b2	
					Hist2h3c2	
					A430005L14Rik	
					Hmgb2	
					B3gnt9	
					B3galnt2	
					Hist1h3g	
					Nol12	
					Eif3m	
					Lrrc59	
					Txndc9	
					Efhd1	
					AI597479	
					Nucks1	
					Cnih4	
					Atp1a2	
					Ubac1	
					Cdc123	
					Nat10	
					Lpcat4	
					Pomt1	
					Mrps26	
					Ssx2ip	
