liver_myc	kidney_myc	lung_myc	lung_mycras	lung_ras	tall_myc	eumyc_myc
Abcb1b	Myc	Scamp5	Il20rb	Stk39	Alcam	Clu
Pick1	Gadd45b	Mogs	Bag2	Corin	Aldh1a1	Cnih1
Pip5k1c	Myh9	Rcl1	Xist	Gal3st1	Aldoa	Col12a1
Pkm	Myo9b	Hgh1	Tbrg4	Rnf5	Lsm10	Col3a1
Plk1	Nbl1	Myg1	Atg9b	Elovl1	Mta1	Col4a1
Plp2	Ncf4	Qtrt1	Tmem82	Hgfac	Dph1	Col4a2
Ppp1r14b	Ncl	Gm6316	Tmem51	Spag11b	Gfer	Col5a1
Pola2	Nes	Akr1c12	Tcp1	Abhd2	Pop5	Col5a2
Pold1	Neurl1a	Trpv6	Prmt7	Dfna5	Anp32a	Col6a1
Pold2	Ngf	Ptges	Sertad4	Stx8	Slc25a4	Col6a2
Pole	Nnmt	Mrps22	Ncaph	Fam69b	Slc25a5	Col6a3
Ppl	Emc8	Rpl23	Hkdc1	Ggcx	Prdx3	Col1a1
Ppp1ca	Ints6	Ankrd37	Prdx2	Actl6a	Prdx6	Col1a2
Ppp1cc	Uhrf1	Fkbp11	Mmgt2	Clec4n	B3galt6	Cox4i1
Prim1	Npm1	Eef1e1	Dhx33	Clec7a	Ap1s1	Cox5a
Prim2	Npm3	S100a14	Nle1	Mocs1	Ap3s1	Cox6a1
Mapk8ip1	Npy6r	Pgls	Tns4	Scamp5	Apex1	Cox6c
Prph	Slc11a1	Rpl3l	BC030867	Vsig2	Birc5	Cox7a2
Prtn3	Dusp8	Knop1	L2hgdh	B4galt3	Api5	Cpa3
Cyth3	Nup62	Nudt8	Utp4	Slc15a2	Aplp1	Bcar1
Ptbp1	Fxyd5	Rsl1d1	Tfdp1	Prokr1	Apobec2	Crmp1
Dicer1	Sigmar1	Arrdc4	Tgfbr1	Cacna1h	Apod	Dmbt1
Casc3	Osmr	Gtf3a	Mboat1	Rnase4	Aprt	Vcan
Stab1	Mybbp1a	Gpatch4	Gmds	Fetub	Aqp1	Cst7
Slc25a36	Pafah1b3	Ntmt1	Tgif1	Gm6316	Mrps2	Cxadr
Tmsb10	Palm	Hspbap1	Tgm1	Klk13	Arvcf	Cyp1b1
Lrrc75a	Pcsk4	Tbc1d15	Trim28	Wfdc10	Rab27a	Cyp51
Rab3d	Pdgfb	Gm13328	Tk1	Ctsz	Atox1	Cyp7b1
Rabggtb	Pea15a	Krt20	Tmem55b	Ptges	Atp1b2	Dbi
Rad1	Per1	2410002F23Rik	Dtymk	Sp5	Atp2a2	Dclk1
Rad51	Cfp	Mtap	Scara3	Ankrd37	Atp5a1	Ddn
Rad9a	Pitx2	Bzw2	Pglyrp1	Tmem42	Atp5b	Ddost
Rab34	Pkm	Kdelr2	Top2a	S100a14	Atp5c1	Slc29a2
Ranbp1	Plaur	Mrps18b	Tpbg	Tmem54	Atp5f1	Des
Mtmr11	Plec	Thap4	Tpi1	Gkn2	Atp5g1	Dgcr6
Cnksr1	Plk1	Ola1	Tpmt	Gmpr	Atp5j	Dhfr
Rfc1	Plp2	Rps10	Traf4	Lrrk2	Atp5k	Mpp3
Renbp	Ppp1r14b	Timm21	Trf	Lztr1	Atp9a	Dnah11
Bex1	Pola2	Nop56	Trip6	Mtap	Atpif1	Dnase1
Rfc2	Pold1	Cdt1	Trp53	Pi4k2b	Slc7a1	Dnmt1
Rnu6	Pold2	Gemin6	Phlda2	Cdt1	Slc7a3	Drp2
Robo1	Pole	1700037H04Rik	Rpl13a	Pdzk1ip1	Hnrnpd	Dsg2
Rpa2	Pou2f1	Cstf1	Tsta3	Pbld2	Bag1	E2f1
Rpl26	Ppl	Retsat	Tgoln1	Retsat	Bak1	Sparcl1
Rpl28	Prep	Ergic1	Tuba1c	Agpat2	Bard1	Ect2
Rpl29	Prkg2	Slc25a26	Tyms	Dusp6	Bax	Ednrb
Rpl37a	Prps1	Dusp6	Tyms-ps	2310033P09Rik	Bcap29	Efna1
Polr1c	Prtn3	Nob1	Umps	Rprm	Phb2	Eif1a
Polr1b	Psmb10	Slc38a2	Ung	Npc2	Bcat1	Eif2s1
Polr1a	Ptbp1	Brix1	Vars	Dcakd	Bcat2	Eif4a1
Polr2a	Bspry	2310033P09Rik	Ggact	9530077C05Rik	Bckdhb	Cela2a
Rps12	Ptgds	Ppa1	Naprt	Nrn1	Bckdk	Eln
Rps19	Casc3	Gipc1	Eif3l	Tspan11	Bcl7c	Emb
Rps24	Flna	Wdr55	Tceal9	Atp6v1c2	Mrps6	Emp2
Rps3a1	Tmsb10	Nifk	Aaas	Vars2	Blm	Emp3
Rps8	Tmsb4x	Rps13	Zmat3	Zfas1	Bmp7	Endog
Rrm1	Ptp4a3	Nt5c3b	Atp13a4	Zdhhc3	Bmpr2	Eng
Rrm2	Ptpn14	Rpl24	Wnt7b	Fam25c	Smyd1	Eno1
Rtn3	Ptpre	Mcrip2	Rsl24d1	Avpi1	Bop1	Epas1
Ruvbl2	Ptprs	Mfsd10	Rin1	Rhou	Brca1	Epb41l4a
Ncor1	Itgb4	Mphosph6	Gstp3	Fam83g	Brca2	Erh
S100a11	Purb	Elac2	Slc23a3	Camsap3	Bsg	Chchd2
Scd2	Rabggtb	Gtf2f2	Dars	Slc39a11	Bsn	Igsf8
Selplg	Rad23b	Dus1l	Dyrk3	Zfp219	Bub1	Ezh2
Sema5a	Rad52	Abhd11	Fmo4	Ogfrl1	Bub1b	Sfxn1
Shbg	Rad54l	Vars2	Smyd2	Fam162a	Bub3	Plxnb2
Shcbp1	Raet1b	Zfas1	B3gnt7	Ly6g6e	C1qbp	Ankrd6
Siah1b	Raly	Tamm41	Rpp38	Qpct	Hyou1	F2r
St6galnac4	Ranbp1	Gmppa	Pdk1	Prss22	Cacybp	F2rl3
Slc19a1	Rangap1	Ydjc	Large2	Nudt4	Anxa2	Tmprss3
Slc1a1	Rasal1	Rhou	Slc35c1	Dram1	Calm3	Ptk2
Slc7a7	Zfp469	Fam83g	Smox	Kif23	Aspm	Fscn1
Smarcc1	Rela	Hddc2	Sdcbp2	Noxo1	Camk4	Fasn
Smn1	Relb	Polr2f	Trib3	Tmem79	Canx	Fat1
Sstr2	Bex1	Tut1	Ddx27	Car13	Capza1	Fbl
Eftud2	Rnps1	Fam162a	Acad9	Cotl1	Car1	Fbn1
Snrpb	Rnu6	Rpf1	Msto1	Igsf5	Casp2	Fen1
Snrpd1	Rpl18	Cd3eap	Nol6	Dennd2d	Casp3	Fgd1
Soat1	Rpl19	Mier2	Tmem268	Pgm1	Ctnnb1	Fgfr1
Sox13	Rpl21	Ipo5	Pabpc4	Spata31d1a	Cbr2	Smc2
Serpinb6a	Mrpl23	4921507P07Rik	Serinc2	Plcd3	Cbx1	Ctgf
Spic	Rpl26	Pcgf6	Fndc10	Veph1	Cbx2	Fkbp4
Spink1	Rpl28	Ints13	Sel1l3	Marveld3	Cbx3	Fkbp5
Spint1	Rpl29	Ano9	Ppat	Dmkn	Cbx5	Fkbp10
Srebf2	Rpl37a	Mettl13	Aimp2	1110008P14Rik	Ccna2	Foxm1
Pif1	Rpl36a	Isyna1	Eva1a	Whrn	Ccnb2	Foxf2
Srm	Polr1b	Plpp5	Smyd5	Btbd11	Ccnd2	Flt4
Mlxip	Polr1d	Bdh1	Vgll4	Errfi1	Ccne1	Fn1
Yeats2	Polr1a	Car13	Syne4	Ahcyl2	Ccne2	Srgap2
Srpk1	Rps15	Prmt3	Prc1	Ppa2	Ccnf	Fosl2
Exog	Rps16	1810055G02Rik	Tufm	Selenon	Cct2	Fxn
Mob3a	Rps24	Pigx	Fgl1	Uhrf1bp1l	Cct3	Fstl1
Ssrp1	Rps3a1	Dusp11	Ddx49	Rai14	Cct4	Fzd9
Cep78	Rps4x	Seh1l	Cpne2	Vmp1	Cct5	Xrcc6
Kntc1	Rps5	Trub1	Lman1l	Las1l	Cct6a	Gapdh
Plk4	Rps8	Pgm1	Usp3	0610040J01Rik	Cct7	Gart
Prrg3	Rrm1	Tram1	Phgdh	Il34	Cct8	Gas5
Aurkb	Rrm2	Rhno1	Banf1	Snx7	Entpd5	Gata4
Aurka	Ruvbl2	Rrp1b	Bpnt1	Mfsd2a	Cd3d	Nr6a1
Myo5c	S100a10	Mex3a	Cfdp1	Stambpl1	Cd3e	Gda
Npb	S100a11	Phykpl	Farsb	Lrg1	Cd3g	Gdf1
Stx3	S100a6	Top1mt	Gdf15	Urah	Cd4	Gdf3
Clic6	S100a8	Prrc1	Impdh2	Tmem116	Cd59a	Arhgdig
Supt5	Sct	Tubb2b	Tenm4	Sowahb	Cdc25a	Gfpt2
Igsf1	Scx	Whrn	Pcbp1	Ccdc88b	Cdc25b	Gjc1
Suv39h1	Ccl12	Slc35b2	Slc26a4	Clip4	Cdc25c	Gclc
Swap70	Ccl6	Ddit4	Neurl1b	Fbxo34	Cdk1	Gclm
Syngr1	Ccl7	Ppa2	Hpdl	Tnfrsf22	Cdc37	Galk1
Kif15	Ccl8	Taf1d	Ntn5	Sorcs2	Cdc45	Slc6a9
Alkbh1	Ccl9	Las1l	Tmem266	Rrbp1	Cdc7	Gnat2
Fancd2	Cxcl2	Fbxo31	Prss35	Il24	Arhgap31	Gnb3
Mgst2	Selenow	Stambpl1	Rbbp7	Glrx	Cdh13	Got2
Dcaf15	Sftpd	Spcs3	Polr2h	Rnase2a	Cdk2	Lilr4b
Mapre2	St6gal1	Memo1	Rbm47	Igsf9	Cdk4	Gpaa1
Mms22l	St6galnac4	Nt5c2	Lgi2	Clmn	Cdk6	Gpam
Gm4777	Sla	Esrp2	Sdsl	Krt23	Cdk7	Gpc1
Trmt1	Slc34a2	Thyn1	Ceacam1	Tnfrsf21	Cdkn2a	Cmklr1
Gm266	Slpi	Rictor	Mapk13	Tprn	Cdkn2c	Gpm6b
Nepro	Smarca4	Pus7l	Creb3l1		Ift81	Ptgdr2
Mars2	Smn1	Fbxo34	Rpl27a		Cebpa	Grb10
Ddx46	Eftud2	Tnfrsf22	Sema4g		Celsr1	Cdca3
Rnf26	Snrnp70	Uck2	Lsm12		Cenpa	Pdia3
Tagln2	Sox11	Rrbp1	Ccnb1		Cenpc1	Haspin
Bag2	Sox4	Trim33	Cops7a		Cetn3	Gsto1
Tarbp2	Sox9	Nans	Eif2s3x		Cfl1	Gtf2i
Bms1	Sparc	Tnfrsf21	Rpl12		Chek1	Magi1
Atg9b	Serpina3n	Tprn	Ppp2r5c		Cit	Gk
Tcea2	Serpinb6a	Cmtm4	Ell3		Ckm	Hist1h1d
Tcf7l1	Dtx4	Tmem132a	Ahcy		Clns1a	Cfb
Ubtf	Sprr2f	Lrrc59	Tinag		Cldn4	H2-M2
Lrrc1	Sprr2g	Hnrnpf	Tex10		Ccr4	Hba-a1
Cdk5rap2	4930539E08Rik		Eif4e2		Cnih1	Hcn3
Tcof1	Klhl25		G3bp1		Coil	Hdgf
Prmt7	Pif1		Rps3		Col1a1	Hells
Chtf18	Srm		Rpl7a		Comt	Hesx1
Diexf	Dhx37		Pla2g4f		Cops2	Hhip
Ncaph	Yeats2		Plek2		Coq7	Hint1
Pomgnt2	Ssrp1		Tnfrsf12a		Cox17	Hist2h2aa1
Nav1	Stat3		Txnl4a		Cox4i1	H2afx
Miga1	Cep78		Rps26		Cox5a	Hk2
Hkdc1	Stc2		Prmt5		Cox5b	Hmgcs2
Wdr18	Etl4		Pign		Cox6a1	Hmga1
Prdx2	Kntc1		Eif5a		Cox6c	Hmmr
Gemin5	Prrg3		Gm5069		Cox7a1	Hnrnpab
Tead2	Aurka		Vkorc1		Cox7a2	Hp
Alyref	Zfp280c		Eif3b		Cox7c	Hr
Mmgt2	Clic6		Imp4		Cox8a	Prmt1
Nlgn2	Supt5		Exosc5		Cpeb1	Hspa8
Tada2a	Suv39h1		Ing4		Cpox	Hspd1
Prr15l	Syngr1		Gtse1		Cpt2	Hsp90aa1
Tns4	Kif15		Timm9		Cryz	Sdc2
Llgl2	Dennd2a		Timm8a1		Cs	Hspg2
Myo15b	Pamr1		Timm10		Csnk2b	Ide
Trim47	Alkbh1		Meltf		Vcan	Ifrd2
Pqlc3	Fancd2		Fbxl6		Smc3	Igf2r
Terf2	Paox		Gnl3		Celf1	Cyr61
Tes	Gm266		Snai3		Cycs	Igfbp3
Mis18bp1	Nepro		Zfp330		Dbi	Igfbp4
Utp4	Mars2		Hacd1		Dck	Il12b
Tfdp1	Bag2		Hist1h2ad		Ddb1	Il1r1
Tff3	Ythdf2		Hist1h2ag		Ddc	Il1rn
Mboat1	Slc44a3		Hist1h2ah		Ddost	Il7
Gmds	Zfp598		Hist1h2ak		Slc29a2	Il7r
Trim28	Tbl3		Hist1h2an		Dgcr6	Lrig1
Timeless	Bms1		Hist1h2af		Dhcr7	Kpnb1
Timm44	Atg9b		Hist2h2ac		Dhfr	Incenp
Timp1	Ubtf		Dpep2		Dld	Inhbb
Depdc1b	Tcof1		Dusp4		Dnah8	Inppl1
Tjp2	Prmt7		Zmat4		Dnase1	Itga5
Tk1	Chtf18		Dctd		Dnmt1	Itgae
Wdhd1	Diexf		Slc26a9		Dnmt3b	Jag1
Dlgap5	Ncaph		Trmt61a		Cdk2ap1	Kcnab1
Ska3	Sbno2		Fam185a		Doc2a	Kcnj8
Tspan7	Gls2		2610524H06Rik		Dpagt1	Kcnk1
Tmpo	Adamts2		Piwil4		Dpp4	Kcnn4
Tnnc1	Gemin5		Tmc4		Drg1	Kif11
Top2a	Tead2		Ccdc58		Drg2	Kif3a
Tpd52	Alyref		Dnph1		Drp2	Kif4
Tpm1	Nlgn2		Iars2		Dsg2	Kif7
Tfrc	Arrb2		Lrcol1		E2f1	Kifc5b
Trpc1	Git1		Urb2		E2f3	Fabp5
Phlda2	Tada2a		Irs2		Ebp	Kpna2
Rpl13a	Fam171a2		Kng2		Ecm1	Krt18
Ttc3	Ube2o		Bex4		Opn3	Lad1
Ttk	Tes		Akap7		Ect2	Stmn1
Tuba1a	Mis18bp1		Gnptab		Ednra	Lama1
Tuba1b	Utp4		Akr1c19		Eef2k	Lama2
Tubb5	Serpina10		Eno1b		Efna4	Lama3
Tulp3	Heatr1		Sgpp2		Egr4	Lama5
Tyms	Tgfb1		AA467197		Eif1a	Lamb1
Tyms-ps	Tgfbi		Gm5560		Eif2s1	Lamb2
Umps	Thbs2		Gm5643		Eif2b4	Lbp
Ung	Thy1		Thop1		Eif3a	Ldha
Vars	Tia1		Plpp2		Ddx19a	Ldlr
Vcam1	Lhfpl2		Acsl4		Eif4a1	Lepr
Vegfb	Trim28		Nasp		Eif4e	Lgals1
A830021M18Rik	Timeless		Uchl3		Eif4ebp1	Lhb
Them6	Timp1		Ctps		Aimp1	Lifr
Arhgap39	Timp2		Bok		Emb	Lig1
Vrk1	Tk1		Hn1l		Endog	Lipg
Zbed4	Dlgap5		Ankrd22		Eno1	Lmnb1
Aaas	Ska3		Pbk		Eno3	Lmnb2
Srsf7	Arl11		Pvr		Epb41l4a	Loxl3
Gm4833	Scara3		Stbd1		Epb42	Ltbp2
Xrcc1	Tnc		Nhp2		Dmtn	Ltbp3
D030056L22Rik	Cd40		Hnrnpa2b1		Epha3	Lum
Ybx1	Top2a		Prdx4		Ephb2	Lxn
Lzts2	Tpbg		Stk39		Epor	Elovl6
Slc23a3	Tpm1		Corin		Erbb3	Kirrel
Ywhaz	Tshr		Snrpa		Erh	Cdhr1
Zranb3	Rpl13a		Rab25		Esd	Znrf1
Dyrk3	Tsta3		Lsr		Gnb1l	Smco4
Lamc1	Ttc3		Spag5		Esx1	Rac3
Prrc2c	Tuba1a		Rnf5		Drosha	Nup155
Ahctf1	Tubb5		Sult2b1		Chchd2	Bbc3
Kctd3	Tyrobp		Hgfac		Evpl	Rtkn2
Zfp28	Dpysl3		Iqgap2		Ewsr1	Ppargc1b
Slc39a10	Unc119		Nup210		Igf2bp3	Lyar
Zfp64	Unc13b		Abhd2		Eya3	Erdr1
Erfe	Ung		Atp8b1		Igsf8	Lyz2
Uap1l1	Vars		Eif3i		Ezh2	Lyz1
Snapc4	Vcl		Dfna5		Sfxn1	Vmn1r32
Exosc2	Them6		Stx8		Ubox5	Mxd3
Fam129b	Vrk1		Sfn		F2rl1	Madcam1
Gsn	Tomm22		Eef1b2		F2rl3	Marco
Dnajc2	Fmnl3		Nop58		Fadd	Mcm3
Agps	Aaas		Stard10		Wdr5	Mcm2
Arhgap1	Zmat3		Psmg1		Fancc	Mcm4
Large2	Eif2b5		Ftsj3		Fasn	Mcm5
Cstf3	Wnt10a		Mad2l1		Srsf10	Mcm6
Kif18a	Wnt7b		Mrpl12		Fbl	Mcm7
Itpka	Trerf1		Naa10		Fbln1	Meg3
Asxl1	Dpp9		Ggcx		Fbln2	Melk
Ncoa5	Srsf7		Aatf		Fdft1	Meox2
Slc35c2	Gm4832		Eif3c		Fdx1	Foxc1
Ddx27	Gm4833		Dnajc7		Fdxr	Mfge8
Msto1	Etf1		Pus1		Fen1	Sypl2
Ints3	Haus1		Sssca1		Fh1	Mgat3
Nol6	Rin1		Noa1		Fhl3	Mgp
Arhgef39	Smc5		Mtch2		Ppm1g	Mif
Ikbkap	Myof		Ybx3		Smc2	Mki67
Ptbp3	Slf2		Aldh18a1		Fkbp1a	Afdn
Haus6	Twnk		Nme4		Fkbp2	Mmp14
Usp1	Pprc1		Mpp6		Fkbp4	Mmp2
Prpf38a	Zranb3		Pdxp		Fkbp5	Mmp8
Ttc39a	Dyrk3		Retnla		Foxm1	Mns1
Pabpc4	Lamc1		Vsig2		Fpgs	Psmd7
Eva1b	Ahctf1		B4galt3		Fxn	Mrc2
Crybg2	Kctd3		Mogs		Fut7	Mt2
Arhgef16	Zpr1		Noc3l		Fv1	Map2
Fndc10	Rpp38		Rangrf		Fzd9	Mthfd2
Nupl2	Ddx31		Cacna1h		Xrcc6	Myb
Atp10d	Exosc2		Elp2		G6pdx	Mybl2
Sdad1	Cytip		Hibadh		Slc37a4	Myc
Naa25	Zyx		Anapc5		Gaa	Myef2
Adap1	Pdk1		Moxd1		Galr3	Myh11
Aimp2	Cstf3		Rcl1		Gapdh	Naip1
Pdap1	Kif18a		Hgh1		Gart	Ncl
Mat2a	Smox		Fetub		Gas2	Ndufa4
Smyd5	Asxl1		Qtrt1		Kat2a	Nedd4
Hmces	D630003M21Rik		Gm6316		Mrps33	Nek2
H2afj	Ddx27		Rad54b		Arhgdig	Nes
Zc3hc1	Adamtsl4		Klk13		Gfi1b	Nfib
Zbtb45	Trim45		Trpv6		Gja5	Nme1
Gm4879	Slc25a24		Ptges		Gclm	Nme2
Fbxo27	Gbp7		Polr1e		Galk1	Emc8
Syne4	Nol6		Mrps22		Slc6a9	Notch1
Prc1	Galnt12		Rpl23		Gnai3	Notch3
Mogat2	Ikbkap		Dap3		Gnat2	Uhrf1
Palb2	Fam206a		Gm10052		Gng3	Npm1
Tnrc6a	Haus6		Ankrd37		Gng7	Npm3
Hirip3	Focad		Tmem254a		Got2	Npr1
Sugp2	Prpf38a		Fkbp11		Gpaa1	Ddr2
Atmin	Ttc39a		Eef1e1		Gpam	Nudc
Spire2	Pabpc4		Bola2		Gpi1	Nxn
Nup133	Gm4866		Nip7		Adgrg1	Odc1
Ppan	Sdad1		S100a14		Lancl1	Ogn
Gramd1b	Plac8		Nop10		Gpx3	Sigmar1
Tmem136	Oasl1		Pycrl		Gsr	Orc1
Leo1	Naa25		Rpl3l		Grb10	Orc2
Dusp7	Aimp2		Tmem9		Grb7	Osmr
Phgdh	Pdap1		Tmem54		Emg1	Mybbp1a
Pdk3	Smyd5		Pla2g12a		Lpcat3	P2ry2
Gas2l3	Gprc5a		Knop1		Cdca3	P4hb
Pfas	Zc3hc1		Nudt8		Pdia3	Pam
Atad5	Tcaf2		Tsfm		Haspin	Pcna
Coro1c	Cnot3		Rsl1d1		Gspt1	Pcsk4
Brip1	Gm4879		Dctpp1		Gss	Pdcd1
Banf1	Lrfn3		Spc25		Gsta4	Pdgfra
Capn10	Mybpc2		Ctcfl		Gstm1	Pdgfrb
Rps6kl1	Prc1		Rpl35		Gsto1	Padi3
Cd52	P2ry6		Cmss1		Gstz1	Enpp2
Cdc6	Tnrc6a		Hist1h2ao		Gtf2h1	Peg3
Klf6	Hirip3		Gtf3a		Gtf2h4	Pemt
Mtr	Arglu1		Lrrc57		Gtf2i	Penk
Farsb	Ddx49		Ntmt1		Guk1	Pfkm
Arhgap22	Colgalt1		Hspbap1		Gk	Pfn2
Impdh1	Cpne2		Adat2		Gypa	Pgam1
Impdh2	Ccdc102a		Gm13328		Gzma	Pgk1
Abcc4	Cmtr2		Serbp1		Hist1h1d	Abcb1b
Adamts12	Piezo1		Mtap		H1f0	Phb
Nek3	Nup133		Bzw2		Pfdn6	Pik3r3
Nt5e	Map3k21		Kdelr2		H2-T3	Pkm
Tenm3	Ppan		Cdca7		Hadh	Pla2g2d
Tenm4	Rpl27a-ps1		Mrps18b		Hsd17b10	Serpine1
Twf2	Lingo3		Luc7l		Hars	Plat
Pcyox1l	Gas2l3		Ola1		Hba-a1	Plau
Kif20b	Atad5		Rps10		Hcfc1	Plcd1
Tor1aip2	Rps6kl1		Nop56		Gm10093	Pa2g4
Nelfa	Klf6		Cdt1		Hdac2	Plk1
Wdr76	Gdf15		Rrp15		Hdac3	Ccl21a
Fermt1	Grem1		Rpf2		Hdgf	Plxna1
Hpdl	Impdh1		Gemin6		Hells	Plxna2
E2f2	Impdh2		1700037H04Rik		Hesx1	Ppp1r14b
H1fx	Adamts12		C1qtnf12		Hint1	Pnliprp1
Zfp473	Mta2		Retsat		H2afx	Pnliprp2
Mcph1	Esyt1		Slc25a30		Hmbs	Pola1
Atr	Nek3		Dusp6		Hmgb1	Pold2
Slc35g2	Cchcr1		Nob1		Hmgn1	Pole
Gm4997	Map2k3os		Rpl38		Hmgn2	Pole2
Rbbp7	Tlk2		Pbdc1		Hmgb3	Ppic
Rttn	Tlr2		Dph2		Hmga1	Lgals3bp
Gga3	Ubd		Rmdn3		Hmmr	Prim1
Hist1h3f	Tspyl3		Nmral1		Hnrnpa1	Prim2
Pkn3	Hpdl		Brix1		Hnrnpab	Prkar2a
Ncdn	Ifnlr1		2310033P09Rik		Hprt	Prkar2b
Slc27a3	E2f2		Rpl4		Hras	Prkcsh
Sh3pxd2b	Stard13		Ppa1		Prmt1	Prodh
Cdhr2	H1fx		Gipc1		Rida	Pros1
Ccnb1	Ppp1r9a		Mak16		Hspd1	Prox1
Cenph	Nfkbid		Wdr55		Hsp90ab1	Prps1
Pkmyt1	Mcph1		Nifk		Hsp90aa1	Psmc3ip
Acot1	Gm4997		Ooep		Hspa4	Pter
Zfp608	Polr2h		Snrpg		Hspa9	Stab1
Gcat	Ssh3		Rps13		Hspe1	Lrrc4
Map4k4	Lgi2		Dcakd		Hspg2	Ptgfrn
Rpl12	Emilin2		Nt5c3b		Elavl1	Ptgir
Polr3e	Dapp1		Gar1		Hus1	Ptma
Rtel1	Map3k1		Rpl24		Hyal2	Ptpn13
Wdr3	Mapk13		Mcrip2		Icam5	Ptpn4
Tex10	Ncdn		9530077C05Rik		Ide	Ptprb
Clspn	Defb36		Mfsd10		Ifrd2	Ptprg
Mphosph9	Sh3pxd2b		Nrn1		Ighg2b	Ptprs
Map1s	Zkscan17		Tspan11		Il12rb1	Cavin1
Irf2bp2	Ankrd13b		Mphosph6		Il3ra	Itgb4
G3bp1	Ccnb1		Anln		Il9r	Nectin2
Rps3	Cenph		Abhd11		Kpnb1	Pvt1
Asns	Pkmyt1		Atp6v1c2		Incenp	Rab23
Tmem169	Map4k4		Vars2		Ipp	Rab4a
Rps11	Rpl12		Zfas1		Eif6	Kif20a
Dbf4	Rtel1		Tamm41		Stt3a	Rabggtb
Chaf1a	Wdr3		Gmppa		Itpa	Rad51
Gins2	Vat1		Ydjc		Jag2	Rad51ap1
Gyg	Tex10		Fam25c		Atcay	Rad51b
Add3	Clspn		Avpi1		Jrk	Rad54l
Prmt5	Luzp1		Rhou		Kcnab2	Rai1
Skp2	Clec4a1		Fam83g		Kif11	Aldh1a2
Eif5a	Rccd1		Cad		Kif4	Ran
Smtnl2	Map1s		Bdh2		Kif7	Ranbp1
Gemin4	Jaml		Slc39a11		Kifap3	Grhl1
Rrp9	Myo9a		Polr2f		Kifc5b	Rbm3
Cherp	Rps3		Mrto4		Fabp5	Rcn1
D10Wsu102e	Asns		Nup43		Klf1	Reg1
Smtn	Adamts16		Mcm10		Kpna2	Rgs5
Pmm1	Dbf4		Ogfrl1		Kpna3	Rnase1
Gtse1	Chaf1a		Fam162a		Stmn1	Robo1
Iqgap1	Gins2		Cd3eap		Lama5	Rpl27
Kdm2b	Tnfrsf12a		Mier2		Lamb2	Rpn2
Gnl3	Phlda3		Wdr77		Lamp2	Polr1b
Snai3	Pald1		Qpct		Lat	Polr1d
Adat1	Srr		Fam213a		Lck	Rrh
Bin1	Txnl4a		Ipo5		Ldha	Rrm1
Lcmt1	Rps26		4921507P07Rik		Lgals1	Rrm2
Slc7a9	Prmt5		Prss22		Eif2d	Ruvbl2
Hist1h3h	Skp2		Pcgf6		Lig1	Ryk
Hist1h4f	D11Wsu47e		Ano9		Lig3	S100a4
Hist1h4i	Gemin4		Mettl13		Rps2	S100a6
Hist1h4n	Lsm2		Gdpd2		Lmnb1	Acsm3
Hist1h2ad	Tlr13		Dram1		Lmnb2	Scd2
Hist1h2ag	Rrp9		Susd2		Psmb8	Scn5a
Hist1h2ah	Cherp		Isyna1		Lrp8	Scn7a
Hist1h2ak	Imp4		Kif23		Lta4h	Msr1
Hist1h2an	Prpf19		Plpp5		Alad	Ccl17
Hist1h2af	Selenoi		Tmem79		Elovl6	Ccl22
Hist2h2ac	Twistnb		Car13		Stard6	Ccl25
Hist1h2ai	Rtcb		Zbed5		Ly6c1	Cxcl12
Ppm1h	Sbsn		Prmt3		Idh3b	Serpinf1
Dcp1b	Smtn		Esco2		Parvb	Sfrp2
Usp37	Sult4a1		1810055G02Rik		Smco4	Frrs1
Cep295	Gtse1		Trub1		Zfp704	Selplg
Cc2d1b	Iqgap1		Rfc5		Pdzd3	Sema3b
Casc4	Timm8a1		Cenpn		Nup155	Sema3f
Iqcb1	Pdlim4		Chchd4		Pfkfb3	Sema4f
Cenpt	Fbxl6		Tram1		Rtkn2	Serf1
A830080H07Rik	Gnl3		Rrp1b		Glmn	Scg5
Dctd	Glrx3		Pgam5		Tmed1	Shcbp1
Tpm4	Adat1		Mex3a		Lyar	Shmt1
Ubtd2	Siva1		Selenoh		Sumo2	St3gal4
Abi2	Hacd1		Ndc1		Mbnl3	St6galnac2
Nol4l	Hist1h2ad		Phykpl		Mxd3	St6galnac4
A630034I12Rik	Hist1h2ae		Top1mt		Smad1	Stil
Fam185a	Hist1h2ag		Ddit4l		Magoh	Clpb
2610524H06Rik	Hist1h2ah		Rhobtb3		Nme7	Slc12a3
Adgrl1	Hist1h2ak		Tubb2b		Matk	Slc16a1
Dhps	Hist1h2an		Whrn		Maz	Slc16a2
Slc7a6	Hist1h2af		Kif2c		Mbd3	Slc19a1
Tceal5	Hist1h2ai		Slc35b2		Mc1r	Slc7a5
Egfl7	A230050P20Rik		Cluh		Mcm3	Slc7a7
Adam32	Dpep2		Elp3		Mcm2	Slfn3
Hist1h3a	Itga11		Ahcyl2		Mcm4	Sstr2
Hjurp	Syne2		Ddit4		Mcm5	Snrpd1
BC055324	Simc1		Ppa2		Mcm6	Sod3
L1td1	Igf2bp2		Mindy1		Mcm7	Sox10
Tsen2	Cc2d1b		Uhrf1bp1l		Mcpt8	Sox12
Lockd	Ddx11		Taf1d		Melk	Sparc
Itgad	Fubp3		Eif4b		Mettl1	Serpina3n
Urb2	C230075M21Rik		Ipo4		Kitl	Rbms3
