"ID","Symbol","logFC","P.Value","adj.P.Val"
56190,"Rbm38",4.31760064157546,7.53363657755898e-09,6.71274581145545e-07
76051,"Ganc",-2.08953647171748,7.64618391614695e-09,6.77173851919123e-07
381356,"Cacfd1",-1.50178028172224,8.03358590807807e-09,7.07197535390029e-07
319476,"Lrtm1",-2.99550311290177,8.27912121846047e-09,7.2444789440337e-07
13057,"Cyba",4.78268612682469,8.82106901558905e-09,7.67275485266683e-07
217214,"Nags",-1.92772194820592,8.90188249838868e-09,7.69723129875467e-07
58998,"Nectin3",-2.01744458767595,9.79338728529999e-09,8.41828049412287e-07
14183,"Fgfr2",-3.52643012839325,1.00456184016912e-08,8.5845977604628e-07
18984,"Por",-1.70472139701101,1.02651354516569e-08,8.72118746250362e-07
14793,"Cdca3",3.93198723040633,1.04609869837167e-08,8.78542544787658e-07
407789,"BC048644",-5.41197751225285,1.04105198734305e-08,8.78542544787658e-07
11768,"Ap1m2",1.6082747767735,1.10861261487967e-08,9.25723208070668e-07
209186,"Acnat2",-3.26878181396989,1.1170433357804e-08,9.27463310554486e-07
244416,"Ppp1r3b",-2.98594238700192,1.1418389394741e-08,9.42694487148873e-07
56316,"Ggcx",-1.57151146759557,1.1632797789572e-08,9.55000416286604e-07
13423,"Dnase2a",-1.96840715718753,1.20482233664084e-08,9.83579262867746e-07
27361,"Msrb1",-3.35910694394845,1.25416317665632e-08,1.01254621549607e-06
433904,"Ociad2",-2.15066206917578,1.25244603491413e-08,1.01254621549607e-06
16005,"Igfals",-5.30505621202753,1.27860124298434e-08,1.02660439361155e-06
12512,"Cd63",4.19053343458523,1.31769247718694e-08,1.0522098453078e-06
55927,"Hes6",-2.16569160356103,1.34673385730215e-08,1.06955553569328e-06
269582,"Clspn",2.76968531277182,1.40264065463507e-08,1.10793448033418e-06
22129,"Ttc3",1.74076161623125,1.49793207240713e-08,1.17684308462824e-06
100737,"Dcun1d4",-2.17704414121547,1.52831660499435e-08,1.19429361223435e-06
232493,"Gys2",-2.77785431834946,1.56208305143517e-08,1.2141872143948e-06
76971,"Sult2a8",-6.68304239073235,1.58163099958911e-08,1.22287692047596e-06
17840,"Mup1",-7.12977528645122,1.66968823503481e-08,1.28416600939809e-06
16548,"Khk",-2.87566539536811,1.73596289394286e-08,1.32814794603074e-06
18113,"Nnmt",-3.58305518877638,1.77999387040537e-08,1.35418782636008e-06
67177,"Cdt1",4.65041623340365,1.78853247442342e-08,1.35418782636008e-06
14756,"Gpld1",-2.6696803481443,1.80072336083224e-08,1.35639023050729e-06
52276,"Cdca8",4.66246617257169,1.89815596695979e-08,1.42244887924018e-06
223337,"Ugt3a2",-6.86307811427392,1.9611460002539e-08,1.46215441335256e-06
229599,"Ciart",-1.81548028860373,2.00113007711742e-08,1.4843915643105e-06
20678,"Sox5",-2.06889497374168,2.06353871818807e-08,1.5229541054991e-06
68818,"Zfand2b",-1.26559229355717,2.1718450838817e-08,1.59483277441021e-06
16002,"Igf2",8.07124407798526,2.30019308363658e-08,1.68063607655907e-06
67876,"Coq10b",-2.49988058006388,2.42662020809136e-08,1.76418910949448e-06
70218,"Kif18b",1.91966761005331,2.48590660819085e-08,1.798344221064e-06
394434,"Ugt1a9",-5.04958747093975,2.56112535393742e-08,1.84363176340332e-06
12846,"Comt",-3.27014950765759,2.64651226477299e-08,1.87250379705362e-06
15473,"Rida",-3.47705022296095,2.65248946821391e-08,1.87250379705362e-06
20454,"St3gal5",-2.95290108026762,2.62917632476636e-08,1.87250379705362e-06
75316,"Taf1d",1.80640624996307,2.63359787604434e-08,1.87250379705362e-06
14661,"Glud1",-1.74409558675938,2.6837579754025e-08,1.885469004546e-06
102626,"Mapkapk3",2.38306230626675,2.76075257964858e-08,1.93028121753133e-06
96875,"Prg4",-2.95420388165392,3.08212816861554e-08,2.14075689000813e-06
140795,"P2ry14",2.73864096798274,3.09108125499019e-08,2.14075689000813e-06
12704,"Cit",2.44888392262296,3.30128611408226e-08,2.27555160307e-06
211389,"Suox",-3.32001895683016,3.36642494314837e-08,2.30955716874306e-06
71664,"Mettl7b",-6.72080701993932,3.54147036863075e-08,2.41829469611221e-06
17836,"Mug1",-6.85766258493191,3.73283065178381e-08,2.52536362567207e-06
338366,"Mia3",-1.52164629252203,3.72293209857833e-08,2.52536362567207e-06
17842,"Mup3",-7.95061299125435,3.75394284119735e-08,2.52794316766898e-06
240327,"Gm4951",-5.15634077749385,4.07341350848287e-08,2.73049502749817e-06
109821,"F11",-3.2916350367065,4.11411998851684e-08,2.74518883069391e-06
231070,"Insig1",-2.77363331148096,4.20522494652341e-08,2.79322509743394e-06
21917,"Tmpo",1.60810838827188,4.3598600306425e-08,2.88283414605334e-06
19240,"Tmsb10",4.61938463434703,4.41775376410213e-08,2.90795656553263e-06
226781,"Slc30a10",-2.34532451361158,4.4664394713977e-08,2.92681973074146e-06
22259,"Nr1h3",-2.21528655946689,4.81254365385806e-08,3.13954019704589e-06
237320,"Aldh8a1",-2.65699538839171,4.84800115458084e-08,3.14861514986177e-06
207683,"Igsf11",-2.17916209815316,4.90818310737603e-08,3.17359644903035e-06
66949,"Trim59",2.59258379607681,5.05833510641577e-08,3.25627537048695e-06
71648,"Optn",-2.32108763654588,5.26098526980025e-08,3.37187621699961e-06
56150,"Mad2l1",3.28010030207399,5.31938380191334e-08,3.38988680689628e-06
71760,"Etnppl",-3.65016069713218,5.33548186947337e-08,3.38988680689628e-06
20019,"Polr1a",2.60563455147993,5.66717274595821e-08,3.58503875916395e-06
18979,"Pon1",-7.34137836954738,5.74520552619155e-08,3.59106520102415e-06
68971,"Tamm41",2.84751869019808,5.77499707274806e-08,3.59106520102415e-06
76279,"Cyp2d26",-3.73519221927099,5.73482912932386e-08,3.59106520102415e-06
319263,"Pcmtd1",-1.98365743482586,5.75711932702991e-08,3.59106520102415e-06
12916,"Crem",-1.44426733202563,5.92342129160128e-08,3.6677523446682e-06
13123,"Cyp7b1",-6.85751591417267,5.99005772948331e-08,3.69336344307762e-06
13386,"Dlk1",7.67144961292242,6.12869118925631e-08,3.76011022692196e-06
246691,"Prok1",-3.47056531488527,6.14977310774206e-08,3.76011022692196e-06
100163,"Pafah2",-2.01608674967875,6.26879993606642e-08,3.81691556107244e-06
17865,"Mybl2",3.14154158498684,6.44065292261382e-08,3.90528054598157e-06
269823,"Pon3",-2.7350955334337,6.47347288110156e-08,3.90896112444368e-06
319800,"Slc22a30",-4.91339683027891,6.75822375790678e-08,4.06411208947703e-06
17837,"Mug2",-4.00746146692652,7.01019098434602e-08,4.14736521677119e-06
51944,"Knstrn",2.23728425671161,6.9732500278052e-08,4.14736521677119e-06
56226,"Espn",4.56446936795381,6.96853442857338e-08,4.14736521677119e-06
217653,"Mis18bp1",2.01957093852943,6.98641846063492e-08,4.14736521677119e-06
12575,"Cdkn1a",3.36523449198614,7.27287384673334e-08,4.28542360977074e-06
18705,"Pik3c2g",-2.50952381543629,7.57526932229608e-08,4.43385815484083e-06
228366,"Large2",3.0529713575493,7.58546868343398e-08,4.43385815484083e-06
27050,"Rps3",1.913926068154,7.67321899458309e-08,4.46728084334035e-06
69885,"Aunip",3.49566257402747,8.09571859777192e-08,4.69455301068417e-06
20135,"Rrm2",2.77375863048046,8.25455523428169e-08,4.74896911962828e-06
109959,"Amy2a5",-3.97912914852829,8.23458038964048e-08,4.74896911962828e-06
320940,"Atp11c",-2.41223802238255,8.31366073170885e-08,4.76421663813574e-06
11793,"Atg5",-1.77552165645671,8.48345670509685e-08,4.84252940748361e-06
98256,"Kmo",-3.48947436609549,8.53313949067362e-08,4.85193647382154e-06
13884,"Ces1c",-5.96342154965683,8.66621560725107e-08,4.90850421196744e-06
21835,"Thrsp",-6.65952488187326,8.91235324639168e-08,5.02842540500083e-06
11783,"Apaf1",1.93918333822731,9.18534609158512e-08,5.16251778601282e-06
13998,"Fgd6",-1.59602920334964,9.31258926501944e-08,5.21397957585169e-06
18405,"Orm1",-7.00037955725027,9.8202495336172e-08,5.45639948421095e-06
52670,"Cpsf4l",-3.68647269921144,9.80075155564129e-08,5.45639948421095e-06
23972,"Papss2",-3.58825642221498,1.00787444319102e-07,5.57881410543576e-06
18606,"Enpp2",-4.45545722077728,1.06463328377508e-07,5.87074950030385e-06
16325,"Inhbc",-3.51014054751723,1.07137795878364e-07,5.88573162094184e-06
50908,"C1s1",-2.27335650282136,1.12957874828658e-07,6.1822225650606e-06
69129,"Pex11g",-2.94151097652554,1.18094244072893e-07,6.43922085312385e-06
29870,"Gtse1",3.04118456576744,1.20254733393162e-07,6.52082266869707e-06
108079,"Prkaa2",-1.81136403155688,1.20483276572108e-07,6.52082266869707e-06
71773,"Ugt2b1",-6.40875339335831,1.32720037474642e-07,7.14674123801755e-06
110033,"Kif22",3.56880701707459,1.33026320176608e-07,7.14674123801755e-06
75541,"Nat8f4",-5.20487963336017,1.34452511297855e-07,7.19690310474561e-06
13098,"Cyp2c39",-4.50265226634658,1.36114814561433e-07,7.24449954695804e-06
56412,"Noa1",2.1990169694436,1.36333222159273e-07,7.24449954695804e-06
12780,"Abcc2",-2.13144967670284,1.38034944182627e-07,7.30835014253887e-06
68352,"Aspdh",-3.05262969873896,1.4333972436684e-07,7.56181730026223e-06
68777,"Tmem53",-2.30480237386734,1.44232707054217e-07,7.58155592871679e-06
11546,"Parp2",1.62253886119506,1.46870493672106e-07,7.69253951265405e-06
98170,"Tmem132a",1.50568719621869,1.47430929538815e-07,7.69431490482394e-06
67917,"Zcchc3",2.92153555091715,1.51601556054643e-07,7.88382042215834e-06
70772,"Ggnbp1",-2.39066878714236,1.5747723596748e-07,8.15280764927545e-06
319165,"Hist1h2ad",4.83435631094409,1.5788986277595e-07,8.15280764927545e-06
19361,"Rad51",2.42306081244887,1.59167480858692e-07,8.16172066523582e-06
78816,"Gmip",1.88152532359029,1.59738049015086e-07,8.16172066523582e-06
268756,"Gulo",-5.18263285806616,1.59419794673005e-07,8.16172066523582e-06
27400,"Hsd17b6",-4.06741406708971,1.62233632730934e-07,8.26034869371823e-06
12479,"Cd1d1",-3.67548447818125,1.65992660315668e-07,8.42239842080854e-06
20280,"Scp2",-5.11721319754691,1.6660759423165e-07,8.42434870071661e-06
378425,"Nlrp12",-4.48583068023296,1.73893926060619e-07,8.76245497077183e-06
18173,"Slc11a1",2.36576745909186,1.80309215765642e-07,9.04268507999558e-06
70113,"Odf3b",-2.17694332909846,1.80692810741033e-07,9.04268507999558e-06
21453,"Tcof1",3.11365862423501,1.8348880659603e-07,9.15126938835424e-06
13107,"Cyp2f2",-7.47999066546302,1.87065560540315e-07,9.28235807192195e-06
17218,"Mcm5",4.72896862680798,1.8802285562779e-07,9.28235807192195e-06
102334,"Ankrd10",2.21132426664808,1.87773036955102e-07,9.28235807192195e-06
20908,"Stx3",2.13257249203509,1.90946887006287e-07,9.36344583833181e-06
56473,"Fads2",-2.6247785298453,1.90876546152605e-07,9.36344583833181e-06
105837,"Mtbp",1.56763205464186,1.9368742860605e-07,9.46606820809433e-06
19125,"Prodh",-3.0823767954975,1.950936520597e-07,9.50301179182797e-06
109222,"Rarres1",-4.52641791952756,1.9593106208495e-07,9.51209505065573e-06
70024,"Mcm10",-2.6211676545496,2.0088667397102e-07,9.72038730708119e-06
668661,"2410002F23Rik",1.42650694020499,2.16593185652983e-07,1.04457961120364e-05
18432,"Mybbp1a",2.46161397576328,2.18211357881114e-07,1.04892189891997e-05
71670,"Acy3",-3.25269769341179,2.25848153133804e-07,1.08207182352271e-05
14570,"Arhgdig",2.87141161349272,2.27728905150194e-07,1.08751715390843e-05
231583,"Slc26a1",-3.21877206545627,2.29440642983203e-07,1.09212251332689e-05
232879,"Zbtb45",2.35286929237844,2.32884002176679e-07,1.10491361162591e-05
21788,"Tfpi",-2.41731992226357,2.37581675434976e-07,1.12165625717292e-05
56188,"Fxyd1",-1.69875389709341,2.37948018698149e-07,1.12165625717292e-05
16784,"Lamp2",-2.18390803153725,2.48303664370205e-07,1.16670786091376e-05
12738,"Cldn2",-2.74022714071243,2.60117065702057e-07,1.21725545739299e-05
75475,"Oplah",-2.98326183507229,2.60727405846853e-07,1.21725545739299e-05
20448,"St6galnac4",2.11944262046507,2.63738714393621e-07,1.22739294058407e-05
70799,"Cep192",1.70101659727858,2.69449266052171e-07,1.24327117231437e-05
73804,"Kif2c",3.54970684053903,2.70553775950161e-07,1.24327117231437e-05
80861,"Dhx58",-1.09876170582396,2.68704163349737e-07,1.24327117231437e-05
434674,"Slc22a28",-4.69004365954323,2.70525785823439e-07,1.24327117231437e-05
66912,"Bzw2",3.46628337344118,2.79043940896869e-07,1.2782661781586e-05
18483,"Palm",3.17882723397792,2.84028777076909e-07,1.29703516232027e-05
15451,"Hpn",-2.55752347625362,2.88043782879186e-07,1.311272211593e-05
208146,"Yeats2",1.35032510192771,2.93814096307731e-07,1.33338676687729e-05
77996,"Cutal",-2.54926865413592,2.97017356037754e-07,1.34375065751694e-05
404195,"Cyp2c54",-3.5240340034147,2.98245395410619e-07,1.34514196393067e-05
64697,"Keg1",-6.64914251542109,3.09891813840631e-07,1.39336894635481e-05
243085,"Ugt2b35",-4.18516079811394,3.24925241286706e-07,1.45648237758363e-05
77583,"Notum",-3.06508587035553,3.26657799213897e-07,1.4597707706155e-05
68298,"Ncapd2",2.90182519212645,3.2960803699846e-07,1.46846409898125e-05
106766,"Stap2",-2.01883014381883,3.38824918934874e-07,1.5049387660776e-05
17194,"Mbl1",-5.010564493884,3.43700577985383e-07,1.52196865033345e-05
56520,"Nme4",2.04228428830205,3.47028086542462e-07,1.53206085457553e-05
54634,"Magix",-2.42266336437985,3.55020032495283e-07,1.56262281170288e-05
68755,"Cgrrf1",-1.55121358630579,3.62145902284085e-07,1.58920062164484e-05
18703,"Pigr",-5.55967815241144,3.68238269245666e-07,1.60807491845015e-05
71911,"Bdh1",-2.37244767643734,3.68647846219667e-07,1.60807491845015e-05
12545,"Cdc7",2.70018207720371,3.70878390182795e-07,1.61298985587535e-05
192986,"Cyb5d2",-1.39321874820441,3.73268607749815e-07,1.61856800149794e-05
18028,"Nfib",-2.02127615583003,3.75805216780846e-07,1.62474604521258e-05
14600,"Ghr",-3.51023954097445,3.76952122324353e-07,1.62482232404098e-05
228359,"Arhgap1",2.10028971565978,3.78046664048404e-07,1.62482232404098e-05
