"ID","Symbol","liver_normal_batch2_rep1","liver_normal_batch2_rep2","liver_normal_batch3_rep1","liver_normal_batch3_rep2"
68436,"Rpl34",11.573647865807,11.6992245356942,11.2839518407883,11.4690012898367
68440,"Dusp23",9.68456848220373,9.82931803912725,9.04212689270805,9.18062354775173
68441,"Rraga",7.85412823604825,8.02873234697408,8.40650448770986,8.20455636787707
68444,"Cyp2d13",10.9580759166282,10.678422039936,10.7383428766465,11.0189332613308
68449,"Tbc1d10b",7.77028853499079,7.80208401794305,7.75049382561629,7.88807418501226
68453,"Gpihbp1",8.58280361870663,8.52186383445251,8.49748804704989,9.24549869291483
68458,"Ppp1r14a",7.60095320356141,7.37969781644972,7.24727615774328,7.37357516222977
68463,"Mrpl14",11.8289386301574,12.002269895486,12.0358662705357,11.9359168231678
68465,"Adipor2",13.6348529864787,13.5679683807552,13.0577511112047,13.4407051235141
68468,"Ly6g6c",6.74237884031398,6.62601473456796,6.48834945966291,6.48110456823497
68469,"Sox6os",7.98856304933532,7.90808224928434,7.79901024070892,7.68773238477756
68472,"Tmem126b",9.07923728356562,9.11414235322853,9.29402571251192,9.13175128259892
68473,"Mob1b",8.56987693083472,8.59350813114227,8.44858620474259,8.73171549042669
68475,"Ssna1",9.69154929280062,9.71967234695034,9.30703873358765,9.48527587790101
68479,"Phf5a",11.237932229152,10.9021057857382,10.6162706955977,10.7791960591584
68480,"Card19",7.6514839963016,7.55809963206246,7.38358674050697,7.46305099345186
68481,"Mpzl1",6.24442748878244,6.51077110954274,6.29810893008784,6.416981314964
68487,"Tmem140",6.87537203380097,6.71682286617908,7.03656168964602,6.46591538690439
68490,"Zfp579",8.2167231003319,7.78660489841044,7.89726595149072,7.84524746945816
68493,"Ndufaf4",10.6621679912055,10.7826006952574,10.9993346097614,10.8009669569379
68497,"Arel1",10.2234752380791,10.3969194180063,10.4735958995802,10.2088545584201
68498,"Tspan11",6.71570410952893,6.8212638185655,6.85046808025748,6.78283632549376
68499,"Mrpl53",11.4169609813598,11.6456189949541,11.3874617547701,11.7599828779715
68501,"Nsmce2",8.10551918290213,8.13774424265655,8.15615560769034,8.2730823113883
68505,"Vps51",8.87745509184952,8.86370747639103,8.89895884147422,8.93946824486787
68510,"Ints1",8.90142516408451,8.80308996186264,9.09839161431301,8.64736529425751
68514,"Micu2",8.94007377897556,9.16186344555519,9.25153374956212,9.25903598440391
68515,"Myadml2",6.49550957282356,6.53018350620668,6.26244938649679,6.13601753617397
68519,"Eml1",7.5364560004164,7.17419692207132,7.55854538759534,7.28194440514142
68520,"Zfyve21",11.9893175116584,12.0003060788799,11.6237478532685,11.7720233039739
68521,"Fam189b",6.91928882619946,6.49886081052397,6.81550168815876,6.5956806464037
68523,"Ciao2b",8.68919167688875,8.94918692186603,8.59722595042962,9.01605578569359
68524,"Wipf2",8.21300764063016,7.96686161667208,8.17492235425933,8.11862895936183
68525,"Evc2",6.40569215390916,6.61617818936625,6.8959207457301,6.48170070594495
68526,"Gpr155",9.5945003034597,9.98407981082793,9.93156232476036,9.7918210374057
68528,"Smim6",6.93016956316766,7.64310151746621,6.97578813387036,7.10231640368999
68533,"Mphosph6",7.40929500854419,7.39568908253393,7.00060842614986,7.76568205161831
68537,"Mrpl13",9.68680273531451,9.33527773947486,9.54729512809598,9.64553773189214
68539,"Tmem109",10.6441040276881,10.5245663937377,11.0403532244967,11.0938380329563
68544,"Trir",11.2531543162503,11.228206925225,11.0859121965304,11.1966894523311
68549,"Sgo2a",6.23403437683157,6.02459391306556,5.6292332565095,6.01294584923104
68550,"Tefm",8.97042968651623,9.24938052999252,9.01065515977298,9.41781387786389
68552,"Smim14",11.7076584556834,11.7041558167696,11.3436361614906,11.6927188049182
68558,"Ankra2",7.25877553606047,7.25158300645082,7.43840445452923,7.43554685602848
68559,"Pdrg1",6.86359016315197,7.11129036595571,6.24571731549489,6.08499232353649
68563,"Dpm3",10.1949840127782,9.98484827203852,9.93619405787622,9.59494780341532
68564,"Nufip2",7.23122123661073,7.32346919250924,7.36155063376536,7.59368466497471
68565,"Mrps18a",10.0581665239335,9.88045679845892,9.84767688446777,10.0401535766233
68567,"Cgref1",6.70596520261701,6.76304565352527,6.93637059046767,7.26078040567533
68572,"Mrpl58",9.18543734494709,9.39362214346583,9.12292274213625,9.27112989279494
68581,"Tmed10",10.1146128326181,10.3447548846946,10.6830994572415,10.5946857048862
68585,"Rtn4",9.21577630632083,9.0094457739702,9.6349524390845,9.57426552385617
68588,"Cthrc1",6.43322302617151,6.46584494646398,6.46280044501674,6.30796328202494
68591,"Mocos",10.7355109513164,10.9134594291084,10.8487188382927,10.6077728354131
68592,"Syf2",9.35131886790867,9.31732353031369,9.31928426528041,9.41605661235381
