"","lung_tumor_kras_rep1","lung_tumor_kras_rep2","lung_tumor_kras_rep3","lung_tumor_kras_rep4","lung_tumor_kras_rep5"
"ILMN_2653881",8.92670368756747,8.51518238559557,8.87589330662207,8.62580014998775,8.5018496218749
"ILMN_2638061",8.2962279528911,8.29915076744813,7.93239932243379,7.85272456044767,8.26628877188457
"ILMN_1252243",10.4741305313452,10.9838709354644,10.7307673068496,10.6512227094888,10.7481666375955
"ILMN_2836586",8.56248094534932,8.92660177517134,8.87329029887475,8.784000869174,8.39070637287277
"ILMN_1213681",9.01564154469792,8.94208375845168,8.66511381033524,8.74523312964227,8.8201191148641
"ILMN_2735413",7.14593214582052,6.96553179093609,7.13391281423904,7.22593041117105,7.49700353034642
"ILMN_2735415",7.40886043602476,6.96173907260414,7.27420341173485,7.63058566604991,7.37090532011341
"ILMN_2807229",7.06696369380824,7.32446185597732,7.49072555032395,7.37623394012389,7.27163810163081
"ILMN_2891688",10.0805219313424,9.69534249308184,10.1256394793078,9.73579927309521,9.79519752053915
"ILMN_2637698",11.3475037226755,11.3310533844344,11.7278433627405,11.4644946986508,11.4467925393476
"ILMN_2674228",8.84774250267575,8.6262794165506,8.75313316071803,8.83009921351171,8.57448709508909
"ILMN_2758762",7.66329124321687,7.45172626807451,7.42440251866458,7.67838006510912,7.10263188885497
"ILMN_2932814",9.30539916252934,9.39732701813881,9.28421682622296,9.15782059721363,9.19467991684172
"ILMN_1245467",10.3216040156589,10.549892938196,10.3737555895558,10.3944091016743,10.4762082568226
"ILMN_2608985",6.72092824314849,7.12734954105912,7.09599033109528,6.84572525378829,6.74323556289645
"ILMN_2725876",6.92079944109916,6.95055589704751,7.12889652900921,7.00555437749509,7.13705517349277
"ILMN_1240839",7.04483806230472,7.33438503117618,6.99732063793014,7.39598925697985,7.30052416333073
"ILMN_2848071",6.71140886549659,6.9150577346887,7.21935005623501,6.7733865046732,7.3768850737475
"ILMN_1248518",6.83963684660533,7.06386691371667,7.13679891077335,7.05243219741728,7.23941952372239
"ILMN_2720925",10.8795880356155,11.1993617823455,11.245548992559,11.3652698653963,10.9925046837982
"ILMN_2658619",11.5302081845937,11.4184587834228,11.5836704472703,11.5632767242987,11.3047292023659
"ILMN_2682917",6.87505816643076,7.05199058553868,7.03321649414761,7.07581337746145,7.16920472649024
"ILMN_2972403",7.03651707048652,7.07250110437125,7.13602984938555,7.2249362281748,7.27676416846022
"ILMN_2973337",7.51732491095085,7.57028265878278,7.66262387467573,7.25396563699115,7.23634312714832
"ILMN_2705878",8.81239794555839,8.88787744822189,8.69054368199859,8.85142697532679,8.47603733751688
"ILMN_1226653",8.46339665028045,8.03380152166341,7.96495449642659,8.31854280970272,7.99180525537646
"ILMN_2604467",11.2871784836075,11.5931780877716,11.5880206401079,11.4844138377696,11.6850663114137
"ILMN_1225086",7.85817531057549,7.75284056295996,7.92295599190848,7.66870773811566,7.71720515710578
"ILMN_2727437",8.74215151423601,8.86967094941332,8.74850735637577,8.84647960415365,8.8681280424261
"ILMN_2628021",11.3908742745361,11.3703740987529,11.4008694323525,11.466481190477,11.3827523504828
"ILMN_2793281",10.8231134323773,10.7713708219376,10.5434608421988,10.6734553916974,10.6123818741591
"ILMN_2603581",12.0050762419484,11.9363733899883,11.9884783318347,11.9645010680879,12.0275324055751
"ILMN_2729008",8.68768186274907,8.51203671814501,8.2319711391628,8.22677342344816,8.22499650119623
"ILMN_1234456",7.78996149954109,7.53157640613392,7.56714801596746,7.74256207509014,7.7545117514019
"ILMN_1256281",7.21112782062565,7.73373564170607,7.8298416336239,7.72855829778671,7.76462282876619
"ILMN_2611352",9.80706305271864,9.87632028922376,10.1874526005489,10.0812920203082,9.89543327784876
"ILMN_2622630",8.91332888717653,9.01692142897591,9.20319503738126,9.22611109813239,9.31456908347599
"ILMN_2596016",9.90688589932796,9.9433389810494,10.0472687879663,10.1256394793078,10.1124720876025
"ILMN_1245913",7.62090709588534,7.39649775235723,7.36095679065787,7.40649734214789,7.3562318626554
"ILMN_3041584",7.37872835803081,7.54037024374357,7.19407966285677,7.40923180658544,7.38481072618821
"ILMN_2669540",12.2580967136387,12.0351556382415,12.051706013967,12.0684298196812,12.1379017180729
"ILMN_3116330",11.9100992754465,11.4924321870854,11.6915745115914,11.5712993603662,11.6596113156905
