"","liver_normal_batch2_rep1","liver_normal_batch2_rep2","liver_normal_batch3_rep1","liver_normal_batch3_rep2"
"ILMN_2611352",8.3591940061182,8.35132432405965,8.41721714884375,8.68549342627638
"ILMN_2622630",9.38566585792015,9.4052202185863,9.21544363044584,9.67932177117764
"ILMN_2495446",7.36310742386054,7.33091080706934,6.9154243058372,7.10274138597003
"ILMN_1230077",7.30785032491779,7.06220499621113,7.89446782906408,8.06871211502815
"ILMN_1246762",6.45740863377164,6.48743753843411,6.3226618937272,6.28412713795514
"ILMN_2470615",8.31644167876943,8.28835401836986,8.1156486735591,8.27949361646015
"ILMN_2596016",9.70178442172352,9.74890024285579,9.72281686477861,9.84853226712701
"ILMN_1242334",7.81800128420827,8.11606391618073,7.77032993648095,7.8091126092692
"ILMN_2915716",9.1498794272101,8.93788073460757,8.63854110265116,8.78246962917394
"ILMN_1258239",8.88421398757824,8.98696941977869,9.07708267801725,8.81889779632134
"ILMN_1240205",7.75118985395847,7.71307114208612,8.0486175086681,8.28014533691135
"ILMN_1259701",7.68482246570701,7.68226646397178,7.83641443889214,7.69977069493866
"ILMN_1237581",8.1445355765312,8.25968595022975,8.04476962257813,8.38013929600093
"ILMN_2607196",7.39478394603773,7.19502027082837,7.31227412246153,7.53844552301466
"ILMN_1235939",7.91233571942801,7.8583438941207,7.81287961894244,7.84044281540879
"ILMN_2621882",11.9165583287896,12.2133280396157,11.919028874818,11.9839809608117
"ILMN_2850839",12.0307939555742,12.1556062352603,11.79514266479,12.3194039570696
"ILMN_2691869",11.7557821100875,11.9254455299945,11.5009445754999,11.7912656835789
"ILMN_1216463",7.85504283906393,7.59275542316601,7.88667372786881,7.58361318285888
"ILMN_2659694",6.64835183676188,6.74376977447666,6.81814918976248,6.75295117080563
"ILMN_2523903",9.58554632630454,9.64929565619987,9.77205883901838,10.1832864550726
"ILMN_2651743",11.2064052193224,11.0467335288653,12.1746063655885,11.3801805118082
"ILMN_1217369",7.70516543313078,7.48869454823759,7.45320422282952,7.19573636035801
"ILMN_2789047",6.89339538972934,6.75623121472141,6.74013820804919,6.54653605996086
"ILMN_2550016",9.63420534088189,9.50778808839246,9.9760335903122,9.3896575048791
"ILMN_2958076",11.4671384422357,11.4618032714855,10.9583752141771,10.9544781609831
"ILMN_1239895",9.61216840019602,9.62322182189621,9.48546193818086,9.51196867040106
"ILMN_1238713",10.0058091887389,9.69654981155222,9.83259956712539,9.88839964037329
"ILMN_1248658",9.76427984475024,9.7497770140833,9.42670749801898,9.56723295256228
"ILMN_2634338",10.6456207217591,10.5194073638747,10.9579747657289,10.8839972907871
"ILMN_1218725",11.3491522328955,11.6383580994462,11.1145872106559,11.0303440866002
"ILMN_2938179",8.97042968651623,9.24938052999252,9.01065515977298,9.41781387786389
"ILMN_1225158",11.7076584556834,11.7041558167696,11.3436361614906,11.6927188049182
"ILMN_2452855",10.4618444953848,10.351696908455,10.4824733159609,10.57691233193
"ILMN_1213881",8.10817155365306,7.84807913552408,7.96001261628708,7.95557523764361
"ILMN_1257567",7.5736955798818,7.53777220129045,7.61681732682794,7.33656665980585
"ILMN_1242099",7.1020322426211,7.04145453668192,7.0326805086945,7.12247515814984
"ILMN_2483786",6.97790538668771,7.07257086006983,7.13355302417328,7.00487745549324
"ILMN_1244997",7.35853039150491,7.28158318732356,7.66342600517349,7.54925051425461
"ILMN_2596761",8.55459632621181,8.25549603744991,8.74310087428054,8.53298502191354
"ILMN_2804251",7.57660520102406,7.60210704837015,7.82134011516341,7.57516941155056
"ILMN_2774882",7.02675870835347,7.03293032050582,6.3148909510493,6.25971966164213
"ILMN_2868927",8.0069440300645,7.81005096517496,7.66836774213422,7.87072139995386
"ILMN_2756311",7.98856304933532,7.90808224928434,7.79901024070892,7.68773238477756
"ILMN_2660082",8.65094546581421,8.59341624685713,8.45382467873913,8.58976219628943
"ILMN_1258421",9.95017626361179,9.49747326843949,9.55452482744489,9.69114600021799
