liver_tumor_myc_batch1_rep1	liver_tumor_myc_batch1_rep2	liver_tumor_myc_batch2_rep1	liver_tumor_myc_batch2_rep2	liver_normal_batch2_rep1	liver_normal_batch2_rep2	liver_normal_batch3_rep1	liver_normal_batch3_rep2	liver_tumor_myc_batch3_rep1	liver_tumor_myc_batch3_rep2
ILMN_2682917	7.42307514003892	7.31536334612052	5.81626139123202	5.54434620111938	5.55309412086497	5.8379858663421	7.47676766703235	7.60772737016401	7.27053011036522	7.59447745058059
ILMN_2972403	9.3921379334808	8.01412511074443	5.98953925883301	5.70817247232912	6.73006952353043	7.16522307850656	9.10359788894335	9.4317664261112	8.99511178393481	9.86799882624431
ILMN_2973337	7.12424540929096	7.25831963586828	6.22955884360632	5.88770108848602	6.50905244681143	6.58549499735646	8.71415723576854	8.58111582581024	7.69623399877829	7.50856968239007
ILMN_2549368	7.02142642488487	7.07553423558711	5.86148497285314	5.60442216674413	5.83287685267626	5.67189625678496	7.22826122162041	7.24891214892652	6.89385441249519	7.20764081664453
ILMN_1226653	7.83759229895218	8.30282121957665	7.00005438181545	6.62050811573067	6.63999853613419	6.83358215190183	8.06636882010042	8.08764634887461	9.06654850534844	8.90762422986565
ILMN_2655105	7.93372723816633	7.2964106016202	7.30116829327049	7.12703323564608	7.78311610880532	8.40020563000791	10.0633759351151	10.1451579698134	8.4700289935838	8.61982206713653
ILMN_2544634	7.08226242953396	7.27099699482546	6.04905381393569	6.08068532112999	5.75566841663189	5.71716347264793	7.41000246677649	7.54577806100193	7.93737955859038	7.90050895712388
ILMN_2653890	7.25482360283783	7.03723779151104	6.07250833943307	5.79922980662815	6.05778659104656	5.87068737862087	8.00705278372346	8.06295883604369	7.39202370139064	7.62549406639866
ILMN_1220374	8.82235142265224	7.88862301930188	8.38579899830032	8.02408858743657	9.00240499853859	8.87054573870993	11.2158419206007	11.3436788851375	10.5000961948767	10.2361170370785
ILMN_2444799	8.39301284025594	7.53105954764314	6.72633796447469	6.32213289796147	9.15683646958641	9.18949960710657	10.6370683713215	10.6671541302299	8.4371740464036	8.60223852083518
ILMN_2727437	8.18097902364998	7.05997710679518	7.01632055761813	7.71087202490646	7.94134668139108	8.05448357961411	9.54306513142841	9.81975889986535	8.7110624118869	9.03723882124729
ILMN_2628021	10.134998984718	7.48408535067567	9.01790124424843	10.3100584019474	10.2304349557712	10.1470424853838	11.3837701625253	11.5474775437966	10.6788192994292	11.1399621678224
ILMN_2793281	9.45668891728339	10.3854735861469	8.49898868357385	9.43754704319696	9.44889857720302	9.59340965826915	10.9642246099043	11.0243182938635	9.77011049218494	10.6364279583815
ILMN_1234456	7.64423953504709	8.58239624248749	6.55401906648213	6.78571897838429	6.49273603598093	6.37798768417003	7.68656075494232	7.81264742873766	8.54852447844981	8.09296798094174
ILMN_2611352	8.82159000669618	7.44256577537705	8.79113854490623	8.83026118789361	7.99024028287756	7.98237060081901	9.73569850945277	10.0039747868854	10.5203237769076	10.0837538786493
ILMN_2622630	8.6862744755791	7.37922802434931	8.2822614031777	7.63399129394662	8.67845031637457	8.69800467704072	10.5292799808557	10.9931581215875	10.0759386595757	9.77853849634247
ILMN_2495446	7.32487899303146	7.36531678643596	5.81897029491247	6.00291855971072	6.41788963638597	6.38569301959477	7.5406695531449	7.72798663327773	7.51480161902693	8.12386584428347
ILMN_1230077	7.51860240967928	7.1993425482774	6.51477830835276	6.29429417582867	5.99210509848209	5.74645976977543	9.17324088930702	9.34748517527109	8.33861561447496	8.06636882010042
ILMN_1246762	6.84370125510639	7.2743208403631	5.82182556735938	5.49739728648163	5.52576156443291	5.55579046909538	6.87107069672127	6.83253594094921	6.95707167788235	7.66032006114765
ILMN_2470615	7.42659854900661	7.12519543527693	6.69269137412625	6.61141619054616	7.67276369914222	7.64467603874265	8.83157477478797	8.99541971768902	7.88106148417469	8.35190764932993
ILMN_2596016	9.38054429093192	9.6525022698274	8.3717104421711	8.28278334014649	8.59498579648616	8.64210161761843	10.7169716092009	10.8426870115493	10.3643882263293	10.3713478279813
ILMN_1242334	7.61222936897276	7.26059780148867	6.10137998667219	5.9462059515937	6.84586949256337	7.14393212453583	8.3906285673327	8.42941124012095	8.07912379823624	7.5079456396618
ILMN_2915716	8.57468301895594	7.45995716392266	8.32068616649195	7.40046406812802	8.64108463681442	8.42908594421189	9.66607306681134	9.81000159333412	9.85290901546224	9.60764415826204
ILMN_1258239	8.22392760751802	10.1054203054274	7.45392844351378	6.73395471714538	7.50376174927599	7.60651718147644	9.76105551173321	9.5028706300373	9.37397086561091	8.91796537210304
ILMN_1240205	7.5846382335996	7.56853113802176	6.15783575182535	6.27762956077099	6.09834917775378	6.06023046588143	9.77932136918125	10.0108491974245	9.50252876651287	8.83552376998427
ILMN_1259701	7.77183607083573	7.96547147446737	6.8777414283488	6.44501062334017	6.74013332668233	6.7375773249471	8.47624091909643	8.33959717514295	8.19698613841135	8.12570094758355
ILMN_1237581	7.45004288038261	8.46369008976996	6.79920551775607	6.74312651287962	7.37344115268762	7.48859152638617	8.39608615255232	8.73145582597512	7.81702776712894	7.94943877932416
ILMN_2607196	7.60387666238283	8.96030651714951	6.90177234305458	6.72005377918162	6.38709793113981	6.18733425593045	7.79123876645679	8.01741016700992	8.07686141524909	8.25735059616341
ILMN_1235939	7.18742235028666	12.3162680382413	6.44480345589509	6.07774914609865	6.29489947453895	6.24090764923164	7.58652251025282	7.61408570671917	7.75389998682665	7.66816806676347
ILMN_2621882	11.7518532765014	9.45058165034553	11.0487591416622	11.3271495313328	11.5736644637577	11.8704341745838	13.2482726111498	13.3132246971435	12.9560615544415	12.9909988540565
ILMN_2850839	11.0936576524423	13.9581230101545	11.0008941867139	10.5066004050839	10.8364082221577	10.9612205018438	12.4297344884671	12.9539957807467	12.4608842767819	12.776418998178
ILMN_2691869	10.3756357234452	15.0862947161803	10.0670786515724	9.79172288259672	10.3338950171803	10.5035584370873	11.6404086538369	11.9307297619159	11.7487421434089	11.6217791142517
ILMN_1216463	7.31916720222344	8.61117514707613	6.2389821794791	5.97313200030697	6.59926426449344	6.33697684859552	8.5334946301286	8.23043408511867	8.21371726515021	7.78110721979866
ILMN_2659694	7.04868902785882	7.1939569956196	5.61554312784198	5.75348988249922	5.60654038846333	5.70195832617811	7.42022089245857	7.35502287350172	7.1871266190188	7.2906939439821
ILMN_2523903	9.66087532947888	7.15412544918081	9.77383178139449	9.07600211521006	9.42682526283888	9.49057459273421	10.9267916970255	11.3380193130797	10.7271782880216	10.029060139942
ILMN_2651743	8.50405424597212	7.1409708387497	6.08198575736527	5.97305799093748	9.16348401442393	9.00381232396683	14.1400460748736	13.3456202210933	8.90418247627429	9.86593497118668
ILMN_1217369	7.3603603256327	8.58217435488291	6.51401077847048	6.11048372742124	6.80020578371522	6.58373489882203	7.74033328389391	7.4828654214224	7.8208993321066	7.73269199292586
ILMN_2789047	7.69123717869344	7.87823794502	7.74907430178881	7.00730548812896	6.26132333769434	6.12415916268641	7.68847272933153	7.4948705812432	9.04114309740118	9.23900217559197
ILMN_2550016	10.0568397460045	7.37335196911424	9.01673601186783	8.73140983309066	8.73995102333281	8.61353377084338	11.867594873851	11.2812187884179	11.7371911385233	11.358888242694
ILMN_2958076	11.443131412258	8.03858104091308	11.0554024291116	10.7669236908944	11.3587006450394	11.3533654742892	12.5995797266273	12.5956826734333	13.3083657319816	13.0293333458782
ILMN_1239895	9.746917010301	7.02823982300399	8.595265315066	8.41133228189785	9.11935870621551	9.1304121279157	10.6462916113489	10.6727983435691	9.83460764919767	10.7172282955736
ILMN_1238713	10.1847442053889	7.34549218283105	9.04359078183698	8.82969229548495	9.51900174027316	9.20974236308651	10.9730777568059	11.0288778300538	10.0021944248522	11.1070197215546
ILMN_1248658	9.89455526591924	7.55302060354754	8.76348253555273	9.08464677299577	9.25713576157414	9.2426329309072	10.7713014859751	10.9118269405184	11.0553892099657	11.0163326490995
ILMN_2634338	12.2281692113321	8.8030006287116	10.5634479829014	10.8706012960065	9.58187788688898	9.4556645290046	13.1176641621806	13.0436866872388	13.7033996665905	13.5005701040788
ILMN_1218725	12.1311147686561	12.121349623518	11.3587006450394	10.5349640067106	10.1451145567854	10.4343204233361	12.5539074514354	12.4696643273797	14.2163580438972	13.8066014767175
ILMN_2938179	9.33290347179468	7.84530499775612	9.21563188588213	8.52378089193854	8.56861644668813	8.84756729016442	10.0427190882821	10.449877806373	10.2508807677509	10.1476275256161
ILMN_1225158	11.6795528482077	7.67030925251102	9.9797119908894	10.9417871098621	11.3336762760597	11.3301736371459	12.9712838472655	13.3203664906931	12.2915793858351	13.0086387517577
ILMN_2452855	10.2275780405862	7.55934190707746	9.73910516916323	9.42311690836983	10.0053928292715	9.89524524234169	12.0215666521094	12.1160056680785	11.5522970897329	11.3551707482727
ILMN_1213881	8.97234859453794	8.65528921028138	8.29969765010725	8.62173514243484	7.18398243007364	6.92389001194466	9.46545406611893	9.46101668747546	11.1236467991429	10.6977099754682
ILMN_1257567	7.20985053948618	10.6685047645284	5.82761632188441	6.12866200919201	6.12758159185664	6.09165821326529	7.58752776504379	7.3072770980217	7.57788441357222	7.37012656452466
ILMN_1242099	7.13645288388119	7.72319675022321	6.11456806782307	5.57943459201028	5.95576270356492	5.89518499762574	7.73947887778602	7.82927352724136	7.87541316968406	7.5130564189034
ILMN_2483786	7.17769409734289	8.34188637178268	6.24438010548891	5.84763718982473	5.70404776654867	5.79871323993079	7.94549811931815	7.81682255063811	7.94808684255019	8.22758165042228
ILMN_1244997	7.12112681168597	7.44935089745539	5.54738319612026	5.68310992447005	5.80152381146541	5.72457660728406	8.96430613582707	8.85013064490819	8.32962537937874	8.04407822199811
ILMN_2596761	9.44674917676718	7.19804717111091	7.61134853716997	7.37570587203128	6.89550881842622	6.59640852966432	11.1159065373802	10.9057906850132	11.3427438988018	11.2421033196376
ILMN_2804251	8.07185677042491	7.10861383837597	6.53328522418523	5.96600903904155	5.90875839742642	5.93426024477251	9.76199623024171	9.51582552662886	10.1798896881236	9.31861313513533
ILMN_2774882	7.59584563047437	8.72118123538119	6.96080857283206	7.54496675036977	6.09818239974039	6.10435401189274	7.63768740099057	7.5825161115834	10.2254920307878	10.2681072256906
ILMN_2868927	7.7506892350218	8.57316166353512	6.82198633742769	6.44821151807483	7.08397574175858	6.88708267686904	8.0569542605067	8.25930791832634	8.13686759364718	8.03434572836352
ILMN_2756311	6.93943875773644	7.2932996647403	5.37346055482268	5.51326151636095	6.96113559548252	6.88065479543154	8.28333264105126	8.1720547851199	7.19623817969872	7.12388627300836
ILMN_2660082	8.67256129542899	7.12130401474065	8.19156277407044	8.11152381516309	8.11428437685804	8.05675515790096	9.83195120559411	9.96788872314441	10.2921492814252	10.0412873770734
ILMN_1258421	10.5478222695756	7.06840264479246	10.6484225242967	10.7539539986044	10.0970068919454	9.6443038967731	11.2044340511413	11.3410552239144	12.3239310496508	12.2865813683643
ILMN_2693905	7.14392753414264	11.2313447706934	5.98430776723144	5.96895156057696	6.15452670584712	6.06114234160798	7.25723130650342	7.33669555944831	7.62802479146732	7.42938414364818
ILMN_2621472	11.966542942744	7.94173136685476	11.5532194882493	11.2966663226149	10.2499343520615	9.99132278861241	11.2384946063951	11.5214789832431	13.4403309108264	13.0600172292283
ILMN_2621471	10.6954618186432	7.24138211999256	10.5378760069605	10.1494612508794	9.30269820671253	9.19872440611012	10.3054201685897	10.459222576655	12.3576015551736	12.0351949960811
ILMN_2622829	9.10494674047813	7.16935031365855	9.30005283532917	9.13289861660961	8.42508789122386	8.34301022685639	10.0001102760141	10.3138638698626	10.5764666318669	10.8565288246938
ILMN_2745954	10.2521011928902	12.5529517016681	10.0539948252347	9.17307320144281	9.02615220855363	8.89132492918976	10.0349720687199	10.4378360623982	11.6582661630715	11.2876517850852
ILMN_2734060	11.206816485295	10.3451147933224	10.374173880639	9.63657618251322	9.62749439676724	9.7479271008192	12.2092079708462	12.0108403180227	11.8593414305492	12.2849696634126
ILMN_2725317	10.9801427915602	9.13918948217206	10.8170014169176	10.3966874555132	9.94873756825591	9.91733183413916	11.6926060217187	11.8609107274369	13.3304379888238	12.2285775449066
ILMN_2919489	10.7943985636538	8.69957210627699	9.7850569602047	10.0273971288224	9.85243536833562	9.67709469075695	12.0241483208608	12.3275644325918	11.3998985878389	11.4229701096722
ILMN_1252407	13.0699315867141	9.1425003615117	11.3271495313328	11.3160136182041	11.1041703694054	10.8836912586597	13.7628787361406	13.7972546973892	13.1732832299097	13.4946750801026
ILMN_2803878	7.21321457490698	9.50611881325711	6.41227734063667	6.200049113839	6.26460163979153	6.30142147470541	7.56534317397912	7.63816327860371	7.58010382992311	7.67719866245297
ILMN_2646001	7.68899961644453	7.32122235425422	6.97575082995635	6.62121349461337	6.52781586275598	6.97470754474839	8.31305647656356	8.19960928688934	8.40934054701183	8.31107198542482
ILMN_2642876	7.50955294281588	8.30205304552443	6.42893190267685	6.50203389539687	6.04367488778399	6.64622948972518	7.6350835939802	7.94970373363524	7.77454873172913	7.83110674118483
ILMN_1238142	9.29550160362762	8.67323910359712	9.44405618050323	9.15910438594048	9.03805688604152	8.96388415870188	9.8602902951723	9.94099014689437	11.0504287432395	10.6250341340762
ILMN_1225594	9.76224806201754	7.72894494860983	8.20417642758024	8.70933484033068	9.98047589349985	9.98611110114496	11.095887508469	11.0977422972475	9.69037309322144	10.1179654317546
ILMN_2503787	9.50611881325711	7.4808277571189	8.69189310162172	8.88190982421674	8.46840044349471	8.91302963299737	10.7133403290528	10.4301098708984	10.5227156436797	10.4972535831365
ILMN_1221251	8.15248614633938	9.39492833342211	6.99718430873487	7.78018803179901	7.93048188697411	7.45753191292326	8.5603572929409	9.10433056556863	8.88442812022346	8.99967592077157
ILMN_1243561	8.19930745387826	7.68436887695397	7.44177539361177	7.37803382481126	7.84262895466943	7.72294701340278	9.31947816815439	9.19726351235124	9.27976818948783	9.5511492892361
ILMN_1257630	7.18381499388788	7.54189500839838	5.99214566970435	6.06114234160798	6.03292094441906	6.23487762795825	7.66701642398968	7.36710302554696	7.52482944180934	7.3448278313838
ILMN_3144761	8.04038452749919	9.6245078018532	7.03896863250708	6.86041671934295	7.55514510288856	7.48260933304537	9.32972100672272	9.26622604082955	8.82634048905891	8.61239747168082
ILMN_2604806	7.98019414190489	7.28607416403651	7.20117142878677	6.94369949162134	7.84225683237142	7.91767446173063	9.40266729122019	9.4674841487082	8.56139163216106	8.35493661998866
ILMN_1231340	7.36960781477614	7.11615834853038	6.098826767957	6.02276716232509	5.58977479544103	5.62444872882414	7.04863936383952	6.9222075135167	8.41711199451778	7.71555760157432
ILMN_2595200	12.1799871457891	8.31795182766769	9.25187001626695	11.4613423335824	10.804360760951	10.6538186875083	12.4333419723394	12.7063906288358	11.3518876405388	12.0251261494444
ILMN_1217406	6.9264187594954	7.25231015461811	5.7951200156014	6.15658885390666	6.12590454899878	5.70547653332329	7.29050204579764	7.07068100404259	7.1491302863272	7.34631515502098
ILMN_2737979	9.30330494560135	7.90014558203329	9.25488393888477	9.43218060723757	8.9920825883279	9.02615220855363	10.0189992480967	9.97999101525339	10.7335420380789	10.6763873081239
ILMN_2607450	7.8317781411528	12.3819233253349	7.23080871741616	7.08067311766411	7.13566081073663	7.07409595959393	8.77531693861013	8.89534397824075	8.45600751049665	8.18521106508592
ILMN_1233987	9.92390073507427	11.3537174209653	8.54646795316814	10.3015438648631	9.89879253750107	10.0850387223814	12.3390918600537	12.036314783661	10.3619821975862	12.2047764538757
ILMN_2617920	7.43188784174842	9.90506856903781	7.18247182479305	6.92232307360166	5.75500692031045	5.91487565477122	7.83799667988941	7.69424574096703	8.62268807608447	9.39321260347954
ILMN_3118081	7.25713652784489	10.3756089553225	6.00427165509583	5.78656499861423	6.09439438384753	5.83331402825958	7.45336735925157	7.19647868998401	7.36593503912819	7.4148942793275
ILMN_3043178	7.34288181788219	9.04430613413706	5.7031606537247	5.74512382704825	5.88065712161683	5.84002633074065	7.43957950700703	7.02725417680788	7.53309646801595	6.9933114631399
ILMN_1258737	7.36015661957341	7.04747131706564	6.19746372426862	5.80197143077833	6.06432398565006	6.77725593994861	7.6271745338779	7.75370280369753	7.658248620958	7.87081703221278
ILMN_2661005	9.52859456401357	7.46763244753641	8.71965705513598	9.08615314706401	9.80379806555398	9.97724224548118	11.7022278894767	11.4374865483166	10.2658399299949	10.7745327951336
ILMN_2674655	8.45882203318715	7.27760031825103	7.26193458923561	7.30611069008652	8.34360391422338	8.51286961822082	9.61002932644492	9.8925276003476	8.52941688849917	8.56510941085113
ILMN_2647669	8.15913264925906	9.91448447286519	6.81640838188917	6.74270589113596	8.2921029110179	8.20370526743564	9.14986001613403	9.38485825683999	8.22250379921281	8.28803089145206
ILMN_1220508	7.27967975447411	7.45569051997534	5.75474449460909	5.49786756084458	6.20384325549815	5.91988623412284	7.53192977538037	7.69120681355456	7.20030056552029	7.11329835187974
ILMN_1234299	7.13350393278832	8.01947480774096	5.77602013556876	5.69953351821382	5.97094761507596	5.87251759870217	7.18200842432126	7.30652815378034	7.25928849596685	7.10119924224185
ILMN_2637066	8.65267918795976	7.00632383417504	8.98304931410775	7.77686807840412	7.94468527102382	8.43171258218617	9.16660775091137	9.73580845230481	9.66895295238853	9.64617355006929
ILMN_2849359	9.22207035524718	9.40639348966497	8.85341147625848	8.17115252313377	8.25601014209775	8.28897332088995	10.1442757250041	10.4127346941386	10.6533569940669	10.4544306520669
ILMN_2614983	7.0055285534508	8.70183977062221	5.8653293834145	5.83723483588434	5.93394447614293	5.95129468264373	7.384317739371	7.01534973236729	7.39277527698211	7.2984427290761
ILMN_1259814	7.39593978954857	9.17867605394431	6.32270432646435	6.00356176150093	6.09511288675257	6.00128449734352	7.53499944939174	7.643453260923	8.53517047604509	7.91771145333366
ILMN_1237830	6.88826957758601	7.61409509562803	5.8570611704286	5.76007274319699	5.64115979925785	5.93451756308466	7.07560536306973	7.17003370041113	8.64290676443885	8.78112296095886
ILMN_1254950	7.50943180394732	7.11013874448359	6.04958519273885	6.06551932104508	6.17852219265777	6.11602206136445	8.93227160218816	9.14270718297398	8.39840435153235	8.38170267701817
ILMN_3142224	14.9997129557915	7.83555716581155	13.9536310562434	13.7434057266567	13.7514922792993	13.7966183862742	15.139948482519	15.2308530897401	15.6615037397733	15.5864586616419
ILMN_2636384	15.0739379629903	11.0894492893526	14.3088002874321	13.7690815939291	13.8776268383485	13.8292284580126	15.3799714140489	15.4797561115662	15.7951821706946	15.555162632105
ILMN_2455397	8.54579466088249	7.21940475453613	8.67296413038108	7.92070135295799	8.83679534465232	8.82114918365651	9.41750740795671	9.68101223710487	10.1073090886101	9.81726309835521
ILMN_2738655	7.50724401221868	9.87301616231155	6.30326292862089	6.40542984564786	6.02924028684444	6.19954750214976	8.55520090798198	8.43271778989332	8.23814113677131	8.60818799989777
ILMN_1243516	7.24628788932403	9.14580646161651	6.28569886564981	6.04297373194872	6.84469691522761	7.41926246084235	7.57197576055507	7.72047548145207	7.92894690084879	7.56247827413103
ILMN_2517566	6.86657359308843	7.00734128877928	5.52865445271482	5.77114859665719	7.16791836065368	7.42435401595847	7.69732189899575	7.59814985552266	7.05412222670065	8.02268586448001
ILMN_2427971	7.79837199976705	11.2483787596368	6.87235774489377	6.4048337404932	6.91003041820185	6.66871029061476	7.65448620241723	7.93211699388493	8.70817240333955	9.32326326595045
ILMN_2488405	8.65980167726903	9.08309712873358	7.52819348394991	7.42551700167802	7.09058379950409	7.19456850395264	9.01421635100471	9.14374422525537	10.4381766531362	10.1232172758598
ILMN_2710151	7.83339929685496	10.1159971528564	7.76526537615255	7.3563262929144	7.99893674780582	8.33191689708522	9.68228947409733	10.2798800311267	8.87194496126604	8.62561068167641
ILMN_2960474	8.20217379067117	6.83954898560876	7.87121667533994	7.71675156820111	8.47664586986918	7.90931303976657	8.91023182238824	9.36681078980482	9.25196318939817	9.16987096198318
ILMN_2759652	9.09961423066549	7.7506892350218	8.81601067568074	8.54743189868503	8.69302550007535	8.66702307891051	10.1550507565062	10.0194031519101	10.3786594128113	9.96741659987311
ILMN_2955214	10.64596756109	8.12792289355564	10.6686058117177	11.0019649320542	10.7760644977049	10.3980403402653	11.6072215295175	11.7834351679843	12.2618430419793	12.1583966761747
