"","liver_tumor_myc_batch1_rep1","liver_tumor_myc_batch1_rep2","liver_tumor_myc_batch2_rep1","liver_tumor_myc_batch2_rep2","liver_tumor_myc_batch3_rep1","liver_tumor_myc_batch3_rep2"
"ILMN_2648386",15.1189277338921,9.28805068476409,12.1570681703473,12.2759741730082,12.2737856534398,12.1071288405171
"ILMN_1218627",13.0924551697564,9.42042680169869,11.627717871147,11.3900525428211,11.2401688906425,10.7678246382997
"ILMN_1256930",6.85565102655633,6.9124052273212,6.97183874654942,6.66494645734906,7.03517059396568,6.86415670989087
"ILMN_2616000",11.6643222614114,8.47045204770813,10.2516284606088,10.0016129583468,10.1823508288492,9.83395637043433
"ILMN_2835012",9.90892248580766,9.14541571781772,9.85530490331093,9.35651491343347,9.59295695117202,9.30389963933432
"ILMN_2826342",10.679842432896,8.62099373317406,9.75023576795571,9.67668895421791,9.43315127996991,9.74159632999651
"ILMN_1220263",7.34796396586415,7.08751017408247,7.36462372602964,7.06425037423497,7.28653952757075,7.1555346520579
"ILMN_2613492",11.1682572423588,8.232535225911,9.89032655115007,9.49821672180962,10.0511667326201,9.36187493095975
"ILMN_2599544",6.71790087613373,7.76423104796842,7.33801274645531,7.32444184933772,7.31587611722672,6.98593313518457
"ILMN_1226103",8.46510747904903,7.50210180261477,8.01347326495994,7.88917450105819,8.25203773625424,7.77973306105525
"ILMN_2796798",11.0849496719338,8.31362670837991,9.73690737281711,9.41600366527973,9.73000406178312,9.91423766074752
"ILMN_1221501",13.8873827957755,9.42199374512974,11.4738791268347,11.3340081760726,11.667022750219,12.1438430286841
"ILMN_2765936",10.607055889712,8.03466467331854,9.39079410966424,9.2950768517601,9.37722461937084,9.22034554526594
"ILMN_2724285",7.62421718328713,7.58180751200625,7.74470020642561,7.44843945839953,7.71218875337751,7.5067209723841
"ILMN_2750510",6.58182069577044,6.86860393878002,6.53126652031301,6.7229572543647,6.68810304783672,6.95852244658649
"ILMN_3163221",8.57684366767842,7.62510422072263,8.17488486868278,8.17231404409315,8.39349835652082,7.66319850750534
"ILMN_2597022",6.62182342202688,7.99923972701415,7.40704762387177,7.41913538726301,7.2133100659767,7.20263322097058
"ILMN_2663516",10.5694271142765,7.89382772230447,9.20084381537135,9.35576095228638,9.20182642935439,9.16807847614979
"ILMN_1249439",7.78915710068415,9.3861912219797,8.39656689249092,8.52523479555538,8.80812781926763,8.62076713801378
"ILMN_2698553",6.92311535255079,8.08432086651985,7.5936312654251,7.3711319976508,7.54645352048697,7.50365565457841
"ILMN_1222594",8.20850230395121,7.37751374656858,7.93636699075432,7.87996714246728,8.29563443168566,7.06006353613232
"ILMN_2600218",6.21657239462144,8.00641175671135,7.08369272247437,7.14620807737161,7.3139752190781,6.90209228374153
"ILMN_1224982",6.656297378255,6.85714973910721,6.65392710321254,7.11613303340766,6.32138160487118,6.93545249323305
"ILMN_2545063",7.24914943299764,7.22158588126295,7.47180848439177,7.33257962531314,7.2176425682721,6.91943995054419
"ILMN_2608985",6.5844193609935,6.60374985265351,6.64651299909983,6.61551236203122,6.70576131744825,6.40855174871473
"ILMN_2687181",6.71625199930292,6.64146813125287,6.87418212354973,6.74052105910973,6.63508431982357,6.46565275862856
"ILMN_2779636",9.65238876381329,8.57242542942436,9.22883416521777,9.10338872345264,9.076239682025,9.0411658157799
