"ID","Symbol","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
68092,"Ncbp2",8.66095357439327,8.63064156392957,8.75101099840842
68094,"Smarcc2",9.44356603613935,9.31452611991145,9.36598958211522
68095,"Ociad1",10.7580836630356,10.873902177024,10.9092707492831
68097,"Dynll2",10.6447312265943,10.8406645665882,9.97882676334617
68098,"Rchy1",8.79358538143767,8.98449802418402,8.96957693681328
68099,"Cibar1",10.642757265534,10.7904565990334,10.8810984431036
68106,"Nt5c3b",7.99836099780473,8.904525366652,7.81917565922147
68108,"Snhg17",9.20599946966655,9.26070215197535,9.03893235531268
68112,"Entr1",9.69986598059909,9.43085942282004,9.3360522355982
68114,"Pwwp3a",10.7424385340741,11.4995451554221,10.8378784472283
68115,"Maip1",10.9011369661668,10.7614127949566,10.7076533120771
68118,"Atg101",10.5461409261401,10.3730010097043,10.6449291256716
68121,"Cep70",6.73031692495942,6.90894526651454,6.67169722130067
68126,"Fahd2a",11.574701479745,11.309815997412,10.8385189096912
68134,"Upf3b",7.01228393545047,6.97570044927292,7.17232649217049
68135,"Eif3h",8.43427081308815,8.49049951162535,8.44348328754718
68137,"Kdelr1",6.94965478738264,6.86933593283257,7.29015031195611
68140,"Tigd2",9.69343252854337,9.96861770959227,9.71982920030241
68142,"Ino80",6.90006272603731,7.05778432373407,6.8545718667072
68145,"Etaa1",8.65970080860322,8.88426161401331,8.83932559299126
68147,"Gar1",10.4124184298816,10.3731005698037,10.6919154585386
68149,"Otub2",7.31625374293377,7.14911991181687,7.2991978839313
68151,"Wls",11.2377120272918,11.6589540323092,11.2980679520962
68152,"Fam133b",9.34279165464381,8.71702138460371,9.31152703564366
68153,"Gtf2e2",9.30704608311355,9.0223536240244,9.49636902443618
68157,"6720475J19Rik",7.96787180012459,7.58090472285885,7.21538381733367
68159,"Stx19",7.01217946636782,6.65775651606988,7.22404067311908
68161,"A930005H10Rik",10.3753637420787,10.3126504047535,9.63761275692426
68165,"Fdx2",7.65433999410767,7.60171632847332,7.93434469880117
68166,"Spire1",7.75917416804529,7.7266997831006,7.56430638963344
68169,"Ndnf",6.53241619584757,6.70677394612534,6.64672675772652
