"ID","Symbol","lung_tumor_myckras_rep1","lung_tumor_myckras_rep2","lung_tumor_myckras_rep3","lung_tumor_myckras_rep4"
195359,"Trim40",7.5208150858443,7.55372527841731,7.7098592466141,7.3983161634002
195434,"Utp14b",7.24739352255233,7.01576348736988,6.93744738767086,7.20261362014849
195522,"Zfp691",7.69705443295645,8.2362833263176,8.22489102175616,8.15608307628868
195733,"Grhl1",7.73373564170607,8.19343295606631,8.25950789456702,9.15955602805877
207151,"Slc22a19",7.16411705143809,7.18465907636214,7.20891026848267,7.17883257933441
207175,"Cetn4",7.81704360101531,8.38691330901906,8.04401836859688,8.17270876925502
207181,"Rbms3",9.43864892722206,9.87981295983393,9.27173292436263,10.2969377095267
207182,"Ggt7",7.19149109450521,7.2635039567056,7.29433355967183,7.04998464633674
207213,"Tdpoz1",7.54428831285009,7.28592232763705,7.41082231281837,7.61946344975082
207215,"Fbxo40",7.0898145849012,7.11491355457202,7.08028457782728,7.04200130627913
207227,"Stxbp5l",8.20702957702411,8.41309898491526,8.2860234381281,8.12373343844578
207259,"Zbtb7c",8.54848479079373,7.96325735663305,8.26323985314495,8.12307058007981
207278,"Fchsd2",10.5375945589846,10.5151577403614,9.85049941375812,11.136552615422
207352,"Sec23ip",7.89170776990211,8.2107017800688,7.7835303195057,7.94511458340979
207425,"Wdr11",7.64019973830129,7.71566175493569,7.74575834572784,7.69403135018564
207474,"Kctd12b",7.25597221373932,7.22640591265265,7.76614892943778,7.57118676984215
207495,"Baiap2l2",7.09717621620799,7.01321797477589,6.93939556018156,6.82706477803546
207521,"Dtx4",9.07487918753563,8.84686157420453,8.52704859889505,9.04908230638985
207565,"Camkk2",8.69290140040239,8.30315859269762,8.7867789506164,8.53298639138482
207592,"Tbc1d16",6.97591959954727,6.94214792039485,7.18729020673504,7.42629096621982
207596,"Thsd4",9.47164689709922,10.1438203668308,9.97438040717332,9.80964270816186
207607,"Ccdc40",7.72864332224695,7.19386412613554,7.39059890555246,7.35892586915471
207615,"Wdr37",7.38511862225988,7.34532012996617,7.32524502690899,7.2870408847031
207683,"Igsf11",7.06682462020453,7.00723756716952,7.13467645529275,7.12904871950437
207686,"Cfap69",7.23414128804772,7.13633343436543,7.13419151415961,7.12534583568894
207728,"Pde2a",7.53493507822534,7.30583375751525,7.67868815929661,7.25597274199961
207777,"Tspoap1",7.32463061526719,6.83114887121932,6.95978464235596,7.22125480398539
207781,"C2cd2",8.99415894280014,8.75219245666534,9.13644647519302,8.90216781582328
207785,"Csrnp2",10.2528428020844,10.4568099986294,10.0119435322427,10.2265401389917
207818,"Smagp",9.38936117924032,9.6287807653534,10.3031051936111,9.89407350463392
207819,"4930539E08Rik",7.14968361920577,7.2301405551879,7.40474243255964,6.85350450102128
207854,"Fmr1nb",7.13336335814726,7.00818569328069,7.31429395881207,7.0834073406442
207911,"Mchr1",7.04961034900219,6.95586782083456,7.28493974248679,6.971399852069
207920,"Esrp1",13.3611761785903,13.133361996286,12.628775873101,13.0231511553977
207921,"Fam228b",7.46086540384599,7.57075701107248,7.24834270308964,7.08660067947914
207952,"Klhl25",7.33346286880205,7.76354436429392,7.48859333383541,7.43951925312568
207958,"Alg11",7.5414371434906,7.23548208449826,7.52264128934568,7.4833622149075
207965,"Vcpkmt",9.08671676973269,9.86205613346946,9.60390447274612,9.38772117948529
208043,"Setd1b",11.0883534768785,10.9974882439224,10.909508738811,11.4914147109255
208076,"Pknox2",7.09275714091985,6.96690194028314,7.26326920037266,7.39676530953255
208084,"Pif1",7.27513512198536,7.13359178016021,7.32479935481874,7.30081012298378
208117,"Aph1b",7.66768814994188,7.54046711442385,7.36424411178447,7.89197351902556
208144,"Dhx37",8.6345841934937,8.64197269463493,8.39919780223375,8.54060030098959
208146,"Yeats2",9.64153248208281,9.14314402058118,9.24182677976363,9.45490328929002
208154,"Btla",7.37474064955464,7.69670677465225,7.59781978864551,7.51333282374013
208164,"Fam180a",7.94128607894361,7.3442404185779,7.24727483106392,7.12886431700718
208177,"Phldb2",7.09153455993415,7.07065766138811,7.14968361920577,7.15424851173962
208188,"Ghsr",7.40599235967584,7.18902146572414,7.31803433109442,7.43436760166891
208194,"Exog",7.90246271594785,8.13028355595588,8.12589663004549,7.89583150330342
208211,"Alg1",10.2399788422636,9.71077415346708,10.0903109420196,9.53222197540545
208213,"Tmem132c",7.12734954105912,6.95586782083456,7.2981771537197,7.21352955143205
208228,"Mob3a",9.73824006916325,9.47502406662195,9.87278067402788,9.4818750955054
208263,"Tor1aip1",9.23311032988681,9.11186922327828,9.28600899420608,9.58043524206365
