"","kidney_normal_batch1_rep1","kidney_normal_batch1_rep2","kidney_normal_batch2"
"ILMN_1236303",9.93442873116191,9.84829550354281,10.4275387221213
"ILMN_2612407",8.902115960795,8.7574605679413,9.07184237800804
"ILMN_1228358",7.69266497103648,7.45811693026355,7.48861646073012
"ILMN_2466164",7.75629143532694,7.70455523053756,7.28814162247269
"ILMN_2527805",6.85297345329543,6.71382335586104,6.62836456445197
"ILMN_2830060",6.82352912825595,6.5444912724353,6.78505296236323
"ILMN_2948296",6.62608165095585,6.59527908436529,6.42568853625859
"ILMN_3141801",14.1909349378604,14.8224480865176,13.7397658708122
"ILMN_1259467",11.9540335384013,12.6036421787593,11.7061311509895
"ILMN_3162281",6.70069634602505,6.88277854543217,6.87905736804486
"ILMN_1236758",13.5985689389151,14.2822079949516,13.8561440356973
"ILMN_1229131",6.88945549792313,6.57053900778244,6.7450569378451
"ILMN_1225607",6.91844982996898,6.64765206577074,6.5993324835674
"ILMN_2883709",7.0089803557718,7.15254297937006,6.85483342212333
"ILMN_3062983",6.50568091678405,6.62369193484983,6.47985915979756
"ILMN_2495669",6.53289108970263,6.45212522017155,6.7784623242997
"ILMN_1224079",8.68282805311723,8.78680906140064,8.22864448071407
"ILMN_3160616",8.57338625561017,8.16094374242076,8.45843142818154
"ILMN_2476329",9.60753781907045,9.14411408642336,9.65808135308001
"ILMN_3082031",7.87743499890808,7.30489145544185,7.74821563389272
