"","lung_normal_rep1","lung_normal_rep2"
"ILMN_2643291",8.34510026357183,8.204112587788
"ILMN_2893605",9.62525222174687,9.51388794131244
"ILMN_1254878",10.3429635743987,10.0855388495101
"ILMN_2737374",12.2521350410663,11.9526047597414
"ILMN_2984793",8.5476175549028,8.52015211080767
"ILMN_2523256",10.3316027792574,10.2898459897276
"ILMN_1258543",7.97810265478538,8.03994716016909
"ILMN_2706964",7.16594333429048,6.8812669424939
"ILMN_2682271",10.4300343185735,10.3801769355005
"ILMN_1228208",7.23852416277955,7.24727483106392
"ILMN_2637365",12.0929057625611,11.9436961075835
"ILMN_1250000",7.49640442522341,7.48038631110413
"ILMN_2752665",7.97930014205041,8.00597535650038
"ILMN_2769772",8.18004899977554,8.84166262061239
"ILMN_1226261",9.87764840446084,9.94126773629664
"ILMN_2835694",7.20206258759705,6.87413607103369
"ILMN_2766279",9.89520604152046,10.0214007792832
"ILMN_3127704",8.01501424809438,8.10868779615461
"ILMN_2731629",11.4321634303788,10.9576756854321
"ILMN_2973024",10.2932057891017,9.92486352394027
"ILMN_1257298",12.0007504746462,11.9185418366853
"ILMN_2939012",10.7078012779627,10.7797039679555
"ILMN_1249000",7.43546191447928,7.36358724652458
"ILMN_2661407",7.73384154079378,7.60977896651322
"ILMN_1249606",10.5159277050066,10.7016854986972
"ILMN_1218880",7.52137960215294,7.63363100571473
"ILMN_2680463",8.74617838097141,8.32064544236726
"ILMN_1259794",8.4316020678938,8.61992190663724
"ILMN_2649172",8.31714406206917,7.86778066083475
"ILMN_2982736",10.4735789248608,10.1911671966462
"ILMN_3008277",11.2907748537837,11.244311799633
"ILMN_2668977",12.2071935779357,12.4305129893902
"ILMN_2688822",7.5722265127937,7.47048094086701
"ILMN_2648580",12.2642849801157,12.3196121485158
"ILMN_2664993",8.13127822353843,7.76451916528446
"ILMN_1245875",7.36531088037507,7.50759645419098
"ILMN_3004151",10.0125023305758,9.8557055577911
"ILMN_3009738",9.60060985244671,9.7922615887676
"ILMN_2718861",8.89580246056254,8.83395740336777
"ILMN_1241020",7.48260630810786,7.55660184797503
"ILMN_2686187",9.16837439838623,8.84060091907073
"ILMN_2822842",7.48899493306996,7.53911033263759
"ILMN_2637357",6.93199323623631,7.01576348736988
"ILMN_1242629",7.57686221349385,7.72009459336281
"ILMN_1234558",11.1184179685122,10.4757714227864
"ILMN_1258977",11.9866686887201,11.2069952488924
"ILMN_2739364",7.15285521527929,7.39355134383051
"ILMN_2613851",8.47360429070444,8.50567511654109
"ILMN_2634157",8.83177236274562,8.61623867695171
"ILMN_1243225",7.06555077095502,7.19543372826759
"ILMN_1236758",16.0494480258311,16.0321272702248
"ILMN_1244634",7.61277636822936,7.90974310767542
"ILMN_2805631",7.24727483106392,7.32063134094811
"ILMN_1259777",8.89962126690506,8.41839289700884
"ILMN_2650106",11.2617570413103,10.9218874149032
"ILMN_3003501",10.6684750694913,9.77860079193927
"ILMN_2729634",8.53331756377408,8.30617564188216
"ILMN_2955312",7.13679891077335,7.08314687081674
"ILMN_1215822",7.00168966840422,7.31361999322433
"ILMN_1231037",7.27035373399582,7.273037927129
"ILMN_2666574",7.08414401061514,7.13532451612188
"ILMN_2636548",7.20615967916018,7.64033532781668
"ILMN_2664449",7.11627897351067,7.12214853896226
"ILMN_2597451",7.2105495922314,7.15222145360994
"ILMN_2868440",7.18660950045996,7.02579707091381
"ILMN_3162009",8.78046800001549,7.9739484350913
"ILMN_2737412",8.78631047347571,8.37349052756328
"ILMN_2664788",7.1598398090073,7.34856219050128
"ILMN_3003018",9.54524203313762,9.09599033109528
"ILMN_2519746",8.81900150462838,8.33172872565927
"ILMN_2619718",7.63358560010813,7.56603024682979
"ILMN_2645509",11.4131618071764,10.5948669123944
"ILMN_2712454",8.51929224503118,8.13258005562396
"ILMN_1253329",8.33267996549108,8.23797174641431
"ILMN_2680237",6.92940636977149,7.06299053063645
"ILMN_1220547",7.62958430019385,7.53240463125401
"ILMN_1240624",6.8704032525902,7.07045641594465
"ILMN_1259619",7.69848763855769,7.65365122316224
"ILMN_2751186",7.15829410360404,6.98356369722332
"ILMN_2758249",7.58510338202989,7.66386937967539
"ILMN_1241675",11.4176910199716,11.3239554596316
"ILMN_1251239",7.94449245604407,8.06657695962675
"ILMN_2645780",9.86135835532989,9.11401882967881
"ILMN_2727318",13.3328084397027,13.0479918844048
"ILMN_3152061",7.06477644071204,6.97749459428982
"ILMN_1239592",8.08679968562345,8.13772764663871
"ILMN_2630401",7.03905612108661,7.12999130936283
"ILMN_2731135",7.30349537679038,7.16490692667569
"ILMN_2637180",8.02875215710744,7.97906787148051
"ILMN_2660924",6.8487011755662,7.08510725775141
"ILMN_2667257",10.1031238564781,9.52634028940162
"ILMN_1222931",7.2635039567056,7.17713919435894
"ILMN_2721452",7.82265049164652,7.18248746754939
"ILMN_2757924",6.93058951287493,6.935607074335
"ILMN_2706550",7.43996071030687,7.40386417660679
"ILMN_1225764",9.3871422515846,9.29973748189955
"ILMN_2646640",7.27233818415862,7.38618583860737
"ILMN_1236344",11.589981706751,11.5027137289138
"ILMN_2679522",8.62403004886894,8.08555544661499
"ILMN_2631179",7.23977751256812,7.37997395152924
"ILMN_2695190",7.3228858166046,7.47937609116166
"ILMN_2758803",7.80673085369789,7.85805872444743
"ILMN_2999818",7.44961295746684,7.40306529788829
"ILMN_2786075",7.86093176915553,7.69006346758892
"ILMN_1233860",7.81261855186368,7.7476055867496
"ILMN_2624145",7.32164629099138,7.61107091853435
"ILMN_2673628",7.9481846928306,8.01217057016993
"ILMN_1232146",9.47413687042375,8.63663594819265
"ILMN_2761181",10.8089641749193,10.9012204588264
"ILMN_2651010",7.75028826759165,7.46913301982959
"ILMN_2741006",9.53823744149379,9.83178225726435
"ILMN_2645917",8.18004899977554,8.36548859847665
"ILMN_2957036",10.1580889365821,10.1456296956975
"ILMN_2643067",11.234824913956,11.1947530076407
"ILMN_2602548",7.09921629164282,7.07848441741145
"ILMN_2732291",7.14239429099413,7.39118987677304
"ILMN_3030470",9.65859085452123,9.94508256869631
"ILMN_3103784",7.59320435406329,7.9953785176009
"ILMN_2696687",6.850811922162,6.93383816224145
"ILMN_2621909",10.1035418970939,9.81834750077137
"ILMN_2592313",12.0482782539253,11.922261506892
"ILMN_2660028",9.3125568375914,8.90655242432731
"ILMN_2788707",9.02323455684599,8.32333628928017
"ILMN_2606470",10.5288752830231,10.3806031089019
"ILMN_2708920",7.2977187551009,7.29341416980305
"ILMN_2669982",9.1422666386357,9.00942625784713
"ILMN_1214517",8.32673844246218,8.46859858935825
"ILMN_2670708",9.96499058410193,9.13678289284189
"ILMN_2720572",9.54050949330122,8.47764444484876
"ILMN_2736521",10.3137050118389,9.56856182312297
"ILMN_2671266",7.9343174567995,8.02479338470255
"ILMN_2935237",9.97682811603279,9.32211123790618
"ILMN_2764466",9.98809882796712,9.35597044129674
"ILMN_1250435",11.5226091148103,11.222685489315
"ILMN_2882698",6.91483356868422,6.84242891943523
"ILMN_2632536",7.45809896955461,7.37601683026029
"ILMN_2723346",8.89580246056254,8.17355222223426
"ILMN_3121687",9.7974588859151,9.83989268372627
"ILMN_2755692",7.86789646399265,7.69978931838214
"ILMN_1231468",9.06270390527313,8.22722483461828
"ILMN_2705655",9.63700404837603,9.76267270790953
"ILMN_2732877",8.81355074235472,8.67487637070866
"ILMN_2685133",10.2816620316011,10.4651167679154
"ILMN_2684388",7.34118521356844,7.34446236312523
"ILMN_2897476",9.36001029784939,9.56599455908218
"ILMN_1239150",7.18015780909854,7.00007044237402
"ILMN_2613803",7.11237434293227,7.10689004509222
"ILMN_2800500",7.72037253015235,8.05200757311077
"ILMN_1213070",10.5778329951178,10.0604004055972
"ILMN_2881024",8.26915590687282,8.60479643751065
"ILMN_2967255",7.73384154079378,7.08971529298172
"ILMN_2729918",7.82545572459795,7.38772117948529
"ILMN_3034034",10.7885705080025,10.8404337281882
"ILMN_3107690",9.10305827048724,9.3476628883575
"ILMN_2596007",10.2128307258313,9.70860973091828
"ILMN_2655222",7.32536167749537,7.31452660024738
"ILMN_2986059",7.50362700598347,7.28010377541656
"ILMN_1226372",7.40492866056337,7.51537953231414
"ILMN_2687071",7.03362947937205,7.08858950670462
"ILMN_1251074",7.23508678886205,7.17990909001493
"ILMN_2985579",8.40021235575017,8.49067541670887
"ILMN_1260593",8.51929224503118,8.67922716585634
"ILMN_2903992",7.25550073314839,7.37142273233691
"ILMN_1247752",6.95572254895438,7.13410540040181
"ILMN_2625654",8.1862071139153,8.83308773842201
"ILMN_2687372",9.01311326852764,9.15385282569772
"ILMN_2645368",8.39778157450281,8.66293535174645
"ILMN_2845839",9.37764435839991,9.69929590300411
"ILMN_2927643",6.97172316117676,6.87175125985437
"ILMN_2674060",7.41677114303705,7.59754048526811
"ILMN_2890399",7.98992663055989,8.00306106833917
"ILMN_3080550",7.36815174627934,7.45025758757063
"ILMN_1214753",8.00341249946263,7.92714831197684
"ILMN_2862026",9.21458474410761,8.96255263775336
"ILMN_1239196",11.9679039393186,10.885267389926
"ILMN_2665008",11.1694239786761,11.4931174050178
"ILMN_2736976",6.76619759730084,6.88004263348576
"ILMN_1242313",7.12069148370975,7.12999130936283
"ILMN_1239850",7.0662237639424,7.32136443203945
"ILMN_2704802",7.0480099837896,6.89311188971131
"ILMN_1252400",8.16967451180875,8.19380253830027
"ILMN_2646254",7.37864708630496,6.84889674484911
"ILMN_1241785",7.76047046854045,7.92436715862898
"ILMN_2625085",6.99795567353905,6.90320401140104
"ILMN_2662036",7.45722695602803,7.30403753417127
"ILMN_2596569",7.8298416336239,7.78262970966714
"ILMN_2689749",7.34243585228134,7.47765709213613
"ILMN_3163424",8.86912147799103,8.23843459611549
"ILMN_2863712",7.61939466865057,7.37449614569152
"ILMN_1242603",7.44211412241923,7.49034950573929
"ILMN_2597332",7.08792686888253,6.86507594493028
"ILMN_2999447",10.7078012779627,10.6425763575219
"ILMN_1229131",7.77058130926861,7.35493805208142
"ILMN_2709557",7.05025680159899,7.04425749404078
"ILMN_2700765",7.86978660094578,7.70787675274333
"ILMN_1233889",9.49227882891902,9.36791976992787
"ILMN_2671528",7.79319685906094,7.34922593089909
"ILMN_2681311",7.61493984731074,7.75918080637957
"ILMN_2719322",8.51283920651805,8.35386358302841
"ILMN_2629400",7.86832099606238,7.75876454027914
"ILMN_1255634",8.21525996601861,8.28745267106762
"ILMN_2839142",8.76214323090739,8.5729843800596
"ILMN_2839145",10.672204323964,10.406942377512
"ILMN_2617468",9.37059205938458,9.69558718032965
"ILMN_1219656",10.7966835253952,11.0121880331461
"ILMN_1221262",9.47807439043246,9.61876402238456
"ILMN_2872246",8.70455212146228,8.71273118150435
"ILMN_1241128",8.89495035786168,9.08793515373402
"ILMN_2635850",10.1402186683209,10.0817663570019
"ILMN_2944301",7.83790383206952,7.53045510892649
"ILMN_1259470",13.717004286756,13.580118684791
"ILMN_2764607",9.40553373561007,9.52377021052011
"ILMN_2742293",9.25906647393484,9.59759867793102
"ILMN_2757087",7.14491311343424,7.48361426947136
"ILMN_1220430",8.34264418670398,8.68779119675751
"ILMN_2694257",8.79047068483331,9.02889025865143
"ILMN_1254307",8.52947935897154,8.90120631445692
"ILMN_1258998",7.65091710514022,7.50375121669917
"ILMN_1258728",7.85817531057549,7.9346123281714
"ILMN_2963432",8.78505393502576,8.67410397321369
