"","lung_tumor_myckras_rep1","lung_tumor_myckras_rep2","lung_tumor_myckras_rep3","lung_tumor_myckras_rep4"
"ILMN_2807229",7.57823115122227,7.37128658921563,7.27903013644965,7.47101467462558
"ILMN_2891688",9.58092392898569,9.86135835532989,9.71157018845026,9.84202617208091
"ILMN_2637698",11.2627115009369,11.0391075421491,11.2611583463576,11.3955809928365
"ILMN_2674228",8.93842180277047,8.91212213932116,9.30581951057493,8.90102714043953
"ILMN_2758762",7.15955602805877,7.2819879653519,7.47674620393947,7.54068504967554
"ILMN_2932814",9.11812997749728,9.14755474243631,9.10128632075332,9.15467573080561
"ILMN_1245467",10.5247681896066,10.5228910497988,10.5000856106007,10.5795987912307
"ILMN_2608985",6.90557503956266,6.72408746179399,6.98552177684205,7.08746284125034
"ILMN_2725876",6.87498134765377,7.19386412613554,7.17639134490741,7.14854013562605
"ILMN_1240839",7.01993815642479,7.70130646195862,8.06059461527606,7.61245387017484
"ILMN_2848071",7.19506456372082,7.37128658921563,7.3952663498391,7.09477048809678
"ILMN_1248518",7.1568415245884,6.86889970217968,6.93265768142207,7.22923941519677
"ILMN_2720925",10.7176764230664,11.1700384902407,10.8828388467762,11.6295501504673
"ILMN_2658619",11.3922067206699,11.7814672968565,11.4868570136979,11.4769834697966
"ILMN_2682917",6.90557503956266,7.09569370744367,7.10630120331773,6.80384858679185
"ILMN_2972403",6.90557503956266,6.91169158187234,7.17330236164463,7.13005568234283
"ILMN_2973337",7.3352786866695,7.33326718280096,7.36177932343878,6.78786175861537
"ILMN_2705878",8.26429597742645,8.39271990431042,8.39701944289661,8.42146001141505
"ILMN_1226653",7.93472288939973,7.91615937787418,8.10947156784198,7.87996607966436
"ILMN_2604467",10.5242478571998,11.5418831054422,11.565801235106,11.1685741907861
"ILMN_1225086",7.6640027628865,7.62874170423274,7.51776779508047,7.42061819156096
"ILMN_2727437",8.27512056863914,8.48413057685548,8.66889606142766,8.36051791468189
"ILMN_2628021",11.0372294849451,11.126034909575,11.3136483333192,11.2189793964053
"ILMN_2793281",10.6570671843705,10.4732459568151,10.7458161078259,10.6061796293688
"ILMN_2603581",11.9455627148188,12.272420202846,11.8650203484881,11.8916318325891
"ILMN_2729008",8.81996948512382,9.00685200174877,9.43414603257153,8.85471257624665
"ILMN_1234456",7.95828082516902,8.02714575580642,8.32008127806444,8.13783969502787
"ILMN_1256281",7.56999797252765,8.16608460493288,7.48356388812509,7.79407058551256
"ILMN_2611352",10.0421851808746,10.0167473617784,9.68168863458223,9.85447883417163
"ILMN_2622630",9.15239576582436,9.69746716840879,9.65344970285945,9.12407283335875
"ILMN_2596016",9.97443251582538,9.73824006916325,9.64724479463346,9.90128646405047
"ILMN_1245913",7.40830320087941,7.47745472223246,7.73851453242927,7.51014602015536
"ILMN_3041584",7.00954872697226,7.24751220427672,7.24537443802955,6.97570469425515
"ILMN_2669540",12.0001981104109,11.9380564742287,11.9929847911892,12.083529189202
"ILMN_3116330",11.2898639966528,11.3390183489809,11.8120795110664,11.440752397999
"ILMN_1223358",10.1010893030399,9.77220115004165,9.81816272841819,9.31007309006176
"ILMN_1240471",12.93919810591,13.7336112003443,12.5410194557284,13.175768815199
"ILMN_2769680",10.5914814400232,11.2744982757594,11.0209061707295,10.7287655361304
"ILMN_1243451",8.699182013948,7.74907329587182,8.09651751149338,8.54554371207463
"ILMN_1255473",10.6154457253048,10.5555597541143,10.2891327347546,10.4822533551909
"ILMN_2915716",9.42761402897915,9.03610491115387,9.34254696771729,9.18264264443705
"ILMN_1254001",10.041094419011,9.87162614078605,9.27679324186525,9.43809008311213
"ILMN_2665198",9.4628473125357,9.4528975637009,9.21249638519395,9.19357156049933
"ILMN_2693895",13.1495496640962,11.7615252620379,11.6028757118905,11.6438970467706
"ILMN_2639189",6.81008958482602,7.06565173991897,6.81530323282393,7.09711035926868
"ILMN_2776681",8.81462251796111,8.75496055344825,9.05357805916915,8.83035674741922
"ILMN_1236932",6.96794670581271,7.16791986555194,8.5696657675463,8.61611229356859
"ILMN_2727893",11.3860544506789,11.0587823830918,11.3266541884764,11.2878530354591
"ILMN_2746968",12.1337743770533,12.1312983224667,12.3209433026405,12.3363444148727
"ILMN_2607196",8.49676641431659,8.15182521114235,7.86263735755879,8.18831066431865
"ILMN_1235939",7.42032870250135,7.16493834390853,7.43723190103948,7.46765649180511
"ILMN_2725647",7.30201053495781,7.39598925697985,7.40266569257845,7.20844775898227
"ILMN_2621882",12.5274785333028,12.6407561391149,13.2507638059443,12.8980084872119
"ILMN_2630756",7.60534061262251,7.95372357579831,7.7668394438555,8.08148343809367
"ILMN_2613696",10.0488231571178,9.67108213532372,9.87679989424029,10.1485163034112
"ILMN_2659694",7.09064175191785,7.27792664790822,7.05283971920546,7.22767610458856
"ILMN_2651743",7.22134544356244,7.0940776856719,6.7837349251762,7.57728719526169
"ILMN_2682218",13.9599295058003,14.1832646392114,14.2701310426327,14.1191660708441
"ILMN_2621862",8.43655539786076,8.69420551246878,8.46002066715192,7.99926014733946
"ILMN_2789047",8.42224877166262,8.64592857472593,8.09305436889348,8.35053868419128
"ILMN_2599412",10.5447592155864,10.8919592837063,10.5646258627954,10.4064574815364
"ILMN_1259294",8.18611423954164,8.56176526362771,8.07017127017025,8.23228600549564
"ILMN_1216426",9.66830885464022,9.43005392595838,9.25114211222475,9.12903342199463
"ILMN_1245673",7.70755326159351,7.75930566279249,7.54747296489073,7.61530777617011
"ILMN_2958076",11.0601723869579,11.8303493192004,11.2181620954649,11.1676611881101
"ILMN_2767227",10.930173674715,11.4138030990096,11.5667230090047,11.6212219854238
"ILMN_2634338",11.4773756637781,11.3130282665998,11.024797712435,11.8586682685905
"ILMN_1236123",7.72549407518447,8.00207660552358,8.69371562744866,8.1684684217857
"ILMN_2938179",9.15883055637431,9.42926288331345,9.27226527474403,9.15520562310547
"ILMN_1222760",9.17846256077299,9.76744996827054,9.93336793016744,9.90205473126955
