"ID","Symbol","logFC","P.Value","adj.P.Val"
66892,"Eif4e3",-1.70501350307776,1.52079931585949e-08,2.909874014053e-06
68753,"Mybphl",-3.83272674694545,1.51740382616015e-08,2.909874014053e-06
13618,"Ednrb",-2.85396753174573,1.60805280623254e-08,2.94108128692854e-06
22032,"Traf4",1.68785222223418,1.60757006736814e-08,2.94108128692854e-06
70510,"Rnf167",-1.02839006792854,1.57781526822128e-08,2.94108128692854e-06
18858,"Pmp22",-4.29652889570842,1.66595985893418e-08,2.95993468079492e-06
228765,"Sdcbp2",3.45754294080149,1.65207982625398e-08,2.95993468079492e-06
17150,"Mfap2",-2.46777682754094,1.88965746398544e-08,3.3100943492376e-06
66356,"Knop1",1.55687309216673,1.92129670798897e-08,3.31877321628595e-06
21804,"Tgfb1i1",-2.03112476042009,2.27750155897991e-08,3.88017628616893e-06
210710,"Gab3",-1.30775227852987,2.31335068130883e-08,3.88799221938351e-06
84004,"Mcam",-1.7312369601177,2.57457910313555e-08,4.26933870742624e-06
66175,"Mustn1",-2.28737416325741,2.7062164166447e-08,4.42858073339608e-06
67888,"Tmem100",-5.51085920511186,3.00800772770079e-08,4.85851845576815e-06
20257,"Stmn2",-2.71535524647073,3.32120069308994e-08,5.29561192563584e-06
14262,"Fmo3",-3.70944106667517,3.58775774041504e-08,5.64822063513187e-06
109979,"Art3",-1.65742586305744,4.829822648644e-08,7.50856303514817e-06
66859,"Slc16a9",-3.25959919026042,4.89692953428554e-08,7.51890279233448e-06
73301,"Ttc29",-3.15936736453078,5.35640650190926e-08,8.12410093466409e-06
22637,"Zap70",-1.31450780605641,5.86401490622941e-08,8.78683775768376e-06
114301,"Palmd",-2.86918020819557,6.02690073327207e-08,8.92340052615533e-06
14613,"Gja5",-3.41033660916583,6.34924807908415e-08,9.18465765865535e-06
76954,"St5",-1.58125923686885,6.35105378020712e-08,9.18465765865535e-06
23831,"Car14",-2.33661145709424,6.50336478959508e-08,9.19117589638568e-06
56429,"Dpt",-3.95242144009615,6.44069391354672e-08,9.19117589638568e-06
20452,"St8sia4",-1.97831827348034,6.95108927119992e-08,9.71356149055207e-06
66248,"Alg5",0.989532666967333,7.34102338841443e-08,1.01444786535234e-05
14696,"Gnb4",-1.65644662702081,9.00111395993041e-08,1.2301852123039e-05
17898,"Myl7",-4.56804171301995,9.47475555791478e-08,1.26707026746007e-05
72630,"Hspa12b",-3.37400195534755,9.41935138489224e-08,1.26707026746007e-05
13629,"Eef2",1.67511793671192,9.69438688211952e-08,1.269148312136e-05
68922,"Dnaic1",-2.27204607604084,9.68311020243245e-08,1.269148312136e-05
218772,"Rarb",-1.79338055556641,1.15596196848305e-07,1.4975728127108e-05
19739,"Rgs9",-3.15671987174736,1.17896298661209e-07,1.5116250169582e-05
16600,"Klf4",-2.0839414326265,1.19277488591997e-07,1.51372869961088e-05
11482,"Acvrl1",-3.12007285287729,1.22166473689921e-07,1.5288860876035e-05
21689,"Tekt1",-3.08272921421917,1.22930456509085e-07,1.5288860876035e-05
15227,"Foxf1",-2.89393711190154,1.28415431292632e-07,1.58128982077868e-05
21687,"Tek",-4.25017585117934,1.41245075014222e-07,1.70626408285872e-05
21991,"Tpi1",2.08478018297403,1.41308354534412e-07,1.70626408285872e-05
245688,"Rbbp7",1.74905535868412,1.4381602117295e-07,1.71984601473844e-05
14612,"Gja4",-3.15106769824417,1.45206485578496e-07,1.71993624870453e-05
75495,"Morn5",-1.21397280896035,1.54649481497679e-07,1.81450528432701e-05
53374,"Chst3",-1.70289331447908,1.5974100572351e-07,1.83953600757712e-05
80914,"Uck2",2.61557076780707,1.58708867568995e-07,1.83953600757712e-05
21412,"Tcf21",-3.19409571980388,1.76393023230023e-07,2.01266057790073e-05
15446,"Hpgd",-4.90885284487505,1.84610454732754e-07,2.08727293228296e-05
11522,"Adh1",-2.69397514822628,1.89331798148343e-07,2.12136898519905e-05
11768,"Ap1m2",1.44605235868727,2.06089879227901e-07,2.2885177035334e-05
108927,"Lhfp",-2.47519076118295,2.09371925433708e-07,2.30438817399914e-05
22416,"Wnt3a",-3.86236882344254,2.19016772473215e-07,2.38939613969243e-05
21385,"Tbx2",-2.38440226935705,2.26774876395377e-07,2.43137856700802e-05
226265,"Eno4",-2.10503348142259,2.25703754067282e-07,2.43137856700802e-05
15959,"Ifit3",-4.0453972220506,2.33293670232751e-07,2.47989177494421e-05
11537,"Cfd",-4.52734620207274,2.43072885192482e-07,2.56194701113466e-05
217869,"Eif5",1.03823169284333,2.59731756654547e-07,2.71452425001059e-05
50525,"Spag6l",-3.53055728622392,2.76907526740245e-07,2.86991575839036e-05
12010,"B2m",-2.14889618357138,2.94505445167321e-07,3.02415118544684e-05
13829,"Dmtn",-1.12210872412237,3.02652480592558e-07,3.02415118544684e-05
67604,"Get4",0.911852580338449,2.99299471061552e-07,3.02415118544684e-05
70827,"Trak2",-1.68039283412111,3.03947011482556e-07,3.02415118544684e-05
71827,"Lrrc34",-1.91754507951228,2.9919074812702e-07,3.02415118544684e-05
60363,"Cldn15",-1.73438074822127,3.11364324312818e-07,3.07336357260199e-05
17349,"Mlf1",-3.09757432194257,3.3215454753321e-07,3.22325542826725e-05
67689,"Aldh3b1",-1.9340138373461,3.36590983988322e-07,3.22325542826725e-05
68606,"Ppm1f",-1.95725289884762,3.36916624326399e-07,3.22325542826725e-05
70113,"Odf3b",-2.43790066674446,3.36671583731224e-07,3.22325542826725e-05
17260,"Mef2c",-1.20123943786383,3.611108406119e-07,3.42834772877114e-05
14799,"Gria1",-0.940590902785961,3.70954101418388e-07,3.49511830253067e-05
14057,"Sfxn1",1.33828575805323,4.05067436800177e-07,3.78783737705549e-05
20617,"Snca",-2.54889894453062,4.18378191744971e-07,3.8831116199494e-05
26950,"Vsnl1",-2.10538214895883,4.23026542329315e-07,3.89717119033311e-05
245945,"Rbm47",1.40249252470422,4.61870638988153e-07,4.22373907139387e-05
54598,"Calcrl",-3.08496464818155,4.80053196464656e-07,4.35797197403717e-05
14165,"Fgf10",-1.74864369122925,5.09100735579963e-07,4.49839575016048e-05
14462,"Gata3",-2.55193852255614,5.02032407581484e-07,4.49839575016048e-05
21916,"Tmod1",-2.81884271359583,5.09989387129233e-07,4.49839575016048e-05
106042,"Prickle1",-4.56733838358936,5.08946784827594e-07,4.49839575016048e-05
214572,"Prmt7",1.40128500138369,5.30300700732184e-07,4.644612545779e-05
15413,"Hoxb5",-3.00609254780807,5.46261004509441e-07,4.74355806037001e-05
21814,"Tgfbr3",-1.77769400571607,5.49225987531785e-07,4.74355806037001e-05
26931,"Ppp2r5c",1.74248198511312,5.69493875201207e-07,4.88468643163959e-05
269132,"Colgalt2",-1.5566881727013,5.84216359243197e-07,4.97664305473126e-05
217258,"Abca8a",-2.32943374435712,6.12306953304914e-07,5.18045005323348e-05
14432,"Gap43",-2.246705233737,6.34896404478765e-07,5.33527471790703e-05
76293,"Mfap4",-3.69970117082827,7.39090647863196e-07,6.16917475669434e-05
246278,"Cd207",-1.10257841798502,7.55494885652071e-07,6.26405992856987e-05
69568,"Vkorc1l1",0.998989895352747,7.71284292545439e-07,6.35262433535604e-05
13046,"Celf1",0.930572841387566,8.21516113868653e-07,6.72183941327924e-05
14461,"Gata2",-4.14520276340539,8.40712775337417e-07,6.74577083023965e-05
105348,"Golm1",2.81847530537016,8.40092864954264e-07,6.74577083023965e-05
328949,"Mcc",-3.33360597996857,8.38047180419688e-07,6.74577083023965e-05
17110,"Lyz1",-6.17155430419748,8.65728607782297e-07,6.90196583012079e-05
12562,"Cdh5",-3.3378208751245,9.18062051708783e-07,7.27257180707142e-05
20973,"Syngr2",0.984281645526531,9.58984342823753e-07,7.54866346310064e-05
239435,"Aard",-2.89494355061376,9.67595597324755e-07,7.56854493328804e-05
170765,"Ripply3",-2.47680895198594,9.9139564948805e-07,7.7062423079268e-05
80880,"Kank3",-1.91475122759571,1.05902253668002e-06,8.18078465135987e-05
20672,"Sox18",-3.51880746581655,1.09994871900558e-06,8.39267620752904e-05
78977,"Popdc3",-2.18262963670043,1.09711524015205e-06,8.39267620752904e-05
21743,"Inmt",-7.02958670320771,1.14255213208595e-06,8.63859129912964e-05
65962,"Slc9a3r2",-2.60083779648294,1.14607024552255e-06,8.63859129912964e-05
244757,"Glb1l2",-2.53752201370805,1.20275450854859e-06,9.01123965230053e-05
12937,"Pcdha6",-1.9183949464774,1.22381552532052e-06,9.1141279571325e-05
22413,"Wnt2",-2.28045957535524,1.25832949450892e-06,9.20579054306318e-05
217012,"Unc45b",-3.69010262683768,1.25328709033946e-06,9.20579054306318e-05
228788,"Ccm2l",-2.25732870857713,1.24485485682018e-06,9.20579054306318e-05
77889,"Lbh",-2.74851250404904,1.28282683845124e-06,9.33012712854858e-05
15586,"Hyal1",-1.99717016167897,1.35565689523513e-06,9.80250279420891e-05
51800,"Bok",1.89323048613553,1.42379151494174e-06,0.000101313682710175
59289,"Ackr2",-3.25888285755933,1.42557646331757e-06,0.000101313682710175
74136,"Sec14l1",-0.992274714781251,1.415219555578e-06,0.000101313682710175
170833,"Hook2",1.7728191446404,1.50362040084902e-06,0.000106252993894087
12389,"Cav1",-3.69750858770056,1.51708402812871e-06,0.000106598723490603
20349,"Sema3e",-2.0720756692395,1.52799710328176e-06,0.000106762359401771
20292,"Ccl11",-1.05298927148347,1.54884979016359e-06,0.000107614775643936
24099,"Tnfsf13b",-2.04141015378291,1.56980502758063e-06,0.000107865553193483
94214,"Spock2",-1.99402733520979,1.56356253799622e-06,0.000107865553193483
15896,"Icam2",-4.72391334151977,1.62562572299598e-06,0.000111087401741214
216881,"Wscd1",-1.65154210870592,1.63934936465599e-06,0.000111413049443861
59028,"Rcl1",1.92450658662048,1.71043858395173e-06,0.00011561263406852
12050,"Bcl2l2",-1.00290392116342,1.76632788681568e-06,0.000118744972585549
76820,"Fam49a",-3.42341124449058,1.92734738283465e-06,0.000128873222582336
218194,"Phactr1",-3.64142884298785,2.10627692742945e-06,0.000140084310943529
97287,"Mtmr14",0.785838188783663,2.12304289450057e-06,0.000140448321696296
12505,"Cd44",2.05321989563227,2.14112884419894e-06,0.000140895340927525
19280,"Ptprs",1.29111880329731,2.16068493361167e-06,0.000141433886943833
74013,"Rftn2",-1.15211609189251,2.23253163167941e-06,0.000144938887354882
104001,"Rtn1",-1.05576102979553,2.23753850383028e-06,0.000144938887354882
13819,"Epas1",-2.28235125889048,2.27255217083536e-06,0.000146272666478006
15452,"Hprt",1.0529962312946,2.28165130632252e-06,0.000146272666478006
14077,"Fabp3",-3.27502891371981,2.31117680470836e-06,0.000147405671385425
53614,"Reck",-2.24736836666581,2.36981153479591e-06,0.000150374214582942
20318,"Sdf4",-1.76173505641191,2.4197388464967e-06,0.000152762903725276
50874,"Tmod4",-0.825220217964993,2.45326135005522e-06,0.000154097027326448
11758,"Prdx6",-1.07104825440587,2.49910482058085e-06,0.000156187772128462
17896,"Myl4",-5.61033964139489,2.51674944457865e-06,0.000156504064211123
26415,"Mapk13",1.7519728597861,2.61076931071581e-06,0.000161542974713296
231162,"Cytl1",-2.09933910069666,2.74235902080332e-06,0.000168845144265995
66610,"Abi3",-3.05767844531029,2.76859458821003e-06,0.00016962074331807
53896,"Slc7a10",-1.96841975081826,2.79955692556729e-06,0.000169844338942831
104318,"Csnk1d",1.19707926352032,2.79489968758701e-06,0.000169844338942831
216560,"Wdpcp",-1.1499742587278,2.81433774514317e-06,0.00016991222590459
110109,"Nop2",1.54277193745915,2.8285265348207e-06,0.000169943886538962
380842,"Stmnd1",-1.44289937844154,2.84664412486429e-06,0.000170210158562198
14114,"Fbln1",-2.71870724662639,2.92282432859703e-06,0.000173929024759623
109154,"Mlec",0.859441717101481,3.0484044379597e-06,0.000180538123785261
208846,"Daam1",-0.76205179309234,3.15772942300298e-06,0.000186126449449706
17897,"Myl3",-1.70428860052014,3.18738391713809e-06,0.000186988178195502
68875,"Tmcc2",-2.11959491825178,3.30223266380077e-06,0.000192816279998546
21393,"Tcap",-3.8271206787175,3.3657390522238e-06,0.000195606058843492
13518,"Dst",-1.56158967580684,3.4494087316599e-06,0.000199014586384971
14469,"Gbp2",-3.04539819775866,3.45639226977196e-06,0.000199014586384971
18458,"Pabpc1",1.39260847720066,3.4935665142252e-06,0.000200228049481193
68939,"Rasl11b",-2.65163599902178,3.52080633913291e-06,0.000200863616696312
19025,"Ctsa",-3.93987856562239,3.6303481294956e-06,0.000206167304504734
20701,"Serpina1b",-1.58169827791927,3.71718914372406e-06,0.000210139460820437
328424,"Kcnrg",-2.78078741069405,3.73744580669128e-06,0.000210328567863437
26365,"Ceacam1",1.332826189348,3.77909572013941e-06,0.000211714475096278
13043,"Cttn",0.652463742746077,3.85562808771861e-06,0.000215033392497562
59093,"Pcbp3",-1.82598463452617,3.88695694353832e-06,0.000215812872798152
22371,"Vwf",-3.28273702456028,3.92650889743995e-06,0.000217039960699825
18755,"Prkch",-2.02952003392264,3.99817107228988e-06,0.000219853714336787
66758,"Zfp474",-0.788810392890508,4.01276780207853e-06,0.000219853714336787
225608,"Sh3tc2",-1.76895549269876,4.13870679695934e-06,0.000225759194885014
16644,"Kng1",6.15839857063631,4.18261924412675e-06,0.000227158233795652
21349,"Tal1",-1.40332186200053,4.30412649446824e-06,0.000232740961790006
17064,"Cd93",-2.90236182979148,4.34273867731783e-06,0.000233812298397411
16399,"Itga2b",-1.05624290442126,4.45102383738322e-06,0.000238609411489375
12500,"Cd3d",-1.64176851485314,4.50095367907289e-06,0.000239223764558246
100340,"Smpdl3b",3.73960382431685,4.48446689246992e-06,0.000239223764558246
18708,"Pik3r1",-1.48310353523921,4.56330126302634e-06,0.000240482109357028
69590,"Gpx8",-2.47853346998739,4.5465679675252e-06,0.000240482109357028
20355,"Sema4f",-2.69292640006879,4.58981502133304e-06,0.000240858773925397
66902,"Mtap",1.49449173397758,4.63861981180855e-06,0.000242397120165811
72685,"Dnajc6",-1.11612956822898,4.69445437183413e-06,0.000244288405951888
77717,"Smim41",-1.57068340367972,4.78532532012782e-06,0.000247979545860124
14178,"Fgf7",-1.64784600154434,4.8927476102982e-06,0.000252494199291613
269016,"Sh3rf2",-1.32273836999365,5.0415836766993e-06,0.000259099901599625
14375,"Xrcc6",1.61782807449374,5.13228350488254e-06,0.000262675761112033
228366,"Large2",1.48777615476986,5.18624213717734e-06,0.000264349563360961
12869,"Cox8b",-2.43639141423461,5.26012260720321e-06,0.000265942513431828
54409,"Ramp2",-3.71494300637115,5.28164354889937e-06,0.000265942513431828
55943,"Stx8",1.70910188894037,5.27153197451489e-06,0.000265942513431828
17880,"Myh11",-2.39080301519719,5.39125429556408e-06,0.000270367055136816
56788,"Scube2",-1.46708681329499,5.42764979087317e-06,0.000271099118269436
14710,"Gngt2",-1.89068371231822,5.52035237551186e-06,0.000274626489976964
241116,"Cfap65",-1.56298807648466,5.60565940352532e-06,0.00027775930677946
18830,"Pltp",-1.469058172418,5.6689037000411e-06,0.000279778394116711
208154,"Btla",-1.41162992518034,5.80748418059756e-06,0.000285484904166371
380713,"Scarf1",-2.55623289774052,5.83206236850248e-06,0.000285564408177423
226352,"Epb41l5",-1.75783707096511,5.88727944514265e-06,0.00028713762533035
12638,"Cftr",-2.68444737892535,6.13620713889482e-06,0.000296949448196245
13143,"Dapk2",-2.12044980773658,6.11532384831226e-06,0.000296949448196245
17286,"Meox2",-1.81599987103914,6.23810177046425e-06,0.000300710355501023
19159,"Cyth3",-2.82646337563367,6.2723631344509e-06,0.000301194518545042
73710,"Tubb2b",1.89384971483404,6.31813150305775e-06,0.00030222539039819
13805,"Eng",-3.67618234860338,6.39506258186199e-06,0.000302986479466326
68169,"Ndnf",-1.71990071692058,6.40712745032111e-06,0.000302986479466326
214968,"Sema6d",-2.12794385091095,6.40363838743108e-06,0.000302986479466326
235527,"Plscr4",-2.1971439584123,6.63494792193287e-06,0.000312571391307118
78938,"Fbxo34",1.10299454428338,6.71031962661943e-06,0.00031492922715572
21922,"Clec3b",-2.01046782872332,6.7802679968272e-06,0.00031691153092844
76933,"Ifi27l2a",-3.08255472083342,6.80352004164135e-06,0.00031691153092844
21815,"Tgif1",2.17085546804296,6.84922074278979e-06,0.00031748518402448
234564,"Ces1f",-2.86751410779396,6.86689028725458e-06,0.00031748518402448
20846,"Stat1",-1.38689115953048,6.98824136246215e-06,0.00032189910305534
18767,"Pkia",-2.8776183206349,7.08178593537157e-06,0.000325004323535853
102371,"Myzap",-4.05134306366464,7.23897720511943e-06,0.000330996909926729
66973,"Mrps18b",1.68043420807423,7.34528957318585e-06,0.000334627715830448
68947,"Chst8",-2.50942183884712,7.37579419380393e-06,0.000334791067110728
67971,"Tppp3",-3.77143225997089,7.45829356698846e-06,0.000337304716700493
69903,"Rasip1",-2.9081652873032,7.51675695726942e-06,0.000338148372603388
74121,"Acoxl",-3.50613602233819,7.53132581901893e-06,0.000338148372603388
16012,"Igfbp6",-3.97457548040063,7.91722706990772e-06,0.000354196234059145
56229,"Thsd1",-1.36887210502616,8.01650063787057e-06,0.000357352037394969
66402,"Sln",-4.03905576531184,8.06915646608074e-06,0.000358414639173736
66912,"Bzw2",2.60524997757425,8.20211802495032e-06,0.000363023992442374
12512,"Cd63",1.05546796827619,8.41018263878533e-06,0.000370912913044586
107765,"Ankrd1",-3.04080374219485,8.6139114768219e-06,0.000378555537234042
213541,"Ythdf2",0.783504534595981,8.72193054634723e-06,0.000381952993679298
23792,"Adam23",-1.81263783180387,8.79028061126972e-06,0.000383595508639865
66353,"Riiad1",-3.36549349148841,8.83142510544902e-06,0.000384043475651991
75695,"Rilpl1",-1.77912149371498,8.92574080054661e-06,0.000386792468071074
18293,"Ogdh",-1.59999442174646,8.97988350315589e-06,0.000387787538641492
12169,"Bmx",-0.796850145888437,9.11094160846873e-06,0.000392085746659258
234395,"Ushbp1",-1.6147683125266,9.27537829879763e-06,0.000397437924110615
240168,"Rasgrp3",-2.91164653955824,9.29922295699838e-06,0.000397437924110615
66873,"Tril",-3.19925470645797,9.40373151266331e-06,0.000400528112407512
56177,"Olfm1",-1.09601419400667,9.81273966980964e-06,0.000413698451774313
60322,"Chst7",-1.80762858317761,9.78080833415384e-06,0.000413698451774313
209837,"Slc38a5",-3.80478917215634,9.76930621239646e-06,0.000413698451774313
17189,"Mb",-3.08546778942892,9.88200030786695e-06,0.000415210938611288
84506,"Hamp",-2.42158873136057,9.96028589365842e-06,0.000417091163836464
19170,"Psmb1",2.12998055689119,1.01317499158363e-05,0.000422847562762605
18821,"Pln",-1.34938549631746,1.04128803902841e-05,0.000433127068274126
75472,"Cfap126",-3.29656812388349,1.05180393429992e-05,0.000436042851029602
58185,"Rsad2",-1.78200700994986,1.06910331087304e-05,0.000441742122170366
230751,"Oscp1",-0.849985347588098,1.08602246391875e-05,0.000445771002764272
237353,"Sh3rf3",-0.864241930275802,1.08568173234867e-05,0.000445771002764272
68971,"Tamm41",1.54381738777986,1.09971344390171e-05,0.000449905792822554
55949,"Eef1b2",1.54064276832129,1.10629994179418e-05,0.000450670023412002
67155,"Smarca2",-2.53505675312522,1.1088287140313e-05,0.000450670023412002
69165,"Cd209b",-1.76173862349502,1.11602941550349e-05,0.000452119147902831
56361,"Pus1",1.06034277488372,1.14374439232896e-05,0.000461630084657392
75563,"Dnali1",-3.00527592340972,1.14693009696176e-05,0.000461630084657392
16593,"Klc1",-1.63943524446721,1.15248157249129e-05,0.000462368171518522
20304,"Ccl5",-2.3187077506032,1.19149618477454e-05,0.000476483538586526
30877,"Gnl3",1.89340987392064,1.23675580365881e-05,0.000486757339560271
59056,"Evc",-1.57640170207575,1.23381482375532e-05,0.000486757339560271
74144,"Robo4",-2.87661935282168,1.22858714208079e-05,0.000486757339560271
209456,"Trp53bp2",-2.07156801346093,1.23638263473271e-05,0.000486757339560271
214547,"She",-1.88039654244135,1.23570047901459e-05,0.000486757339560271
101540,"Prkd2",-1.58166755696064,1.26345782069771e-05,0.000495697946877521
59006,"Myoz2",-2.67751030117038,1.26984016927342e-05,0.000496635288844452
66596,"Gtf3a",1.17964114195246,1.29136966640453e-05,0.000503472242666869
14620,"Gjb3",2.90857992108793,1.29706098743466e-05,0.000504110859397651
102693,"Phldb1",-1.28659403274444,1.30314428900558e-05,0.000504897368297893
11668,"Aldh1a1",-5.29243802317176,1.31556202970931e-05,0.000508125619984308
18641,"Pfkl",2.04772976111537,1.32846040811501e-05,0.000509973384789055
243983,"Zdhhc13",1.1943454275625,1.3285468896973e-05,0.000509973384789055
67442,"Retsat",2.28084701228076,1.34333256039306e-05,0.00051406237088026
320508,"Cachd1",-1.28044872815909,1.36088560694119e-05,0.000519182033543792
22319,"Vamp3",-0.989994785267967,1.38729337190356e-05,0.000527638154934696
53376,"Usp2",-2.14053410567876,1.40667060404752e-05,0.000533376899467651
20692,"Sparc",-1.553069505683,1.4594666773284e-05,0.000551713892581559
12161,"Bmp6",-2.32545272460654,1.46738561880048e-05,0.000553026513364289
15402,"Hoxa5",-3.57247623535505,1.50491436767147e-05,0.000564179720250428
407831,"Tmem204",-3.61737859782725,1.50605183824992e-05,0.000564179720250428
70427,"Mier2",1.16972210305631,1.52234522935708e-05,0.000568570799324743
21940,"Cd27",-1.95110515910258,1.53931376059702e-05,0.000573186983249856
13681,"Eif4a1",1.40908145121895,1.5688546981511e-05,0.000582443160624036
66866,"Nhlrc2",-1.1601358321489,1.58598121346043e-05,0.000587049058089506
83397,"Akap12",-3.07903503210358,1.59815581096276e-05,0.000588055142631474
218739,"Sntn",-1.93668107644035,1.59460209422803e-05,0.000588055142631474
98660,"Atp1a2",-1.49167045875649,1.6394419929144e-05,0.000601467258580426
13198,"Ddit3",-1.43185835413015,1.66072037355265e-05,0.000607481743702184
76952,"Nt5c2",1.19690796152993,1.6821545322732e-05,0.000613517768852839
23962,"Oasl2",-2.27484504188136,1.70230875716169e-05,0.000615570288480918
94249,"Slc24a3",-2.68497748768913,1.70245013849926e-05,0.000615570288480918
110084,"Dnah1",-1.93710215318961,1.70263069259014e-05,0.000615570288480918
12263,"C2",-3.42131518235181,1.72607616350335e-05,0.000621490813370673
22401,"Zmat3",1.5812928181623,1.729000735115e-05,0.000621490813370673
94185,"Tnfrsf21",1.3044604818629,1.7391492013896e-05,0.000623337135956266
15213,"Hey1",-3.70938739382467,1.75349148054506e-05,0.000626671653549967
50876,"Tmod2",-2.34866056454928,1.79948942742146e-05,0.00064126790856277
319387,"Adgrl3",-1.59684422508268,1.82233719016517e-05,0.000647554503830978
