"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1243596",-0.0944750608478779,6.91231493691678,-0.819034553377154,0.4381120419444,0.611988402548926,-7.13187514018028
"ILMN_3049465",0.158941107531622,7.20544631830038,0.819032367453328,0.438113213918673,0.611988402548926,-7.13187699677052
"ILMN_2776458",0.114893234470959,7.48485690370711,0.818812749541977,0.438230972306654,0.612059691687798,-7.13206350573356
"ILMN_2463180",0.95722530176013,8.55861418740662,0.818805461492672,0.438234880512024,0.612059691687798,-7.13206969434231
"ILMN_1254763",-0.0989486385201337,7.39906053230435,-0.818428638765504,0.438436984189761,0.612292616679513,-7.13238960872579
"ILMN_2776687",0.0961901733955521,7.15752227025204,0.818294233470993,0.438509086312631,0.612343967036033,-7.13250368618094
"ILMN_2656071",0.178865317222177,9.80725827018067,0.818201247728146,0.438558973622477,0.612364290352172,-7.13258259934047
"ILMN_2622891",0.14946306842198,8.44229470554002,0.817999252220468,0.438667358818527,0.612466284998299,-7.1327539987841
"ILMN_2860271",-0.135245018727047,7.37741165018703,-0.817802802590999,0.438772786127679,0.612564133750507,-7.13292065848083
"ILMN_1254473",0.110363931569711,7.35419257049833,0.817252945738167,0.439067967849529,0.612926858703197,-7.13338695642284
"ILMN_2499888",0.105029411620959,7.74269921018026,0.81717584177878,0.439109370897919,0.612935285682331,-7.13345232234849
"ILMN_3076459",0.161796927738406,7.95249690536408,0.816950848573047,0.439230202583581,0.6130545736471,-7.13364303393372
"ILMN_1247947",0.154754899469475,10.0868828649047,0.816556501378942,0.439442040912035,0.613242778459324,-7.13397718964353
"ILMN_2783429",0.105668619883158,8.85898436131965,0.81655508290816,0.4394428030248,0.613242778459324,-7.13397839136162
"ILMN_2746664",0.0978068567163346,7.41019381955529,0.816502236996937,0.439471196610975,0.613242778459324,-7.13402316078896
"ILMN_1221275",0.114535140776391,7.42539570220472,0.81642722474591,0.439511502142592,0.613249645248632,-7.13408670469876
"ILMN_3141499",0.183889808274357,7.21064025845036,0.816335280159135,0.439560909250462,0.613269209323761,-7.13416458556854
"ILMN_2993185",-0.164435979216981,6.88749515316285,-0.815957180012532,0.439764124757331,0.613503344294397,-7.13448477498645
"ILMN_2870329",0.213813939761698,8.73636868859242,0.815834169227856,0.439830252794156,0.613534038647261,-7.13458891841481
