"","lung_tumor_myc_rep1","lung_tumor_myc_rep2","lung_tumor_myc_rep3","lung_tumor_myc_rep4","lung_tumor_myc_rep5"
"ILMN_1235939",7.66128821073554,7.69161267632394,7.63789276469339,7.3571120915057,7.70264888664066
"ILMN_2725647",7.22935959972207,7.3688883650131,6.96801873072677,7.30383781568135,7.06810647585877
"ILMN_2621882",11.9380564742287,12.2742907851362,12.7128963858204,12.3238182800267,12.6637776715638
"ILMN_2630756",8.16832738438851,8.1693926589752,8.23311032988681,7.99495443459339,7.87877897568711
"ILMN_2613696",9.72345830447133,9.64213068689551,9.89038779014484,9.85110483732369,9.86468914267559
"ILMN_2659694",6.97903213422736,7.13365599269125,7.18586654531133,7.16559794780535,7.17348976114361
"ILMN_2651743",7.51051694059471,8.15193617000375,7.02389293406326,7.91849059229231,8.49987079527704
"ILMN_2682218",13.1867458608214,14.287317387715,14.0237018407042,14.2111748865856,13.4177940162653
"ILMN_2621862",8.35295379145908,9.17288062374904,8.38551192766504,8.53651435670193,8.76943497304713
"ILMN_2789047",8.04789073660383,8.80287982032526,8.48237941971688,7.90346765148704,7.75761918881488
"ILMN_2599412",10.9039900814527,11.279541665474,10.0150316766836,10.599668809018,9.70717576355247
"ILMN_1259294",8.55110741406676,8.34930887698182,8.43026958960635,8.13734341465271,8.16242280081853
"ILMN_1216426",9.62773905723057,9.55395321601649,9.50793087728796,9.08234034547052,9.21280033442943
"ILMN_1245673",7.51793999108709,7.71955994899411,7.41034534503487,7.45383648755765,7.53498369719651
"ILMN_2958076",10.2838624649727,11.5678758838626,11.7839816921604,11.5321001919909,10.7404922903143
"ILMN_2767227",11.018808709164,11.5117155977682,11.3127181332728,11.3100979487153,10.809737988527
"ILMN_2634338",11.6807715690541,11.526807918398,11.0168387496758,11.3498168177063,10.9073038084441
"ILMN_1236123",7.84744890398243,8.79859330314744,7.79903872312234,7.96257071176902,7.89500718036866
"ILMN_2938179",9.37232095486726,9.77693673624304,9.3602572688883,9.43751801845484,8.76296331855745
"ILMN_1222760",9.68932100350039,9.09254243818251,9.75444911675926,10.0254077927777,9.93926698837641
"ILMN_1225158",13.2647073998991,12.1283609110389,13.239559373688,13.6661692070952,14.1391066367464
"ILMN_2732649",7.63646602411802,7.34368540778361,7.36139553316589,7.23131119631228,7.39100186673291
"ILMN_1234294",7.89277047281096,7.81183624996966,7.79741835451163,7.63329042882733,7.68347715641428
"ILMN_3163211",9.59816884184473,10.332162456903,9.84405840690042,9.56704697670577,9.26827881749253
"ILMN_1257567",7.20744145090522,7.4266054672927,7.51638948662484,7.53576137798666,7.32659801641878
"ILMN_1242099",7.27157974608258,7.18400748181682,7.2251471727341,7.14153241830188,7.39325637174838
"ILMN_1244997",7.37493079058172,7.18400748181682,7.02160464748854,7.06150620693541,6.86859108780535
"ILMN_2804251",8.01374139205874,8.43181097247582,8.02378899973836,7.90267658665114,7.92251007338827
"ILMN_2868927",8.19761602104914,7.86619708536818,8.40373106087018,8.3713546623822,8.67213801195865
"ILMN_2685275",13.4275411938436,13.2507638059443,12.7910878310444,12.8506483519875,12.7156349451721
"ILMN_2660082",9.2846217039583,9.74130897230403,9.13883174391722,9.41637531658728,9.42736522862475
"ILMN_1258421",11.3425851616719,11.7593862934834,11.3619129407325,11.4321634303788,11.188666108797
"ILMN_1225374",9.4110872267986,9.15898829864596,8.85196371220596,8.81760327323294,8.72333030668565
"ILMN_2667614",9.16770038464336,9.65038985556749,9.46265563386887,9.42748963416532,9.05839767737637
"ILMN_2693905",7.34276917291838,7.37030597930188,7.42230134034944,7.47243700005133,7.5588989811467
"ILMN_2657921",11.7109274781381,11.6807715690541,11.6019593522942,11.4517777735828,11.7222818974767
"ILMN_2645901",6.96837880137054,7.01910418846041,7.17766868660239,7.25254717391164,7.27589169375814
"ILMN_2621472",12.0390689765241,12.1763757605875,11.9670280728283,12.272420202846,11.9706654017826
"ILMN_2621471",11.0211730200921,11.2048729477116,10.83610954538,10.9609770692484,10.9711034217247
"ILMN_2622829",10.3806031089019,10.0396816195477,9.54139916228172,9.72275951167451,9.83838652821784
"ILMN_2745954",10.7428725499367,10.5848979255233,10.7797039679555,10.7663787925939,10.539734368449
"ILMN_2734060",10.624983889312,11.1279419433625,9.82083712167331,10.1583138296648,9.97974671114625
"ILMN_2919489",10.83610954538,10.5587614953701,9.9060920082285,10.5596041369887,9.97385877268343
"ILMN_2803878",7.42329978162834,7.60843965255159,7.53167386906528,7.60543321773461,7.5211341874208
"ILMN_2646001",7.80826034765603,8.29525236401185,7.94730818517179,7.96045451388341,7.94836723158468
"ILMN_2642876",7.63830014583558,8.38454094253852,7.85630880100373,7.9452609273392,7.66122139506746
"ILMN_1225594",10.3568370776768,10.1441882070864,10.044769772281,10.6679985356725,11.7941645303941
"ILMN_2707207",7.13763159823543,6.83091127974278,7.11146173985772,6.93604896367662,7.06810647585877
"ILMN_1231371",10.1905191826927,10.0680224785928,10.3791007948721,10.2989217409698,10.3053564084089
"ILMN_1221251",8.62828604197641,8.73576754726664,8.66731116318655,8.75012074610506,9.31715819761529
"ILMN_1254562",8.11211365809786,8.33548805712554,8.63852641899605,8.29398885712777,8.13942344823267
"ILMN_1257630",10.6335969516438,10.6133635902258,10.7920175054644,10.7561080167016,10.4571403670981
"ILMN_3144761",8.87292492574104,9.00341249946263,8.62134219784622,8.914497254356,9.69987605529318
"ILMN_2604806",9.55880931799583,9.39469044238047,8.96520709119934,9.24654763254831,10.24817219323
"ILMN_2753109",12.7317313601093,13.0689126008793,12.6069834703675,12.5886707217126,12.2324246748204
"ILMN_1217406",7.47917396225893,7.43003431857349,7.63712295298018,7.7526315282231,7.43590461474168
"ILMN_2807474",10.9877480865149,11.5105540273941,10.9340640035538,11.193675505086,11.6336537079821
"ILMN_2752497",8.74104557700984,8.98980248428079,8.79177338085874,8.29734619894672,8.67390528985694
"ILMN_2738773",7.51980822599362,7.87248250810672,7.73199778664374,7.58167135857814,7.68505535771639
"ILMN_1255898",8.63035814392468,9.01377627979324,8.21124952339401,8.44208819681536,9.01494453163211
"ILMN_1237529",7.27850753656194,7.22037832769523,7.31322317343023,7.36424411178447,7.39446269461032
"ILMN_2906414",12.0917432154778,11.714071074126,12.5823522417265,12.240332965217,11.7933645336516
"ILMN_2698606",10.7084426877758,10.4609357762492,10.9939467375549,10.890986203998,10.4248879807975
"ILMN_2695526",10.1062030396515,9.68061225873286,10.3021033823579,10.1826969524047,9.99822018923274
"ILMN_2695528",10.0242912796254,9.69207057438276,10.231626206694,10.1807871877096,9.97507770424185
"ILMN_1215039",7.58247132649319,7.47919922992054,7.62296694479051,7.29001884693262,7.32116709800328
"ILMN_1222829",10.4092384373339,11.4338364305199,10.4262778605205,10.3750530108674,10.2826251341917
"ILMN_2617920",9.21569982825607,7.74451852877992,7.29576893442051,7.551203566493,8.07275230055542
"ILMN_3118081",8.5991457417582,7.40978868324519,7.24483950114555,7.23885252631565,7.52390494739071
"ILMN_3043178",7.98058588701345,7.10885111704015,7.10956950937069,6.96329348678521,7.2964287275569
"ILMN_2661005",10.0988298859321,9.78522766813188,9.92716683502051,10.2547260089585,10.6999302632146
"ILMN_2674655",8.45014157540698,8.18509222663277,8.36513314037862,8.30395194391817,8.61103632775233
"ILMN_2647669",8.34426816351364,8.06481011588777,8.25950789456702,8.21124952339401,8.23958361297018
"ILMN_2684563",8.04412085578327,8.20042355289337,8.05707790700122,8.12112875481994,8.38758656581935
"ILMN_1218384",8.24423002578911,7.7948422756798,8.3548003443506,8.54358771156893,9.15467573080561
"ILMN_2637066",8.61719194025133,9.47759385459055,9.02872626159615,8.88952297613597,8.86110629692746
"ILMN_2849359",9.3923979280683,10.2937949257474,10.1212178123183,9.87011422994984,9.8134405146676
"ILMN_2678389",7.08951668863942,7.17433275778296,7.19770815795585,6.90086680798075,6.87954496101976
"ILMN_3153614",9.30099596636787,9.17075443784865,9.23368707684312,8.90068759179112,8.55765515472542
"ILMN_2614983",7.27227985692172,7.21109739332934,7.42048661282578,7.45445352932101,7.29174628083394
"ILMN_2657516",13.2231061201893,13.4401675968688,13.7445645155938,13.5891149220646,13.9794882761325
"ILMN_1237830",6.96564000794404,7.11774048975637,7.14850835925212,7.02973584227167,7.01182126625052
"ILMN_2641828",7.54793078355854,7.31662094947297,7.4931549418025,7.41648088092647,7.37590826307501
"ILMN_2522765",9.15103239956849,9.1620293506934,8.84858382126989,9.08470875072839,9.26266746285076
"ILMN_3142224",13.6245120455778,15.0165721854592,14.3417394497635,14.1523705116661,13.9264303608137
"ILMN_2636384",13.753545178807,15.221621103945,14.3872491351212,14.5688887172807,13.9712033614874
"ILMN_2744693",11.8586682685905,11.4698452859714,12.0929057625611,12.44608818832,11.8889001791035
"ILMN_2641816",6.98384867402245,7.07598046241629,7.23433844869563,7.21146247853776,7.02645428002588
"ILMN_1239181",9.12735760258689,10.65319776289,9.60593665402249,9.07392397145774,8.08118381641134
"ILMN_1234241",6.97599122753134,7.3934977170285,7.42576664536184,7.44620452687593,7.69161267632394
"ILMN_2696537",8.4598286125395,8.33927937985974,8.55310126498136,8.46467337163889,8.43595668819561
"ILMN_2608574",9.48075865126167,9.35638319021455,9.24952830125054,9.45383648755765,9.77941158020018
"ILMN_1243516",7.36479127113448,7.08347932733184,7.31228738040572,7.51170324555693,7.17956703124667
"ILMN_2599719",12.8311946525804,10.4373099386894,12.9014290721701,12.4972390478209,12.8762375412323
"ILMN_2681601",8.08178299756292,7.38445999760498,8.03266566321803,8.22357941904546,8.20716688138329
"ILMN_1232195",8.47842836708269,6.98740614251361,8.24534472451681,8.08281433767227,8.55672158066006
"ILMN_2710589",7.23224102879803,7.11608399276377,7.19881334210727,7.30292446461795,7.33985000288462
"ILMN_2598438",7.63131349581954,7.38839405947328,7.87028765048213,7.71115071124326,7.83743083022132
"ILMN_3000536",8.247245156666,8.73777547388288,8.74808799875611,8.61766259703443,8.62197171836467
"ILMN_1257061",9.48869374412504,9.85629907327559,9.66629613575192,9.58558462272733,9.70646903742588
"ILMN_2595106",6.95514131510822,7.3654475885501,7.30822524844126,7.36637686075028,7.25411331338988
"ILMN_2710151",8.21442537599224,8.42801987430883,8.50325430965897,8.28932729381198,8.35524096282875
"ILMN_2960474",9.35418049684766,9.26484573610835,8.96139542952206,9.01988604754824,9.31038556769876
"ILMN_2759652",9.28363823228275,9.82260568304605,9.43898672797524,9.28165478779247,9.3284224897041
"ILMN_2955214",11.6922885700074,11.9088218187492,11.470814547605,11.4595404826748,11.4633200110581
"ILMN_1231873",10.4244353253065,9.69154179815994,9.38246191690107,9.45306481404581,9.34807110265322
"ILMN_1235811",8.84501953018979,8.75718163281672,8.0618099428657,9.28873632956922,8.36331346437348
"ILMN_1246694",12.2100586770537,12.0503779792194,11.6587832917648,11.8108653049469,10.9214039722799
"ILMN_1235751",11.8650203484881,11.8132100113765,11.229055363237,11.3294389831313,10.5118452896015
"ILMN_2737090",7.22935959972207,7.18487534290828,7.39253209356866,7.41600578055927,7.08354580944244
"ILMN_2972929",8.20428074208088,8.77091161550116,8.08354580944244,7.86807015130257,7.72821814982819
"ILMN_2645295",8.96908068075086,8.62974365489726,8.91886323727459,8.61240779313867,7.81362088286186
"ILMN_1231457",8.58225961344496,8.20282785375947,8.20151134450015,7.74575834572784,7.94752736201541
"ILMN_1255511",10.7003475960004,10.1534174456694,10.9635283107217,11.0121880331461,11.5418831054422
"ILMN_2689426",6.98138889611721,7.22134544356244,7.28719291582565,7.11361195303941,7.0418644541598
"ILMN_3000080",10.13091639494,10.047984431651,9.99822018923274,10.0586428862807,10.0291836805461
"ILMN_2629375",8.29588370273057,8.56473302500356,8.25594324597023,8.41172282195135,8.58845698846293
"ILMN_2863437",9.89913030381001,10.5209623722654,10.0951414954442,10.2084706214647,9.95110254500134
"ILMN_2790512",9.01960810174847,9.28284228653805,9.97064518226667,9.432646288438,9.41364115014249
"ILMN_2739128",7.94145115227269,7.74037106584524,8.03218351357347,8.1176917963945,8.23293051745938
"ILMN_2629993",7.87344411251538,7.5506025086652,7.45097923149559,7.58435185602708,7.71881111385919
"ILMN_2664522",8.82996052236362,8.33982217285075,8.15919333781775,8.63108608845776,9.07497766230115
"ILMN_3159695",9.62581156294685,6.99212402430596,6.95793635726235,7.07501110020408,7.85813644957963
"ILMN_3080273",7.72434331171176,7.2527245580846,7.07751673673806,7.2462061680218,7.3520986158278
"ILMN_1221838",7.89606745656917,8.03280339066834,7.97820993298005,7.66128821073554,7.80013144401346
"ILMN_1255697",10.6280667032093,11.2402994204538,10.3930619253513,10.047984431651,10.3859567442054
"ILMN_2679532",10.3940405963362,10.6522119749172,10.6822539593396,10.3328128093727,9.81016993766466
"ILMN_1222794",10.7323476452685,9.72464174594756,10.2834211997169,10.2204690223533,9.84849579928264
"ILMN_1220589",7.73952748317538,8.10053094003058,7.67014723316801,7.35983190357973,7.33809566143919
"ILMN_2694687",7.56267173386295,7.12483214230424,7.39092128350045,7.13788771310223,7.06561808438281
"ILMN_1236572",7.83620819052028,8.18430199320698,7.74390873644772,7.80132439738182,8.32322368429721
"ILMN_2756686",10.2708646989878,9.68524155926084,10.4294786652353,9.93794387005289,9.79856292859529
"ILMN_2967362",9.80918530687655,9.78824931940774,10.0613711926598,9.75996098174039,9.85275381582986
"ILMN_2633457",10.3312878651412,10.1048853640941,10.1839377203124,10.0680224785928,9.94833985224389
"ILMN_2679428",10.809737988527,10.9787819486651,11.1552886482909,11.2435682305341,10.6425763575219
"ILMN_2661628",7.52287572866078,7.31120904810623,7.29289675540917,7.27998774485123,7.05399373953262
"ILMN_2846731",10.5151577403614,10.2111430340332,10.6498960855287,9.76221591572778,9.9888000551632
"ILMN_1217055",10.0112622040077,9.83719427113013,10.3408723844184,9.84571545443533,10.2880225256437
"ILMN_2679823",7.6448702282692,7.66837534287863,7.38472979639036,7.34526662600754,7.68720069465189
"ILMN_2636349",8.42893587949939,9.37522953300252,9.36505109914795,9.15540329426393,9.38480398221178
"ILMN_2617505",8.1243152094225,8.27656063821841,8.23363465482814,8.22280999374149,8.28525771091993
"ILMN_2975375",8.51961168357677,9.15467573080561,9.18442598001861,9.18129204612403,9.34655528484378
"ILMN_2975377",11.2002204586841,11.6758027021738,11.6435828407966,11.6019593522942,11.6978309293886
"ILMN_2689062",7.98621536741518,7.87098112422465,7.99090169406355,8.05524853719315,8.14669594803066
"ILMN_1234100",9.40097280294737,9.28961548123246,9.58217727220172,9.44127130172488,9.75633739987521
"ILMN_2593104",6.84352853461109,7.37465915287105,7.06467541046836,7.28909670241999,7.02721488515984
"ILMN_2746000",7.84509796097297,8.00909378923501,7.89496929894601,7.50923067512774,7.61994482565771
"ILMN_1222356",9.77530162787031,9.08387817404891,9.77041612778905,9.27160892415174,8.30540628809291
"ILMN_2943270",6.95594045128948,7.35532356381399,7.19435673419116,7.48094163069632,7.21868431336217
"ILMN_2590894",7.91921716087532,7.41402450987815,7.40290546904628,7.39778157450281,7.60894781456551
"ILMN_2666406",11.1741064459453,10.9388214902839,11.3301676134674,11.5548136557379,11.6906937162271
"ILMN_2593774",13.9365539787008,11.2366196737513,12.9786981714817,13.0344937844847,13.5852134359808
"ILMN_1217812",7.72154782445108,7.2472154816577,7.22303633790187,7.16848409175654,7.61056350392504
"ILMN_2593208",13.0891318149065,12.5899948690862,12.9172904873195,12.9161372132643,12.3782575957448
"ILMN_3162133",7.46196537972725,7.34717841644894,7.47223389653628,7.42437627281394,7.31217390969045
"ILMN_2734924",11.1347752395136,9.9102445291618,12.083529189202,12.1488241058912,12.0494061458821
"ILMN_2856588",7.05324712591243,7.74451852877992,7.95206778380916,7.97283622717858,7.1922619873243
"ILMN_2963792",10.0425998817129,9.98307376178997,10.0329497116792,9.91011801868319,9.65086102391834
"ILMN_2697918",11.3036701734634,11.4728875339013,11.4595404826748,11.4578810155812,11.1539319715885
"ILMN_2699367",7.64225481153492,7.29309799416898,7.83928253567704,7.84541164147449,7.87344411251538
"ILMN_2596834",9.05414640836722,9.96029160078523,8.82505815103956,8.58336488366735,8.42360180533971
"ILMN_1222823",6.76188361236552,6.94478525528215,7.19435673419116,7.09262501993978,7.31890993282983
"ILMN_2878486",9.02293992236943,9.68891685511354,8.76099016762636,9.03213184512459,8.3265137542314
"ILMN_2893564",9.87480849044876,8.9333125986692,10.8665834835923,10.6844253802054,9.84006485624715
"ILMN_2795854",10.4300343185735,11.4321634303788,11.4467925393476,11.0174261051151,10.6192972231449
"ILMN_1243170",7.89750515761005,8.15706266358892,8.18851157847969,7.82777933725804,7.74850735637577
"ILMN_1219820",14.6176267292091,13.0327743398785,14.3686275222234,13.965180029589,13.1677807342075
"ILMN_1223051",9.44098592777233,9.02610841781319,9.02733585355829,9.22466496841262,10.0333025424857
"ILMN_2734290",11.4769834697966,11.1812435097221,11.4215191833944,11.2511458115519,11.5923986368373
"ILMN_2943319",10.577629450667,10.3853771076927,10.3840821945207,10.6160548429161,11.3162196501171
"ILMN_3135697",8.39454308028166,8.4889823847859,8.44361701086398,8.51579837966183,8.5716815496835
"ILMN_2718284",11.7593862934834,11.6549380499994,11.2504427690244,11.2402994204538,10.9931993497445
"ILMN_2716876",7.87851078471061,7.57926878991286,7.75713995389485,7.7284520101644,8.24433410078605
"ILMN_2627733",9.70435758766768,8.9375393417441,9.52697598329416,9.5145538005739,8.98395552581109
"ILMN_1251273",11.2121391629964,10.1016638628503,10.8119014579988,10.7567960568382,10.721531804148
"ILMN_2751653",8.28250930624084,7.935349243034,7.72361828573552,7.54573675349338,7.96801873072677
"ILMN_2745433",11.7077797130144,12.1439411777685,11.8847190587601,11.2982559263162,11.8511780568226
"ILMN_1243679",7.70716497644261,9.11045068405065,7.98295793455446,7.63265447010948,7.08600349628708
"ILMN_1256488",10.3464306262189,10.3525055771272,10.133342929604,9.88911414733171,10.0755627137407
"ILMN_1241196",9.59294750757592,9.66005161968498,9.53243507164724,9.50600998525763,9.69171080957192
"ILMN_2718416",11.5990149453059,12.1055075224004,11.9495873661793,11.3340392893573,10.5932218646587
"ILMN_1255564",8.11113567023471,8.16258015082914,8.04548665635946,8.28201693367761,8.3300345257805
"ILMN_2740207",7.30241045042562,7.73153117646194,8.18611423954164,7.9122157217658,7.54882190845875
"ILMN_1248750",6.87644020542607,6.65839002307018,7.32187173851161,7.19149109450521,6.98569965236977
"ILMN_2615431",8.32960015422797,7.94227623572127,7.85229541333733,8.81880184023467,7.91133580703616
"ILMN_1238691",7.61309879420922,7.54387765681251,7.56999797252765,7.54119343727103,7.49822593134992
"ILMN_3105117",7.57170524801278,7.52556974636008,7.74609438370546,7.20236874277526,7.72361828573552
"ILMN_3031706",7.40050590918575,7.46464784828104,7.01066796290185,7.16848409175654,7.56457823259213
"ILMN_2679477",10.0536713855952,10.6579045649463,9.87423215014032,9.86468914267559,9.81503799243097
"ILMN_2933887",7.42705089315088,7.3798656817325,7.43277676287949,7.39360496863922,7.68347715641428
"ILMN_2680038",10.8773560363885,11.0364140416918,10.652856174007,10.7625455473408,11.1906966440244
"ILMN_2754787",8.8201191148641,9.13126214419421,9.16504829883601,8.75701490990423,8.7429830418116
"ILMN_2630512",10.0937229080256,9.87369402471086,9.79115271149429,9.77825170479045,10.0190868090004
"ILMN_1244030",7.51700496561511,7.87766757406788,7.85034313416734,7.51806297565252,7.87144325493413
"ILMN_1245322",7.3686701468178,7.27519333390221,7.14159627838382,7.04141959509648,7.30839591762353
"ILMN_2623480",11.0883534768785,11.2386249186305,10.5501695919205,10.9078952481261,10.595904311011
"ILMN_1251301",9.24396236988828,8.79637427850436,9.86575259943397,9.89377552470157,9.65212792773827
