"ID","Symbol","lung_tumor_myc_rep1","lung_tumor_myc_rep2","lung_tumor_myc_rep3","lung_tumor_myc_rep4","lung_tumor_myc_rep5"
320127,"Dgki",7.46076303785873,7.1473957449995,7.31814734182931,7.00246343889254,7.05093696522523
320129,"Grk3",7.21547233004944,7.61716897745573,7.44576497643218,7.15709425210782,7.26268214236216
320145,"Sp8",7.25325657978115,7.47126876417358,7.4155305236831,7.4738072013997,7.51007182462238
320150,"Zdhhc17",7.57832551285753,7.38607803400871,7.36632221424582,7.3648459756578,7.84242891943523
320158,"Zmat4",9.38297520172446,7.42182815319622,7.38774810071129,7.50317975883909,7.15000109275433
320159,"Togaram2",7.71994491291023,7.2002856052243,7.47912342560805,7.73695150527865,7.85813644957963
320162,"Cep95",7.61778884468631,7.5208150858443,7.64367584162262,7.32468686397729,7.39223691299661
320165,"Tacc1",8.6246821118789,8.19698366309925,8.08984809445757,8.16781258779071,8.1966409488836
320181,"Fndc7",7.8525295094042,7.00912878953926,7.21431912080077,7.29375900966786,7.5045210845363
320183,"Msrb3",7.37207604054222,7.31803433109442,6.98555735370211,7.09888744227829,7.07561284996917
320191,"Hook3",7.47988128955632,7.76441549435356,7.62694099921522,7.52679263880017,7.63974768119385
320204,"Etfbkmt",9.46658633771924,8.60360316525241,8.56238554163014,8.76214323090739,8.24930607579825
320213,"Senp5",7.36976526278807,7.60186277907345,7.51597598438827,7.44937624241885,7.60720609335697
320234,"Ccdc66",7.7096869639484,7.60843965255159,7.72911086723005,7.63490178285568,7.66257937246123
320244,"Ttll5",7.47335061219613,8.08892071151815,8.3328198008171,7.63226821549951,7.71673373715268
320256,"Dlec1",7.01178633120661,6.90828002311451,7.22611109813239,7.15405859598329,7.02427396254
320262,"A830073O21Rik",7.256090720087,7.25856603388993,7.31228738040572,7.34695688937888,7.32187173851161
320267,"Fubp3",11.9455627148188,12.2580967136387,11.6144884314024,11.7420356938932,11.7960370731571
320271,"Scai",7.28690424402748,7.35700209226498,7.52693931625933,7.20725841036353,7.3688883650131
320292,"Rasgef1b",7.57333098188075,7.56265106109279,7.49299220365821,7.46425662142086,7.40934126476017
320299,"Iqcb1",10.7266465821024,11.3502244230829,10.5605955527645,10.2368139720881,9.86914076123313
320302,"Glt28d2",7.20939243972084,7.10747864662662,7.17280251060771,6.91165413602091,7.20114373205303
320309,"1520401A03Rik",7.16305209791729,7.3952663498391,7.51776779508047,7.40391741946255,7.1787270884492
320321,"9430077A04Rik",7.15317199174256,7.47335061219613,7.27484402716367,7.18902146572414,7.41624335030004
320332,"Hist4h4",7.19121347222129,7.22707437992147,7.11679879337519,7.16452986650691,7.23912113181231
320333,"D830030K20Rik",7.27227985692172,7.0991505277663,7.05175273852425,7.15804158620246,7.19512609770564
320343,"Lypd6",7.247185806039,7.39617661823439,7.57823115122227,7.45994384837493,7.21710951699004
320351,"Tmem251",7.92903100747342,8.05912899190717,7.62675155652197,7.82275496905759,7.85819490226804
320360,"Ric3",7.28378290252352,7.00281501560705,7.30651744524982,7.05778870260627,7.33438503117618
320365,"Fry",9.61055196970048,8.87482769782767,8.51441818749886,8.79407058551256,9.63897885887835
320376,"Bcorl1",7.42017077489094,7.52576547882192,7.63614877895335,7.68356487957136,7.82829518779043
320394,"Cenpt",9.09105515764851,10.0485209315469,9.75920161653213,9.61809867845582,9.98561071734728
320398,"Lrig3",8.81177605532666,10.798173065067,7.24567153950322,9.02293992236943,8.68422263328295
