Name,Gene
mSE_02564,Lhx2
mSE_02565,mir23a
mSE_02566,Plekhf1
mSE_02567,mir23b
mSE_02568,Krt17
mSE_02569,Nfib
mSE_02570,Flnb
mSE_02571,Bcl6
mSE_02572,Iffo2
mSE_02573,"Mirlet7c-2, Mirlet7b"
mSE_02574,Mid1
mSE_02575,Aqp3
mSE_02576,Cables1
mSE_02577,Filip1l
mSE_02578,Egfr
mSE_02579,Ssbp3
mSE_02580,Odz2
mSE_02581,Chd2
mSE_02582,Filip1l
mSE_02583,mir3089
mSE_02584,mir205
mSE_02585,Bnc2
mSE_02586,Mettl10
mSE_02587,Krt79
mSE_02588,Itpr3
mSE_02589,Sept9
mSE_02590,Lsm3
mSE_02591,Nxn
mSE_02592,Tacc2
mSE_02593,Neat1
mSE_02594,Bok
mSE_02595,Rxra
mSE_02596,Zfp36l1
mSE_02597,Src
mSE_02598,Tbcc
mSE_02599,Aff1
mSE_02600,Fam83g
mSE_02601,Prlr
mSE_02602,Lpp
mSE_02603,Kank1
mSE_02604,Lmna
mSE_02605,Tns4
mSE_02606,Nfib
mSE_02607,Hoxb6
mSE_02608,Tpt1
mSE_02609,Galntl4
mSE_02610,Bicd2
mSE_02611,Zfp36l2
mSE_02612,Nfix
mSE_02613,Iffo2
mSE_02614,Sdc1
mSE_02615,Cebpb
mSE_02616,Ddr1
mSE_02617,Bicd2
mSE_02618,Mbnl2
mSE_02619,Lgals3
mSE_02620,Sh3rf1
mSE_02621,Nfatc1
mSE_02622,Dab2ip
mSE_02623,Foxn3
mSE_02624,Lhx2
mSE_02625,Tfap2a
mSE_02626,Id3
mSE_02627,Shisa2
mSE_02628,Socs3
mSE_02629,Dkk3
mSE_02630,Slc38a2
mSE_02631,Vdr
mSE_02632,Myh9
mSE_02633,Arvcf
mSE_02634,not annotated
mSE_02635,Ssfa2
mSE_02636,Gcnt2
mSE_02637,Fosl2
mSE_02638,Irx2
mSE_02639,Arpc2
mSE_02640,2900026A02Rik
mSE_02641,Ahnak
mSE_02642,Poldip3
mSE_02643,Sdk2
mSE_02644,Sh3pxd2a
mSE_02645,Mast4
mSE_02646,Sdc4
mSE_02647,Trp63
mSE_02648,Tcfap2b
mSE_02649,Ptma
mSE_02650,Pvrl1
mSE_02651,Gm12824
mSE_02652,intergenic
mSE_02653,Irf2bp2
mSE_02654,Nfib
mSE_02655,Hdac4
mSE_02656,Pawr
mSE_02657,Kank1
mSE_02658,Myo1e
mSE_02659,Dip2b
mSE_02660,Mll5
mSE_02661,Nr1d1
mSE_02662,Cdh1
mSE_02663,Mef2a
mSE_02664,Nedd4l
mSE_02665,Krt80
mSE_02666,Gpr125
mSE_02667,Tnfrsf1a
mSE_02668,Clec2d
mSE_02669,Dlgap4
mSE_02670,Palmd
mSE_02671,Actn4
mSE_02672,Golim4
mSE_02673,Actn1
mSE_02674,Zfp503
mSE_02675,Itgb4
mSE_02676,Slc7a6
mSE_02677,Barx2
mSE_02678,Rreb1
mSE_02679,Ralgds
mSE_02680,Btg2
mSE_02681,Chd2
mSE_02682,Prickle2
mSE_02683,Sgk1
mSE_02684,not annotated
mSE_02685,Perp
mSE_02686,Inf2
mSE_02687,Cspg4
mSE_02688,Mtmr2
mSE_02689,Ece1
mSE_02690,Kank1
mSE_02691,Dusp7
mSE_02692,Foxk1
mSE_02693,App
mSE_02694,Mllt4
mSE_02695,Sipa1l3
mSE_02696,Ctgf
mSE_02697,Pxn
mSE_02698,Bnc1
mSE_02699,Fzd6
mSE_02700,Sfn
mSE_02701,Bcas2
mSE_02702,Ppp2r3a
mSE_02703,Ppap2a
mSE_02704,Dnajb1
mSE_02705,Slc38a2
mSE_02706,Zfp217
mSE_02707,Bmpr1a
mSE_02708,Fndc3b
mSE_02709,Sept9
mSE_02710,Npepps
mSE_02711,Cd9
mSE_02712,Nhsl1
mSE_02713,Siah1a
mSE_02714,Dsp
mSE_02715,Zfp36l2
mSE_02716,Sik1
mSE_02717,Ppp1r14c
mSE_02718,Azin1
mSE_02719,Zmiz1
mSE_02720,Kcnk2
mSE_02721,Kif21b
mSE_02722,B230120H23Rik
mSE_02723,not annotated
mSE_02724,Ism1
mSE_02725,Sfrp1
mSE_02726,Gab1
mSE_02727,Trak1
mSE_02728,Zfp36l2
mSE_02729,Thsd1
mSE_02730,Ppp2r1b
mSE_02731,Cnst
mSE_02732,Cgnl1
mSE_02733,Sppl3
mSE_02734,"Mt2, Mt1"
mSE_02735,Foxp1
mSE_02736,Ets2
mSE_02737,Epb4.1l4b
mSE_02738,Ttc7
mSE_02739,Ankrd11
mSE_02740,Mkl1
mSE_02741,Rin2
mSE_02742,Nhsl1
mSE_02743,Fgfr2
mSE_02744,Tax1bp1
mSE_02745,Ppl
mSE_02746,Rgs12
mSE_02747,Rreb1
mSE_02748,Bcl11b
mSE_02749,Rere
mSE_02750,Pi15
mSE_02751,Ppfibp2
mSE_02752,B4galnt3
mSE_02753,Utrn
mSE_02754,Mkl1
mSE_02755,Tiprl
mSE_02756,Cxcl14
mSE_02757,Itm2b
mSE_02758,Chd6
mSE_02759,Tanc1
mSE_02760,Tax1bp1
mSE_02761,Prkch
mSE_02762,Zbtb7b
mSE_02763,Tgif1
mSE_02764,Hk1
mSE_02765,Ptpn13
mSE_02766,Slco2a1
mSE_02767,Gas1
mSE_02768,Kcnj15
mSE_02769,CD34
mSE_02770,Irf2bp2
mSE_02771,Gm12824
mSE_02772,Gas1
mSE_02773,Ank
mSE_02774,Trp53bp2
mSE_02775,Zfp532
mSE_02776,Sbno2
mSE_02777,Duoxa1
mSE_02778,Rbfox2
mSE_02779,Hdac4
mSE_02780,Lpp
mSE_02781,Serpinh1
mSE_02782,mir23b
mSE_02783,Net1
mSE_02784,Lmtk2
mSE_02785,Galnt2
mSE_02786,Etl4
mSE_02787,Tex2
mSE_02788,Csnk1a1
mSE_02789,Klf13
mSE_02790,Elmsan1
mSE_02791,Tcf12
mSE_02792,Ttc7
mSE_02793,Hoxc8
mSE_02794,Fgd6
mSE_02795,Mical2
mSE_02796,Usp2
mSE_02797,Klhl29
mSE_02798,Slc2a1
mSE_02799,Iqsec1
mSE_02800,Chd2
mSE_02801,Vgll4
mSE_02802,Notch1
mSE_02803,Rnf217
mSE_02804,Auh
mSE_02805,Kank1
mSE_02806,Stim1
mSE_02807,Klhl29
mSE_02808,Hopx
mSE_02809,Pptc7
mSE_02810,"Mirlet7c-2, Mirlet7b"
mSE_02811,Lrch1
mSE_02812,Fgfr2
mSE_02813,Map4k4
mSE_02814,Tom1l2
mSE_02815,Mtmr2
mSE_02816,Lmtk2
mSE_02817,Btd
mSE_02818,Adarb1
mSE_02819,Slc9a1
mSE_02820,Pim3
mSE_02821,4933426M11Rik
mSE_02822,Parp8
mSE_02823,Pik3r1
mSE_02824,Lrrfip1
mSE_02825,Id1
mSE_02826,Aff3
mSE_02827,Gpsm2
mSE_02828,not annotated
mSE_02829,Arf6
mSE_02830,Spred2
mSE_02831,Arl4c
mSE_02832,Bcl9l
mSE_02833,Zmiz1
mSE_02834,Itgb8
mSE_02835,Fgfr1
mSE_02836,Lpp
mSE_02837,Farp1
mSE_02838,Etv6
mSE_02839,Zfand5
mSE_02840,Pkp3
mSE_02841,Nfix
mSE_02842,Plscr3
mSE_02843,Macf1
mSE_02844,Nfkbia
mSE_02845,Serpinb8
mSE_02846,Ranbp9
mSE_02847,Usp24
mSE_02848,Kdm6b
mSE_02849,Hspg2
mSE_02850,Ctdsp2
mSE_02851,Maml3
mSE_02852,Foxj2
mSE_02853,Gm12824
mSE_02854,Casz1
mSE_02855,Mcl1
mSE_02856,Mkl1
mSE_02857,Atf3
mSE_02858,Fst
mSE_02859,Fto
mSE_02860,Ncor2
mSE_02861,Mink1
mSE_02862,Nfib
mSE_02863,Fam83b
mSE_02864,Arl4a
mSE_02865,Mtap7
mSE_02866,Grhl2
mSE_02867,Sfrp1
mSE_02868,Abl2
mSE_02869,Rfx2
mSE_02870,Npas2
mSE_02871,Ssfa2
mSE_02872,Adipor2
mSE_02873,Fbxo11
mSE_02874,Zmiz1
mSE_02875,Svil
mSE_02876,Dlg5
mSE_02877,St3gal2
mSE_02878,Rac1
mSE_02879,Lpp
mSE_02880,Tns1
mSE_02881,Hoxa7
mSE_02882,Map3k1
mSE_02883,Arid5b
mSE_02884,Ahnak
mSE_02885,Zfp438
mSE_02886,Nfil3
mSE_02887,Rapgef1
mSE_02888,not annotated
mSE_02889,B230120H23Rik
mSE_02890,Ston1
mSE_02891,Creb5
mSE_02892,Foxj3
mSE_02893,Sos2
mSE_02894,Zfp958
mSE_02895,Fam176a
mSE_02896,9130008F23Rik
mSE_02897,Ctdsp1
mSE_02898,Itga6
mSE_02899,Prrc2b
mSE_02900,not annotated
mSE_02901,Zmynd8
mSE_02902,Arhgef18
mSE_02903,Sema4b
mSE_02904,Dbi
mSE_02905,Bnc2
mSE_02906,Btg2
mSE_02907,Wwp2
mSE_02908,Ephb6
mSE_02909,Acvr1b
mSE_02910,Foxp4
mSE_02911,Cry2
mSE_02912,Lrrfip2
mSE_02913,not annotated
mSE_02914,Fgfr2
mSE_02915,Gpr87
mSE_02916,Maml3
mSE_02917,Klf6
mSE_02918,Fbrs
mSE_02919,Kat2b
mSE_02920,Shb
mSE_02921,Bmp6
mSE_02922,Grhl2
mSE_02923,Ergic1
mSE_02924,Ggta1
mSE_02925,Ai848100
mSE_02926,Serpinb5
mSE_02927,Zmiz1
mSE_02928,Cpne8
mSE_02929,Cyb561
mSE_02930,Slc6a6
mSE_02931,Sox9
mSE_02932,Mtmr12
mSE_02933,Cd44
mSE_02934,Trak1
mSE_02935,Tead4
mSE_02936,Notch1
mSE_02937,Cebpb
mSE_02938,Casz1
mSE_02939,Dlx3
mSE_02940,"Mirlet7c-2, Mirlet7b"
mSE_02941,Actn4
mSE_02942,Pvrl1
mSE_02943,mir23b
mSE_02944,Ptma
mSE_02945,Epha2
mSE_02946,Hr
mSE_02947,Slc30a1
mSE_02948,Ncoa3
mSE_02949,Foxn3
mSE_02950,Smad7
mSE_02951,mir23a
mSE_02952,Irf2bp2
mSE_02953,Mid1
mSE_02954,Myh9
mSE_02955,Rxra
mSE_02956,Id3
mSE_02957,Sfn
mSE_02958,Nfib
mSE_02959,Emp2
mSE_02960,Jup
mSE_02961,Cux1
mSE_02962,Adam10
mSE_02963,Jag1
mSE_02964,Gtf2ird1
mSE_02965,Zmynd8
mSE_02966,Perp
mSE_02967,Itpr3
mSE_02968,Fosl2
mSE_02969,Ptprf
mSE_02970,6430527G18Rik
mSE_02971,Zbtb38
mSE_02972,Cdkn1b
mSE_02973,Sipa1l3
mSE_02974,Egr3
mSE_02975,Kdm6b
mSE_02976,Trib1
mSE_02977,Afap1l2
mSE_02978,Krt79
mSE_02979,E2F2
mSE_02980,Irx2
mSE_02981,Ptpn14
mSE_02982,Sppl3
mSE_02983,Zfp532
mSE_02984,Egfr
mSE_02985,Erbb2
mSE_02986,Shb
mSE_02987,Abhd11
mSE_02988,Slc7a5
mSE_02989,Nfix
mSE_02990,Vdr
mSE_02991,Zfp750
mSE_02992,Krt17
mSE_02993,Wnt10a
mSE_02994,Hes1
mSE_02995,Nrarp
mSE_02996,Vgll4
mSE_02997,Mical3
mSE_02998,Rara
mSE_02999,Tet3
mSE_03000,Chd2
mSE_03001,Dusp7
mSE_03002,Srebf2
mSE_03003,Bnc2
mSE_03004,Usp3
mSE_03005,Aplp2
mSE_03006,Slc39a10
mSE_03007,Nfkbia
mSE_03008,Acvr1b
mSE_03009,Slc23a2
mSE_03010,Fgfr3
mSE_03011,Zfp710
mSE_03012,Vgll4
mSE_03013,Spag9
mSE_03014,Mical2
mSE_03015,Fgfr2
mSE_03016,Mxi1
mSE_03017,Abhd12
mSE_03018,Gab1
mSE_03019,Prrc2b
mSE_03020,Tnfrsf1a
mSE_03021,Gse1
mSE_03022,Gja1
mSE_03023,Arf6
mSE_03024,Smad6
mSE_03025,Cdkn1a
mSE_03026,Celsr2
mSE_03027,Nfic
mSE_03028,Foxp1
mSE_03029,Zfp750
mSE_03030,Sdc1
mSE_03031,Cables1
mSE_03032,Gjb2
mSE_03033,Arhgef12
mSE_03034,Birc5
mSE_03035,Trio
mSE_03036,Hdac5
mSE_03037,Aurkb
mSE_03038,Zmiz1
mSE_03039,Amotl2
mSE_03040,Fnbp1
mSE_03041,Krt80
mSE_03042,Hspb8
mSE_03043,not annotated
mSE_03044,Zbtb7a
mSE_03045,Trim29
mSE_03046,Id1
mSE_03047,Mettl10
mSE_03048,Mtap7
mSE_03049,Ybx3
mSE_03050,Unc5b
mSE_03051,Sh3bp4
mSE_03052,Rreb1
mSE_03053,Pdzd2
mSE_03054,Zfp36l2
mSE_03055,mir23b
mSE_03056,Metrnl
mSE_03057,Klf13
mSE_03058,Gjb2
mSE_03059,Ahnak
mSE_03060,Zmiz1
mSE_03061,Macf1
mSE_03062,Cbx2
mSE_03063,Rere
mSE_03064,Hjurp
mSE_03065,not annotated
mSE_03066,Itm2b
mSE_03067,Cerk
mSE_03068,Trak1
mSE_03069,Nxn
mSE_03070,Ddit4
mSE_03071,Slc44a1
mSE_03072,Dlgap4
mSE_03073,Itgb5
mSE_03074,Bcl9l
mSE_03075,Cdc42
mSE_03076,Rin2
mSE_03077,Mbnl2
mSE_03078,Plekhg1
mSE_03079,Tacc2
mSE_03080,Fzd10
mSE_03081,Pkp1
mSE_03082,Iqgap1
mSE_03083,Tiprl
mSE_03084,Grhl1
mSE_03085,Mtap7
mSE_03086,Mettl6
mSE_03087,Ripk4
mSE_03088,Chchd1
mSE_03089,Arf6
mSE_03090,Mll5
mSE_03091,Nrip1
mSE_03092,Tbcc
mSE_03093,Sema4b
mSE_03094,not annotated
mSE_03095,Foxp1
mSE_03096,Tnfaip8
mSE_03097,Rgs12
mSE_03098,Alad
mSE_03099,Gtf2ird1
mSE_03100,Ankrd11
mSE_03101,Grhl1
mSE_03102,Cd9
mSE_03103,Myo18a
mSE_03104,Casz1
mSE_03105,Bnc2
mSE_03106,Fus
mSE_03107,Arid1b
mSE_03108,Foxj2
mSE_03109,Dab2ip
mSE_03110,Fabp5
mSE_03111,Fam120a
mSE_03112,Etv3
mSE_03113,Aff1
mSE_03114,Sorcs2
mSE_03115,Afap1l2
mSE_03116,Slc38a2
mSE_03117,Fgfr3
mSE_03118,Tle3
mSE_03119,Ppfibp2
mSE_03120,B230120H23Rik
mSE_03121,Gadd45b
mSE_03122,Kank1
mSE_03123,Mical3
mSE_03124,Frmd6
mSE_03125,Safb
mSE_03126,not annotated
mSE_03127,Tmpo
mSE_03128,Vasn
mSE_03129,Zfp750
mSE_03130,Pja1
mSE_03131,Tuba1b
mSE_03132,Lef1
mSE_03133,Ttc7
mSE_03134,Mast4
mSE_03135,Zmiz1
mSE_03136,Fhod3
mSE_03137,Ctdspl
mSE_03138,Bcl6
mSE_03139,Lphn2
mSE_03140,Bcr
mSE_03141,Mta3
mSE_03142,Mir205
mSE_03143,Bnc2
mSE_03144,Gpr56
mSE_03145,Mycl1
mSE_03146,Gpr87
mSE_03147,Grhl3
mSE_03148,Ywhag
mSE_03149,Maml3
mSE_03150,Rere
mSE_03151,Ptk7
mSE_03152,N4bp3
mSE_03153,Piezo1
mSE_03154,Fus
mSE_03155,Rgmb
mSE_03156,Glrx5
mSE_03157,Klf13
mSE_03158,Bmp7
mSE_03159,Tspan9
mSE_03160,Fam129b
mSE_03161,Inf2
mSE_03162,Arpc2
mSE_03163,Epb4.1l1
mSE_03164,Hopx
mSE_03165,Usp6nl
mSE_03166,Mir31
mSE_03167,Cxxc5
mSE_03168,Fam129b
mSE_03169,1110054O05rik
mSE_03170,Ezr
mSE_03171,Pdzd2
mSE_03172,Atp13a2
mSE_03173,Ptgfrn
mSE_03174,B3gnt8
mSE_03175,Ece1
mSE_03176,Bcor
mSE_03177,Pkp4
mSE_03178,Ets2
mSE_03179,Fos
mSE_03180,Gpsm2
mSE_03181,not annotated
mSE_03182,Prkcd
mSE_03183,not annotated
mSE_03184,Trim16
mSE_03185,Irf2bp2
mSE_03186,Lrp1
mSE_03187,Elmsan1
mSE_03188,Elovl5
mSE_03189,Actn4
mSE_03190,Acpp
mSE_03191,Atf3
mSE_03192,Mir3089
mSE_03193,St14
mSE_03194,Frmd4a
mSE_03195,Gpr125
mSE_03196,Stk11
mSE_03197,Ppp2r4
mSE_03198,Runx1
mSE_03199,Heyl
mSE_03200,Chd2
mSE_03201,Csnk1a1
mSE_03202,Plekhg3
mSE_03203,Lgals3
mSE_03204,Aspscr1
mSE_03205,Trp63
mSE_03206,unclear
mSE_03207,Vgll4
mSE_03208,Cux1
mSE_03209,Ddr1
mSE_03210,Mir34a
mSE_03211,not annotated gene (based on H3K4me3 and H3K7
mSE_03212,"unclear, none expressed"
mSE_03213,Dpp4
mSE_03214,Luc7l2
mSE_03215,Sirpa
mSE_03216,Rapgef1
mSE_03217,Tnfrsf19
mSE_03218,Nhsl1
mSE_03219,Stx6
mSE_03220,Ptpn13
mSE_03221,Msi2
mSE_03222,Tex2
mSE_03223,Grpel2
mSE_03224,Nat10
mSE_03225,Sh3pxd2a
mSE_03226,Rps6ka1
mSE_03227,Epb4.1l4b
mSE_03228,Foxp1
mSE_03229,Svil
mSE_03230,Ripk4
mSE_03231,Ssbp3
mSE_03232,Sdc1
mSE_03233,Kif21a
mSE_03234,Tgif1
mSE_03235,Hspg2
mSE_03236,Foxn1
mSE_03237,Agpat3
mSE_03238,Spint2
mSE_03239,Mapkapk3
mSE_03240,Gjb2
mSE_03241,Magoh
mSE_03242,Dab2ip
mSE_03243,Ppp2r1b
mSE_03244,Hdac4
mSE_03245,Stk24
mSE_03246,Hspa1b
mSE_03247,Bnc1
mSE_03248,Tmem218
mSE_03249,Ppfia1
mSE_03250,Hoxc13
mSE_03251,Braf
mSE_03252,Htra1
mSE_03253,Arhgap29
mSE_03254,Notch2
mSE_03255,Ovol1
mSE_03256,Jun
mSE_03257,Ncor2
mSE_03258,Dsp
mSE_03259,Mafb
mSE_03260,Med13l
mSE_03261,Msx2
mSE_03262,Bcl11a
mSE_03263,Mreg
mSE_03264,Tpt1
mSE_03265,Mir203
mSE_03266,H3f3a
mSE_03267,Ddit4
mSE_03268,Vangl2
mSE_03269,Lgr4
mSE_03270,Erf
mSE_03271,Cdh1
mSE_03272,Lrrfip1
mSE_03273,Cd9
mSE_03274,Fosl2
mSE_03275,Zbtb7b
mSE_03276,Csrnp1
mSE_03277,Shb
mSE_03278,Rassf5
mSE_03279,Fzd7
mSE_03280,Osbpl1a
mSE_03281,Pxn
mSE_03282,Tanc1
mSE_03283,Ptpn13
mSE_03284,Dazap2
mSE_03285,Nxn
mSE_03286,Plxna1
mSE_03287,Mbd2
mSE_03288,Ctdsp1
mSE_03289,Mcl1
mSE_03290,Zbtb7b
mSE_03291,Zfp958
mSE_03292,Tbc1d10a
mSE_03293,C030046I01Rik
mSE_03294,Nln
mSE_03295,Odz2
mSE_03296,Hdac4
mSE_03297,Epha2
mSE_03298,Cnn3
mSE_03299,Nxn
mSE_03300,Tanc1
mSE_03301,Lgr4
mSE_03302,Arhgap5
mSE_03303,Mir203
mSE_03304,Chd7
mSE_03305,Ptch2
mSE_03306,Grhl2
mSE_03307,2900026A02Rik
mSE_03308,Lad1
mSE_03309,Setd5
mSE_03310,Pmepa1
mSE_03311,Marcksl1
mSE_03312,Mir29a
mSE_03313,Rhbdf2
mSE_03314,Gse1
mSE_03315,Arid5b
mSE_03316,6430527G18Rik
mSE_03317,Mir715
mSE_03318,Zfp36l2
mSE_03319,Klf13
mSE_03320,Zfpm1
mSE_03321,Supt4h1
mSE_03322,Rbm38
mSE_03323,Mknk2
mSE_03324,Rhof
mSE_03325,Zc3h4
mSE_03326,Irf2bp2
mSE_03327,Midn
mSE_03328,Zfp36
mSE_03329,Akna
mSE_03330,Actb
mSE_03331,E2f2
mSE_03332,Tmc6
mSE_03333,Pxn
mSE_03334,Brd2
mSE_03335,Trim8
mSE_03336,Csk
mSE_03337,Junb
mSE_03338,Neat1
mSE_03339,Cd47
mSE_03340,C130039O16Rik
mSE_03341,Arid2
mSE_03342,Sema4b
mSE_03343,Sfpi1
mSE_03344,Myh9
mSE_03345,Cdkn1b
mSE_03346,Jund
mSE_03347,Ywhaz
mSE_03348,Mnt
mSE_03349,Actg1
mSE_03350,A530013C23Rik
mSE_03351,Ubtf
mSE_03352,4930511I11Rik
mSE_03353,Sept9
mSE_03354,Fam53b
mSE_03355,Myo1c
mSE_03356,Foxo3
mSE_03357,Ankrd13d
mSE_03358,Vars
mSE_03359,Arhgap23
mSE_03360,Kdm6b
mSE_03361,Rnf44
mSE_03362,Gnai2
mSE_03363,Cpeb2
mSE_03364,Arid1a
mSE_03365,Arid1a
mSE_03366,Dusp1
mSE_03367,1500002O20Rik
mSE_03368,Mafg
mSE_03369,Fosl2
mSE_03370,Btg2
mSE_03371,Nfic
mSE_03372,Zbtb7a
mSE_03373,Ing1
mSE_03374,Dleu2
mSE_03375,Ptma
mSE_03376,Sik1
mSE_03377,Ehd1
mSE_03378,Clk3
mSE_03379,Lyl1
mSE_03380,Sun2
mSE_03381,Mef2d
mSE_03382,Adssl1
mSE_03383,Samd14
mSE_03384,Zfp541
mSE_03385,Ctdsp1
mSE_03386,Sh2b3
mSE_03387,Tbc1d2b
mSE_03388,Plekho2
mSE_03389,Mllt10
mSE_03390,Hmga1
mSE_03391,Coro1a
mSE_03392,Dedd2
mSE_03393,A530013C23Rik
mSE_03394,Anp32a
mSE_03395,Mxi1
mSE_03396,Chd2
mSE_03397,Wdr26
mSE_03398,Sykb
mSE_03399,Sh2d3c
mSE_03400,Eif2c2
mSE_03401,Lfng
mSE_03402,Sirpa
mSE_03403,Mgll
mSE_03404,Cnn2
mSE_03405,Zmynd8
mSE_03406,Ldlrap1
mSE_03407,Cd24a
mSE_03408,Pigv
mSE_03409,Zc3hav1
mSE_03410,Tpst2
mSE_03411,Tomm20
mSE_03412,Chit1
mSE_03413,Nsd1
mSE_03414,Ier2
mSE_03415,Limd2
mSE_03416,Ptma
mSE_03417,6430527G18Rik
mSE_03418,Stk11
mSE_03419,Ly6e
mSE_03420,6030440G07Rik
mSE_03421,Slc4a1
mSE_03422,Gm962
mSE_03423,Atf4
mSE_03424,Ncf1
mSE_03425,Malat1
mSE_03426,2210020M01Rik
mSE_03427,Inpp5d
mSE_03428,Dnajb12
mSE_03429,Ccnd3
mSE_03430,Pfn1
mSE_03431,Zmiz1
mSE_03432,Anp32b
mSE_03433,Zbtb7b
mSE_03434,Cic
mSE_03435,Hnrnpl
mSE_03436,B3gnt2
mSE_03437,Ptp4a3
mSE_03438,Cerk
mSE_03439,Irf8
mSE_03440,Elf2
mSE_03441,Gse1
mSE_03442,Ccnd3
mSE_03443,Plec
mSE_03444,Hmha1
mSE_03445,Rbx1
mSE_03446,Arrb1
mSE_03447,Rhog
mSE_03448,Mesdc1
mSE_03449,Hvcn1
mSE_03450,Irf2
mSE_03451,Ehbp1l1
mSE_03452,Gse1
mSE_03453,Ncf4
mSE_03454,Fam117a
mSE_03455,Tsc22d4
mSE_03456,Hk1
mSE_03457,Plekhg3
mSE_03458,Fbrs
mSE_03459,Chd2
mSE_03460,BC032203
mSE_03461,Kif21b
mSE_03462,Arrdc3
mSE_03463,Nr3c1
mSE_03464,Pgs1
mSE_03465,Agpat2
mSE_03466,H3f3a
mSE_03467,Gse1
mSE_03468,Relt
mSE_03469,Ppp1r15b
mSE_03470,Zcchc2
mSE_03471,Hnrnpf
mSE_03472,Rara
mSE_03473,Selplg
mSE_03474,Sp2
mSE_03475,Ampd3
mSE_03476,Tk1
mSE_03477,Cd82
mSE_03478,Bat2l
mSE_03479,Bbc3
mSE_03480,Tnrc18
mSE_03481,Asprv1
mSE_03482,Notch1
mSE_03483,Wdr81
mSE_03484,Prkcd
mSE_03485,Tyrobp
mSE_03486,Elf2
mSE_03487,Arrdc2
mSE_03488,Tnfaip2
mSE_03489,Maz
mSE_03490,B4galnt1
mSE_03491,Fbxo31
mSE_03492,Eef2k
mSE_03493,Cyba
mSE_03494,Klf10
mSE_03495,Pip5k1c
mSE_03496,Per1
mSE_03497,Ncln
mSE_03498,Sh3bp5
mSE_03499,4933407C03Rik
mSE_03500,Aqp1
mSE_03501,Dusp6
mSE_03502,Rcsd1
mSE_03503,Sphk1
mSE_03504,Csnk1g2
mSE_03505,Tcfeb
mSE_03506,Syvn1
mSE_03507,Baz2a
mSE_03508,Zfp710
mSE_03509,Ormdl3
mSE_03510,Pgls
mSE_03511,Lrrfip1
mSE_03512,3110056O03Rik
mSE_03513,Def6
mSE_03514,Sipa1
mSE_03515,4632428N05Rik
mSE_03516,Fmnl1
mSE_03517,Mir144
mSE_03518,Nprl3
mSE_03519,Rab43
mSE_03520,Klf7
mSE_03521,Bex6
mSE_03522,Map3k11
mSE_03523,Unc13d
mSE_03524,Mir23a
mSE_03525,1700019O17Rik
mSE_03526,Mcl1
mSE_03527,Cbx4
mSE_03528,Adap1
mSE_03529,Adrb2
mSE_03530,Bcor
mSE_03531,Lrch4-sap25
mSE_03532,Tcf3
mSE_03533,Emp3
mSE_03534,D730005E14Rik
mSE_03535,Spib
mSE_03536,Zfp36l1
mSE_03537,Lyl1
mSE_03538,Nbeal2
mSE_03539,Herpud1
mSE_03540,Itgb2
mSE_03541,Pstpip1
mSE_03542,Tgfb1
mSE_03543,Rin3
mSE_03544,Kctd12
mSE_03545,Bach2
mSE_03546,Gpx4
mSE_03547,Hmgb1
mSE_03548,Carhsp1
mSE_03549,Rps6ka1
mSE_03550,Plaur
mSE_03551,Papss1
mSE_03552,Grina
mSE_03553,Rasgrp2
mSE_03554,Iscu
mSE_03555,Ncoa2
mSE_03556,Abcb10
mSE_03557,Prkd2
mSE_03558,Ucp2
mSE_03559,Gfi1b
mSE_03560,Mbd6
mSE_03561,Arhgef1
mSE_03562,Rac2
mSE_03563,Slc16a3
mSE_03564,6430531B16Rik
mSE_03565,Chst3
mSE_03566,Ezr
mSE_03567,Laptm5
mSE_03568,Mafk
mSE_03569,Vasp
mSE_03570,Arl5c
mSE_03571,Rxrb
mSE_03572,Abr
mSE_03573,Aldh3b1
mSE_03574,B3gnt8
mSE_03575,Zranb1
mSE_03576,Ctsd
mSE_03577,Clic1
mSE_03578,Epb4.1
mSE_03579,Cdc42se1
mSE_03580,Klf16
mSE_03581,Csrnp1
mSE_03582,Azin1
mSE_03583,Lrrc8d
mSE_03584,Tmem104
mSE_03585,Cmtm7
mSE_03586,Sema4d
mSE_03587,Pten
mSE_03588,2310014H01Rik
mSE_03589,Fos
mSE_03590,Mst1
mSE_03591,Ly6e
mSE_03592,Egr3
mSE_03593,Klhdc4
mSE_03594,Zdhhc19
mSE_03595,Cdkn2c
mSE_03596,Trib1
mSE_03597,Psd2
mSE_03598,Cdk5r1
mSE_03599,Git2
mSE_03600,Tnfrsf1a
mSE_03601,Plekha2
mSE_03602,Pitpnm1
mSE_03603,Ifnar1
mSE_03604,Cyth1
mSE_03605,Crispld2
mSE_03606,Stk10
mSE_03607,Ube2v1
mSE_03608,C1qtnf9
mSE_03609,Tmcc2
mSE_03610,Fam53b
mSE_03611,6430527G18Rik
mSE_03612,Adora3
mSE_03613,Plekho1
mSE_03614,Csf2ra
mSE_03615,Gpr146
mSE_03616,Traf3
mSE_03617,Cecr5
mSE_03618,Cdc42ep4
mSE_03619,Tlcd1
mSE_03620,Dnahc17
mSE_03621,Fam109b
mSE_03622,Foxj2
mSE_03623,Dok3
mSE_03624,Mapkapk3
mSE_03625,Trim11
mSE_03626,Zdhhc18
mSE_03627,Zswim6
mSE_03628,Yy1
mSE_03629,Fli1
mSE_03630,Tm6sf1
mSE_03631,Pgd
