Name,Gene
mSE_09162,Sema7a
mSE_09163,Klf7
mSE_09164,Ahnak
mSE_09165,Myl12b
mSE_09166,Lhpp
mSE_09167,3110062M04Rik
mSE_09168,C130039O16Rik
mSE_09169,Txn2
mSE_09170,Bcl9l
mSE_09171,Klhl5
mSE_09172,Mnt
mSE_09173,Plcg1
mSE_09174,Azin1
mSE_09175,Spns2
mSE_09176,A530013C23Rik
mSE_09177,Anp32a
mSE_09178,Irf2
mSE_09179,Itga3
mSE_09180,Csrp1
mSE_09181,Mir21
mSE_09182,Cflar
mSE_09183,Zfp608
mSE_09184,Dhrs3
mSE_09185,Fgfr3
mSE_09186,Tbx3
mSE_09187,Sparc
mSE_09188,Dlc1
mSE_09189,BC003266
mSE_09190,Irf1
mSE_09191,Bcar1
mSE_09192,Nfib
mSE_09193,Ppp2r5a
mSE_09194,Lama5
mSE_09195,Myl6b
mSE_09196,Cdc42ep2
mSE_09197,Cry2
mSE_09198,Gata2
mSE_09199,Klf6
mSE_09200,Aqp1
mSE_09201,Ctdsp1
mSE_09202,Cnn2
mSE_09203,Cldn5
mSE_09204,Wnt7b
mSE_09205,Prkd2
mSE_09206,Ablim1
mSE_09207,2310014H01Rik
mSE_09208,Arhgef2
mSE_09209,Ier5
mSE_09210,B4galt1
mSE_09211,Trim8
mSE_09212,Zfp36l1
mSE_09213,Snai1
mSE_09214,Arhgap31
mSE_09215,Tspan14
mSE_09216,D14Abb1e
mSE_09217,Sh3tc1
mSE_09218,Ddit4
mSE_09219,Dusp7
mSE_09220,Bmf
mSE_09221,Tjp1
mSE_09222,Frmd4a
mSE_09223,Fmo1
mSE_09224,Adrb2
mSE_09225,Epha1
mSE_09226,Zmiz1
mSE_09227,Cd97
mSE_09228,Ifitm5
mSE_09229,Stard8
mSE_09230,Cish
mSE_09231,Ptms
mSE_09232,Bcl6
mSE_09233,Lrrfip1
mSE_09234,Kank3
mSE_09235,Stk40
mSE_09236,Gm13476
mSE_09237,X99384
mSE_09238,Rapgef1
mSE_09239,Anp32a
mSE_09240,4931406P16Rik
mSE_09241,Slco2a1
mSE_09242,Kcnj15
mSE_09243,Col4a2
mSE_09244,Plekha2
mSE_09245,Thbd
mSE_09246,Dll4
mSE_09247,Aldh2
mSE_09248,9430020K01Rik
mSE_09249,Pde9a
mSE_09250,Lace1
mSE_09251,Arhgap23
mSE_09252,St5
mSE_09253,Eif4g3
mSE_09254,Akna
mSE_09255,Sp2
mSE_09256,Dab2ip
mSE_09257,Cuedc1
mSE_09258,Sept9
mSE_09259,Tns1
mSE_09260,Socs2
mSE_09261,Klf9
mSE_09262,2310044G17Rik
mSE_09263,Mfng
mSE_09264,Trpm1
mSE_09265,Scarb2
mSE_09266,Hs1bp3
mSE_09267,C330006K01Rik
mSE_09268,Abca4
mSE_09269,Rhob
mSE_09270,4933427D06Rik
mSE_09271,Zfp366
mSE_09272,Dapk1
mSE_09273,Csrnp1
mSE_09274,Fam53b
mSE_09275,Prickle1
mSE_09276,Nes
mSE_09277,4930523C07Rik
mSE_09278,Tbc1d1
mSE_09279,Il4ra
mSE_09280,Pdlim2
mSE_09281,Gpihbp1
mSE_09282,Lasp1
mSE_09283,Foxa2
mSE_09284,Capn2
mSE_09285,Kl
mSE_09286,C85492
mSE_09287,Kdm6b
mSE_09288,Zfp366
mSE_09289,Tuba1a
mSE_09290,Klf7
mSE_09291,Zc3h3
mSE_09292,Lyl1
mSE_09293,Akap2
mSE_09294,Cd93
mSE_09295,B3gnt2
mSE_09296,Ephb4
mSE_09297,Myom1
mSE_09298,Tmem211
mSE_09299,Igsf8
mSE_09300,Bmpr2
mSE_09301,Sirt4
mSE_09302,Gnb1
mSE_09303,Icam1
mSE_09304,Rassf3
mSE_09305,Jund
mSE_09306,Fosl2
mSE_09307,5430416O09Rik
mSE_09308,Tspan4
mSE_09309,Klf7
mSE_09310,Rps4y2
mSE_09311,Acsl5
mSE_09312,Cbr2
mSE_09313,Megf6
mSE_09314,Tnfsf13
mSE_09315,Fbrs
mSE_09316,Slc45a1
mSE_09317,Sdc4
mSE_09318,Shroom3
mSE_09319,Wasf2
mSE_09320,Rapgef5
mSE_09321,Arid1a
mSE_09322,Gpr116
mSE_09323,Adrb1
mSE_09324,Clic4
mSE_09325,Arap3
mSE_09326,Rin3
mSE_09327,Sftpb
mSE_09328,Hes1
mSE_09329,Zfp438
mSE_09330,Nkd1
mSE_09331,Add3
mSE_09332,Efna1
mSE_09333,Myo18a
mSE_09334,Mgat1
mSE_09335,Micalcl
mSE_09336,Ski
mSE_09337,Abhd11
mSE_09338,Meis1
mSE_09339,Tomm20
mSE_09340,Trib2
mSE_09341,Tinagl1
mSE_09342,Smad7
mSE_09343,Anks1
mSE_09344,Apobec3
mSE_09345,Capzb
mSE_09346,Lrrc8a
mSE_09347,Pcnt
mSE_09348,Cebpd
mSE_09349,Dock6
mSE_09350,Tgif1
mSE_09351,Tpm4
mSE_09352,Clic1
mSE_09353,Mir21
mSE_09354,Malat1
mSE_09355,Col1a1
mSE_09356,Myh9
mSE_09357,Col5a1
mSE_09358,Mir29b-1
mSE_09359,Gm5627
mSE_09360,Actn4
mSE_09361,Mir125b-1
mSE_09362,Pigc
mSE_09363,Synpo
mSE_09364,Cald1
mSE_09365,1700001O22Rik
mSE_09366,Tnrc18
mSE_09367,Hspg2
mSE_09368,Wisp1
mSE_09369,Actn1
mSE_09370,Hmga2
mSE_09371,Irf2bp2
mSE_09372,Smad7
mSE_09373,Lrrc32
mSE_09374,Serpine1
mSE_09375,Prrx1
mSE_09376,Rnmtl1
mSE_09377,Mir763
mSE_09378,Col1a2
mSE_09379,Cyp1b1
mSE_09380,Cyth3
mSE_09381,Lmna
mSE_09382,Mir145
mSE_09383,Cald1
mSE_09384,Parva
mSE_09385,Tns1
mSE_09386,Mbnl2
mSE_09387,Fam129b
mSE_09388,Dnm3os
mSE_09389,Flnb
mSE_09390,Plec
mSE_09391,Unc5b
mSE_09392,Zmiz1
mSE_09393,Sept11
mSE_09394,Lpp
mSE_09395,Fndc3b
mSE_09396,Snai1
mSE_09397,Dut
mSE_09398,Loxl1
mSE_09399,Kirrel
mSE_09400,Clec2d
mSE_09401,Mir125b-1
mSE_09402,Cirbp
mSE_09403,Fhl2
mSE_09404,Fstl1
mSE_09405,Zmynd8
mSE_09406,Adamtsl4
mSE_09407,Id3
mSE_09408,Umps
mSE_09409,Thbs1
mSE_09410,Rasgrp1
mSE_09411,Ndst1
mSE_09412,Ahnak
mSE_09413,Lsp1
mSE_09414,Lpp
mSE_09415,Bcl10
mSE_09416,Rab14
mSE_09417,Rnf216
mSE_09418,Ier5l
mSE_09419,Myof
mSE_09420,Kctd10
mSE_09421,Fosl2
mSE_09422,Lrp1
mSE_09423,Adam19
mSE_09424,Plekho2
mSE_09425,Lrrc17
mSE_09426,2310022B05Rik
mSE_09427,Fbln2
mSE_09428,Anxa2
mSE_09429,Bcl2l1
mSE_09430,Lyl1
mSE_09431,Sparc
mSE_09432,Smyd3
mSE_09433,Svil
mSE_09434,6430527G18Rik
mSE_09435,Rara
mSE_09436,Tpm4
mSE_09437,Tomm20
mSE_09438,Bbc3
mSE_09439,Cd248
mSE_09440,Ncor2
mSE_09441,Iffo2
mSE_09442,Pmepa1
mSE_09443,Mylk2
mSE_09444,Vasn
mSE_09445,Mical2
mSE_09446,Mir199a-2
mSE_09447,Nedd4
mSE_09448,Inf2
mSE_09449,Sorl1
mSE_09450,Bgn
mSE_09451,Arntl
mSE_09452,Bcl9l
mSE_09453,Ubc
mSE_09454,Txn2
mSE_09455,Rhof
mSE_09456,Vps53
mSE_09457,Cbr4
mSE_09458,Filip1l
mSE_09459,Fam198b
mSE_09460,Ccdc80
mSE_09461,1700034J05Rik
mSE_09462,Dok1
mSE_09463,Tmem194
mSE_09464,Gm14005
mSE_09465,Vim
mSE_09466,Timp2
mSE_09467,Map4k3
mSE_09468,Rock2
mSE_09469,Tgif1
mSE_09470,Mirlet7i
mSE_09471,Cyr61
mSE_09472,Btd
mSE_09473,Rpl10a
mSE_09474,Mir100
mSE_09475,Serpinh1
mSE_09476,Tns3
mSE_09477,Runx2
mSE_09478,A730020M07Rik
mSE_09479,Socs5
mSE_09480,Tgif1
mSE_09481,E030011O05Rik
mSE_09482,Thbs1
mSE_09483,Ergic1
mSE_09484,Bahcc1
mSE_09485,Tead1
mSE_09486,Ankrd2
mSE_09487,Pgpep1l
mSE_09488,Arid5b
mSE_09489,Fam105a
mSE_09490,Bcar1
mSE_09491,Phlda3
mSE_09492,Wisp2
mSE_09493,Ier5
mSE_09494,Chd2
mSE_09495,Actb
mSE_09496,Mir100
mSE_09497,Col4a2
mSE_09498,Zc3h4
mSE_09499,Pcdhgc5
mSE_09500,Ets1
mSE_09501,Itga11
mSE_09502,Tnk2
mSE_09503,Bre
mSE_09504,Asap1
mSE_09505,Filip1l
mSE_09506,Mir31
mSE_09507,Sorbs1
mSE_09508,Igfbp7
mSE_09509,Lox
mSE_09510,6330406I15Rik
mSE_09511,Rb1cc1
mSE_09512,Zfp36l2
mSE_09513,Spc24
mSE_09514,Capn2
mSE_09515,Nuak1
mSE_09516,Prrx2
mSE_09517,Tpm1
mSE_09518,Mir23a
mSE_09519,Csf1
mSE_09520,Scgb1a1
mSE_09521,Haao
mSE_09522,Rbms3
mSE_09523,Anapc13
mSE_09524,Rtkn2
mSE_09525,Mll5
mSE_09526,Plcxd2
mSE_09527,Wdr75
mSE_09528,Dlg1
mSE_09529,Trim8
mSE_09530,6430527G18Rik
mSE_09531,Aff1
mSE_09532,Fam101a
mSE_09533,Zcchc24
mSE_09534,Phldb2
mSE_09535,Mef2d
mSE_09536,Ltbp1
mSE_09537,Gadd45g
mSE_09538,Klf6
mSE_09539,2310014H01Rik
mSE_09540,Mir680-3
mSE_09541,Chd2
mSE_09542,Zzz3
mSE_09543,Cyr61
mSE_09544,Fam198b
mSE_09545,Apbb2
mSE_09546,Phyhd1
mSE_09547,Cuedc1
mSE_09548,Cd44
mSE_09549,Fhl3
mSE_09550,Cic
mSE_09551,BC022687
mSE_09552,Rusc2
mSE_09553,Brd2
mSE_09554,Hhat
mSE_09555,Tmem92-ps
mSE_09556,Pgrmc2
mSE_09557,Snx9
mSE_09558,1700019E19Rik
mSE_09559,P4ha3
mSE_09560,Itga5
mSE_09561,Pdgfrb
mSE_09562,Arnt2
mSE_09563,Susd1
mSE_09564,Il34
mSE_09565,Nfix
mSE_09566,Klf3
mSE_09567,Gsto2
mSE_09568,Junb
mSE_09569,Stk24
mSE_09570,S1pr3
mSE_09571,Abcc1
mSE_09572,A530013C23Rik
mSE_09573,Dnajb12
mSE_09574,C130026L21Rik
mSE_09575,Dusp6
mSE_09576,Creb3l2
mSE_09577,Egfr
mSE_09578,Zfp36
mSE_09579,Vcl
mSE_09580,Vcam1
mSE_09581,Mir148a
mSE_09582,Cflar
mSE_09583,Tarbp1
mSE_09584,Ptk7
mSE_09585,Tenc1
mSE_09586,D18Ertd653e
mSE_09587,Lima1
mSE_09588,Btg2
mSE_09589,Cdh3
mSE_09590,Shisa4
mSE_09591,Tnfaip2
mSE_09592,Ier5
mSE_09593,Mkl1
mSE_09594,H6pd
mSE_09595,Xrcc6bp1
mSE_09596,Rbms1
mSE_09597,Ctgf
mSE_09598,Axl
mSE_09599,Arhgef17
mSE_09600,Akap13
mSE_09601,Col6a2
mSE_09602,Afap1
mSE_09603,Hnrnpl
mSE_09604,1700011L22Rik
mSE_09605,Uck2
mSE_09606,Zfhx3
mSE_09607,Nr1d1
mSE_09608,Ahdc1
mSE_09609,Dusp5
mSE_09610,Ccl2
mSE_09611,Fgf7
mSE_09612,Antxr1
mSE_09613,Ankrd55
mSE_09614,Tulp4
mSE_09615,Cd44
mSE_09616,Mir125b-1
mSE_09617,Ctgf
mSE_09618,Eps8
mSE_09619,Cnn2
mSE_09620,Wasf2
mSE_09621,Fez2
mSE_09622,2010111I01Rik
mSE_09623,Camk2g
mSE_09624,Mmp14
mSE_09625,Laptm4a
mSE_09626,Haao
mSE_09627,Mir23b
mSE_09628,Mirlet7i
mSE_09629,Gli2
mSE_09630,Sdc4
mSE_09631,Rsu1
mSE_09632,Arhgef2
mSE_09633,Thbs1
mSE_09634,Actg1
mSE_09635,Jun
mSE_09636,Igf2r
mSE_09637,Zfp541
mSE_09638,Irf2bp2
mSE_09639,Tshz1
mSE_09640,Rnd3
mSE_09641,Sept9
mSE_09642,Acta2
mSE_09643,Il1rl1
mSE_09644,Mir1904
mSE_09645,Gpx4
mSE_09646,Lims1
mSE_09647,Mrpl33
mSE_09648,Wdfy1
mSE_09649,Msh5
mSE_09650,Htra1
mSE_09651,Capzb
mSE_09652,Scd2
mSE_09653,Lrig1
mSE_09654,Mrpl45
mSE_09655,Micalcl
mSE_09656,Tcf4
mSE_09657,Morn1
mSE_09658,Gorab
mSE_09659,Mical2
mSE_09660,Ski
mSE_09661,Foxp1
mSE_09662,Arhgap23
mSE_09663,Gpr124
mSE_09664,Oaf
mSE_09665,Gadd45g
mSE_09666,1700019O17Rik
mSE_09667,Neurl1a
mSE_09668,Tbx15
mSE_09669,Fat1
mSE_09670,Cxxc5
mSE_09671,Adamts4
mSE_09672,Hdac7
mSE_09673,Lclat1
mSE_09674,Pdlim5
mSE_09675,Adam12
mSE_09676,Creb3l1
mSE_09677,Adamts6
mSE_09678,Vgll3
mSE_09679,Gmpr
mSE_09680,Sash1
mSE_09681,Msn
mSE_09682,Rnu12
mSE_09683,Kdm6b
mSE_09684,Lasp1
mSE_09685,Smad7
mSE_09686,Tln1
mSE_09687,C130026L21Rik
mSE_09688,Fam38a
mSE_09689,Dnm3os
mSE_09690,Fam176b
mSE_09691,Rassf8
mSE_09692,Gadd45b
mSE_09693,Tm4sf1
mSE_09694,Mxra8
mSE_09695,Polm
mSE_09696,Gm10248
mSE_09697,Hdgf
mSE_09698,Inhba
mSE_09699,Zc3h12a
mSE_09700,Apol7a
mSE_09701,Sp3
mSE_09702,Col4a1
mSE_09703,Tjap1
mSE_09704,Zfhx3
mSE_09705,Pdzrn3
mSE_09706,Lif
mSE_09707,Bcl3
mSE_09708,Crabp1
mSE_09709,Thoc6
mSE_09710,Hmg20a
mSE_09711,Zfp503
mSE_09712,Mir23b
mSE_09713,1500009L16Rik
mSE_09714,Jph2
mSE_09715,Dlc1
mSE_09716,Tpra1
mSE_09717,Gm6772
mSE_09718,Socs3
mSE_09719,Marcks
mSE_09720,H2afy3
mSE_09721,Hic1
mSE_09722,Col12a1
mSE_09723,Fgfr1
mSE_09724,Zfhx4
mSE_09725,Zfp36l2
mSE_09726,Mir365-2
mSE_09727,Dtwd1
mSE_09728,Actbl2
mSE_09729,Gramd4
mSE_09730,Rbm9
mSE_09731,D030025P21Rik
mSE_09732,Lbh
mSE_09733,Foxk1
mSE_09734,Itgav
mSE_09735,Tanc1
mSE_09736,Ptn
mSE_09737,F3
mSE_09738,Emilin1
mSE_09739,Nuak2
mSE_09740,Shc1
mSE_09741,Pdlim1
mSE_09742,Lrrfip1
mSE_09743,Pdgfc
mSE_09744,Tpra1
mSE_09745,Pkm2
mSE_09746,Adk
mSE_09747,Foxp1
mSE_09748,Stk40
mSE_09749,Trio
mSE_09750,Hes1
mSE_09751,Ftl1
mSE_09752,Rad51l1
mSE_09753,Ccin
mSE_09754,Trappc3
mSE_09755,Tmx1
mSE_09756,Fam119a
mSE_09757,Nfe2l1
mSE_09758,Ston1
mSE_09759,Bloc1s1
mSE_09760,Lactb
mSE_09761,Rgl1
mSE_09762,Sept9
mSE_09763,Tbcc
mSE_09764,Mirlet7i
mSE_09765,Cdkn1a
mSE_09766,Swap70
mSE_09767,Med13l
mSE_09768,App
mSE_09769,Swap70
mSE_09770,Tpm1
mSE_09771,Aebp2
mSE_09772,Nedd9
mSE_09773,Cwc27
mSE_09774,Etv4
mSE_09775,Zscan2
mSE_09776,Klf3
mSE_09777,Mirlet7c-2
mSE_09778,4632428N05Rik
mSE_09779,A430105I19Rik
mSE_09780,Scarna3b
mSE_09781,Cap1
mSE_09782,Dut
mSE_09783,Snord17
mSE_09784,Mxra7
mSE_09785,1500009L16Rik
mSE_09786,Clic4
mSE_09787,Cstad
mSE_09788,Rarg
mSE_09789,Postn
mSE_09790,Lamc2
mSE_09791,Thbs1
mSE_09792,Pdzrn3
mSE_09793,Katnal1
mSE_09794,Mllt10
mSE_09795,Ppcdc
mSE_09796,Apol6
mSE_09797,Jun
mSE_09798,S100a6
mSE_09799,4831426I19Rik
mSE_09800,Gm5129
mSE_09801,Tcf7l2
mSE_09802,Snx7
mSE_09803,Foxc1
mSE_09804,Tpt1
mSE_09805,Runx1
mSE_09806,Cdkn2b
mSE_09807,Svep1
mSE_09808,Ski
mSE_09809,Itgb1
mSE_09810,Arf6
mSE_09811,Sept15
mSE_09812,Ptbp1
mSE_09813,Tmem44
mSE_09814,Traf3ip2
mSE_09815,Mbp
mSE_09816,Gm71
mSE_09817,Sp2
mSE_09818,Atl1
mSE_09819,Emp1
mSE_09820,Trim2
mSE_09821,Zfp532
mSE_09822,Zfp438
mSE_09823,C130039O16Rik
mSE_09824,Mir140
mSE_09825,Tsc22d2
mSE_09826,Gm4832
mSE_09827,Mlph
mSE_09828,Fam198b
mSE_09829,Yap1
mSE_09830,Notch2
mSE_09831,Pfn1
mSE_09832,Lhfp
mSE_09833,Sox4
mSE_09834,Kcnj15
mSE_09835,Fmnl3
mSE_09836,Mus81
mSE_09837,Thbs1
mSE_09838,Lrrk1
mSE_09839,Prss23
mSE_09840,C030019I05Rik
mSE_09841,Ddit4
mSE_09842,Alox5ap
mSE_09843,Mir199b
mSE_09844,Phldb2
mSE_09845,Mir99b
mSE_09846,2210403K04Rik
mSE_09847,Sesn2
mSE_09848,Rai14
mSE_09849,Nuak1
mSE_09850,Dusp1
mSE_09851,6230427J02Rik
mSE_09852,Sox4
mSE_09853,Chd9
mSE_09854,Rcc2
mSE_09855,Cxcr6
mSE_09856,Atf4
mSE_09857,Lmo7
mSE_09858,St3gal2
mSE_09859,Lzts2
mSE_09860,Glis2
mSE_09861,Klf9
mSE_09862,Smad3
mSE_09863,Galnt2
mSE_09864,Cux1
mSE_09865,Prkcdbp
mSE_09866,Samd4
mSE_09867,Hoxc6
mSE_09868,Pfdn1
mSE_09869,Stard13
mSE_09870,Ak5
mSE_09871,Ptma
mSE_09872,Wnt5a
mSE_09873,Mirlet7a-1
mSE_09874,Rbm9
mSE_09875,Slc14a2
mSE_09876,Fmnl2
mSE_09877,Schip1
mSE_09878,Tmx1
mSE_09879,Sertad1
mSE_09880,Enc1
mSE_09881,Mgp
mSE_09882,Prss23
mSE_09883,Nfatc4
mSE_09884,Mir199a-1
mSE_09885,Anxa3
mSE_09886,Slc48a1
mSE_09887,Mkl1
mSE_09888,Loxl2
mSE_09889,Atl2
mSE_09890,Rasa3
mSE_09891,Pbp2
mSE_09892,Snx33
mSE_09893,Ptrf
mSE_09894,Ephx1
mSE_09895,Zbtb7b
mSE_09896,Ankrd1
mSE_09897,Rasgrp1
mSE_09898,Mbd6
mSE_09899,Klf7
mSE_09900,Azin1
mSE_09901,Spry2
mSE_09902,Gcnt4
mSE_09903,Arsi
mSE_09904,Pmepa1
mSE_09905,Ptplb
mSE_09906,Frmd6
mSE_09907,Mecom
mSE_09908,Dap
mSE_09909,Flna
mSE_09910,Tgfb3
mSE_09911,Pdlim7
mSE_09912,Rad23b
mSE_09913,Gpx1
mSE_09914,Fosl1
mSE_09915,Thbs1
mSE_09916,Pawr
mSE_09917,Smndc1
mSE_09918,Abl1
mSE_09919,Nln
mSE_09920,Dysf
mSE_09921,Iqgap1
mSE_09922,Flnc
mSE_09923,Zfp281
mSE_09924,Cxxc5
mSE_09925,Serpinf1
mSE_09926,Foxa2
mSE_09927,Zfp608
mSE_09928,Ddr1
mSE_09929,Il6st
mSE_09930,2900073G15Rik
mSE_09931,Mettl11b
mSE_09932,Kcnn4
mSE_09933,Dkk3
mSE_09934,Tmpo
mSE_09935,Kremen1
mSE_09936,Pla2g4a
mSE_09937,Cubn
mSE_09938,Vgll4
mSE_09939,Lox
mSE_09940,Sdccag8
mSE_09941,Myo1e
mSE_09942,Pik3r1
mSE_09943,B230120H23Rik
mSE_09944,Spp1
mSE_09945,Meis2
mSE_09946,Jub
mSE_09947,Fert2
mSE_09948,Mir190
mSE_09949,Zfpm1
mSE_09950,Tspan4
mSE_09951,Slc14a2
mSE_09952,Phldb2
mSE_09953,Klhdc8a
mSE_09954,Galntl4
mSE_09955,Rai14
mSE_09956,St5
mSE_09957,Tagln
mSE_09958,Cytsb
mSE_09959,Slc4a1ap
mSE_09960,Fosl2
mSE_09961,Palm2
mSE_09962,Slc20a1
mSE_09963,Fam134b
mSE_09964,Speg
mSE_09965,Myl6
mSE_09966,Baalc
mSE_09967,Dab2ip
mSE_09968,H2afy3
mSE_09969,D830031N03Rik
mSE_09970,Nr2f2
mSE_09971,Tns1
mSE_09972,Mnt
mSE_09973,Papd7
mSE_09974,Ccdc42
mSE_09975,9830001H06Rik
mSE_09976,Tnks1bp1
mSE_09977,Fgd3
mSE_09978,Igf1r
mSE_09979,Ier3
mSE_09980,Hoxc6
mSE_09981,Ppap2a
mSE_09982,Moxd1
mSE_09983,Emp3
mSE_09984,4921528O07Rik
mSE_09985,1700012B07Rik
mSE_09986,Slc39a13
mSE_09987,Wwc2
mSE_09988,Foxn3
mSE_09989,Irf2bp2
mSE_09990,Cops8
mSE_09991,Slc2a1
mSE_09992,Prss38
mSE_09993,Adamts12
mSE_09994,Frmd4a
mSE_09995,Slc16a11
mSE_09996,Fzd7
mSE_09997,Msrb3
mSE_09998,Ddr2
mSE_09999,Zyx
mSE_10000,Rbm9
mSE_10001,Sipa1l3
mSE_10002,Ankrd50
mSE_10003,Nfkbia
mSE_10004,1810010D01Rik
mSE_10005,Col18a1
mSE_10006,Cav1
mSE_10007,Palm2
mSE_10008,Pde4a
mSE_10009,Ddc
mSE_10010,1110067D22Rik
mSE_10011,6030419C18Rik
mSE_10012,Dusp1
mSE_10013,Rbms1
mSE_10694,Tshz1
mSE_10695,Mirlet7c-2
mSE_10696,Cstad
mSE_10697,Mir9-3
mSE_10698,Zmynd8
mSE_10699,Gprc5b
mSE_10700,Pitpnm2
mSE_10701,Sec14l1
mSE_10702,C130071C03Rik
mSE_10703,6430527G18Rik
mSE_10704,Ncor2
mSE_10705,Rasa3
mSE_10706,Cdk5r1
mSE_10707,Kcnj4
mSE_10708,Ankrd26
mSE_10709,Nr1d1
mSE_10710,Traf3ip2
mSE_10711,Cxxc5
mSE_10712,Add2
mSE_10713,6430527G18Rik
mSE_10714,Meis2
mSE_10715,Gm13476
mSE_10716,Sipa1l1
mSE_10717,Dnlz
mSE_10718,Malat1
mSE_10719,Gng4
mSE_10720,Tcf4
mSE_10721,Mef2d
mSE_10722,Fam105a
mSE_10723,Bcl11a
mSE_10724,Zcchc14
mSE_10725,Tctn1
mSE_10726,Ncs1
mSE_10727,Camk2b
mSE_10728,1700054N08Rik
mSE_10729,Sox2
mSE_10730,Phldb1
mSE_10731,Pbx1
mSE_10732,Gdpd5
mSE_10733,Pkig
mSE_10734,Fam20c
mSE_10735,Tiam1
mSE_10736,Grb2
mSE_10737,Mir1192
mSE_10738,D11Bwg0517e
mSE_10739,Ppp1r16b
mSE_10740,Pnmal2
mSE_10741,Synpo
mSE_10742,Amigo1
mSE_10743,Pcdhgc5
mSE_10744,Pcbp3
mSE_10745,Ndrg4
mSE_10746,Ppm1e
mSE_10747,Myo3b
mSE_10748,Atp1b1
mSE_10749,Sall1
mSE_10750,Kcnb1
mSE_10751,Ddit4
mSE_10752,Tnrc18
mSE_10753,Gad1
mSE_10754,Ctdsp2
mSE_10755,Fam64a
mSE_10756,Mir124a-1
mSE_10757,Camk2n1
mSE_10758,Stk32c
mSE_10759,Pacsin2
mSE_10760,Vamp3
mSE_10761,Sp9
mSE_10762,Dock3
mSE_10763,Cacna1d
mSE_10764,Bai1
mSE_10765,Sec13
mSE_10766,Mir193
mSE_10767,Cacng5
mSE_10768,Mir124a-3
mSE_10769,Lrp8
mSE_10770,Meis2
mSE_10771,Ubc
mSE_10772,Prkca
mSE_10773,Chd2
mSE_10774,Abr
mSE_10775,Zbtb9
mSE_10776,Sp8
mSE_10777,Txndc11
mSE_10778,Gse1
mSE_10779,Gprin1
mSE_10780,2610100L16Rik
mSE_10781,3110039M20Rik
mSE_10782,Sez6l
mSE_10783,Actn4
mSE_10784,Irf2bp2
mSE_10785,Dlgap3
mSE_10786,Ski
mSE_10787,Dlx1
mSE_10788,Mir9-1
mSE_10789,Kdm4b
mSE_10790,Ppp1cc
mSE_10791,Fam101a
mSE_10792,Nacc2
mSE_10793,Mir124a-3
mSE_10794,2010300C02Rik
mSE_10795,Rhof
mSE_10796,Rhcg
mSE_10797,Arhgef2
mSE_10798,Afap1l1
mSE_10799,Slc22a12
mSE_10800,Ildr2
mSE_10801,Pla2g3
mSE_10802,Grm2
mSE_10803,Trmt61a
mSE_10804,D11Bwg0517e
mSE_10805,Tmod1
mSE_10806,Bahcc1
mSE_10807,Apc
mSE_10808,Camk2a
mSE_10809,Hdac5
mSE_10810,Vgll4
mSE_10811,Prss52
mSE_10812,Plekho1
mSE_10813,Neurl1B
mSE_10814,Tbx19
mSE_10815,Dlgap4
mSE_10816,Rprml
mSE_10817,Sirpa
mSE_10818,Ptk2b
mSE_10819,Slc43a2
mSE_10820,Polr3h
mSE_10821,Camk2b
mSE_10822,Celf3
mSE_10823,C1qtnf4
mSE_10824,Fam92b
mSE_10825,Mll5
mSE_10826,Pcdh1
mSE_10827,Il9r
mSE_10828,Dpf1
mSE_10829,Klf13
mSE_10830,Gm13476
mSE_10831,Mgst2
mSE_10832,Dnmt3a
mSE_10833,Tcf4
mSE_10834,Tuba1a
mSE_10835,Pipox
mSE_10836,Wasf2
mSE_10837,Csk
mSE_10838,Brd2
mSE_10839,Kcnc1
mSE_10840,Notch2
mSE_10841,Dlx2
mSE_10842,Morn1
mSE_10843,Itm2b
mSE_10844,Mkl2
mSE_10845,Dnajb5
mSE_10846,Myt1l
mSE_10847,Mir135b
mSE_10848,Atp1a3
mSE_10849,Zc3h4
mSE_10850,Palm
mSE_10851,Dbp
mSE_10852,Rasgef1a
mSE_10853,Zfp532
mSE_10854,Mtss1l
mSE_10855,Junb
mSE_10856,Arpp21
mSE_10857,Pcbp3
mSE_10858,Nav2
mSE_10859,Rasl10b
mSE_10860,Kcnh2
mSE_10861,Uchl4
mSE_10862,Tob2
mSE_10863,1700019O17Rik
mSE_10864,Bcl9l
mSE_10865,Arc
mSE_10866,Artn
mSE_10867,Dnm1
mSE_10868,Ppargc1b
mSE_10869,Cic
mSE_10870,Jund
mSE_10871,Per1
mSE_10872,Klf16
mSE_10873,9430041J12Rik
mSE_10874,Stard10
mSE_10875,Kdm6b
mSE_10876,Mir138-1
mSE_10877,Dscaml1
mSE_10878,Scn3b
mSE_10879,Trak1
mSE_10880,Calm1
mSE_10881,Arhgef17
mSE_10882,Nmt1
mSE_10883,Dnmt3a
mSE_10884,Neat1
mSE_10885,Ptma
mSE_10886,Acvr1
mSE_10887,Cyth1
mSE_10888,Kcnab2
mSE_10889,Elmo2
mSE_10890,Rasgef1c
mSE_10891,Ampd2
mSE_10892,Atp1a2
mSE_10893,Kcnf1
mSE_10894,Mir33
mSE_10895,Kif21b
mSE_10896,Pax6
mSE_10897,Epb4.9
mSE_10898,Itm2c
mSE_10899,Pbx1
mSE_10900,Prss52
mSE_10901,Dlgap4
mSE_10902,Shank2
mSE_10903,Tob1
mSE_10904,Nfic
mSE_10905,Ralgds
mSE_10906,Srrm3
mSE_10907,Slc32a1
mSE_10908,Rlbp1
